organ,organ_label,model,focal_term,exposure,exposure_label,curve_group,curve_exposure_value,source_n,n,sampled,finegray_max_n,time_days,cif
LI,Liver,pm25,pm25_5ug,PM2.5 per 5 ug/m3,PM2.5,Q1 reference,1.3633090400172954,217632,998,TRUE,1000,0.5,0.0018009319610270413
LI,Liver,pm25,pm25_5ug,PM2.5 per 5 ug/m3,PM2.5,Q1 reference,1.3633090400172954,217632,998,TRUE,1000,1,0.0036080902973374407
LI,Liver,pm25,pm25_5ug,PM2.5 per 5 ug/m3,PM2.5,Q1 reference,1.3633090400172954,217632,998,TRUE,1000,2,0.008129086630847215
LI,Liver,pm25,pm25_5ug,PM2.5 per 5 ug/m3,PM2.5,Q1 reference,1.3633090400172954,217632,998,TRUE,1000,3,0.01084087136841394
LI,Liver,pm25,pm25_5ug,PM2.5 per 5 ug/m3,PM2.5,Q1 reference,1.3633090400172954,217632,998,TRUE,1000,4,0.012660651246968246
LI,Liver,pm25,pm25_5ug,PM2.5 per 5 ug/m3,PM2.5,Q1 reference,1.3633090400172954,217632,998,TRUE,1000,5,0.014483762958653501
LI,Liver,pm25,pm25_5ug,PM2.5 per 5 ug/m3,PM2.5,Q1 reference,1.3633090400172954,217632,998,TRUE,1000,6,0.01630974221309689
LI,Liver,pm25,pm25_5ug,PM2.5 per 5 ug/m3,PM2.5,Q1 reference,1.3633090400172954,217632,998,TRUE,1000,7,0.01905670393936254
LI,Liver,pm25,pm25_5ug,PM2.5 per 5 ug/m3,PM2.5,Q1 reference,1.3633090400172954,217632,998,TRUE,1000,8,0.02272689043574594
LI,Liver,pm25,pm25_5ug,PM2.5 per 5 ug/m3,PM2.5,Q1 reference,1.3633090400172954,217632,998,TRUE,1000,9,0.024583323842531257
LI,Liver,pm25,pm25_5ug,PM2.5 per 5 ug/m3,PM2.5,Q1 reference,1.3633090400172954,217632,998,TRUE,1000,10,0.026443678653559233
LI,Liver,pm25,pm25_5ug,PM2.5 per 5 ug/m3,PM2.5,Q1 reference,1.3633090400172954,217632,998,TRUE,1000,11,0.027377701693306666
LI,Liver,pm25,pm25_5ug,PM2.5 per 5 ug/m3,PM2.5,Q1 reference,1.3633090400172954,217632,998,TRUE,1000,12,0.030180076472343775
LI,Liver,pm25,pm25_5ug,PM2.5 per 5 ug/m3,PM2.5,Q1 reference,1.3633090400172954,217632,998,TRUE,1000,13,0.03205027452791254
LI,Liver,pm25,pm25_5ug,PM2.5 per 5 ug/m3,PM2.5,Q1 reference,1.3633090400172954,217632,998,TRUE,1000,17,0.033931150080932615
LI,Liver,pm25,pm25_5ug,PM2.5 per 5 ug/m3,PM2.5,Q1 reference,1.3633090400172954,217632,998,TRUE,1000,19,0.03488158711366962
LI,Liver,pm25,pm25_5ug,PM2.5 per 5 ug/m3,PM2.5,Q1 reference,1.3633090400172954,217632,998,TRUE,1000,21,0.03583471326076548
LI,Liver,pm25,pm25_5ug,PM2.5 per 5 ug/m3,PM2.5,Q1 reference,1.3633090400172954,217632,998,TRUE,1000,22,0.036791738879593305
LI,Liver,pm25,pm25_5ug,PM2.5 per 5 ug/m3,PM2.5,Q1 reference,1.3633090400172954,217632,998,TRUE,1000,23,0.037749965605546554
LI,Liver,pm25,pm25_5ug,PM2.5 per 5 ug/m3,PM2.5,Q1 reference,1.3633090400172954,217632,998,TRUE,1000,25,0.04063065998948301
LI,Liver,pm25,pm25_5ug,PM2.5 per 5 ug/m3,PM2.5,Q1 reference,1.3633090400172954,217632,998,TRUE,1000,27,0.04255736083530226
LI,Liver,pm25,pm25_5ug,PM2.5 per 5 ug/m3,PM2.5,Q1 reference,1.3633090400172954,217632,998,TRUE,1000,29,0.043520020652501934
LI,Liver,pm25,pm25_5ug,PM2.5 per 5 ug/m3,PM2.5,Q1 reference,1.3633090400172954,217632,998,TRUE,1000,30,0.04448296820674569
LI,Liver,pm25,pm25_5ug,PM2.5 per 5 ug/m3,PM2.5,Q1 reference,1.3633090400172954,217632,998,TRUE,1000,31,0.046417760496891725
LI,Liver,pm25,pm25_5ug,PM2.5 per 5 ug/m3,PM2.5,Q1 reference,1.3633090400172954,217632,998,TRUE,1000,32,0.04835237379047819
LI,Liver,pm25,pm25_5ug,PM2.5 per 5 ug/m3,PM2.5,Q1 reference,1.3633090400172954,217632,998,TRUE,1000,33,0.04931968336044901
LI,Liver,pm25,pm25_5ug,PM2.5 per 5 ug/m3,PM2.5,Q1 reference,1.3633090400172954,217632,998,TRUE,1000,35,0.05028784196572067
LI,Liver,pm25,pm25_5ug,PM2.5 per 5 ug/m3,PM2.5,Q1 reference,1.3633090400172954,217632,998,TRUE,1000,36,0.05222473800431149
LI,Liver,pm25,pm25_5ug,PM2.5 per 5 ug/m3,PM2.5,Q1 reference,1.3633090400172954,217632,998,TRUE,1000,38,0.0531946951048029
LI,Liver,pm25,pm25_5ug,PM2.5 per 5 ug/m3,PM2.5,Q1 reference,1.3633090400172954,217632,998,TRUE,1000,39,0.05416527418331751
LI,Liver,pm25,pm25_5ug,PM2.5 per 5 ug/m3,PM2.5,Q1 reference,1.3633090400172954,217632,998,TRUE,1000,44,0.055136930456910704
LI,Liver,pm25,pm25_5ug,PM2.5 per 5 ug/m3,PM2.5,Q1 reference,1.3633090400172954,217632,998,TRUE,1000,45,0.05610921291354498
LI,Liver,pm25,pm25_5ug,PM2.5 per 5 ug/m3,PM2.5,Q1 reference,1.3633090400172954,217632,998,TRUE,1000,47,0.058055123181862234
LI,Liver,pm25,pm25_5ug,PM2.5 per 5 ug/m3,PM2.5,Q1 reference,1.3633090400172954,217632,998,TRUE,1000,54,0.05903290948484574
LI,Liver,pm25,pm25_5ug,PM2.5 per 5 ug/m3,PM2.5,Q1 reference,1.3633090400172954,217632,998,TRUE,1000,55,0.06001148171814796
