organ,organ_label,model,endpoint,term,exposure,source_n,source_adverse_events,n,adverse_events,sampled,finegray_max_n,subdistribution_hazard_ratio,conf_low,conf_high,p_value,elapsed_seconds,center_adjustment,variance_estimator,error
HR,Heart,heat_humidity,death_or_deterioration_delist_subdistribution,tmax_5c,Tmax per 5 C,73624,9823,999,133,TRUE,1000,1.1791211744198322,1.0303733889934217,1.349342635220251,0.016624833948118863,0.3900000000000001,top_20_listing_center_fixed_effect_dummies_plus_other,cmprsk_crr_model_based,NA
HR,Heart,heat_humidity,death_or_deterioration_delist_subdistribution,rmax_10pct,Maximum relative humidity per 10 pct,73624,9823,999,133,TRUE,1000,1.0050145744102177,0.8158069920097627,1.2381044838665267,0.9625102959041961,0.3900000000000001,top_20_listing_center_fixed_effect_dummies_plus_other,cmprsk_crr_model_based,NA
