model,organ,organ_label,pollutant,exposure_label,subgroup,subgroup_label,subgroup_level,n,people,centers,adverse_events,hazard_ratio,conf_low,conf_high,p_value,adjustment_set,error
time_varying,LI,Liver,no2,Monthly/annual NO2 per 10 ppb,race_group,Race,Asian,158898,10034,148,1825,1.0484835054581039,0.9660129923014152,1.137994695701468,0.25733930661625426,age_interval + sex + zcta_svi_proxy + organ_score_tv + strata(listing_center),NA
time_varying,LU,Lung,no2,Monthly/annual NO2 per 10 ppb,age_group,Age group,<18,21582,1248,60,284,0.9523895541410206,0.7587069088951364,1.195515491163529,0.674104257110956,sex + race_group + zcta_svi_proxy + organ_score_tv + strata(listing_center),NA
time_varying,LU,Lung,no2,Monthly/annual NO2 per 10 ppb,age_group,Age group,18-39,81376,5715,80,813,1.2889445399199067,1.127874393340618,1.4730168862762751,1.939327967307508e-4,sex + race_group + zcta_svi_proxy + organ_score_tv + strata(listing_center),NA
time_varying,LU,Lung,no2,Monthly/annual NO2 per 10 ppb,age_group,Age group,40-59,179728,17908,76,2230,1.3202088772005514,1.2169487211261565,1.4322308320651544,2.3073200456546073e-11,sex + race_group + zcta_svi_proxy + organ_score_tv + strata(listing_center),NA
time_varying,LU,Lung,no2,Monthly/annual NO2 per 10 ppb,age_group,Age group,60+,156627,27061,74,2612,1.5113600111534635,1.3885101070104058,1.645079190839969,1.319473829412451e-21,sex + race_group + zcta_svi_proxy + organ_score_tv + strata(listing_center),NA
time_varying,LU,Lung,no2,Monthly/annual NO2 per 10 ppb,sex,Sex,Female,241577,22171,84,3119,1.289007800425783,1.2010723062424946,1.3833814175239612,1.893524974347948e-12,age_interval + race_group + zcta_svi_proxy + organ_score_tv + strata(listing_center),NA
time_varying,LU,Lung,no2,Monthly/annual NO2 per 10 ppb,sex,Sex,Male,197736,29761,85,2820,1.436978297004627,1.3322082959118653,1.5499878152679853,6.226600736214516e-21,age_interval + race_group + zcta_svi_proxy + organ_score_tv + strata(listing_center),NA
time_varying,LU,Lung,no2,Monthly/annual NO2 per 10 ppb,race_group,Race,White,377378,44636,85,4965,1.3450013703009804,1.2705390781411907,1.4238276627887265,1.984398656220449e-24,age_interval + sex + zcta_svi_proxy + organ_score_tv + strata(listing_center),NA
time_varying,LU,Lung,no2,Monthly/annual NO2 per 10 ppb,race_group,Race,Black,46562,5210,83,697,1.4449824500784194,1.2479789006518869,1.6730846009848162,8.557242075438132e-7,age_interval + sex + zcta_svi_proxy + organ_score_tv + strata(listing_center),NA
time_varying,LU,Lung,no2,Monthly/annual NO2 per 10 ppb,race_group,Race,Asian,10508,1399,71,220,1.6737169779183723,1.2470188355301632,2.2464203766266606,6.031670151059979e-4,age_interval + sex + zcta_svi_proxy + organ_score_tv + strata(listing_center),NA
