model,organ,organ_label,pollutant,exposure_label,subgroup,subgroup_label,subgroup_level,n,people,centers,adverse_events,hazard_ratio,conf_low,conf_high,p_value,adjustment_set,error,hazard_ratio_ci,p_value_display
time_varying,HR,Heart,no2,Monthly/annual NO2 per 10 ppb,race_group,Race,Asian,23365,2727,151,288,1.2306496171139552,0.958098238001189,1.580734020826834,0.10419567915024773,age_interval + sex + zcta_svi_proxy + organ_score_tv + strata(listing_center),NA,1.23 (0.96-1.58),0.104
time_varying,KI,Kidney,no2,Monthly/annual NO2 per 10 ppb,age_group,Age group,<18,623042,18441,191,629,0.7565965880608305,0.6266884724730026,0.9134337429350918,0.003707729080606032,sex + race_group + zcta_svi_proxy + kidney_no_dialysis_time + kidney_dialysis_years_tv + kidney_diabetes + strata(listing_center),NA,0.76 (0.63-0.91),0.004
time_varying,KI,Kidney,no2,Monthly/annual NO2 per 10 ppb,age_group,Age group,18-39,4420600,106990,275,10908,0.8115323795609046,0.7765732368873601,0.8480652844997671,1.4684838097486427e-20,sex + race_group + zcta_svi_proxy + kidney_no_dialysis_time + kidney_dialysis_years_tv + kidney_diabetes + strata(listing_center),NA,0.81 (0.78-0.85),<.001
time_varying,KI,Kidney,no2,Monthly/annual NO2 per 10 ppb,age_group,Age group,40-59,10548133,290185,240,60058,0.894640863766351,0.8783032297778671,0.9112823999554556,2.4375345533009783e-32,sex + race_group + zcta_svi_proxy + kidney_no_dialysis_time + kidney_dialysis_years_tv + kidney_diabetes + strata(listing_center),NA,0.89 (0.88-0.91),<.001
time_varying,KI,Kidney,no2,Monthly/annual NO2 per 10 ppb,age_group,Age group,60+,5971521,212516,239,59857,0.912521936247207,0.8955141261705954,0.9298527625612498,1.4770806777688475e-21,sex + race_group + zcta_svi_proxy + kidney_no_dialysis_time + kidney_dialysis_years_tv + kidney_diabetes + strata(listing_center),NA,0.91 (0.90-0.93),<.001
time_varying,KI,Kidney,no2,Monthly/annual NO2 per 10 ppb,sex,Sex,Female,8490889,242514,279,48957,0.8775982963073644,0.8597283994612934,0.8958396281478934,1.6004707831488401e-35,age_interval + race_group + zcta_svi_proxy + kidney_no_dialysis_time + kidney_dialysis_years_tv + kidney_diabetes + strata(listing_center),NA,0.88 (0.86-0.90),<.001
time_varying,KI,Kidney,no2,Monthly/annual NO2 per 10 ppb,sex,Sex,Male,13072407,385618,280,82495,0.9064502478693418,0.8921843437345006,0.9209442618362078,6.869983074048035e-34,age_interval + race_group + zcta_svi_proxy + kidney_no_dialysis_time + kidney_dialysis_years_tv + kidney_diabetes + strata(listing_center),NA,0.91 (0.89-0.92),<.001
time_varying,KI,Kidney,no2,Monthly/annual NO2 per 10 ppb,race_group,Race,White,12432368,391774,280,79993,0.8886547394463744,0.8742730513297631,0.9032730046286621,1.2128318297266488e-45,age_interval + sex + zcta_svi_proxy + kidney_no_dialysis_time + kidney_dialysis_years_tv + kidney_diabetes + strata(listing_center),NA,0.89 (0.87-0.90),<.001
time_varying,KI,Kidney,no2,Monthly/annual NO2 per 10 ppb,race_group,Race,Black,7060277,180140,277,40455,0.8969549309395216,0.8768148702031634,0.9175576002153201,6.2536296243674215e-21,age_interval + sex + zcta_svi_proxy + kidney_no_dialysis_time + kidney_dialysis_years_tv + kidney_diabetes + strata(listing_center),NA,0.90 (0.88-0.92),<.001
time_varying,KI,Kidney,no2,Monthly/annual NO2 per 10 ppb,race_group,Race,Asian,1636383,42589,272,8306,0.8921552593145435,0.8495697219883308,0.936875439557547,4.810099197491427e-6,age_interval + sex + zcta_svi_proxy + kidney_no_dialysis_time + kidney_dialysis_years_tv + kidney_diabetes + strata(listing_center),NA,0.89 (0.85-0.94),<.001
time_varying,LI,Liver,no2,Monthly/annual NO2 per 10 ppb,age_group,Age group,<18,167589,13238,112,1132,1.0767587590740635,0.9737599631514899,1.1906521823821847,0.14940679176896673,sex + race_group + zcta_svi_proxy + organ_score_tv + strata(listing_center),NA,1.08 (0.97-1.19),0.149
time_varying,LI,Liver,no2,Monthly/annual NO2 per 10 ppb,age_group,Age group,18-39,360282,23082,151,2798,1.1022211010224146,1.0295693834693456,1.1799994978922526,0.005148620742203552,sex + race_group + zcta_svi_proxy + organ_score_tv + strata(listing_center),NA,1.10 (1.03-1.18),0.005
time_varying,LI,Liver,no2,Monthly/annual NO2 per 10 ppb,age_group,Age group,40-59,1836534,115364,134,22416,1.0208482033283717,0.9958940538211728,1.0464276297666237,0.10223369139410432,sex + race_group + zcta_svi_proxy + organ_score_tv + strata(listing_center),NA,1.02 (1.00-1.05),0.102
time_varying,LI,Liver,no2,Monthly/annual NO2 per 10 ppb,age_group,Age group,60+,993312,81160,129,19135,0.9684106098428785,0.9401086908873146,0.9975645564675103,0.033913957269877205,sex + race_group + zcta_svi_proxy + organ_score_tv + strata(listing_center),NA,0.97 (0.94-1.00),0.034
time_varying,LI,Liver,no2,Monthly/annual NO2 per 10 ppb,sex,Sex,Female,1295117,88520,162,18128,1.0166886716629535,0.9877380475651544,1.0464878391956423,0.26147789694825907,age_interval + race_group + zcta_svi_proxy + organ_score_tv + strata(listing_center),NA,1.02 (0.99-1.05),0.261
time_varying,LI,Liver,no2,Monthly/annual NO2 per 10 ppb,sex,Sex,Male,2062600,144324,162,27353,1.0119073322915098,0.9890888335927112,1.0352522588147697,0.3090653442560958,age_interval + race_group + zcta_svi_proxy + organ_score_tv + strata(listing_center),NA,1.01 (0.99-1.04),0.309
time_varying,LI,Liver,no2,Monthly/annual NO2 per 10 ppb,race_group,Race,White,2871897,198255,163,39019,1.0011301468988756,0.9816596314351818,1.020986846086828,0.9102541944316792,age_interval + sex + zcta_svi_proxy + organ_score_tv + strata(listing_center),NA,1.00 (0.98-1.02),0.910
time_varying,LI,Liver,no2,Monthly/annual NO2 per 10 ppb,race_group,Race,Black,273464,19766,157,3870,1.07771908840818,1.017803722628274,1.1411615105121384,0.010328111764233334,age_interval + sex + zcta_svi_proxy + organ_score_tv + strata(listing_center),NA,1.08 (1.02-1.14),0.010
time_varying,LI,Liver,no2,Monthly/annual NO2 per 10 ppb,race_group,Race,Asian,158898,10034,148,1825,1.0484835054581039,0.9660129923014152,1.137994695701468,0.25733930661625426,age_interval + sex + zcta_svi_proxy + organ_score_tv + strata(listing_center),NA,1.05 (0.97-1.14),0.257
time_varying,LU,Lung,no2,Monthly/annual NO2 per 10 ppb,age_group,Age group,<18,21582,1248,60,284,0.9523895541410206,0.7587069088951364,1.195515491163529,0.674104257110956,sex + race_group + zcta_svi_proxy + organ_score_tv + strata(listing_center),NA,0.95 (0.76-1.20),0.674
time_varying,LU,Lung,no2,Monthly/annual NO2 per 10 ppb,age_group,Age group,18-39,81376,5715,80,813,1.2889445399199067,1.127874393340618,1.4730168862762751,1.939327967307508e-4,sex + race_group + zcta_svi_proxy + organ_score_tv + strata(listing_center),NA,1.29 (1.13-1.47),<.001
time_varying,LU,Lung,no2,Monthly/annual NO2 per 10 ppb,age_group,Age group,40-59,179728,17908,76,2230,1.3202088772005514,1.2169487211261565,1.4322308320651544,2.3073200456546073e-11,sex + race_group + zcta_svi_proxy + organ_score_tv + strata(listing_center),NA,1.32 (1.22-1.43),<.001
time_varying,LU,Lung,no2,Monthly/annual NO2 per 10 ppb,age_group,Age group,60+,156627,27061,74,2612,1.5113600111534635,1.3885101070104058,1.645079190839969,1.319473829412451e-21,sex + race_group + zcta_svi_proxy + organ_score_tv + strata(listing_center),NA,1.51 (1.39-1.65),<.001
time_varying,LU,Lung,no2,Monthly/annual NO2 per 10 ppb,sex,Sex,Female,241577,22171,84,3119,1.289007800425783,1.2010723062424946,1.3833814175239612,1.893524974347948e-12,age_interval + race_group + zcta_svi_proxy + organ_score_tv + strata(listing_center),NA,1.29 (1.20-1.38),<.001
time_varying,LU,Lung,no2,Monthly/annual NO2 per 10 ppb,sex,Sex,Male,197736,29761,85,2820,1.436978297004627,1.3322082959118653,1.5499878152679853,6.226600736214516e-21,age_interval + race_group + zcta_svi_proxy + organ_score_tv + strata(listing_center),NA,1.44 (1.33-1.55),<.001
time_varying,LU,Lung,no2,Monthly/annual NO2 per 10 ppb,race_group,Race,White,377378,44636,85,4965,1.3450013703009804,1.2705390781411907,1.4238276627887265,1.984398656220449e-24,age_interval + sex + zcta_svi_proxy + organ_score_tv + strata(listing_center),NA,1.35 (1.27-1.42),<.001
time_varying,LU,Lung,no2,Monthly/annual NO2 per 10 ppb,race_group,Race,Black,46562,5210,83,697,1.4449824500784194,1.2479789006518869,1.6730846009848162,8.557242075438132e-7,age_interval + sex + zcta_svi_proxy + organ_score_tv + strata(listing_center),NA,1.44 (1.25-1.67),<.001
time_varying,LU,Lung,no2,Monthly/annual NO2 per 10 ppb,race_group,Race,Asian,10508,1399,71,220,1.6737169779183723,1.2470188355301632,2.2464203766266606,6.031670151059979e-4,age_interval + sex + zcta_svi_proxy + organ_score_tv + strata(listing_center),NA,1.67 (1.25-2.25),<.001
