model,organ,organ_label,pollutant,exposure_label,subgroup,subgroup_label,subgroup_level,n,people,centers,adverse_events,hazard_ratio,conf_low,conf_high,p_value,adjustment_set,error,hazard_ratio_ci,p_value_display
baseline_prior_year,LU,Lung,o3,O3 per 10 ppb,race_group,Race,White,40357,40357,84,4667,0.9512376406446551,0.8681943737548331,1.042224041450341,0.2834452671078217,age + sex + zcta_svi_proxy + strata(listing_center),NA,0.95 (0.87-1.04),0.283
baseline_prior_year,LU,Lung,o3,O3 per 10 ppb,race_group,Race,Black,4673,4673,79,659,1.1809865232683483,0.8733855307455066,1.5969226865379194,0.27988596513339975,age + sex + zcta_svi_proxy + strata(listing_center),NA,1.18 (0.87-1.60),0.280
baseline_prior_year,LU,Lung,o3,O3 per 10 ppb,race_group,Race,Asian,1221,1221,70,208,0.8604129178387343,0.5452645023768664,1.357708755946283,0.518280411002209,age + sex + zcta_svi_proxy + strata(listing_center),NA,0.86 (0.55-1.36),0.518
baseline_prior_year,LU,Lung,no2,NO2 per 10 ppb,age_group,Age group,<18,1153,1153,59,263,0.9565224781398084,0.7633163033755928,1.1986318740221154,0.6994032291276326,sex + race_group + zcta_svi_proxy + strata(listing_center),NA,0.96 (0.76-1.20),0.699
baseline_prior_year,LU,Lung,no2,NO2 per 10 ppb,age_group,Age group,18-39,5442,5442,80,745,1.0178452791799135,0.8887716582227086,1.1656638718887151,0.7982164345782072,sex + race_group + zcta_svi_proxy + strata(listing_center),NA,1.02 (0.89-1.17),0.798
baseline_prior_year,LU,Lung,no2,NO2 per 10 ppb,age_group,Age group,40-59,17151,17151,75,2109,1.1188120282191494,1.031516363169014,1.2134953929788017,0.006756727308326935,sex + race_group + zcta_svi_proxy + strata(listing_center),NA,1.12 (1.03-1.21),0.007
baseline_prior_year,LU,Lung,no2,NO2 per 10 ppb,age_group,Age group,60+,26655,26655,74,2558,1.2174058358723443,1.1237213066060614,1.318900834667191,1.4719673799655949e-6,sex + race_group + zcta_svi_proxy + strata(listing_center),NA,1.22 (1.12-1.32),<.001
baseline_prior_year,LU,Lung,no2,NO2 per 10 ppb,sex,Sex,Female,21413,21413,84,2984,1.1094352729408246,1.0363735612352611,1.1876476503107882,0.002809235257835093,age + race_group + zcta_svi_proxy + strata(listing_center),NA,1.11 (1.04-1.19),0.003
baseline_prior_year,LU,Lung,no2,NO2 per 10 ppb,sex,Sex,Male,28988,28988,84,2691,1.1628002503717205,1.0777858740781514,1.2545204523310474,9.870027982800402e-5,age + race_group + zcta_svi_proxy + strata(listing_center),NA,1.16 (1.08-1.25),<.001
baseline_prior_year,LU,Lung,no2,NO2 per 10 ppb,race_group,Race,White,43277,43277,84,4741,1.1393694020155591,1.0771978944525216,1.2051291976476388,5.17811863374914e-6,age + sex + zcta_svi_proxy + strata(listing_center),NA,1.14 (1.08-1.21),<.001
baseline_prior_year,LU,Lung,no2,NO2 per 10 ppb,race_group,Race,Black,5087,5087,82,667,1.084889165241967,0.9417236477819773,1.2498194174390116,0.2591479273474328,age + sex + zcta_svi_proxy + strata(listing_center),NA,1.08 (0.94-1.25),0.259
baseline_prior_year,LU,Lung,no2,NO2 per 10 ppb,race_group,Race,Asian,1369,1369,71,216,1.2945867913482192,0.9805297855667496,1.709234115070324,0.06856618523782898,age + sex + zcta_svi_proxy + strata(listing_center),NA,1.29 (0.98-1.71),0.069
time_varying,HR,Heart,pm25,Monthly PM2.5 per 5 ug/m3,age_group,Age group,<18,131405,11081,118,1766,1.1202916808784962,1.0413594818808336,1.205206724558529,0.0023102711270862075,sex + race_group + zcta_svi_proxy + organ_score_tv + strata(listing_center),NA,1.12 (1.04-1.21),0.002
time_varying,HR,Heart,pm25,Monthly PM2.5 per 5 ug/m3,age_group,Age group,18-39,166766,10648,160,1137,1.19586401495297,1.0881337808571165,1.3142600362365031,2.0437569967745377e-4,sex + race_group + zcta_svi_proxy + organ_score_tv + strata(listing_center),NA,1.20 (1.09-1.31),<.001
time_varying,HR,Heart,pm25,Monthly PM2.5 per 5 ug/m3,age_group,Age group,40-59,402614,31139,137,3953,1.164996620844809,1.1059295174205817,1.2272184666391157,8.785339152505727e-9,sex + race_group + zcta_svi_proxy + organ_score_tv + strata(listing_center),NA,1.16 (1.11-1.23),<.001
time_varying,HR,Heart,pm25,Monthly PM2.5 per 5 ug/m3,age_group,Age group,60+,222824,23892,128,3486,1.1225401293434814,1.055811310509107,1.1934863071118906,2.1828751305851243e-4,sex + race_group + zcta_svi_proxy + organ_score_tv + strata(listing_center),NA,1.12 (1.06-1.19),<.001
time_varying,HR,Heart,pm25,Monthly PM2.5 per 5 ug/m3,sex,Sex,Female,252188,22002,166,2843,1.1774353078409507,1.1076440733646304,1.2516239986183126,1.6119748899003483e-7,age_interval + race_group + zcta_svi_proxy + organ_score_tv + strata(listing_center),NA,1.18 (1.11-1.25),<.001
time_varying,HR,Heart,pm25,Monthly PM2.5 per 5 ug/m3,sex,Sex,Male,671421,54758,167,7499,1.1311974525240427,1.0882733628107017,1.1758145704237581,4.2142546148017746e-10,age_interval + race_group + zcta_svi_proxy + organ_score_tv + strata(listing_center),NA,1.13 (1.09-1.18),<.001
time_varying,HR,Heart,pm25,Monthly PM2.5 per 5 ug/m3,race_group,Race,White,660575,54998,167,7388,1.1453113821142529,1.1034617751165425,1.1887481665252249,9.081026911257674e-13,age_interval + sex + zcta_svi_proxy + organ_score_tv + strata(listing_center),NA,1.15 (1.10-1.19),<.001
time_varying,HR,Heart,pm25,Monthly PM2.5 per 5 ug/m3,race_group,Race,Black,228125,17983,165,2526,1.13519195071395,1.0534598072196342,1.2232652410032314,8.809492718575383e-4,age_interval + sex + zcta_svi_proxy + organ_score_tv + strata(listing_center),NA,1.14 (1.05-1.22),<.001
time_varying,HR,Heart,pm25,Monthly PM2.5 per 5 ug/m3,race_group,Race,Asian,22036,2503,146,267,1.074441427495026,0.8806995802993247,1.3108038279355072,0.479105286246623,age_interval + sex + zcta_svi_proxy + organ_score_tv + strata(listing_center),NA,1.07 (0.88-1.31),0.479
time_varying,KI,Kidney,pm25,Monthly PM2.5 per 5 ug/m3,age_group,Age group,<18,601161,17469,191,574,0.9866712643034536,0.8539209461808227,1.1400589107882442,0.8555783090125476,sex + race_group + zcta_svi_proxy + kidney_no_dialysis_time + kidney_dialysis_years_tv + kidney_diabetes + strata(listing_center),NA,0.99 (0.85-1.14),0.856
time_varying,KI,Kidney,pm25,Monthly PM2.5 per 5 ug/m3,age_group,Age group,18-39,4274945,101516,274,10221,0.9723459378558078,0.9390974929385906,1.0067715332794693,0.11415551507525928,sex + race_group + zcta_svi_proxy + kidney_no_dialysis_time + kidney_dialysis_years_tv + kidney_diabetes + strata(listing_center),NA,0.97 (0.94-1.01),0.114
time_varying,KI,Kidney,pm25,Monthly PM2.5 per 5 ug/m3,age_group,Age group,40-59,10109633,274841,240,56790,0.990545530548865,0.9764079808306542,1.00488777985573,0.19525943230110537,sex + race_group + zcta_svi_proxy + kidney_no_dialysis_time + kidney_dialysis_years_tv + kidney_diabetes + strata(listing_center),NA,0.99 (0.98-1.00),0.195
time_varying,KI,Kidney,pm25,Monthly PM2.5 per 5 ug/m3,age_group,Age group,60+,5648182,198303,239,56404,0.9766682488176609,0.9621616785478699,0.9913935355315633,0.0019876902936666126,sex + race_group + zcta_svi_proxy + kidney_no_dialysis_time + kidney_dialysis_years_tv + kidney_diabetes + strata(listing_center),NA,0.98 (0.96-0.99),0.002
time_varying,KI,Kidney,pm25,Monthly PM2.5 per 5 ug/m3,sex,Sex,Female,8142025,228596,278,46299,0.9867228080567041,0.9708231601023061,1.0028828523587203,0.10682193960530934,age_interval + race_group + zcta_svi_proxy + kidney_no_dialysis_time + kidney_dialysis_years_tv + kidney_diabetes + strata(listing_center),NA,0.99 (0.97-1.00),0.107
time_varying,KI,Kidney,pm25,Monthly PM2.5 per 5 ug/m3,sex,Sex,Male,12491896,363533,280,77690,0.9848697874304554,0.9726448418403386,0.9972483855032179,0.016741565670211032,age_interval + race_group + zcta_svi_proxy + kidney_no_dialysis_time + kidney_dialysis_years_tv + kidney_diabetes + strata(listing_center),NA,0.98 (0.97-1.00),0.017
time_varying,KI,Kidney,pm25,Monthly PM2.5 per 5 ug/m3,race_group,Race,White,11883104,370277,279,75632,0.9913119251435469,0.9792462334883227,1.0035262830995852,0.16253904196703717,age_interval + sex + zcta_svi_proxy + kidney_no_dialysis_time + kidney_dialysis_years_tv + kidney_diabetes + strata(listing_center),NA,0.99 (0.98-1.00),0.163
time_varying,KI,Kidney,pm25,Monthly PM2.5 per 5 ug/m3,race_group,Race,Black,6790804,169621,277,38114,0.9656287520929298,0.9459510173200463,0.9857158243882665,8.698020357456618e-4,age_interval + sex + zcta_svi_proxy + kidney_no_dialysis_time + kidney_dialysis_years_tv + kidney_diabetes + strata(listing_center),NA,0.97 (0.95-0.99),<.001
time_varying,KI,Kidney,pm25,Monthly PM2.5 per 5 ug/m3,race_group,Race,Asian,1554889,40006,269,7747,0.9635182410500893,0.9315240766686045,0.9966112783218276,0.03100735608840694,age_interval + sex + zcta_svi_proxy + kidney_no_dialysis_time + kidney_dialysis_years_tv + kidney_diabetes + strata(listing_center),NA,0.96 (0.93-1.00),0.031
time_varying,LI,Liver,pm25,Monthly PM2.5 per 5 ug/m3,age_group,Age group,<18,162277,12632,111,1106,1.003426913459269,0.9188347251792015,1.0958070511081577,0.9393123293834489,sex + race_group + zcta_svi_proxy + organ_score_tv + strata(listing_center),NA,1.00 (0.92-1.10),0.939
time_varying,LI,Liver,pm25,Monthly PM2.5 per 5 ug/m3,age_group,Age group,18-39,346480,21162,149,2648,1.0771223754450459,1.0142543619674835,1.1438872290712156,0.015467679255387605,sex + race_group + zcta_svi_proxy + organ_score_tv + strata(listing_center),NA,1.08 (1.01-1.14),0.015
time_varying,LI,Liver,pm25,Monthly PM2.5 per 5 ug/m3,age_group,Age group,40-59,1785728,109136,131,21776,1.0398698745044548,1.0181428699402975,1.0620605298402948,2.8460497654798634e-4,sex + race_group + zcta_svi_proxy + organ_score_tv + strata(listing_center),NA,1.04 (1.02-1.06),<.001
time_varying,LI,Liver,pm25,Monthly PM2.5 per 5 ug/m3,age_group,Age group,60+,950617,75907,127,18334,1.0234525650982198,0.9986391895670217,1.0488824832322763,0.06413788647684734,sex + race_group + zcta_svi_proxy + organ_score_tv + strata(listing_center),NA,1.02 (1.00-1.05),0.064
time_varying,LI,Liver,pm25,Monthly PM2.5 per 5 ug/m3,sex,Sex,Female,1247311,82567,159,17455,1.0609483064761474,1.0360402575636436,1.0864551843396482,1.055708589879236e-6,age_interval + race_group + zcta_svi_proxy + organ_score_tv + strata(listing_center),NA,1.06 (1.04-1.09),<.001
time_varying,LI,Liver,pm25,Monthly PM2.5 per 5 ug/m3,sex,Sex,Male,1997791,136270,159,26409,1.0210091461259359,1.0011209151730474,1.0412924759369546,0.038304147731642924,age_interval + race_group + zcta_svi_proxy + organ_score_tv + strata(listing_center),NA,1.02 (1.00-1.04),0.038
time_varying,LI,Liver,pm25,Monthly PM2.5 per 5 ug/m3,race_group,Race,White,2776479,186462,160,37657,1.0303940170000188,1.0135890460385328,1.0474776088188633,3.586668222851625e-4,age_interval + sex + zcta_svi_proxy + organ_score_tv + strata(listing_center),NA,1.03 (1.01-1.05),<.001
time_varying,LI,Liver,pm25,Monthly PM2.5 per 5 ug/m3,race_group,Race,Black,265905,18825,156,3742,1.086535142259633,1.02692626657494,1.1496040697280283,0.0039401009892967,age_interval + sex + zcta_svi_proxy + organ_score_tv + strata(listing_center),NA,1.09 (1.03-1.15),0.004
time_varying,LI,Liver,pm25,Monthly PM2.5 per 5 ug/m3,race_group,Race,Asian,153738,9473,148,1756,1.0465906701500602,0.9800392967694183,1.117661337107449,0.17431231149490542,age_interval + sex + zcta_svi_proxy + organ_score_tv + strata(listing_center),NA,1.05 (0.98-1.12),0.174
time_varying,LU,Lung,pm25,Monthly PM2.5 per 5 ug/m3,age_group,Age group,<18,21254,1215,60,283,0.9333149526846398,0.7602001515937157,1.1458519168650116,0.5097046355230803,sex + race_group + zcta_svi_proxy + organ_score_tv + strata(listing_center),NA,0.93 (0.76-1.15),0.510
time_varying,LU,Lung,pm25,Monthly PM2.5 per 5 ug/m3,age_group,Age group,18-39,80266,5477,78,799,1.279299068132748,1.1460748093684008,1.4280098404983244,1.13362569669249e-5,sex + race_group + zcta_svi_proxy + organ_score_tv + strata(listing_center),NA,1.28 (1.15-1.43),<.001
time_varying,LU,Lung,pm25,Monthly PM2.5 per 5 ug/m3,age_group,Age group,40-59,176083,16946,75,2193,1.1511989469988084,1.0738729992785518,1.2340928736093555,7.218663799151097e-5,sex + race_group + zcta_svi_proxy + organ_score_tv + strata(listing_center),NA,1.15 (1.07-1.23),<.001
time_varying,LU,Lung,pm25,Monthly PM2.5 per 5 ug/m3,age_group,Age group,60+,147239,24673,74,2501,1.114939459969402,1.0443694403255435,1.1902780294005677,0.0011091288580518549,sex + race_group + zcta_svi_proxy + organ_score_tv + strata(listing_center),NA,1.11 (1.04-1.19),0.001
time_varying,LU,Lung,pm25,Monthly PM2.5 per 5 ug/m3,sex,Sex,Female,235090,20774,82,3042,1.1154768383216622,1.0514392007507305,1.1834146719502814,2.9140707905221127e-4,age_interval + race_group + zcta_svi_proxy + organ_score_tv + strata(listing_center),NA,1.12 (1.05-1.18),<.001
time_varying,LU,Lung,pm25,Monthly PM2.5 per 5 ug/m3,sex,Sex,Male,189752,27537,85,2734,1.1777026727441375,1.1090932313682245,1.250556351946755,9.243028873851316e-8,age_interval + race_group + zcta_svi_proxy + organ_score_tv + strata(listing_center),NA,1.18 (1.11-1.25),<.001
time_varying,LU,Lung,pm25,Monthly PM2.5 per 5 ug/m3,race_group,Race,White,365846,41708,85,4838,1.161318570290778,1.1094435948060306,1.2156190977316064,1.4132040145291742e-10,age_interval + sex + zcta_svi_proxy + organ_score_tv + strata(listing_center),NA,1.16 (1.11-1.22),<.001
time_varying,LU,Lung,pm25,Monthly PM2.5 per 5 ug/m3,race_group,Race,Black,44593,4796,80,675,1.069432606239525,0.9231357541615304,1.2389143136667424,0.37112161384266984,age_interval + sex + zcta_svi_proxy + organ_score_tv + strata(listing_center),NA,1.07 (0.92-1.24),0.371
time_varying,LU,Lung,pm25,Monthly PM2.5 per 5 ug/m3,race_group,Race,Asian,9988,1251,70,210,1.0132554761635415,0.8286260737311232,1.2390228747599725,0.897905948965187,age_interval + sex + zcta_svi_proxy + organ_score_tv + strata(listing_center),NA,1.01 (0.83-1.24),0.898
time_varying,HR,Heart,o3,Monthly O3 per 10 ppb,age_group,Age group,<18,131405,11081,118,1766,0.9678755909079051,0.9201157244953935,1.0181144985747022,0.20599884787345582,sex + race_group + zcta_svi_proxy + organ_score_tv + strata(listing_center),NA,0.97 (0.92-1.02),0.206
time_varying,HR,Heart,o3,Monthly O3 per 10 ppb,age_group,Age group,18-39,166766,10648,160,1137,0.9845963023053683,0.9221406545228217,1.051282007531761,0.6424522659386114,sex + race_group + zcta_svi_proxy + organ_score_tv + strata(listing_center),NA,0.98 (0.92-1.05),0.642
time_varying,HR,Heart,o3,Monthly O3 per 10 ppb,age_group,Age group,40-59,402614,31139,137,3953,1.0230015042901002,0.9881483014091533,1.0590840223956224,0.1985008155949529,sex + race_group + zcta_svi_proxy + organ_score_tv + strata(listing_center),NA,1.02 (0.99-1.06),0.199
time_varying,HR,Heart,o3,Monthly O3 per 10 ppb,age_group,Age group,60+,222824,23892,128,3486,1.0092876557463537,0.9718549065686102,1.048162194950091,0.6316309606214775,sex + race_group + zcta_svi_proxy + organ_score_tv + strata(listing_center),NA,1.01 (0.97-1.05),0.632
time_varying,HR,Heart,o3,Monthly O3 per 10 ppb,sex,Sex,Female,252188,22002,166,2843,1.016263218713561,0.9757168568254111,1.058494503282778,0.4374027092050154,age_interval + race_group + zcta_svi_proxy + organ_score_tv + strata(listing_center),NA,1.02 (0.98-1.06),0.437
time_varying,HR,Heart,o3,Monthly O3 per 10 ppb,sex,Sex,Male,671421,54758,167,7499,0.9987812334962796,0.9739763934917874,1.0242177932136516,0.9242810778653638,age_interval + race_group + zcta_svi_proxy + organ_score_tv + strata(listing_center),NA,1.00 (0.97-1.02),0.924
time_varying,HR,Heart,o3,Monthly O3 per 10 ppb,race_group,Race,White,660575,54998,167,7388,1.0076854630133683,0.9825370385883094,1.0334775713162092,0.5526896816740141,age_interval + sex + zcta_svi_proxy + organ_score_tv + strata(listing_center),NA,1.01 (0.98-1.03),0.553
time_varying,HR,Heart,o3,Monthly O3 per 10 ppb,race_group,Race,Black,228125,17983,165,2526,1.0015907235550254,0.9588183215521289,1.0462711808505407,0.9430946461830139,age_interval + sex + zcta_svi_proxy + organ_score_tv + strata(listing_center),NA,1.00 (0.96-1.05),0.943
time_varying,HR,Heart,o3,Monthly O3 per 10 ppb,race_group,Race,Asian,22036,2503,146,267,0.9709209135822424,0.8440710175287418,1.1168342483685343,0.6795250338911414,age_interval + sex + zcta_svi_proxy + organ_score_tv + strata(listing_center),NA,0.97 (0.84-1.12),0.680
time_varying,KI,Kidney,o3,Monthly O3 per 10 ppb,age_group,Age group,<18,601161,17469,191,574,1.0325984011217941,0.9449901471695598,1.1283286510372117,0.47823290929612766,sex + race_group + zcta_svi_proxy + kidney_no_dialysis_time + kidney_dialysis_years_tv + kidney_diabetes + strata(listing_center),NA,1.03 (0.94-1.13),0.478
time_varying,KI,Kidney,o3,Monthly O3 per 10 ppb,age_group,Age group,18-39,4274945,101516,274,10221,0.9988871145538389,0.978192489268035,1.0200195550144866,0.9169738143292397,sex + race_group + zcta_svi_proxy + kidney_no_dialysis_time + kidney_dialysis_years_tv + kidney_diabetes + strata(listing_center),NA,1.00 (0.98-1.02),0.917
time_varying,KI,Kidney,o3,Monthly O3 per 10 ppb,age_group,Age group,40-59,10109633,274841,240,56790,0.9838305571159441,0.9752022573299405,0.9925351975345064,2.866006566503962e-4,sex + race_group + zcta_svi_proxy + kidney_no_dialysis_time + kidney_dialysis_years_tv + kidney_diabetes + strata(listing_center),NA,0.98 (0.98-0.99),<.001
time_varying,KI,Kidney,o3,Monthly O3 per 10 ppb,age_group,Age group,60+,5648182,198303,239,56404,0.9836068987117905,0.9748317269889378,0.9924610621586851,3.0028369791196513e-4,sex + race_group + zcta_svi_proxy + kidney_no_dialysis_time + kidney_dialysis_years_tv + kidney_diabetes + strata(listing_center),NA,0.98 (0.97-0.99),<.001
time_varying,KI,Kidney,o3,Monthly O3 per 10 ppb,sex,Sex,Female,8142025,228596,278,46299,0.9907982313022631,0.9811401787371263,1.0005513548688452,0.06436032463533302,age_interval + race_group + zcta_svi_proxy + kidney_no_dialysis_time + kidney_dialysis_years_tv + kidney_diabetes + strata(listing_center),NA,0.99 (0.98-1.00),0.064
time_varying,KI,Kidney,o3,Monthly O3 per 10 ppb,sex,Sex,Male,12491896,363533,280,77690,0.9830781798846105,0.9756489802219807,0.9905639501056543,1.0357868987557308e-5,age_interval + race_group + zcta_svi_proxy + kidney_no_dialysis_time + kidney_dialysis_years_tv + kidney_diabetes + strata(listing_center),NA,0.98 (0.98-0.99),<.001
time_varying,KI,Kidney,o3,Monthly O3 per 10 ppb,race_group,Race,White,11883104,370277,279,75632,0.9861522780385502,0.978585034918775,0.9937780374511263,3.881445294148382e-4,age_interval + sex + zcta_svi_proxy + kidney_no_dialysis_time + kidney_dialysis_years_tv + kidney_diabetes + strata(listing_center),NA,0.99 (0.98-0.99),<.001
time_varying,KI,Kidney,o3,Monthly O3 per 10 ppb,race_group,Race,Black,6790804,169621,277,38114,0.9900537707930055,0.9793158977813076,1.0009093810099061,0.0724000373235197,age_interval + sex + zcta_svi_proxy + kidney_no_dialysis_time + kidney_dialysis_years_tv + kidney_diabetes + strata(listing_center),NA,0.99 (0.98-1.00),0.072
time_varying,KI,Kidney,o3,Monthly O3 per 10 ppb,race_group,Race,Asian,1554889,40006,269,7747,0.9822565152105828,0.9596371616766934,1.0054090235395587,0.1320321024545956,age_interval + sex + zcta_svi_proxy + kidney_no_dialysis_time + kidney_dialysis_years_tv + kidney_diabetes + strata(listing_center),NA,0.98 (0.96-1.01),0.132
time_varying,LI,Liver,o3,Monthly O3 per 10 ppb,age_group,Age group,<18,162277,12632,111,1106,0.9479480220592725,0.8945624632391569,1.004519515912048,0.07068587458099039,sex + race_group + zcta_svi_proxy + organ_score_tv + strata(listing_center),NA,0.95 (0.89-1.00),0.071
time_varying,LI,Liver,o3,Monthly O3 per 10 ppb,age_group,Age group,18-39,346480,21162,149,2648,0.998980804947484,0.959195328545954,1.040416502201211,0.9607780419048301,sex + race_group + zcta_svi_proxy + organ_score_tv + strata(listing_center),NA,1.00 (0.96-1.04),0.961
time_varying,LI,Liver,o3,Monthly O3 per 10 ppb,age_group,Age group,40-59,1785728,109136,131,21776,0.9864563784286011,0.9731293038141963,0.999965968272053,0.049429542922597505,sex + race_group + zcta_svi_proxy + organ_score_tv + strata(listing_center),NA,0.99 (0.97-1.00),0.049
time_varying,LI,Liver,o3,Monthly O3 per 10 ppb,age_group,Age group,60+,950617,75907,127,18334,0.9886684274901387,0.9731907761405824,1.0043922358082684,0.15689856506350175,sex + race_group + zcta_svi_proxy + organ_score_tv + strata(listing_center),NA,0.99 (0.97-1.00),0.157
time_varying,LI,Liver,o3,Monthly O3 per 10 ppb,sex,Sex,Female,1247311,82567,159,17455,0.9933506165680971,0.9778404026022883,1.0091068489400026,0.40602949146246664,age_interval + race_group + zcta_svi_proxy + organ_score_tv + strata(listing_center),NA,0.99 (0.98-1.01),0.406
time_varying,LI,Liver,o3,Monthly O3 per 10 ppb,sex,Sex,Male,1997791,136270,159,26409,0.983828104163363,0.9715173574647954,0.9962948485732547,0.01115692611648201,age_interval + race_group + zcta_svi_proxy + organ_score_tv + strata(listing_center),NA,0.98 (0.97-1.00),0.011
time_varying,LI,Liver,o3,Monthly O3 per 10 ppb,race_group,Race,White,2776479,186462,160,37657,0.9894648199604852,0.9789710225685917,1.0000711025855098,0.05154743492891513,age_interval + sex + zcta_svi_proxy + organ_score_tv + strata(listing_center),NA,0.99 (0.98-1.00),0.052
time_varying,LI,Liver,o3,Monthly O3 per 10 ppb,race_group,Race,Black,265905,18825,156,3742,0.9733433825849512,0.9419003687931977,1.0058360436101752,0.10682248296355648,age_interval + sex + zcta_svi_proxy + organ_score_tv + strata(listing_center),NA,0.97 (0.94-1.01),0.107
time_varying,LI,Liver,o3,Monthly O3 per 10 ppb,race_group,Race,Asian,153738,9473,148,1756,0.9876446597776283,0.9412321024384251,1.0363458401601637,0.6126895396964441,age_interval + sex + zcta_svi_proxy + organ_score_tv + strata(listing_center),NA,0.99 (0.94-1.04),0.613
time_varying,LU,Lung,o3,Monthly O3 per 10 ppb,age_group,Age group,<18,21254,1215,60,283,1.027813070290123,0.9101071723127289,1.1607420967518884,0.6584326156868178,sex + race_group + zcta_svi_proxy + organ_score_tv + strata(listing_center),NA,1.03 (0.91-1.16),0.658
time_varying,LU,Lung,o3,Monthly O3 per 10 ppb,age_group,Age group,18-39,80266,5477,78,799,0.9230286958861271,0.8552825843761863,0.9961409117790596,0.03945787264654175,sex + race_group + zcta_svi_proxy + organ_score_tv + strata(listing_center),NA,0.92 (0.86-1.00),0.039
time_varying,LU,Lung,o3,Monthly O3 per 10 ppb,age_group,Age group,40-59,176083,16946,75,2193,0.97382850092972,0.93091528946549,1.0187199200128527,0.24876276688993085,sex + race_group + zcta_svi_proxy + organ_score_tv + strata(listing_center),NA,0.97 (0.93-1.02),0.249
time_varying,LU,Lung,o3,Monthly O3 per 10 ppb,age_group,Age group,60+,147239,24673,74,2501,0.9603493258587367,0.9187365094708727,1.0038469334461224,0.07344072540976261,sex + race_group + zcta_svi_proxy + organ_score_tv + strata(listing_center),NA,0.96 (0.92-1.00),0.073
time_varying,LU,Lung,o3,Monthly O3 per 10 ppb,sex,Sex,Female,235090,20774,82,3042,0.9716632030794109,0.935119982585885,1.009634483061459,0.14163509701528293,age_interval + race_group + zcta_svi_proxy + organ_score_tv + strata(listing_center),NA,0.97 (0.94-1.01),0.142
time_varying,LU,Lung,o3,Monthly O3 per 10 ppb,sex,Sex,Male,189752,27537,85,2734,0.9576089589859341,0.9186516868818967,0.9982182925529395,0.040941718394989085,age_interval + race_group + zcta_svi_proxy + organ_score_tv + strata(listing_center),NA,0.96 (0.92-1.00),0.041
time_varying,LU,Lung,o3,Monthly O3 per 10 ppb,race_group,Race,White,365846,41708,85,4838,0.9581471052221572,0.9290893560796681,0.9881136504666603,0.006508980865197749,age_interval + sex + zcta_svi_proxy + organ_score_tv + strata(listing_center),NA,0.96 (0.93-0.99),0.007
time_varying,LU,Lung,o3,Monthly O3 per 10 ppb,race_group,Race,Black,44593,4796,80,675,1.014672351427843,0.93412201428328,1.1021686300178402,0.7299849923248136,age_interval + sex + zcta_svi_proxy + organ_score_tv + strata(listing_center),NA,1.01 (0.93-1.10),0.730
time_varying,LU,Lung,o3,Monthly O3 per 10 ppb,race_group,Race,Asian,9988,1251,70,210,0.8325855389162381,0.71151433860234925,0.9742582011405636,0.022298857407242845,age_interval + sex + zcta_svi_proxy + organ_score_tv + strata(listing_center),NA,0.83 (0.71-0.97),0.022
time_varying,HR,Heart,no2,Monthly/annual NO2 per 10 ppb,age_group,Age group,<18,138404,11657,119,1849,1.2772281168832176,1.1697825221658018,1.3945426877610951,4.824625747260031e-8,sex + race_group + zcta_svi_proxy + organ_score_tv + strata(listing_center),NA,1.28 (1.17-1.39),<.001
time_varying,HR,Heart,no2,Monthly/annual NO2 per 10 ppb,age_group,Age group,18-39,173561,11311,161,1182,1.2752406241709897,1.135002121807591,1.4328067043135453,4.305896106608604e-5,sex + race_group + zcta_svi_proxy + organ_score_tv + strata(listing_center),NA,1.28 (1.14-1.43),<.001
time_varying,HR,Heart,no2,Monthly/annual NO2 per 10 ppb,age_group,Age group,40-59,421723,33246,137,4100,1.3272966510905244,1.2439736142842748,1.4162007777067942,1.1320233681265188e-17,sex + race_group + zcta_svi_proxy + organ_score_tv + strata(listing_center),NA,1.33 (1.24-1.42),<.001
time_varying,HR,Heart,no2,Monthly/annual NO2 per 10 ppb,age_group,Age group,60+,235497,25908,128,3641,1.2479086246522404,1.1595162504948888,1.3430393362894149,3.4533459850715744e-9,sex + race_group + zcta_svi_proxy + organ_score_tv + strata(listing_center),NA,1.25 (1.16-1.34),<.001
time_varying,HR,Heart,no2,Monthly/annual NO2 per 10 ppb,sex,Sex,Female,263915,23521,167,2965,1.3510044499043128,1.255476084633665,1.4538015068553323,8.933417962588119e-16,age_interval + race_group + zcta_svi_proxy + organ_score_tv + strata(listing_center),NA,1.35 (1.26-1.45),<.001
time_varying,HR,Heart,no2,Monthly/annual NO2 per 10 ppb,sex,Sex,Male,705270,58601,168,7807,1.2622079628285228,1.203842913662108,1.3234026826484242,5.408546468728413e-22,age_interval + race_group + zcta_svi_proxy + organ_score_tv + strata(listing_center),NA,1.26 (1.20-1.32),<.001
time_varying,HR,Heart,no2,Monthly/annual NO2 per 10 ppb,race_group,Race,White,690238,58387,167,7655,1.2907076211196653,1.2309616460947626,1.3533534277867647,4.9136497216076886e-26,age_interval + sex + zcta_svi_proxy + organ_score_tv + strata(listing_center),NA,1.29 (1.23-1.35),<.001
time_varying,HR,Heart,no2,Monthly/annual NO2 per 10 ppb,race_group,Race,Black,241008,19425,167,2648,1.3025963199519306,1.2021587092058195,1.411425263369126,1.0660934552122566e-10,age_interval + sex + zcta_svi_proxy + organ_score_tv + strata(listing_center),NA,1.30 (1.20-1.41),<.001
