time,cif_adverse,cif_transplant_or_improvement,n_risk,strata,quartile,pollutant,pollutant_label,subgroup,cif_adverse_percent,cif_transplant_or_improvement_percent
5,0.14167705120733415,0.7938116106487745,140,quartile=Q4 highest,Q4 highest,no2,NO[2],Durable LVAD,14.167705120733414,79.38116106487745
10,0.1493009422428102,0.8354357651512488,19,quartile=Q4 highest,Q4 highest,no2,NO[2],Durable LVAD,14.93009422428102,83.54357651512488
1,0.06454864788636525,0.5528965165668496,1335,quartile=Q1 lowest,Q1 lowest,o3,O[3],Durable LVAD,6.454864788636525,55.28965165668496
3,0.11006227782472935,0.739296628263993,428,quartile=Q1 lowest,Q1 lowest,o3,O[3],Durable LVAD,11.006227782472935,73.9296628263993
5,0.13281291881692808,0.7971944426573199,137,quartile=Q1 lowest,Q1 lowest,o3,O[3],Durable LVAD,13.281291881692809,79.719444265732
10,0.14744470220110778,0.8375073783617981,16,quartile=Q1 lowest,Q1 lowest,o3,O[3],Durable LVAD,14.744470220110777,83.75073783617981
1,0.06183760469551675,0.5497393116164357,1301,quartile=Q2,Q2,o3,O[3],Durable LVAD,6.183760469551675,54.97393116164358
3,0.10940982431128908,0.7306679624637767,377,quartile=Q2,Q2,o3,O[3],Durable LVAD,10.940982431128909,73.06679624637768
5,0.13834815938738723,0.7848559811190757,120,quartile=Q2,Q2,o3,O[3],Durable LVAD,13.834815938738723,78.48559811190758
10,0.14791193240078143,0.8362108429927642,8,quartile=Q2,Q2,o3,O[3],Durable LVAD,14.791193240078144,83.62108429927642
1,0.07398524295228422,0.563943244143382,1121,quartile=Q3,Q3,o3,O[3],Durable LVAD,7.398524295228421,56.3943244143382
3,0.1196677215842955,0.73472551764118,289,quartile=Q3,Q3,o3,O[3],Durable LVAD,11.966772158429551,73.472551764118
5,0.1456942434055999,0.7856995857950639,96,quartile=Q3,Q3,o3,O[3],Durable LVAD,14.569424340559989,78.56995857950639
10,0.15927307265202117,0.8213132979778004,10,quartile=Q3,Q3,o3,O[3],Durable LVAD,15.927307265202117,82.13132979778004
1,0.06826541429098741,0.6111335413374401,672,quartile=Q4 highest,Q4 highest,o3,O[3],Durable LVAD,6.826541429098741,61.11335413374401
3,0.1113336551013884,0.7681515579280712,176,quartile=Q4 highest,Q4 highest,o3,O[3],Durable LVAD,11.133365510138841,76.81515579280712
5,0.126816002803674,0.8198472309148893,58,quartile=Q4 highest,Q4 highest,o3,O[3],Durable LVAD,12.6816002803674,81.98472309148893
10,0.13711040022076765,0.8536037113569843,7,quartile=Q4 highest,Q4 highest,o3,O[3],Durable LVAD,13.711040022076764,85.36037113569843
1,0.05828080270041724,0.5782143647814805,1223,quartile=Q1 lowest,Q1 lowest,pm25,PM[2.5],Durable LVAD,5.828080270041724,57.821436478148044
3,0.09875503815804967,0.7619614071167675,345,quartile=Q1 lowest,Q1 lowest,pm25,PM[2.5],Durable LVAD,9.875503815804967,76.19614071167675
5,0.11736420109129139,0.8181097431038241,101,quartile=Q1 lowest,Q1 lowest,pm25,PM[2.5],Durable LVAD,11.736420109129138,81.8109743103824
10,0.13132713470556817,0.8581279121236929,3,quartile=Q1 lowest,Q1 lowest,pm25,PM[2.5],Durable LVAD,13.132713470556817,85.81279121236929
1,0.06385218583720677,0.5410580638336553,1320,quartile=Q2,Q2,pm25,PM[2.5],Durable LVAD,6.385218583720677,54.10580638336553
3,0.11779591650649046,0.721467648213707,381,quartile=Q2,Q2,pm25,PM[2.5],Durable LVAD,11.779591650649046,72.1467648213707
5,0.14487947904964563,0.779903339695281,123,quartile=Q2,Q2,pm25,PM[2.5],Durable LVAD,14.487947904964562,77.99033396952811
10,0.16011987626395482,0.8261048091931223,7,quartile=Q2,Q2,pm25,PM[2.5],Durable LVAD,16.01198762639548,82.61048091931224
1,0.0647369164274553,0.5542355761137119,1212,quartile=Q3,Q3,pm25,PM[2.5],Durable LVAD,6.47369164274553,55.42355761137119
3,0.10715543341740273,0.736648426575703,353,quartile=Q3,Q3,pm25,PM[2.5],Durable LVAD,10.715543341740274,73.66484265757029
5,0.13445391735828366,0.7931535987205403,113,quartile=Q3,Q3,pm25,PM[2.5],Durable LVAD,13.445391735828366,79.31535987205403
10,0.14428687554988578,0.841247730308096,14,quartile=Q3,Q3,pm25,PM[2.5],Durable LVAD,14.428687554988578,84.12477303080959
1,0.08849075465971382,0.5986062539943456,674,quartile=Q4 highest,Q4 highest,pm25,PM[2.5],Durable LVAD,8.849075465971382,59.86062539943456
3,0.13441449472893782,0.7435337394681417,191,quartile=Q4 highest,Q4 highest,pm25,PM[2.5],Durable LVAD,13.441449472893781,74.35337394681417
5,0.15636667755759112,0.7856687454213508,74,quartile=Q4 highest,Q4 highest,pm25,PM[2.5],Durable LVAD,15.636667755759111,78.56687454213508
10,0.1669172542034878,0.8136248953765538,17,quartile=Q4 highest,Q4 highest,pm25,PM[2.5],Durable LVAD,16.69172542034878,81.36248953765538
