time,cif_adverse,cif_transplant_or_improvement,n_risk,strata,quartile,pollutant,pollutant_label,subgroup,cif_adverse_percent,cif_transplant_or_improvement_percent
5,0.1430170153454678,0.6249539834847276,8033,quartile=Q1 lowest,Q1 lowest,pm25,PM[2.5],Not on dialysis,14.30170153454678,62.49539834847276
10,0.20370214698902306,0.7583839864001599,544,quartile=Q1 lowest,Q1 lowest,pm25,PM[2.5],Not on dialysis,20.370214698902306,75.838398640016
1,0.032830409810395776,0.26229636358519953,36143,quartile=Q2,Q2,pm25,PM[2.5],Not on dialysis,3.2830409810395778,26.229636358519954
3,0.09147961576840641,0.476683219342815,17554,quartile=Q2,Q2,pm25,PM[2.5],Not on dialysis,9.147961576840641,47.6683219342815
5,0.14584972553594935,0.6112981051768784,8041,quartile=Q2,Q2,pm25,PM[2.5],Not on dialysis,14.584972553594936,61.129810517687844
10,0.2069342727624708,0.7454809876832617,944,quartile=Q2,Q2,pm25,PM[2.5],Not on dialysis,20.693427276247082,74.54809876832617
1,0.030175567927734633,0.24670610179687827,33790,quartile=Q3,Q3,pm25,PM[2.5],Not on dialysis,3.0175567927734632,24.670610179687827
3,0.08667435598674139,0.4522689874240529,18048,quartile=Q3,Q3,pm25,PM[2.5],Not on dialysis,8.667435598674139,45.22689874240529
5,0.14071729739760674,0.5802530698069014,9463,quartile=Q3,Q3,pm25,PM[2.5],Not on dialysis,14.071729739760674,58.02530698069014
10,0.20917209261941716,0.7235530526690127,1668,quartile=Q3,Q3,pm25,PM[2.5],Not on dialysis,20.917209261941714,72.35530526690127
1,0.032184595869899794,0.22434319297328714,29502,quartile=Q4 highest,Q4 highest,pm25,PM[2.5],Not on dialysis,3.2184595869899795,22.434319297328713
3,0.08154071924622333,0.4160089919565081,18579,quartile=Q4 highest,Q4 highest,pm25,PM[2.5],Not on dialysis,8.154071924622333,41.60089919565081
5,0.1319563060636898,0.5377820078982545,10921,quartile=Q4 highest,Q4 highest,pm25,PM[2.5],Not on dialysis,13.19563060636898,53.77820078982545
10,0.2035836788165864,0.690552788689579,2737,quartile=Q4 highest,Q4 highest,pm25,PM[2.5],Not on dialysis,20.35836788165864,69.0552788689579
1,0.0434794686482695,0.2985238452591802,21901,quartile=Q1 lowest,Q1 lowest,no2,NO[2],Dialysis <1 year,4.34794686482695,29.85238452591802
3,0.13496539121394527,0.4920279774765373,9445,quartile=Q1 lowest,Q1 lowest,no2,NO[2],Dialysis <1 year,13.496539121394527,49.20279774765373
5,0.2061307723699982,0.6014326085777436,3537,quartile=Q1 lowest,Q1 lowest,no2,NO[2],Dialysis <1 year,20.613077236999818,60.14326085777436
10,0.26324336815959526,0.6914735954452594,467,quartile=Q1 lowest,Q1 lowest,no2,NO[2],Dialysis <1 year,26.324336815959526,69.14735954452594
1,0.04199278025764308,0.26302583063035817,26178,quartile=Q2,Q2,no2,NO[2],Dialysis <1 year,4.199278025764308,26.30258306303582
3,0.13061167362434395,0.45221993579305914,13347,quartile=Q2,Q2,no2,NO[2],Dialysis <1 year,13.061167362434395,45.22199357930592
5,0.1993710994530691,0.5706233278421683,6071,quartile=Q2,Q2,no2,NO[2],Dialysis <1 year,19.93710994530691,57.06233278421683
10,0.2697291814586308,0.6774399892543966,907,quartile=Q2,Q2,no2,NO[2],Dialysis <1 year,26.97291814586308,67.74399892543967
1,0.04053912757048095,0.22939223837255476,29232,quartile=Q3,Q3,no2,NO[2],Dialysis <1 year,4.053912757048095,22.939223837255476
3,0.12280750325081786,0.4096114308212235,17036,quartile=Q3,Q3,no2,NO[2],Dialysis <1 year,12.280750325081787,40.96114308212235
5,0.19579923832310436,0.539683949012094,8571,quartile=Q3,Q3,no2,NO[2],Dialysis <1 year,19.579923832310435,53.96839490120941
10,0.26908889095831884,0.6680601468482907,1364,quartile=Q3,Q3,no2,NO[2],Dialysis <1 year,26.908889095831885,66.80601468482908
1,0.0415179872853307,0.1700385857448143,34901,quartile=Q4 highest,Q4 highest,no2,NO[2],Dialysis <1 year,4.151798728533071,17.00385857448143
3,0.11877636949607134,0.3190679116590626,23693,quartile=Q4 highest,Q4 highest,no2,NO[2],Dialysis <1 year,11.877636949607135,31.906791165906263
5,0.19348899352647486,0.442029116933368,14297,quartile=Q4 highest,Q4 highest,no2,NO[2],Dialysis <1 year,19.348899352647486,44.2029116933368
10,0.28989459254797595,0.6103652706074506,2997,quartile=Q4 highest,Q4 highest,no2,NO[2],Dialysis <1 year,28.989459254797595,61.03652706074506
1,0.04035584677021414,0.20079899718566543,30192,quartile=Q1 lowest,Q1 lowest,o3,O[3],Dialysis <1 year,4.035584677021414,20.079899718566544
3,0.12123002686945235,0.36233733271616214,18910,quartile=Q1 lowest,Q1 lowest,o3,O[3],Dialysis <1 year,12.123002686945235,36.23373327161622
5,0.19726404953477117,0.4849912217742846,10221,quartile=Q1 lowest,Q1 lowest,o3,O[3],Dialysis <1 year,19.726404953477118,48.49912217742846
10,0.28737517481429514,0.6332669466763977,1780,quartile=Q1 lowest,Q1 lowest,o3,O[3],Dialysis <1 year,28.737517481429514,63.32669466763977
1,0.04082382564542434,0.25146848524306564,26496,quartile=Q2,Q2,o3,O[3],Dialysis <1 year,4.082382564542434,25.146848524306563
3,0.12743024546523682,0.4334680079743285,14362,quartile=Q2,Q2,o3,O[3],Dialysis <1 year,12.743024546523682,43.34680079743285
5,0.19746057978670686,0.5603741415601717,6690,quartile=Q2,Q2,o3,O[3],Dialysis <1 year,19.746057978670688,56.03741415601717
10,0.2668837660887998,0.6808486521802741,956,quartile=Q2,Q2,o3,O[3],Dialysis <1 year,26.68837660887998,68.08486521802742
1,0.04493285006880401,0.25407341266942873,26366,quartile=Q3,Q3,o3,O[3],Dialysis <1 year,4.4932850068804004,25.407341266942872
3,0.1325048969288327,0.44269846272930885,13527,quartile=Q3,Q3,o3,O[3],Dialysis <1 year,13.250489692883269,44.269846272930884
5,0.20178737831406623,0.5646472175632588,6387,quartile=Q3,Q3,o3,O[3],Dialysis <1 year,20.17873783140662,56.46472175632587
10,0.2660440928114246,0.6771393242910079,1090,quartile=Q3,Q3,o3,O[3],Dialysis <1 year,26.60440928114246,67.7139324291008
1,0.041964476968562765,0.22315950192679596,29158,quartile=Q4 highest,Q4 highest,o3,O[3],Dialysis <1 year,4.196447696856277,22.315950192679594
3,0.12455725749203549,0.39792411978831854,16722,quartile=Q4 highest,Q4 highest,o3,O[3],Dialysis <1 year,12.455725749203548,39.79241197883185
5,0.19552226668610173,0.5095447701647768,9178,quartile=Q4 highest,Q4 highest,o3,O[3],Dialysis <1 year,19.552226668610174,50.95447701647768
10,0.27514297484122524,0.640255513894787,1909,quartile=Q4 highest,Q4 highest,o3,O[3],Dialysis <1 year,27.514297484122523,64.0255513894787
1,0.038964750933297876,0.28461440872597704,23315,quartile=Q1 lowest,Q1 lowest,pm25,PM[2.5],Dialysis <1 year,3.8964750933297876,28.461440872597706
3,0.12096175418733034,0.47921341332486095,11394,quartile=Q1 lowest,Q1 lowest,pm25,PM[2.5],Dialysis <1 year,12.096175418733033,47.921341332486094
5,0.19025796207898682,0.6085962738326829,4604,quartile=Q1 lowest,Q1 lowest,pm25,PM[2.5],Dialysis <1 year,19.025796207898683,60.85962738326829
10,0.2517490708430546,0.7145368653848446,399,quartile=Q1 lowest,Q1 lowest,pm25,PM[2.5],Dialysis <1 year,25.17490708430546,71.45368653848446
1,0.04064954616125974,0.25891894972777274,26283,quartile=Q2,Q2,pm25,PM[2.5],Dialysis <1 year,4.064954616125974,25.891894972777273
3,0.12583977314744463,0.4427904697392364,13744,quartile=Q2,Q2,pm25,PM[2.5],Dialysis <1 year,12.583977314744462,44.27904697392364
5,0.19841296834166242,0.5685484747943088,6262,quartile=Q2,Q2,pm25,PM[2.5],Dialysis <1 year,19.84129683416624,56.85484747943088
10,0.26546984569647697,0.6919817217235184,720,quartile=Q2,Q2,pm25,PM[2.5],Dialysis <1 year,26.546984569647698,69.19817217235183
1,0.04071420714720365,0.21123595106928209,30295,quartile=Q3,Q3,pm25,PM[2.5],Dialysis <1 year,4.0714207147203645,21.12359510692821
3,0.13091207210385636,0.38260609947551766,17489,quartile=Q3,Q3,pm25,PM[2.5],Dialysis <1 year,13.091207210385637,38.260609947551764
5,0.2060350786376333,0.5064848795338353,9115,quartile=Q3,Q3,pm25,PM[2.5],Dialysis <1 year,20.60350786376333,50.64848795338352
10,0.2898301125352872,0.6401133210325501,1579,quartile=Q3,Q3,pm25,PM[2.5],Dialysis <1 year,28.98301125352872,64.01133210325501
1,0.04696702225521774,0.1837156672546174,32319,quartile=Q4 highest,Q4 highest,pm25,PM[2.5],Dialysis <1 year,4.696702225521774,18.37156672546174
3,0.12712083609778094,0.3446838699291453,20894,quartile=Q4 highest,Q4 highest,pm25,PM[2.5],Dialysis <1 year,12.712083609778094,34.46838699291453
5,0.19784275636361548,0.454187351689366,12495,quartile=Q4 highest,Q4 highest,pm25,PM[2.5],Dialysis <1 year,19.78427563636155,45.4187351689366
10,0.28737256395721034,0.6024653633286475,3037,quartile=Q4 highest,Q4 highest,pm25,PM[2.5],Dialysis <1 year,28.737256395721033,60.24653633286475
1,0.05147468371095755,0.2578613672012639,21399,quartile=Q1 lowest,Q1 lowest,no2,NO[2],Dialysis 1 to <3 years,5.147468371095755,25.78613672012639
3,0.17476878999017145,0.45503820442436693,8060,quartile=Q1 lowest,Q1 lowest,no2,NO[2],Dialysis 1 to <3 years,17.476878999017146,45.50382044243669
5,0.25828906362303444,0.5689991273367191,2553,quartile=Q1 lowest,Q1 lowest,no2,NO[2],Dialysis 1 to <3 years,25.828906362303446,56.89991273367191
10,0.32203315729629645,0.6417112740695182,269,quartile=Q1 lowest,Q1 lowest,no2,NO[2],Dialysis 1 to <3 years,32.203315729629644,64.17112740695183
1,0.04637809584365161,0.2287495477441353,22961,quartile=Q2,Q2,no2,NO[2],Dialysis 1 to <3 years,4.6378095843651606,22.87495477441353
3,0.16518686230447224,0.425097813248843,10374,quartile=Q2,Q2,no2,NO[2],Dialysis 1 to <3 years,16.518686230447223,42.5097813248843
5,0.2528480891979762,0.5448684184267015,3882,quartile=Q2,Q2,no2,NO[2],Dialysis 1 to <3 years,25.28480891979762,54.48684184267015
10,0.32087022631320006,0.6322349565188047,504,quartile=Q2,Q2,no2,NO[2],Dialysis 1 to <3 years,32.087022631320004,63.22349565188047
1,0.04192763256717088,0.18932733196930393,25483,quartile=Q3,Q3,no2,NO[2],Dialysis 1 to <3 years,4.192763256717088,18.932733196930393
3,0.15931601154264025,0.3762392278097568,13255,quartile=Q3,Q3,no2,NO[2],Dialysis 1 to <3 years,15.931601154264024,37.62392278097568
5,0.25158088042899435,0.5056706700816332,5796,quartile=Q3,Q3,no2,NO[2],Dialysis 1 to <3 years,25.158088042899436,50.56706700816333
10,0.33144331312078223,0.6178799784297052,704,quartile=Q3,Q3,no2,NO[2],Dialysis 1 to <3 years,33.14433131207822,61.78799784297052
1,0.038979762749825043,0.12245763524717276,31305,quartile=Q4 highest,Q4 highest,no2,NO[2],Dialysis 1 to <3 years,3.897976274982504,12.245763524717276
3,0.14706177131181994,0.27665749556289604,19940,quartile=Q4 highest,Q4 highest,no2,NO[2],Dialysis 1 to <3 years,14.706177131181994,27.665749556289605
5,0.2431021499530102,0.40902929848818936,10682,quartile=Q4 highest,Q4 highest,no2,NO[2],Dialysis 1 to <3 years,24.31021499530102,40.902929848818935
10,0.3552583878508739,0.5608471567566012,1726,quartile=Q4 highest,Q4 highest,no2,NO[2],Dialysis 1 to <3 years,35.52583878508739,56.08471567566012
1,0.04274998373804813,0.1721002899580942,25257,quartile=Q1 lowest,Q1 lowest,o3,O[3],Dialysis 1 to <3 years,4.274998373804813,17.21002899580942
3,0.16060269231355173,0.3450531974529858,14190,quartile=Q1 lowest,Q1 lowest,o3,O[3],Dialysis 1 to <3 years,16.06026923135517,34.50531974529858
5,0.2504408434555398,0.4766461330667552,6525,quartile=Q1 lowest,Q1 lowest,o3,O[3],Dialysis 1 to <3 years,25.04408434555398,47.66461330667552
10,0.3424432605793412,0.5958413854100428,914,quartile=Q1 lowest,Q1 lowest,o3,O[3],Dialysis 1 to <3 years,34.244326057934124,59.584138541004286
1,0.04342084421006445,0.21682712018657568,22971,quartile=Q2,Q2,o3,O[3],Dialysis 1 to <3 years,4.3420844210064455,21.68271201865757
3,0.16280815347143224,0.4114637282937938,11019,quartile=Q2,Q2,o3,O[3],Dialysis 1 to <3 years,16.280815347143225,41.14637282937938
5,0.2499832753391333,0.5378823085595652,4324,quartile=Q2,Q2,o3,O[3],Dialysis 1 to <3 years,24.99832753391333,53.78823085595652
10,0.3217793719645897,0.6370803635551597,497,quartile=Q2,Q2,o3,O[3],Dialysis 1 to <3 years,32.17793719645897,63.70803635551597
1,0.0471935721185471,0.2107683768493952,24319,quartile=Q3,Q3,o3,O[3],Dialysis 1 to <3 years,4.71935721185471,21.07683768493952
3,0.1654830357511504,0.40185288331076,11290,quartile=Q3,Q3,o3,O[3],Dialysis 1 to <3 years,16.54830357511504,40.185288331076
5,0.2561367086519937,0.5205982521596119,4729,quartile=Q3,Q3,o3,O[3],Dialysis 1 to <3 years,25.613670865199374,52.05982521596118
10,0.3283970355271725,0.6187760841360085,659,quartile=Q3,Q3,o3,O[3],Dialysis 1 to <3 years,32.839703552717246,61.877608413600846
1,0.04422004675496205,0.17190409128753356,28601,quartile=Q4 highest,Q4 highest,o3,O[3],Dialysis 1 to <3 years,4.422004675496205,17.190409128753355
3,0.1550008094306968,0.34321880700921836,15130,quartile=Q4 highest,Q4 highest,o3,O[3],Dialysis 1 to <3 years,15.50008094306968,34.32188070092184
5,0.24621431736616942,0.46212122210700374,7335,quartile=Q4 highest,Q4 highest,o3,O[3],Dialysis 1 to <3 years,24.62143173661694,46.21212221070037
10,0.3413631747846777,0.5873398011270023,1133,quartile=Q4 highest,Q4 highest,o3,O[3],Dialysis 1 to <3 years,34.136317478467774,58.73398011270024
1,0.0443550459902356,0.2427601635155926,20711,quartile=Q1 lowest,Q1 lowest,pm25,PM[2.5],Dialysis 1 to <3 years,4.4355045990235595,24.27601635155926
3,0.16218753254347387,0.447913144910531,8740,quartile=Q1 lowest,Q1 lowest,pm25,PM[2.5],Dialysis 1 to <3 years,16.218753254347387,44.7913144910531
5,0.24832892053320924,0.5806608128949315,2884,quartile=Q1 lowest,Q1 lowest,pm25,PM[2.5],Dialysis 1 to <3 years,24.832892053320922,58.066081289493155
10,0.3104149491993059,0.662000243707748,199,quartile=Q1 lowest,Q1 lowest,pm25,PM[2.5],Dialysis 1 to <3 years,31.04149491993059,66.2000243707748
1,0.04627408589931523,0.2285206612008534,23613,quartile=Q2,Q2,pm25,PM[2.5],Dialysis 1 to <3 years,4.627408589931523,22.85206612008534
3,0.16694655442048037,0.4250715905232557,10485,quartile=Q2,Q2,pm25,PM[2.5],Dialysis 1 to <3 years,16.694655442048038,42.50715905232557
5,0.2522372789996112,0.5557045294241446,3846,quartile=Q2,Q2,pm25,PM[2.5],Dialysis 1 to <3 years,25.22372789996112,55.57045294241446
10,0.31925444440182915,0.6496198212377335,326,quartile=Q2,Q2,pm25,PM[2.5],Dialysis 1 to <3 years,31.925444440182915,64.96198212377335
1,0.04625473848059334,0.17929340496823407,26136,quartile=Q3,Q3,pm25,PM[2.5],Dialysis 1 to <3 years,4.625473848059334,17.929340496823407
3,0.16447756513596595,0.360731728708067,13342,quartile=Q3,Q3,pm25,PM[2.5],Dialysis 1 to <3 years,16.447756513596595,36.0731728708067
5,0.2603713588955801,0.4872051036667613,5793,quartile=Q3,Q3,pm25,PM[2.5],Dialysis 1 to <3 years,26.037135889558012,48.72051036667613
10,0.3463440703544619,0.5982282048242636,784,quartile=Q3,Q3,pm25,PM[2.5],Dialysis 1 to <3 years,34.63440703544619,59.822820482426366
1,0.0411459066911519,0.13167269788323202,30688,quartile=Q4 highest,Q4 highest,pm25,PM[2.5],Dialysis 1 to <3 years,4.114590669115191,13.167269788323201
3,0.15223369349740745,0.28680578484315933,19062,quartile=Q4 highest,Q4 highest,pm25,PM[2.5],Dialysis 1 to <3 years,15.223369349740745,28.680578484315934
5,0.24519261582662158,0.40194887048596084,10390,quartile=Q4 highest,Q4 highest,pm25,PM[2.5],Dialysis 1 to <3 years,24.519261582662157,40.19488704859609
10,0.3558450492769204,0.5489547025130536,1894,quartile=Q4 highest,Q4 highest,pm25,PM[2.5],Dialysis 1 to <3 years,35.58450492769204,54.895470251305355
1,0.05739636759143941,0.3772289174301676,4733,quartile=Q1 lowest,Q1 lowest,no2,NO[2],Dialysis 3 to <5 years,5.739636759143941,37.72289174301676
3,0.17076063365649494,0.5777265542711771,1466,quartile=Q1 lowest,Q1 lowest,no2,NO[2],Dialysis 3 to <5 years,17.076063365649492,57.77265542711771
5,0.2322479124095394,0.6567535927177085,437,quartile=Q1 lowest,Q1 lowest,no2,NO[2],Dialysis 3 to <5 years,23.22479124095394,65.67535927177084
10,0.26730205715477184,0.6981128356493657,74,quartile=Q1 lowest,Q1 lowest,no2,NO[2],Dialysis 3 to <5 years,26.730205715477183,69.81128356493656
1,0.05205452369323425,0.33113068742080115,5262,quartile=Q2,Q2,no2,NO[2],Dialysis 3 to <5 years,5.205452369323425,33.11306874208012
3,0.1654632967493443,0.5288030039539011,2038,quartile=Q2,Q2,no2,NO[2],Dialysis 3 to <5 years,16.54632967493443,52.88030039539011
5,0.23356057971717853,0.6189103138159318,766,quartile=Q2,Q2,no2,NO[2],Dialysis 3 to <5 years,23.356057971717853,61.89103138159317
10,0.2813998217492707,0.6764297066070271,118,quartile=Q2,Q2,no2,NO[2],Dialysis 3 to <5 years,28.13998217492707,67.6429706607027
1,0.053972576249352165,0.2672228550601912,6324,quartile=Q3,Q3,no2,NO[2],Dialysis 3 to <5 years,5.397257624935216,26.722285506019123
3,0.16016246165977185,0.4749215186019636,2860,quartile=Q3,Q3,no2,NO[2],Dialysis 3 to <5 years,16.016246165977186,47.49215186019636
5,0.23110780797295347,0.583441276738839,1177,quartile=Q3,Q3,no2,NO[2],Dialysis 3 to <5 years,23.110780797295348,58.344127673883904
10,0.2948290504988142,0.6546690422551521,193,quartile=Q3,Q3,no2,NO[2],Dialysis 3 to <5 years,29.48290504988142,65.46690422551521
1,0.047843972714123405,0.14970176387764378,8605,quartile=Q4 highest,Q4 highest,no2,NO[2],Dialysis 3 to <5 years,4.784397271412341,14.970176387764377
3,0.17034678241533097,0.3241373333060142,4930,quartile=Q4 highest,Q4 highest,no2,NO[2],Dialysis 3 to <5 years,17.034678241533097,32.41373333060142
5,0.2636241134379041,0.4529138471284842,2411,quartile=Q4 highest,Q4 highest,no2,NO[2],Dialysis 3 to <5 years,26.36241134379041,45.29138471284842
10,0.35611486782505486,0.5623693260238742,447,quartile=Q4 highest,Q4 highest,no2,NO[2],Dialysis 3 to <5 years,35.61148678250549,56.23693260238743
1,0.054146897482509955,0.24063807752453137,6520,quartile=Q1 lowest,Q1 lowest,o3,O[3],Dialysis 3 to <5 years,5.4146897482509955,24.063807752453137
3,0.17248824049715447,0.42809464881061476,3256,quartile=Q1 lowest,Q1 lowest,o3,O[3],Dialysis 3 to <5 years,17.24882404971545,42.80946488106147
5,0.2563911743184452,0.5335475224683667,1446,quartile=Q1 lowest,Q1 lowest,o3,O[3],Dialysis 3 to <5 years,25.63911743184452,53.35475224683667
10,0.3275786844249319,0.6138039482632042,255,quartile=Q1 lowest,Q1 lowest,o3,O[3],Dialysis 3 to <5 years,32.75786844249319,61.38039482632042
1,0.052745660655735015,0.30840414593692256,5599,quartile=Q2,Q2,o3,O[3],Dialysis 3 to <5 years,5.274566065573501,30.840414593692255
3,0.16273578709606712,0.52158830665283,2271,quartile=Q2,Q2,o3,O[3],Dialysis 3 to <5 years,16.273578709606713,52.158830665283
5,0.2242713226575519,0.6193701414644673,900,quartile=Q2,Q2,o3,O[3],Dialysis 3 to <5 years,22.42713226575519,61.937014146446735
10,0.2729598480562325,0.6825079601671884,143,quartile=Q2,Q2,o3,O[3],Dialysis 3 to <5 years,27.295984805623252,68.25079601671884
1,0.05460089573628947,0.3038011226686748,5554,quartile=Q3,Q3,o3,O[3],Dialysis 3 to <5 years,5.460089573628947,30.38011226686748
3,0.1662693202540773,0.5090519287119544,2223,quartile=Q3,Q3,o3,O[3],Dialysis 3 to <5 years,16.626932025407733,50.90519287119544
5,0.23633501544296256,0.5994520847110184,904,quartile=Q3,Q3,o3,O[3],Dialysis 3 to <5 years,23.633501544296255,59.94520847110184
10,0.2919334107468562,0.662195441840258,151,quartile=Q3,Q3,o3,O[3],Dialysis 3 to <5 years,29.19334107468562,66.2195441840258
1,0.04959292777531713,0.22282202810133575,7251,quartile=Q4 highest,Q4 highest,o3,O[3],Dialysis 3 to <5 years,4.959292777531713,22.282202810133576
3,0.16673749426992995,0.39825514752009755,3544,quartile=Q4 highest,Q4 highest,o3,O[3],Dialysis 3 to <5 years,16.673749426992995,39.82551475200975
5,0.24793851400120173,0.5185009774686987,1541,quartile=Q4 highest,Q4 highest,o3,O[3],Dialysis 3 to <5 years,24.79385140012017,51.85009774686987
10,0.3239137299154305,0.6069949867274321,283,quartile=Q4 highest,Q4 highest,o3,O[3],Dialysis 3 to <5 years,32.39137299154305,60.69949867274321
1,0.05192239816118844,0.35438269997893057,4691,quartile=Q1 lowest,Q1 lowest,pm25,PM[2.5],Dialysis 3 to <5 years,5.192239816118844,35.43826999789306
3,0.15962574724039544,0.5749136425880426,1579,quartile=Q1 lowest,Q1 lowest,pm25,PM[2.5],Dialysis 3 to <5 years,15.962574724039543,57.49136425880425
5,0.22524090837305508,0.667009397157111,471,quartile=Q1 lowest,Q1 lowest,pm25,PM[2.5],Dialysis 3 to <5 years,22.524090837305508,66.7009397157111
10,0.26274291160311797,0.7138969551007703,41,quartile=Q1 lowest,Q1 lowest,pm25,PM[2.5],Dialysis 3 to <5 years,26.274291160311797,71.38969551007703
1,0.05278691679367201,0.34633230834892914,5383,quartile=Q2,Q2,pm25,PM[2.5],Dialysis 3 to <5 years,5.278691679367201,34.63323083489291
3,0.15762723938858086,0.5561909284690857,2021,quartile=Q2,Q2,pm25,PM[2.5],Dialysis 3 to <5 years,15.762723938858086,55.61909284690857
5,0.22031511665223907,0.6452888233065422,742,quartile=Q2,Q2,pm25,PM[2.5],Dialysis 3 to <5 years,22.031511665223906,64.52888233065423
10,0.26766372180481324,0.7034218373639132,83,quartile=Q2,Q2,pm25,PM[2.5],Dialysis 3 to <5 years,26.766372180481323,70.34218373639132
1,0.05561148978461338,0.24377151534212962,6587,quartile=Q3,Q3,pm25,PM[2.5],Dialysis 3 to <5 years,5.561148978461338,24.377151534212963
3,0.17532508902454363,0.4464231843170029,2887,quartile=Q3,Q3,pm25,PM[2.5],Dialysis 3 to <5 years,17.532508902454364,44.64231843170029
