date,rows,zips,missing_values,nearest_fill_values,min,p01,median,mean,p99,max
2006-07-14,33300,33300,0,1020,17.1000002548099,23.2435855736292,52.7000007852912,52.5619317369126,85.0857553466668,106.39645548614
2008-08-29,33300,33300,0,1020,6.60000009834766,15.3823296409793,40.7166420971583,41.0873381080232,70.8230933630386,98.2583813524321
2015-10-22,33300,33300,0,1020,3.40000005066395,18.3338910114955,39.0364529626409,39.6349233601644,56.6296485412159,65.1714295425585
2019-01-08,33300,33300,0,1020,2.18333336586754,10.1999631149542,32.0468956532892,31.3044080849632,43.7923316384721,50.3000007495284
