organ,organ_label,model,endpoint,term,exposure,source_n,source_adverse_events,n,adverse_events,sampled,finegray_max_n,subdistribution_hazard_ratio,conf_low,conf_high,p_value,center_adjustment,variance_estimator
HR,Heart,reduced_finegray_heat_humidity_month_day_weighted,death_or_deterioration_delist_subdistribution,tmax_month_weighted_5c,Month/day-weighted Tmax per 5 C,73624,9823,9998,1334,TRUE,10000,1.002301263005359,0.9668654518561132,1.039035803682477,0.9003921460603275,not_included_reduced_sensitivity,cmprsk_crr_model_based
HR,Heart,reduced_finegray_heat_humidity_month_day_weighted,death_or_deterioration_delist_subdistribution,rmax_month_weighted_10pct,Month/day-weighted maximum relative humidity per 10 pct,73624,9823,9998,1334,TRUE,10000,1.0540064299336769,0.9953920806255326,1.1160723256341312,0.07157865509545902,not_included_reduced_sensitivity,cmprsk_crr_model_based
