organ,organ_label,exposure,exposure_label,subgroup,subgroup_label,subgroup_level,exposure_data_end_year,n,people,centers,adverse_events,hazard_ratio,conf_low,conf_high,p_value,concordance,adjustment_set,variance_estimator,center_adjustment,error
LI,Liver,o3,Ozone waitlist-period mean per 10 ppb,race_group,Race,Asian,2023,8941,8941,147,1678,0.9370746977764768,0.8100533992206091,1.0840137083033607,0.3818445855944378,0.7249224735134445,age + sex + listing_year + organ_score + strata(listing_center),model_based,stratified_baseline_hazard_by_listing_center,NA
LI,Liver,o3,Ozone waitlist-period mean per 10 ppb,race_group,Race,Other/Unknown,2023,3337,3337,148,630,1.23716031947866,0.9750201531281686,1.5697784822006071,0.07981856432828321,0.719533750537429,age + sex + listing_year + organ_score + strata(listing_center),model_based,stratified_baseline_hazard_by_listing_center,NA
LI,Liver,no2,NO2 waitlist-period mean per 10 ppb,age_group,Age group,<18,2025,13219,13219,112,1118,1.2610909690871468,1.1235271454521207,1.4154980044324459,8.272460191119878e-5,0.8126688282228762,sex + race_group + listing_year + organ_score + strata(listing_center),model_based,stratified_baseline_hazard_by_listing_center,NA
LI,Liver,no2,NO2 waitlist-period mean per 10 ppb,age_group,Age group,18-39,2025,23008,23008,151,2752,1.364096156820953,1.2550207098879334,1.48265148964741,2.834020082996151e-13,0.7813052976660892,sex + race_group + listing_year + organ_score + strata(listing_center),model_based,stratified_baseline_hazard_by_listing_center,NA
LI,Liver,no2,NO2 waitlist-period mean per 10 ppb,age_group,Age group,40-59,2025,115373,115373,133,22384,1.2520842064768636,1.21712827303712,1.2880440745960593,1.337004415119418e-54,0.7353063171069957,sex + race_group + listing_year + organ_score + strata(listing_center),model_based,stratified_baseline_hazard_by_listing_center,NA
LI,Liver,no2,NO2 waitlist-period mean per 10 ppb,age_group,Age group,60+,2025,81182,81182,129,19128,1.1893946487998233,1.1495406062375224,1.2306304126340297,1.9749213293556137e-23,0.722652224176243,sex + race_group + listing_year + organ_score + strata(listing_center),model_based,stratified_baseline_hazard_by_listing_center,NA
LI,Liver,no2,NO2 waitlist-period mean per 10 ppb,sex,Sex,F,2025,88454,88454,162,18066,1.2228008812824664,1.1826905929254221,1.2642714875804069,3.0613808610316006e-32,0.7636070315276466,age + race_group + listing_year + organ_score + strata(listing_center),model_based,stratified_baseline_hazard_by_listing_center,NA
LI,Liver,no2,NO2 waitlist-period mean per 10 ppb,sex,Sex,M,2025,144328,144328,162,27316,1.2474828208288395,1.2150983075697104,1.280730438490713,5.3301131784864755e-61,0.725784681950056,age + race_group + listing_year + organ_score + strata(listing_center),model_based,stratified_baseline_hazard_by_listing_center,NA
LI,Liver,no2,NO2 waitlist-period mean per 10 ppb,race_group,Race,White,2025,198229,198229,163,38945,1.221069575353859,1.1940304147310645,1.2487210455109543,1.9817001142212205e-68,0.7399072448946994,age + sex + listing_year + organ_score + strata(listing_center),model_based,stratified_baseline_hazard_by_listing_center,NA
LI,Liver,no2,NO2 waitlist-period mean per 10 ppb,race_group,Race,Black,2025,19750,19750,157,3858,1.42465494191119,1.3261465900149771,1.5304806563571938,3.619398952098424e-22,0.7647014859837706,age + sex + listing_year + organ_score + strata(listing_center),model_based,stratified_baseline_hazard_by_listing_center,NA
LI,Liver,no2,NO2 waitlist-period mean per 10 ppb,race_group,Race,Asian,2025,10019,10019,148,1814,1.4520332510074467,1.298348528219608,1.6239095406242348,6.392982388938324e-11,0.7276538920932003,age + sex + listing_year + organ_score + strata(listing_center),model_based,stratified_baseline_hazard_by_listing_center,NA
LI,Liver,no2,NO2 waitlist-period mean per 10 ppb,race_group,Race,Other/Unknown,2025,4784,4784,148,765,1.1359487536974733,0.9334473864301255,1.3823806138252401,0.20321024026125853,0.7316811057469744,age + sex + listing_year + organ_score + strata(listing_center),model_based,stratified_baseline_hazard_by_listing_center,NA
LU,Lung,pm25,PM2.5 waitlist-period mean per 5 ug/m3,age_group,Age group,<18,2023,1182,1182,59,280,1.5963585896410375,1.0858934725709815,2.346787057009539,0.017354378475146783,0.6686216058583371,sex + race_group + listing_year + organ_score + strata(listing_center),model_based,stratified_baseline_hazard_by_listing_center,NA
LU,Lung,pm25,PM2.5 waitlist-period mean per 5 ug/m3,age_group,Age group,18-39,2023,5250,5250,78,781,1.593303260235491,1.2562602349521417,2.020771818168515,1.2236912832386135e-4,0.6993477210500886,sex + race_group + listing_year + organ_score + strata(listing_center),model_based,stratified_baseline_hazard_by_listing_center,NA
LU,Lung,pm25,PM2.5 waitlist-period mean per 5 ug/m3,age_group,Age group,40-59,2023,15981,15981,75,2144,1.4428730021360536,1.2443899888880667,1.6730145042016842,1.1998336890240744e-6,0.6800096759604968,sex + race_group + listing_year + organ_score + strata(listing_center),model_based,stratified_baseline_hazard_by_listing_center,NA
LU,Lung,pm25,PM2.5 waitlist-period mean per 5 ug/m3,age_group,Age group,60+,2023,22436,22436,72,2391,1.4019451996721908,1.217970654388753,1.6137091117932345,2.5104435671085175e-6,0.6682273112807464,sex + race_group + listing_year + organ_score + strata(listing_center),model_based,stratified_baseline_hazard_by_listing_center,NA
LU,Lung,pm25,PM2.5 waitlist-period mean per 5 ug/m3,sex,Sex,F,2023,19371,19371,82,2956,1.5315161221695557,1.350803124340026,1.7364052467758804,2.8550970681269266e-11,0.6544735633430673,age + race_group + listing_year + organ_score + strata(listing_center),model_based,stratified_baseline_hazard_by_listing_center,NA
LU,Lung,pm25,PM2.5 waitlist-period mean per 5 ug/m3,sex,Sex,M,2023,25478,25478,83,2640,1.3654098164964787,1.2017255576063488,1.5513891297264515,1.7493814700308702e-6,0.6913431513736807,age + race_group + listing_year + organ_score + strata(listing_center),model_based,stratified_baseline_hazard_by_listing_center,NA
LU,Lung,pm25,PM2.5 waitlist-period mean per 5 ug/m3,race_group,Race,White,2023,38908,38908,84,4691,1.4282728769515842,1.3000802787526096,1.5691057270654412,1.090895369583394e-13,0.6714019495798319,age + sex + listing_year + organ_score + strata(listing_center),model_based,stratified_baseline_hazard_by_listing_center,NA
LU,Lung,pm25,PM2.5 waitlist-period mean per 5 ug/m3,race_group,Race,Black,2023,4412,4412,80,651,1.7080919835147093,1.148873972951111,2.5395111150902254,0.008149225185367042,0.6943772672309553,age + sex + listing_year + organ_score + strata(listing_center),model_based,stratified_baseline_hazard_by_listing_center,NA
LU,Lung,pm25,PM2.5 waitlist-period mean per 5 ug/m3,race_group,Race,Asian,2023,1128,1128,68,203,1.494039893125118,0.877579187579764,2.5435370777254573,0.13916067750473793,0.7329383366249725,age + sex + listing_year + organ_score + strata(listing_center),model_based,stratified_baseline_hazard_by_listing_center,NA
LU,Lung,pm25,PM2.5 waitlist-period mean per 5 ug/m3,race_group,Race,Other/Unknown,2023,401,401,60,51,1.0205540453811803,0.12273564147183125,8.485966643869553,0.9849791543825221,0.872791519434629,age + sex + listing_year + organ_score + strata(listing_center),model_based,stratified_baseline_hazard_by_listing_center,NA
LU,Lung,o3,Ozone waitlist-period mean per 10 ppb,age_group,Age group,<18,2023,1182,1182,59,280,1.0270714558594605,0.6967604613072769,1.513971922950523,0.8926725950741242,0.6676495366470092,sex + race_group + listing_year + organ_score + strata(listing_center),model_based,stratified_baseline_hazard_by_listing_center,NA
LU,Lung,o3,Ozone waitlist-period mean per 10 ppb,age_group,Age group,18-39,2023,5250,5250,78,781,1.079236950068906,0.8432732175538764,1.3812277802118376,0.544665008555786,0.7054678692220969,sex + race_group + listing_year + organ_score + strata(listing_center),model_based,stratified_baseline_hazard_by_listing_center,NA
LU,Lung,o3,Ozone waitlist-period mean per 10 ppb,age_group,Age group,40-59,2023,15981,15981,75,2144,0.937925537899506,0.8010380262220042,1.0982054357557693,0.4259396702503933,0.6812060243371441,sex + race_group + listing_year + organ_score + strata(listing_center),model_based,stratified_baseline_hazard_by_listing_center,NA
LU,Lung,o3,Ozone waitlist-period mean per 10 ppb,age_group,Age group,60+,2023,22436,22436,72,2391,0.8869269496887037,0.7588402103654093,1.0366338042436005,0.13159321796005105,0.6669211195928753,sex + race_group + listing_year + organ_score + strata(listing_center),model_based,stratified_baseline_hazard_by_listing_center,NA
LU,Lung,o3,Ozone waitlist-period mean per 10 ppb,sex,Sex,F,2023,19371,19371,82,2956,0.8833192133119616,0.7716288983041911,1.0111762718073731,0.0720467757072397,0.6522702967461143,age + race_group + listing_year + organ_score + strata(listing_center),model_based,stratified_baseline_hazard_by_listing_center,NA
LU,Lung,o3,Ozone waitlist-period mean per 10 ppb,sex,Sex,M,2023,25478,25478,83,2640,0.9530988209387968,0.8292736251258804,1.095413305031899,0.4987107740319754,0.692779088521138,age + race_group + listing_year + organ_score + strata(listing_center),model_based,stratified_baseline_hazard_by_listing_center,NA
LU,Lung,o3,Ozone waitlist-period mean per 10 ppb,race_group,Race,White,2023,38908,38908,84,4691,0.9267956175334489,0.8342046617762129,1.0296635298708414,0.15688478854915588,0.6710975462184874,age + sex + listing_year + organ_score + strata(listing_center),model_based,stratified_baseline_hazard_by_listing_center,NA
LU,Lung,o3,Ozone waitlist-period mean per 10 ppb,race_group,Race,Black,2023,4412,4412,80,651,1.0061266813892809,0.7114595227990058,1.4228369521584006,0.9724424405023687,0.6975101681873145,age + sex + listing_year + organ_score + strata(listing_center),model_based,stratified_baseline_hazard_by_listing_center,NA
LU,Lung,o3,Ozone waitlist-period mean per 10 ppb,race_group,Race,Asian,2023,1128,1128,68,203,0.6664957325739665,0.3879210092254651,1.1451211740922325,0.14176775300260586,0.7386438446346281,age + sex + listing_year + organ_score + strata(listing_center),model_based,stratified_baseline_hazard_by_listing_center,NA
LU,Lung,o3,Ozone waitlist-period mean per 10 ppb,race_group,Race,Other/Unknown,2023,401,401,60,51,0.7521583390786533,0.19045567435624702,2.9704663248170724,0.6844419155170225,0.8657243816254416,age + sex + listing_year + organ_score + strata(listing_center),model_based,stratified_baseline_hazard_by_listing_center,NA
LU,Lung,no2,NO2 waitlist-period mean per 10 ppb,age_group,Age group,<18,2025,1252,1252,60,284,1.18865004186818,0.9297585157304842,1.5196299879255857,0.16793483108357365,0.670173191852665,sex + race_group + listing_year + organ_score + strata(listing_center),model_based,stratified_baseline_hazard_by_listing_center,NA
LU,Lung,no2,NO2 waitlist-period mean per 10 ppb,age_group,Age group,18-39,2025,5713,5713,80,810,1.1028549037028872,0.9521973667361769,1.2773496137576477,0.19143040606250852,0.7065820926424363,sex + race_group + listing_year + organ_score + strata(listing_center),model_based,stratified_baseline_hazard_by_listing_center,NA
LU,Lung,no2,NO2 waitlist-period mean per 10 ppb,age_group,Age group,40-59,2025,17918,17918,76,2232,1.2145580684765227,1.1066972566873765,1.3329311993750856,4.193801280300888e-5,0.685604942737736,sex + race_group + listing_year + organ_score + strata(listing_center),model_based,stratified_baseline_hazard_by_listing_center,NA
LU,Lung,no2,NO2 waitlist-period mean per 10 ppb,age_group,Age group,60+,2025,27075,27075,74,2609,1.2876237535613855,1.1690180868860494,1.4182628560965314,2.9388212157231375e-7,0.6738572746972179,sex + race_group + listing_year + organ_score + strata(listing_center),model_based,stratified_baseline_hazard_by_listing_center,NA
LU,Lung,no2,NO2 waitlist-period mean per 10 ppb,sex,Sex,F,2025,22181,22181,84,3120,1.2575919728738294,1.1612349449320143,1.361944520477106,1.7469036924874674e-8,0.6580585665082541,age + race_group + listing_year + organ_score + strata(listing_center),model_based,stratified_baseline_hazard_by_listing_center,NA
LU,Lung,no2,NO2 waitlist-period mean per 10 ppb,sex,Sex,M,2025,29777,29777,85,2815,1.1879634997530628,1.0903958847201836,1.2942613747186882,8.176555503926669e-5,0.6992434272297697,age + race_group + listing_year + organ_score + strata(listing_center),model_based,stratified_baseline_hazard_by_listing_center,NA
LU,Lung,no2,NO2 waitlist-period mean per 10 ppb,race_group,Race,White,2025,44658,44658,85,4960,1.2141383590871562,1.139603394040672,1.2935482315299602,1.9399209306989675e-9,0.6765292383050037,age + sex + listing_year + organ_score + strata(listing_center),model_based,stratified_baseline_hazard_by_listing_center,NA
LU,Lung,no2,NO2 waitlist-period mean per 10 ppb,race_group,Race,Black,2025,5215,5215,83,698,1.2987386394078628,1.074766734352188,1.5693843134321166,0.00679870127772899,0.701722301958424,age + sex + listing_year + organ_score + strata(listing_center),model_based,stratified_baseline_hazard_by_listing_center,NA
LU,Lung,no2,NO2 waitlist-period mean per 10 ppb,race_group,Race,Asian,2025,1399,1399,71,220,1.579560474175719,1.0800092470217044,2.310175860492499,0.01843451456325579,0.7390992284227526,age + sex + listing_year + organ_score + strata(listing_center),model_based,stratified_baseline_hazard_by_listing_center,NA
LU,Lung,no2,NO2 waitlist-period mean per 10 ppb,race_group,Race,Other/Unknown,2025,686,686,69,57,0.309459029103851,0.0878557388375368,1.0900243053101735,0.06788267251255646,0.835680751173709,age + sex + listing_year + organ_score + strata(listing_center),model_based,stratified_baseline_hazard_by_listing_center,NA
