organ,organ_label,outcome,outcome_label,outcome_family,pollutant,exposure,n,term,term_type,coefficient,std_error,conf_low,conf_high,transformed_measure,transformed_estimate,transformed_conf_low,transformed_conf_high,p_value,adjustment_set
KI,Kidney,kidney_diabetes,Diabetes at listing,binomial,pm25,Prior-year PM2.5 per 5 ug/m3,565015,listing_centerALCH,listing_center_fixed_effect,-0.7431390311071936,0.5619682252887821,-1.8445967526732066,0.35831869045881926,odds_ratio,0.4756185882657762,0.1580890570277122,1.4309215688741563,0.18603957873995475,age + sex + race + zcta_svi_proxy + listing_center
KI,Kidney,kidney_diabetes,Diabetes at listing,binomial,pm25,Prior-year PM2.5 per 5 ug/m3,565015,listing_centerALUA,listing_center_fixed_effect,0.8806777473187746,0.24361201508918454,0.40319819774397286,1.3581572968935762,odds_ratio,2.4125342410672395,1.4966034857049655,3.8890203851023744,3.0025096851182196e-4,age + sex + race + zcta_svi_proxy + listing_center
KI,Kidney,kidney_diabetes,Diabetes at listing,binomial,pm25,Prior-year PM2.5 per 5 ug/m3,565015,listing_centerALVA,listing_center_fixed_effect,0.772725952651694,0.29246176331785867,0.19950089654869096,1.3459510087546969,odds_ratio,2.1656617060426475,1.2207933039311398,3.8418384258143843,0.008238313819832905,age + sex + race + zcta_svi_proxy + listing_center
KI,Kidney,kidney_diabetes,Diabetes at listing,binomial,pm25,Prior-year PM2.5 per 5 ug/m3,565015,listing_centerARBH,listing_center_fixed_effect,0.6242244626307952,0.26425423809079324,0.10628615597284052,1.14216276928875,odds_ratio,1.8667976245680902,1.1121400765024714,3.133538161894771,0.018166263260187096,age + sex + race + zcta_svi_proxy + listing_center
KI,Kidney,kidney_diabetes,Diabetes at listing,binomial,pm25,Prior-year PM2.5 per 5 ug/m3,565015,listing_centerARCH,listing_center_fixed_effect,-1.7518750709359747,1.033540042388452,-3.777613554017341,0.27386341214539134,odds_ratio,0.17344841027392874,0.022877221586120045,1.3150351721384614,0.09007088747208604,age + sex + race + zcta_svi_proxy + listing_center
KI,Kidney,kidney_diabetes,Diabetes at listing,binomial,pm25,Prior-year PM2.5 per 5 ug/m3,565015,listing_centerARUA,listing_center_fixed_effect,0.7410527150230889,0.24709448710815535,0.2567475202911044,1.2253579097550733,odds_ratio,2.0981430990727516,1.2927187003119218,3.4053846851015583,0.002708084927097597,age + sex + race + zcta_svi_proxy + listing_center
KI,Kidney,kidney_diabetes,Diabetes at listing,binomial,pm25,Prior-year PM2.5 per 5 ug/m3,565015,listing_centerAZCH,listing_center_fixed_effect,-1.9049357148104114,0.7513907880962369,-3.3776616594790356,-0.4322097701417871,odds_ratio,0.14883221002145416,0.03412716243319263,0.6490732062248984,0.011237896295898128,age + sex + race + zcta_svi_proxy + listing_center
KI,Kidney,kidney_diabetes,Diabetes at listing,binomial,pm25,Prior-year PM2.5 per 5 ug/m3,565015,listing_centerAZGS,listing_center_fixed_effect,1.121736579006771,0.24533177580050508,0.6408862984377811,1.6025868595757609,odds_ratio,3.070181188788126,1.8981624724321642,4.965861810507021,4.823423325480366e-6,age + sex + race + zcta_svi_proxy + listing_center
KI,Kidney,kidney_diabetes,Diabetes at listing,binomial,pm25,Prior-year PM2.5 per 5 ug/m3,565015,listing_centerAZMC,listing_center_fixed_effect,0.7121681478911633,0.24417457047117216,0.23358598976766592,1.1907503060146607,odds_ratio,2.038406036721277,1.2631214387401861,3.28954844966131,0.00353829334907281,age + sex + race + zcta_svi_proxy + listing_center
KI,Kidney,kidney_diabetes,Diabetes at listing,binomial,pm25,Prior-year PM2.5 per 5 ug/m3,565015,listing_centerAZSJ,listing_center_fixed_effect,1.0562850393307797,0.2603037382620906,0.5460897123370821,1.5664803663244773,odds_ratio,2.8756681272309277,1.726488733742315,4.789760289977126,4.951718219009628e-5,age + sex + race + zcta_svi_proxy + listing_center
KI,Kidney,kidney_diabetes,Diabetes at listing,binomial,pm25,Prior-year PM2.5 per 5 ug/m3,565015,listing_centerAZUA,listing_center_fixed_effect,0.9778791038558359,0.24775261799312245,0.4922839725893159,1.463474235122356,odds_ratio,2.658811195354418,1.636048646215962,4.32094546142782,7.913719620621237e-5,age + sex + race + zcta_svi_proxy + listing_center
KI,Kidney,kidney_diabetes,Diabetes at listing,binomial,pm25,Prior-year PM2.5 per 5 ug/m3,565015,listing_centerCACH,listing_center_fixed_effect,-2.3532212403479282,1.03145543539758,-4.374873893727186,-0.3315685869686713,odds_ratio,0.09506244948519807,0.01258972978623136,0.7177969230133056,0.022521417441189018,age + sex + race + zcta_svi_proxy + listing_center
KI,Kidney,kidney_diabetes,Diabetes at listing,binomial,pm25,Prior-year PM2.5 per 5 ug/m3,565015,listing_centerCACL,listing_center_fixed_effect,-1.0406691300158768,0.452076182984526,-1.9267384486655477,-0.15459981136620582,odds_ratio,0.3532182539311957,0.1456223796468338,0.8567579736904493,0.021336449993793687,age + sex + race + zcta_svi_proxy + listing_center
KI,Kidney,kidney_diabetes,Diabetes at listing,binomial,pm25,Prior-year PM2.5 per 5 ug/m3,565015,listing_centerCACS,listing_center_fixed_effect,0.7904975116114593,0.24421039980463657,0.31184512799437164,1.269149895228547,odds_ratio,2.2044929142977967,1.3659431302951672,3.557826750912418,0.0012081343718108178,age + sex + race + zcta_svi_proxy + listing_center
KI,Kidney,kidney_diabetes,Diabetes at listing,binomial,pm25,Prior-year PM2.5 per 5 ug/m3,565015,listing_centerCAGH,listing_center_fixed_effect,0.5896608573553308,0.24802463058145993,0.10353258141566934,1.0757891332949923,odds_ratio,1.8033767097293085,1.1090819282357172,2.932305968024854,0.01743381643043203,age + sex + race + zcta_svi_proxy + listing_center
KI,Kidney,kidney_diabetes,Diabetes at listing,binomial,pm25,Prior-year PM2.5 per 5 ug/m3,565015,listing_centerCAIM,listing_center_fixed_effect,1.332918284826782,0.2459896353749143,0.8507785994919499,1.815057970161614,odds_ratio,3.792093665202534,2.3414692091273763,6.1414321869422945,6.006911364603642e-8,age + sex + race + zcta_svi_proxy + listing_center
KI,Kidney,kidney_diabetes,Diabetes at listing,binomial,pm25,Prior-year PM2.5 per 5 ug/m3,565015,listing_centerCAKP,listing_center_fixed_effect,1.3830416723651588,0.31447660312814446,0.7666675302339957,1.9994158144963219,odds_ratio,3.9870103820257237,2.152580877217303,7.384740780067878,1.0929528003322765e-5,age + sex + race + zcta_svi_proxy + listing_center
KI,Kidney,kidney_diabetes,Diabetes at listing,binomial,pm25,Prior-year PM2.5 per 5 ug/m3,565015,listing_centerCALA,listing_center_fixed_effect,0.8097856161788631,0.24961940165385352,0.32053158893731026,1.2990396434204161,odds_ratio,2.247426123226433,1.377860024834287,3.665774525948716,0.0011783013721940808,age + sex + race + zcta_svi_proxy + listing_center
KI,Kidney,kidney_diabetes,Diabetes at listing,binomial,pm25,Prior-year PM2.5 per 5 ug/m3,565015,listing_centerCALB,listing_center_fixed_effect,1.3409534058223296,0.42338985792472444,0.5111092842898697,2.1707975273547895,odds_ratio,3.822686339953995,1.6671395012655494,8.765271797937718,0.001539231162970787,age + sex + race + zcta_svi_proxy + listing_center
KI,Kidney,kidney_diabetes,Diabetes at listing,binomial,pm25,Prior-year PM2.5 per 5 ug/m3,565015,listing_centerCALL,listing_center_fixed_effect,1.0912617030465455,0.24408970047062414,0.6128458901241222,1.5696775159689689,odds_ratio,2.978029091583015,1.8456765243089617,4.80509837639901,7.794924266619771e-6,age + sex + race + zcta_svi_proxy + listing_center
KI,Kidney,kidney_diabetes,Diabetes at listing,binomial,pm25,Prior-year PM2.5 per 5 ug/m3,565015,listing_centerCAMB,listing_center_fixed_effect,-1.2988086701687285,0.7529676391925835,-2.774625242986192,0.177007902648735,odds_ratio,0.2728566617635053,0.062372846972185265,1.1936405260116594,0.08454195536012722,age + sex + race + zcta_svi_proxy + listing_center
KI,Kidney,kidney_diabetes,Diabetes at listing,binomial,pm25,Prior-year PM2.5 per 5 ug/m3,565015,listing_centerCAMH,listing_center_fixed_effect,0.1533521830480234,0.553935251510838,-0.9323609099132191,1.2390652760092657,odds_ratio,1.1657354589235625,0.393623303341244,3.452384929084401,0.78190192854899,age + sex + race + zcta_svi_proxy + listing_center
KI,Kidney,kidney_diabetes,Diabetes at listing,binomial,pm25,Prior-year PM2.5 per 5 ug/m3,565015,listing_centerCAPC,listing_center_fixed_effect,-1.241113799799324,0.41436767877146885,-2.053274450191403,-0.42895314940724505,odds_ratio,0.28906208128635436,0.12831405695480713,0.651190437124345,0.0027426553431251248,age + sex + race + zcta_svi_proxy + listing_center
KI,Kidney,kidney_diabetes,Diabetes at listing,binomial,pm25,Prior-year PM2.5 per 5 ug/m3,565015,listing_centerCAPM,listing_center_fixed_effect,1.053676603954019,0.2437268531065125,0.5759719718652546,1.5313812360427836,odds_ratio,2.8681769071852075,1.7788586875127705,4.624560021916549,1.5379172552879662e-5,age + sex + race + zcta_svi_proxy + listing_center
KI,Kidney,kidney_diabetes,Diabetes at listing,binomial,pm25,Prior-year PM2.5 per 5 ug/m3,565015,listing_centerCARC,listing_center_fixed_effect,1.4781747442632558,0.2543410763962276,0.9796662345266497,1.976683253999862,odds_ratio,4.384934744841045,2.6635670868235,7.218760440325383,6.1811511827146105e-9,age + sex + race + zcta_svi_proxy + listing_center
KI,Kidney,kidney_diabetes,Diabetes at listing,binomial,pm25,Prior-year PM2.5 per 5 ug/m3,565015,listing_centerCASB,listing_center_fixed_effect,1.0498630968485185,0.38063186603252835,0.303824639424763,1.795901554272274,odds_ratio,2.8572599233977685,1.3550314161653407,6.024904052009714,0.005811862491233963,age + sex + race + zcta_svi_proxy + listing_center
KI,Kidney,kidney_diabetes,Diabetes at listing,binomial,pm25,Prior-year PM2.5 per 5 ug/m3,565015,listing_centerCASD,listing_center_fixed_effect,0.9516116294492974,0.24580886249962589,0.4698262589500307,1.433396999948564,odds_ratio,2.5898802249506296,1.5997162326935617,4.1929183704640165,1.0823517473458876e-4,age + sex + race + zcta_svi_proxy + listing_center
KI,Kidney,kidney_diabetes,Diabetes at listing,binomial,pm25,Prior-year PM2.5 per 5 ug/m3,565015,listing_centerCASF,listing_center_fixed_effect,1.084262878638334,0.24320881179914877,0.6075736075120024,1.5609521497646655,odds_ratio,2.957259156235729,1.8359712031417954,4.763354513499214,8.266764472649707e-6,age + sex + race + zcta_svi_proxy + listing_center
KI,Kidney,kidney_diabetes,Diabetes at listing,binomial,pm25,Prior-year PM2.5 per 5 ug/m3,565015,listing_centerCASG,listing_center_fixed_effect,0.8452583450251011,0.2624418163569054,0.3308723849655666,1.3596443050846356,odds_ratio,2.3285793137509896,1.3921821176025782,3.8948076920902617,0.001278575547445328,age + sex + race + zcta_svi_proxy + listing_center
KI,Kidney,kidney_diabetes,Diabetes at listing,binomial,pm25,Prior-year PM2.5 per 5 ug/m3,565015,listing_centerCASH,listing_center_fixed_effect,1.1416656656234598,0.2461655310670265,0.6591812247320878,1.6241501065148318,odds_ratio,3.1319808556925466,1.9332088226486717,5.074104755525054,3.5214305222176937e-06,age + sex + race + zcta_svi_proxy + listing_center
KI,Kidney,kidney_diabetes,Diabetes at listing,binomial,pm25,Prior-year PM2.5 per 5 ug/m3,565015,listing_centerCASJ,listing_center_fixed_effect,1.0668000186818354,0.25032436035973676,0.5761642723767513,1.5574357649869195,odds_ratio,2.9060652507016123,1.7792007958410085,4.746634141057398,2.0290418362304876e-5,age + sex + race + zcta_svi_proxy + listing_center
KI,Kidney,kidney_diabetes,Diabetes at listing,binomial,pm25,Prior-year PM2.5 per 5 ug/m3,565015,listing_centerCASM,listing_center_fixed_effect,0.8060790490031209,0.24411894243554308,0.32760592182945647,1.2845521761767853,odds_ratio,2.239111306560959,1.387642025095897,3.6130495851930156,9.600045201160211e-4,age + sex + race + zcta_svi_proxy + listing_center
KI,Kidney,kidney_diabetes,Diabetes at listing,binomial,pm25,Prior-year PM2.5 per 5 ug/m3,565015,listing_centerCASU,listing_center_fixed_effect,1.110539836146623,0.24424209930149013,0.6318253215157024,1.5892543507775436,odds_ratio,3.035996892999385,1.881040952066984,4.900093814636786,5.44466821748813e-6,age + sex + race + zcta_svi_proxy + listing_center
KI,Kidney,kidney_diabetes,Diabetes at listing,binomial,pm25,Prior-year PM2.5 per 5 ug/m3,565015,listing_centerCASV,listing_center_fixed_effect,0.9967686520514163,0.24994342063355332,0.5068795476096518,1.4866577564931807,odds_ratio,2.709512290394073,1.6601028322853444,4.422290420220582,6.663907831472582e-5,age + sex + race + zcta_svi_proxy + listing_center
KI,Kidney,kidney_diabetes,Diabetes at listing,binomial,pm25,Prior-year PM2.5 per 5 ug/m3,565015,listing_centerCAUC,listing_center_fixed_effect,0.8272032447275964,0.2434821776318221,0.34997817656922514,1.3044283128859677,odds_ratio,2.286913849616726,1.4190365800087672,3.6855814918713943,6.80326181748652e-4,age + sex + race + zcta_svi_proxy + listing_center
KI,Kidney,kidney_diabetes,Diabetes at listing,binomial,pm25,Prior-year PM2.5 per 5 ug/m3,565015,listing_centerCAUH,listing_center_fixed_effect,1.015952740993558,0.24425645409167993,0.5372100909738654,1.4946953910132508,odds_ratio,2.7619936087572308,1.7112260312937706,4.4579784057213,3.1912788488341183e-5,age + sex + race + zcta_svi_proxy + listing_center
KI,Kidney,kidney_diabetes,Diabetes at listing,binomial,pm25,Prior-year PM2.5 per 5 ug/m3,565015,listing_centerCAWM,listing_center_fixed_effect,0.9515415417968691,0.3391071644680263,0.2868914994395376,1.6161915841542007,odds_ratio,2.589698712686551,1.332279652544353,5.033882645946297,0.005015755326035759,age + sex + race + zcta_svi_proxy + listing_center
KI,Kidney,kidney_diabetes,Diabetes at listing,binomial,pm25,Prior-year PM2.5 per 5 ug/m3,565015,listing_centerCOCH,listing_center_fixed_effect,-1.909498061255535,0.7501633869227424,-3.37981829962411,-0.43917782288695983,odds_ratio,0.14815473253578312,0.034053641731995564,0.6445661508245146,0.010913921416913242,age + sex + race + zcta_svi_proxy + listing_center
KI,Kidney,kidney_diabetes,Diabetes at listing,binomial,pm25,Prior-year PM2.5 per 5 ug/m3,565015,listing_centerCOPM,listing_center_fixed_effect,0.7276991362851576,0.24714801642349513,0.24328902409510716,1.212109248475208,odds_ratio,2.070311618499535,1.2754372029352588,3.3605654498943847,0.0032359623297527795,age + sex + race + zcta_svi_proxy + listing_center
KI,Kidney,kidney_diabetes,Diabetes at listing,binomial,pm25,Prior-year PM2.5 per 5 ug/m3,565015,listing_centerCOSL,listing_center_fixed_effect,0.5169206477253806,0.24791482720174648,0.03100758640995749,1.0028337090408037,odds_ratio,1.676856060688598,1.0314933291881034,2.7259955723429736,0.037062625173088254,age + sex + race + zcta_svi_proxy + listing_center
KI,Kidney,kidney_diabetes,Diabetes at listing,binomial,pm25,Prior-year PM2.5 per 5 ug/m3,565015,listing_centerCOUC,listing_center_fixed_effect,0.69332230995149835,0.2447301660017099,0.21365118458814691,1.17299343531485,odds_ratio,2.0003502894552003,1.2381906794661957,3.2316519150738348,0.004611235464530693,age + sex + race + zcta_svi_proxy + listing_center
KI,Kidney,kidney_diabetes,Diabetes at listing,binomial,pm25,Prior-year PM2.5 per 5 ug/m3,565015,listing_centerCTHH,listing_center_fixed_effect,0.8506016430479681,0.24707603315722293,0.3663326180598112,1.334870668036125,odds_ratio,2.3410549077201694,1.4424349427837029,3.7995045172602366,5.759982987214977e-4,age + sex + race + zcta_svi_proxy + listing_center
KI,Kidney,kidney_diabetes,Diabetes at listing,binomial,pm25,Prior-year PM2.5 per 5 ug/m3,565015,listing_centerCTYN,listing_center_fixed_effect,0.6352583065449822,0.24531111347982482,0.15444852412452553,1.1160680889654389,odds_ratio,1.887509634587025,1.167014203433498,3.052827129418793,0.009608677403419112,age + sex + race + zcta_svi_proxy + listing_center
KI,Kidney,kidney_diabetes,Diabetes at listing,binomial,pm25,Prior-year PM2.5 per 5 ug/m3,565015,listing_centerDCCH,listing_center_fixed_effect,-2.59419362884628,1.0308563647924893,-4.61467210383956,-0.573715153853001,odds_ratio,0.07470609263083028,0.009905430827265731,0.5634283226534585,0.011851267918718733,age + sex + race + zcta_svi_proxy + listing_center
KI,Kidney,kidney_diabetes,Diabetes at listing,binomial,pm25,Prior-year PM2.5 per 5 ug/m3,565015,listing_centerDCGU,listing_center_fixed_effect,0.7170502563668019,0.24506659905070527,0.23671972222741955,1.1973807905061842,odds_ratio,2.0483820883782093,1.2670859319795837,3.3114322194655084,0.0034341675095979477,age + sex + race + zcta_svi_proxy + listing_center
KI,Kidney,kidney_diabetes,Diabetes at listing,binomial,pm25,Prior-year PM2.5 per 5 ug/m3,565015,listing_centerDCGW,listing_center_fixed_effect,0.5215489586180735,0.25703188656718046,0.017766460946399776,1.0253314562897473,odds_ratio,1.6846350597865645,1.0179252233352691,2.7880194140030117,0.042445904101312014,age + sex + race + zcta_svi_proxy + listing_center
KI,Kidney,kidney_diabetes,Diabetes at listing,binomial,pm25,Prior-year PM2.5 per 5 ug/m3,565015,listing_centerDCHU,listing_center_fixed_effect,0.40903325559451215,0.37918460170128654,-0.3341685637400094,1.1522350749290338,odds_ratio,1.505361781354148,0.7159330916959378,3.1652596018346495,0.28071345849572654,age + sex + race + zcta_svi_proxy + listing_center
KI,Kidney,kidney_diabetes,Diabetes at listing,binomial,pm25,Prior-year PM2.5 per 5 ug/m3,565015,listing_centerDCWH,listing_center_fixed_effect,0.654318872894933,0.2491108879702188,0.16606153247330413,1.1425762133165618,odds_ratio,1.9238316970949503,1.180645747541157,3.1348339723878236,0.008623836018674724,age + sex + race + zcta_svi_proxy + listing_center
KI,Kidney,kidney_diabetes,Diabetes at listing,binomial,pm25,Prior-year PM2.5 per 5 ug/m3,565015,listing_centerDCWR,listing_center_fixed_effect,0.3095034727237904,0.2579016036126201,-0.19598367035694497,0.8149906158045258,odds_ratio,1.3627483044150897,0.822025657954164,2.2591544719030563,0.2301068925116837,age + sex + race + zcta_svi_proxy + listing_center
KI,Kidney,kidney_diabetes,Diabetes at listing,binomial,pm25,Prior-year PM2.5 per 5 ug/m3,565015,listing_centerDEAI,listing_center_fixed_effect,-0.2726002709362052,0.5650614529636591,-1.3801207187449769,0.8349201768725665,odds_ratio,0.7613970793494648,0.25154818464562334,2.3046300781641587,0.6295034373121603,age + sex + race + zcta_svi_proxy + listing_center
KI,Kidney,kidney_diabetes,Diabetes at listing,binomial,pm25,Prior-year PM2.5 per 5 ug/m3,565015,listing_centerDECC,listing_center_fixed_effect,0.904673062375405,0.2501481418316278,0.4143827043854145,1.3949634203653956,odds_ratio,2.47112388760218,1.5134362147440226,4.034826977436203,2.9855659106291335e-4,age + sex + race + zcta_svi_proxy + listing_center
KI,Kidney,kidney_diabetes,Diabetes at listing,binomial,pm25,Prior-year PM2.5 per 5 ug/m3,565015,listing_centerFLAC,listing_center_fixed_effect,-9.686534533702265,324.7437868095648,-646.1843566804492,626.8112876130448,odds_ratio,6.211428683670754e-5,2.3211307307230492e-281,16622004862393948e256,0.9762040391668164,age + sex + race + zcta_svi_proxy + listing_center
KI,Kidney,kidney_diabetes,Diabetes at listing,binomial,pm25,Prior-year PM2.5 per 5 ug/m3,565015,listing_centerFLBC,listing_center_fixed_effect,-0.124493855702461,0.399003434747556,-0.9065405878076708,0.6575528764027488,odds_ratio,0.8829436864184411,0.403919132632739,1.9300634468707467,0.7550314111731347,age + sex + race + zcta_svi_proxy + listing_center
KI,Kidney,kidney_diabetes,Diabetes at listing,binomial,pm25,Prior-year PM2.5 per 5 ug/m3,565015,listing_centerFLCC,listing_center_fixed_effect,0.5183226147806588,0.24714201090898028,0.03392427339905746,1.00272095616226,odds_ratio,1.6792086063525558,1.03450626411881,2.7256882258227226,0.03597000689141201,age + sex + race + zcta_svi_proxy + listing_center
KI,Kidney,kidney_diabetes,Diabetes at listing,binomial,pm25,Prior-year PM2.5 per 5 ug/m3,565015,listing_centerFLFH,listing_center_fixed_effect,0.44047387477388245,0.2455982183707347,-0.04089863323275755,0.9218463827805224,odds_ratio,1.5534431816568262,0.9599264296552019,2.513927780385087,0.07289725825102446,age + sex + race + zcta_svi_proxy + listing_center
KI,Kidney,kidney_diabetes,Diabetes at listing,binomial,pm25,Prior-year PM2.5 per 5 ug/m3,565015,listing_centerFLFR,listing_center_fixed_effect,0.1768491823655139,0.2584510394877873,-0.32971485503054926,0.683413219761577,odds_ratio,1.1934510860836838,0.7191287601477121,1.9806265217118582,0.4938073996634607,age + sex + race + zcta_svi_proxy + listing_center
KI,Kidney,kidney_diabetes,Diabetes at listing,binomial,pm25,Prior-year PM2.5 per 5 ug/m3,565015,listing_centerFLHM,listing_center_fixed_effect,0.49590136411084973,0.26563904040946096,-0.02475115509169379,1.0165538833133931,odds_ratio,1.641977591911268,0.9755526431339088,2.7636544591562844,0.061926155004845204,age + sex + race + zcta_svi_proxy + listing_center
KI,Kidney,kidney_diabetes,Diabetes at listing,binomial,pm25,Prior-year PM2.5 per 5 ug/m3,565015,listing_centerFLJM,listing_center_fixed_effect,0.46785598919786153,0.24381843610345683,-0.010028145564913826,0.9457401239606369,odds_ratio,1.5965674631695237,0.9900219686294459,2.5747182842622762,0.05500073275230608,age + sex + race + zcta_svi_proxy + listing_center
KI,Kidney,kidney_diabetes,Diabetes at listing,binomial,pm25,Prior-year PM2.5 per 5 ug/m3,565015,listing_centerFLJT,listing_center_fixed_effect,0.732824210372401,0.26536272342503747,0.21271327245932758,1.2529351482854745,odds_ratio,2.0809493552379146,1.2370299098451785,3.500602681148641,0.005751988608658863,age + sex + race + zcta_svi_proxy + listing_center
KI,Kidney,kidney_diabetes,Diabetes at listing,binomial,pm25,Prior-year PM2.5 per 5 ug/m3,565015,listing_centerFLLM,listing_center_fixed_effect,0.924930504443289,0.25276729939405723,0.4295065976309368,1.4203544112556412,odds_ratio,2.5216930078091497,1.5364992241330502,4.138586942158402,2.5298663976726333e-4,age + sex + race + zcta_svi_proxy + listing_center
KI,Kidney,kidney_diabetes,Diabetes at listing,binomial,pm25,Prior-year PM2.5 per 5 ug/m3,565015,listing_centerFLMR,listing_center_fixed_effect,0.6757272876825108,0.2544212598473887,0.17706161838162887,1.1743929569833926,odds_ratio,1.9654619125223058,1.19370464500941,3.2361778482862382,0.007908797315581908,age + sex + race + zcta_svi_proxy + listing_center
KI,Kidney,kidney_diabetes,Diabetes at listing,binomial,pm25,Prior-year PM2.5 per 5 ug/m3,565015,listing_centerFLSH,listing_center_fixed_effect,0.840210182950065,0.26673754433843344,0.31740459604673543,1.3630157698533947,odds_ratio,2.316853888794214,1.3735581957322358,3.9079610596035383,0.0016329787266935309,age + sex + race + zcta_svi_proxy + listing_center
KI,Kidney,kidney_diabetes,Diabetes at listing,binomial,pm25,Prior-year PM2.5 per 5 ug/m3,565015,listing_centerFLSL,listing_center_fixed_effect,0.6043313938163932,0.24474539676137222,0.1246304161641037,1.0840323714686828,odds_ratio,1.8300282315601695,1.1327297370949956,2.9565775653565103,0.013540614005975986,age + sex + race + zcta_svi_proxy + listing_center
KI,Kidney,kidney_diabetes,Diabetes at listing,binomial,pm25,Prior-year PM2.5 per 5 ug/m3,565015,listing_centerFLTG,listing_center_fixed_effect,0.41396491506851973,0.24425402613996638,-0.06477297616581434,0.8927028063028538,odds_ratio,1.512804049326875,0.9372802241758023,2.4417202375866305,0.09011088793662266,age + sex + race + zcta_svi_proxy + listing_center
KI,Kidney,kidney_diabetes,Diabetes at listing,binomial,pm25,Prior-year PM2.5 per 5 ug/m3,565015,listing_centerFLUF,listing_center_fixed_effect,0.45701944572799696,0.24574126366813973,-0.02463343106155691,0.9386723225175508,odds_ratio,1.5793595957479445,0.9756674958830008,2.556584843921283,0.06291967715811658,age + sex + race + zcta_svi_proxy + listing_center
KI,Kidney,kidney_diabetes,Diabetes at listing,binomial,pm25,Prior-year PM2.5 per 5 ug/m3,565015,listing_centerGAEH,listing_center_fixed_effect,-1.1175096217984735,0.4521061845506569,-2.003637743517761,-0.231381500079186,odds_ratio,0.32709336734256994,0.13484386256040534,0.7934367121200905,0.013444006306223699,age + sex + race + zcta_svi_proxy + listing_center
KI,Kidney,kidney_diabetes,Diabetes at listing,binomial,pm25,Prior-year PM2.5 per 5 ug/m3,565015,listing_centerGAEM,listing_center_fixed_effect,0.6686576363733331,0.2436101711334617,0.19118170095174813,1.146133571794918,odds_ratio,1.9516157834605723,1.2106794136988077,3.146005559486597,0.006055048231365713,age + sex + race + zcta_svi_proxy + listing_center
KI,Kidney,kidney_diabetes,Diabetes at listing,binomial,pm25,Prior-year PM2.5 per 5 ug/m3,565015,listing_centerGAMC,listing_center_fixed_effect,0.9259494121507369,0.24490626867358337,0.4459331255505135,1.4059656987509603,odds_ratio,2.5242636896720048,1.5619470086946692,4.079464373328244,1.5630524370146773e-4,age + sex + race + zcta_svi_proxy + listing_center
KI,Kidney,kidney_diabetes,Diabetes at listing,binomial,pm25,Prior-year PM2.5 per 5 ug/m3,565015,listing_centerGAPH,listing_center_fixed_effect,0.7639758420587225,0.24415399410730265,0.2854340136084093,1.2425176705090357,odds_ratio,2.1467945916555498,1.3303392881979275,3.464324522058191,0.0017535831817996892,age + sex + race + zcta_svi_proxy + listing_center
KI,Kidney,kidney_diabetes,Diabetes at listing,binomial,pm25,Prior-year PM2.5 per 5 ug/m3,565015,listing_centerIAIM,listing_center_fixed_effect,0.7476681712991605,0.2523178489310181,0.253125187394365,1.242211155203956,odds_ratio,2.1120692862577446,1.2880445136785033,3.463262816293263,0.0030445898661814207,age + sex + race + zcta_svi_proxy + listing_center
KI,Kidney,kidney_diabetes,Diabetes at listing,binomial,pm25,Prior-year PM2.5 per 5 ug/m3,565015,listing_centerIAIV,listing_center_fixed_effect,0.6038368783160405,0.24765386015946428,0.11843531240349053,1.0892384442285905,odds_ratio,1.8291234779593575,1.1257340507165763,2.9720098592491406,0.01475941171644022,age + sex + race + zcta_svi_proxy + listing_center
KI,Kidney,kidney_diabetes,Diabetes at listing,binomial,pm25,Prior-year PM2.5 per 5 ug/m3,565015,listing_centerIAMH,listing_center_fixed_effect,0.9777793176595954,0.2618296854538333,0.4645931341700822,1.4909655011491085,odds_ratio,2.658545895935542,1.5913665844658875,4.44138160860523,1.8815598280608924e-4,age + sex + race + zcta_svi_proxy + listing_center
KI,Kidney,kidney_diabetes,Diabetes at listing,binomial,pm25,Prior-year PM2.5 per 5 ug/m3,565015,listing_centerIAVA,listing_center_fixed_effect,1.102957372872208,0.2562447063517876,0.6007177484227043,1.6051969973217117,odds_ratio,3.0130636133090665,1.8234270927416896,4.978840324345875,1.6750484885283215e-5,age + sex + race + zcta_svi_proxy + listing_center
KI,Kidney,kidney_diabetes,Diabetes at listing,binomial,pm25,Prior-year PM2.5 per 5 ug/m3,565015,listing_centerILCH,listing_center_fixed_effect,0.740694198567038,0.2537863709053454,0.24327291159256104,1.238115485541515,odds_ratio,2.097391015069886,1.2754166526156379,3.449107443496421,0.0035163687011560713,age + sex + race + zcta_svi_proxy + listing_center
KI,Kidney,kidney_diabetes,Diabetes at listing,binomial,pm25,Prior-year PM2.5 per 5 ug/m3,565015,listing_centerILCM,listing_center_fixed_effect,-2.296361959688967,0.7493267663724137,-3.765042421778898,-0.8276814975990363,odds_ratio,0.10062425372293314,0.023166629444827194,0.4370614405263887,0.002179854596946638,age + sex + race + zcta_svi_proxy + listing_center
KI,Kidney,kidney_diabetes,Diabetes at listing,binomial,pm25,Prior-year PM2.5 per 5 ug/m3,565015,listing_centerILLU,listing_center_fixed_effect,0.925178152533721,0.24530804312583598,0.4443743880070825,1.4059819170603596,odds_ratio,2.522317577600756,1.5595142397680646,4.079530535880155,1.622721597331583e-4,age + sex + race + zcta_svi_proxy + listing_center
