term,estimate,std.error,statistic,p.value,conf.low,conf.high,organ,pollutant,intervals,n,events
pm25_interval_5ug,1.1437269621582433,0.016502089371461127,8.137890421419819,4.0222462526706295e-16,1.1073266579812708,1.181323825755714,HR,pm25,923609,76760,10342
pm25_interval_5ug,1.036918052302256,0.007699593168608577,4.708417901365977,2.4964687651293176e-6,1.021387479521457,1.0526847731617577,LI,pm25,3245102,218837,43864
pm25_interval_5ug,1.1422940430279682,0.021436486050694772,6.206173835429845,5.429012417469336e-10,1.0952950929458058,1.1913097110914783,LU,pm25,424842,48311,5776
o3_interval_10ppb,1.0044604451315793,0.01084467060848469,0.4103883823948182,0.6815210671532622,0.9833357733090629,1.0260389311767872,HR,o3,923609,76760,10342
o3_interval_10ppb,0.987892040185485,0.00499242938508982,-2.4400662147554755,0.014684570053949247,0.9782726739743466,0.9976059937328189,LI,o3,3245102,218837,43864
o3_interval_10ppb,0.9648199974576636,0.014286400033517777,-2.5068404979685246,0.012181566729941256,0.9381789633329695,0.9922175447072222,LU,o3,424842,48311,5776
no2_interval_10ppb,1.283795246105687,0.02015938898834673,12.392276722593376,2.8775616444743285e-35,1.2340593877423185,1.3355355911507432,HR,no2,969185,82122,10772
no2_interval_10ppb,1.0139979692955037,0.009102366771454037,1.5271745084393438,0.1267176233234319,0.9960683407443396,1.0322503383322679,LI,no2,3357717,232844,45481
no2_interval_10ppb,1.3503609470474847,0.026216777463475713,11.457240513851279,2.1629680574202486e-30,1.2827266213735258,1.421561427764264,LU,no2,439313,51932,5939
