section,table,variable,old_2506,new_2603,variable_status
pubsaf,donor_disposition,DON_REASON_CD,TRUE,TRUE,present_in_both
pubsaf,donor_disposition,DON_RECOV_DT,TRUE,TRUE,present_in_both
pubsaf,donor_disposition,DON_SHARE_TY,TRUE,TRUE,present_in_both
pubsaf,donor_disposition,DON_STORAGE,TRUE,TRUE,present_in_both
pubsaf,donor_disposition,DON_TX_CTR_ID,TRUE,TRUE,present_in_both
pubsaf,donor_disposition,DON_VESSEL_SENT,TRUE,TRUE,present_in_both
pubsaf,donor_disposition,MATCH_ID,TRUE,TRUE,present_in_both
pubsaf,donor_disposition,PX_ID,TRUE,TRUE,present_in_both
pubsaf,donor_live,DONOR_ID,TRUE,TRUE,present_in_both
pubsaf,donor_live,DON_A1,TRUE,TRUE,present_in_both
pubsaf,donor_live,DON_A2,TRUE,TRUE,present_in_both
pubsaf,donor_live,DON_ABO,TRUE,TRUE,present_in_both
pubsaf,donor_live,DON_AGE,TRUE,TRUE,present_in_both
pubsaf,donor_live,DON_AGE_IN_MONTHS,TRUE,TRUE,present_in_both
pubsaf,donor_live,DON_ALBUMIN_POSTOP,TRUE,TRUE,present_in_both
pubsaf,donor_live,DON_ALBUMIN_PREOP,TRUE,TRUE,present_in_both
pubsaf,donor_live,DON_ALKPHOS_POSTOP,TRUE,TRUE,present_in_both
pubsaf,donor_live,DON_ALKPHOS_PREOP,TRUE,TRUE,present_in_both
pubsaf,donor_live,DON_ANASTH_COMPL,TRUE,TRUE,present_in_both
pubsaf,donor_live,DON_ARRHYTHM,TRUE,TRUE,present_in_both
pubsaf,donor_live,DON_B1,TRUE,TRUE,present_in_both
pubsaf,donor_live,DON_B2,TRUE,TRUE,present_in_both
pubsaf,donor_live,DON_BILI_POSTOP,TRUE,TRUE,present_in_both
pubsaf,donor_live,DON_BILI_PREOP,TRUE,TRUE,present_in_both
pubsaf,donor_live,DON_BP_DISCHRG_DIAST,TRUE,TRUE,present_in_both
pubsaf,donor_live,DON_BP_DISCHRG_SYST,TRUE,TRUE,present_in_both
pubsaf,donor_live,DON_BP_POSTOP_DIAST,TRUE,TRUE,present_in_both
pubsaf,donor_live,DON_BP_POSTOP_SYST,TRUE,TRUE,present_in_both
pubsaf,donor_live,DON_BP_PREOP_DIAST,TRUE,TRUE,present_in_both
pubsaf,donor_live,DON_BP_PREOP_SYST,TRUE,TRUE,present_in_both
pubsaf,donor_live,DON_BW4,TRUE,TRUE,present_in_both
pubsaf,donor_live,DON_BW6,TRUE,TRUE,present_in_both
pubsaf,donor_live,DON_C1,TRUE,TRUE,present_in_both
pubsaf,donor_live,DON_C2,TRUE,TRUE,present_in_both
pubsaf,donor_live,DON_CANCER_FREE_INTERVAL,TRUE,TRUE,present_in_both
pubsaf,donor_live,DON_CITIZENSHIP,TRUE,TRUE,present_in_both
pubsaf,donor_live,DON_CMV,TRUE,TRUE,present_in_both
pubsaf,donor_live,DON_CMV_CLINICAL,TRUE,TRUE,present_in_both
pubsaf,donor_live,DON_CMV_CULT,TRUE,TRUE,present_in_both
pubsaf,donor_live,DON_CMV_IGG,TRUE,TRUE,present_in_both
pubsaf,donor_live,DON_CMV_IGM,TRUE,TRUE,present_in_both
pubsaf,donor_live,DON_CMV_NUCLEIC,TRUE,TRUE,present_in_both
pubsaf,donor_live,DON_CMV_TESTED,TRUE,TRUE,present_in_both
pubsaf,donor_live,DON_DIAB,TRUE,TRUE,present_in_both
pubsaf,donor_live,DON_DIAB_TREAT,TRUE,TRUE,present_in_both
pubsaf,donor_live,DON_DONATION,TRUE,TRUE,present_in_both
pubsaf,donor_live,DON_DP1,TRUE,TRUE,present_in_both
pubsaf,donor_live,DON_DP2,TRUE,TRUE,present_in_both
pubsaf,donor_live,DON_DQ1,TRUE,TRUE,present_in_both
pubsaf,donor_live,DON_DQ2,TRUE,TRUE,present_in_both
pubsaf,donor_live,DON_DR1,TRUE,TRUE,present_in_both
pubsaf,donor_live,DON_DR2,TRUE,TRUE,present_in_both
pubsaf,donor_live,DON_DR51,TRUE,TRUE,present_in_both
pubsaf,donor_live,DON_DR52,TRUE,TRUE,present_in_both
pubsaf,donor_live,DON_DR53,TRUE,TRUE,present_in_both
pubsaf,donor_live,DON_DURATION_ABSTINENCE,TRUE,TRUE,present_in_both
pubsaf,donor_live,DON_EBV_CLINICAL,TRUE,TRUE,present_in_both
pubsaf,donor_live,DON_EBV_DNA,TRUE,TRUE,present_in_both
pubsaf,donor_live,DON_EBV_IGG,TRUE,TRUE,present_in_both
pubsaf,donor_live,DON_EBV_IGM,TRUE,TRUE,present_in_both
pubsaf,donor_live,DON_EBV_TESTED,TRUE,TRUE,present_in_both
pubsaf,donor_live,DON_EDUCATION,TRUE,TRUE,present_in_both
pubsaf,donor_live,DON_ETHNICITY_SRTR,TRUE,TRUE,present_in_both
pubsaf,donor_live,DON_FEF_AFTER_PREOP,TRUE,TRUE,present_in_both
pubsaf,donor_live,DON_FEF_BEFORE_PREOP,TRUE,TRUE,present_in_both
pubsaf,donor_live,DON_FEV1_AFTER_PREOP,TRUE,TRUE,present_in_both
pubsaf,donor_live,DON_FEV1_BEFORE_PREOP,TRUE,TRUE,present_in_both
pubsaf,donor_live,DON_FFP_UNITS,TRUE,TRUE,present_in_both
pubsaf,donor_live,DON_FREE,TRUE,TRUE,present_in_both
pubsaf,donor_live,DON_FUNCTN_STAT,TRUE,TRUE,present_in_both
pubsaf,donor_live,DON_FVC_AFTER_PREOP,TRUE,TRUE,present_in_both
pubsaf,donor_live,DON_FVC_BEFORE_PREOP,TRUE,TRUE,present_in_both
pubsaf,donor_live,DON_GENDER,TRUE,TRUE,present_in_both
pubsaf,donor_live,DON_HAPLO_TY_MATCH,TRUE,TRUE,present_in_both
pubsaf,donor_live,DON_HBV_ANTIBODY,TRUE,TRUE,present_in_both
pubsaf,donor_live,DON_HBV_CLINICAL,TRUE,TRUE,present_in_both
pubsaf,donor_live,DON_HBV_DNA,TRUE,TRUE,present_in_both
pubsaf,donor_live,DON_HBV_HDV,TRUE,TRUE,present_in_both
pubsaf,donor_live,DON_HBV_LI_HISTOLOGY,TRUE,TRUE,present_in_both
pubsaf,donor_live,DON_HBV_SURF_ANTIGEN,TRUE,TRUE,present_in_both
pubsaf,donor_live,DON_HBV_TESTED,TRUE,TRUE,present_in_both
pubsaf,donor_live,DON_HCV_ANTIBODY,TRUE,TRUE,present_in_both
pubsaf,donor_live,DON_HCV_CLINICAL,TRUE,TRUE,present_in_both
pubsaf,donor_live,DON_HCV_LI_HISTOLOGY,TRUE,TRUE,present_in_both
pubsaf,donor_live,DON_HCV_RIBA,TRUE,TRUE,present_in_both
pubsaf,donor_live,DON_HCV_RNA,TRUE,TRUE,present_in_both
pubsaf,donor_live,DON_HCV_TESTED,TRUE,TRUE,present_in_both
pubsaf,donor_live,DON_HEALTH_INSUR,TRUE,TRUE,present_in_both
pubsaf,donor_live,DON_HGT_CM,TRUE,TRUE,present_in_both
pubsaf,donor_live,DON_HIST_CANCER,TRUE,TRUE,present_in_both
pubsaf,donor_live,DON_HIST_CIGARETTE,TRUE,TRUE,present_in_both
pubsaf,donor_live,DON_HIST_HYPERTEN,TRUE,TRUE,present_in_both
pubsaf,donor_live,DON_HIV_ANTIBODY,TRUE,TRUE,present_in_both
pubsaf,donor_live,DON_HIV_CLINICAL,TRUE,TRUE,present_in_both
pubsaf,donor_live,DON_HIV_CONFIRM,TRUE,TRUE,present_in_both
pubsaf,donor_live,DON_HIV_RNA,TRUE,TRUE,present_in_both
pubsaf,donor_live,DON_HIV_SCREEN,TRUE,TRUE,present_in_both
pubsaf,donor_live,DON_HIV_TESTED,TRUE,TRUE,present_in_both
pubsaf,donor_live,DON_HLA_TYP,TRUE,TRUE,present_in_both
pubsaf,donor_live,DON_HLA_TYP_NOT_DONE,TRUE,TRUE,present_in_both
pubsaf,donor_live,DON_HMO_PPO,TRUE,TRUE,present_in_both
pubsaf,donor_live,DON_HOME_STATE,TRUE,TRUE,present_in_both
pubsaf,donor_live,DON_HYPERTEN_DIET,TRUE,TRUE,present_in_both
pubsaf,donor_live,DON_HYPERTEN_DIURETICS,TRUE,TRUE,present_in_both
pubsaf,donor_live,DON_HYPERTEN_OTHER_MEDS,TRUE,TRUE,present_in_both
pubsaf,donor_live,DON_HYPERTEN_POSTOP,TRUE,TRUE,present_in_both
pubsaf,donor_live,DON_INIT_DISCHRG_DT,TRUE,TRUE,present_in_both
pubsaf,donor_live,DON_INR_POSTOP,TRUE,TRUE,present_in_both
pubsaf,donor_live,DON_INR_PREOP,TRUE,TRUE,present_in_both
pubsaf,donor_live,DON_INTRAOP_COMPL,TRUE,TRUE,present_in_both
pubsaf,donor_live,DON_INTRAOP_COMPL_REASON,TRUE,TRUE,present_in_both
pubsaf,donor_live,DON_KI_BIOPSY,TRUE,TRUE,present_in_both
pubsaf,donor_live,DON_KI_CREAT_DISCHRG,TRUE,TRUE,present_in_both
pubsaf,donor_live,DON_KI_CREAT_POSTOP,TRUE,TRUE,present_in_both
pubsaf,donor_live,DON_KI_CREAT_PREOP,TRUE,TRUE,present_in_both
pubsaf,donor_live,DON_KI_OTHER_COMPL,TRUE,TRUE,present_in_both
pubsaf,donor_live,DON_KI_OTHER_COMPL_INTERVENTION,TRUE,TRUE,present_in_both
pubsaf,donor_live,DON_KI_OTHER_INTERVENTION,TRUE,TRUE,present_in_both
pubsaf,donor_live,DON_KI_OTHER_INTERVENTION_DT,TRUE,TRUE,present_in_both
pubsaf,donor_live,DON_KI_PCT_GS,TRUE,TRUE,present_in_both
pubsaf,donor_live,DON_KI_PROCEDURE_CONVERT,TRUE,TRUE,present_in_both
pubsaf,donor_live,DON_KI_PROCEDURE_TY,TRUE,TRUE,present_in_both
pubsaf,donor_live,DON_KI_READMIT,TRUE,TRUE,present_in_both
pubsaf,donor_live,DON_KI_READMIT_DT,TRUE,TRUE,present_in_both
pubsaf,donor_live,DON_KI_READMIT_REASON,TRUE,TRUE,present_in_both
pubsaf,donor_live,DON_KI_REOP,TRUE,TRUE,present_in_both
pubsaf,donor_live,DON_KI_REOP_BLEEN,TRUE,TRUE,present_in_both
pubsaf,donor_live,DON_KI_REOP_BLEEN_DT,TRUE,TRUE,present_in_both
pubsaf,donor_live,DON_KI_REOP_BOWEL,TRUE,TRUE,present_in_both
pubsaf,donor_live,DON_KI_REOP_BOWEL_DT,TRUE,TRUE,present_in_both
pubsaf,donor_live,DON_KI_REOP_HERNIA,TRUE,TRUE,present_in_both
pubsaf,donor_live,DON_KI_REOP_HERNIA_DT,TRUE,TRUE,present_in_both
pubsaf,donor_live,DON_KI_REOP_OTHER,TRUE,TRUE,present_in_both
pubsaf,donor_live,DON_KI_REOP_OTHER_DT,TRUE,TRUE,present_in_both
pubsaf,donor_live,DON_KI_REOP_VASC,TRUE,TRUE,present_in_both
pubsaf,donor_live,DON_KI_REOP_VASC_DT,TRUE,TRUE,present_in_both
pubsaf,donor_live,DON_KI_VASC_COMPL,TRUE,TRUE,present_in_both
pubsaf,donor_live,DON_KI_VASC_COMPL_INTERVENTION,TRUE,TRUE,present_in_both
pubsaf,donor_live,DON_LENGTH_HOSP_STAY,TRUE,TRUE,present_in_both
pubsaf,donor_live,DON_LIVING_DON_COD,TRUE,TRUE,present_in_both
pubsaf,donor_live,DON_LI_BILIARY_COMPL,TRUE,TRUE,present_in_both
pubsaf,donor_live,DON_LI_BILIARY_COMPL_GRADE,TRUE,TRUE,present_in_both
pubsaf,donor_live,DON_LI_BIOPSY,TRUE,TRUE,present_in_both
pubsaf,donor_live,DON_LI_BIOPSY_MACRO_FAT,TRUE,TRUE,present_in_both
pubsaf,donor_live,DON_LI_BIOPSY_MICRO_FAT,TRUE,TRUE,present_in_both
pubsaf,donor_live,DON_LI_CREAT_POSTOP,TRUE,TRUE,present_in_both
pubsaf,donor_live,DON_LI_CREAT_PREOP,TRUE,TRUE,present_in_both
pubsaf,donor_live,DON_LI_OTHER_COMPL,TRUE,TRUE,present_in_both
pubsaf,donor_live,DON_LI_OTHER_COMPL_INTERVENTION,TRUE,TRUE,present_in_both
pubsaf,donor_live,DON_LI_OTHER_INTERVENTION,TRUE,TRUE,present_in_both
pubsaf,donor_live,DON_LI_OTHER_INTERVENTION_DT,TRUE,TRUE,present_in_both
pubsaf,donor_live,DON_LI_PROCEDURE_TY,TRUE,TRUE,present_in_both
pubsaf,donor_live,DON_LI_READMIT,TRUE,TRUE,present_in_both
pubsaf,donor_live,DON_LI_READMIT_DT,TRUE,TRUE,present_in_both
pubsaf,donor_live,DON_LI_READMIT_REASON,TRUE,TRUE,present_in_both
pubsaf,donor_live,DON_LI_REOP,TRUE,TRUE,present_in_both
pubsaf,donor_live,DON_LI_REOP_BILIARY,TRUE,TRUE,present_in_both
pubsaf,donor_live,DON_LI_REOP_BILIARY_DT,TRUE,TRUE,present_in_both
pubsaf,donor_live,DON_LI_REOP_BLEED,TRUE,TRUE,present_in_both
pubsaf,donor_live,DON_LI_REOP_BLEED_DT,TRUE,TRUE,present_in_both
pubsaf,donor_live,DON_LI_REOP_BOWEL,TRUE,TRUE,present_in_both
pubsaf,donor_live,DON_LI_REOP_BOWEL_DT,TRUE,TRUE,present_in_both
pubsaf,donor_live,DON_LI_REOP_FAIL,TRUE,TRUE,present_in_both
pubsaf,donor_live,DON_LI_REOP_FAIL_DT,TRUE,TRUE,present_in_both
pubsaf,donor_live,DON_LI_REOP_HERNIA,TRUE,TRUE,present_in_both
pubsaf,donor_live,DON_LI_REOP_HERNIA_DT,TRUE,TRUE,present_in_both
pubsaf,donor_live,DON_LI_REOP_OTHER,TRUE,TRUE,present_in_both
pubsaf,donor_live,DON_LI_REOP_OTHER_DT,TRUE,TRUE,present_in_both
pubsaf,donor_live,DON_LI_REOP_VASC,TRUE,TRUE,present_in_both
pubsaf,donor_live,DON_LI_REOP_VASC_DT,TRUE,TRUE,present_in_both
pubsaf,donor_live,DON_LI_VASC_COMPL,TRUE,TRUE,present_in_both
pubsaf,donor_live,DON_LI_VASC_COMPL_INTERVENTION,TRUE,TRUE,present_in_both
pubsaf,donor_live,DON_LU_ARRHYTHM,TRUE,TRUE,present_in_both
pubsaf,donor_live,DON_LU_CAPACITY_PREOP,TRUE,TRUE,present_in_both
pubsaf,donor_live,DON_LU_COMPL,TRUE,TRUE,present_in_both
pubsaf,donor_live,DON_LU_COMPL_REASON,TRUE,TRUE,present_in_both
pubsaf,donor_live,DON_LU_PROCEDURE_CONVERT,TRUE,TRUE,present_in_both
pubsaf,donor_live,DON_LU_PROCEDURE_TY,TRUE,TRUE,present_in_both
pubsaf,donor_live,DON_LU_READMIT,TRUE,TRUE,present_in_both
pubsaf,donor_live,DON_LU_READMIT_DT,TRUE,TRUE,present_in_both
pubsaf,donor_live,DON_LU_READMIT_REASON,TRUE,TRUE,present_in_both
pubsaf,donor_live,DON_LU_THORAC_TUBES,TRUE,TRUE,present_in_both
pubsaf,donor_live,DON_MARITAL_STAT,TRUE,TRUE,present_in_both
pubsaf,donor_live,DON_MEDICAID,TRUE,TRUE,present_in_both
pubsaf,donor_live,DON_MEDICARE,TRUE,TRUE,present_in_both
pubsaf,donor_live,DON_NON_AUTO_BLOOD,TRUE,TRUE,present_in_both
pubsaf,donor_live,DON_OPO_RUN_MATCH,TRUE,TRUE,present_in_both
pubsaf,donor_live,DON_ORG1,TRUE,TRUE,present_in_both
pubsaf,donor_live,DON_ORG2,TRUE,TRUE,present_in_both
pubsaf,donor_live,DON_OTHER_GOVT,TRUE,TRUE,present_in_both
pubsaf,donor_live,DON_OTHER_TOBACCO_USE,TRUE,TRUE,present_in_both
pubsaf,donor_live,DON_PACK_YEARS,TRUE,TRUE,present_in_both
pubsaf,donor_live,DON_PAO2_PREOP,TRUE,TRUE,present_in_both
pubsaf,donor_live,DON_PHYSC_CAPACITY,TRUE,TRUE,present_in_both
pubsaf,donor_live,DON_PLT_UNITS,TRUE,TRUE,present_in_both
pubsaf,donor_live,DON_POSTOP_TEST_DT,TRUE,TRUE,present_in_both
pubsaf,donor_live,DON_PRBC_UNITS,TRUE,TRUE,present_in_both
pubsaf,donor_live,DON_PRIMARY_PAY,TRUE,TRUE,present_in_both
pubsaf,donor_live,DON_PRIV_INSUR,TRUE,TRUE,present_in_both
pubsaf,donor_live,DON_RACE,TRUE,TRUE,present_in_both
pubsaf,donor_live,DON_RACE_AMERICAN_INDIAN,TRUE,TRUE,present_in_both
pubsaf,donor_live,DON_RACE_ASIAN,TRUE,TRUE,present_in_both
pubsaf,donor_live,DON_RACE_BLACK_AFRICAN_AMERICAN,TRUE,TRUE,present_in_both
pubsaf,donor_live,DON_RACE_HISPANIC_LATINO,TRUE,TRUE,present_in_both
pubsaf,donor_live,DON_RACE_NATIVE_HAWAIIAN,TRUE,TRUE,present_in_both
pubsaf,donor_live,DON_RACE_SRTR,TRUE,TRUE,present_in_both
pubsaf,donor_live,DON_RACE_WHITE,TRUE,TRUE,present_in_both
pubsaf,donor_live,DON_RECOV_DT,TRUE,TRUE,present_in_both
pubsaf,donor_live,DON_RECOV_TX_SAME_CTR,TRUE,TRUE,present_in_both
pubsaf,donor_live,DON_RELATIONSHIP_TY,TRUE,TRUE,present_in_both
pubsaf,donor_live,DON_SACRIFICE_LOBE,TRUE,TRUE,present_in_both
pubsaf,donor_live,DON_SELF,TRUE,TRUE,present_in_both
pubsaf,donor_live,DON_SGOT_POSTOP,TRUE,TRUE,present_in_both
pubsaf,donor_live,DON_SGOT_PREOP,TRUE,TRUE,present_in_both
pubsaf,donor_live,DON_SGPT_POSTOP,TRUE,TRUE,present_in_both
pubsaf,donor_live,DON_SGPT_PREOP,TRUE,TRUE,present_in_both
pubsaf,donor_live,DON_STAT,TRUE,TRUE,present_in_both
pubsaf,donor_live,DON_STAT_DT,TRUE,TRUE,present_in_both
pubsaf,donor_live,DON_TARGET_SOURCE1,TRUE,TRUE,present_in_both
pubsaf,donor_live,DON_TARGET_SOURCE2,TRUE,TRUE,present_in_both
pubsaf,donor_live,DON_TLC_AFTER_PREOP,TRUE,TRUE,present_in_both
pubsaf,donor_live,DON_TLC_BEFORE_PREOP,TRUE,TRUE,present_in_both
pubsaf,donor_live,DON_TY,TRUE,TRUE,present_in_both
pubsaf,donor_live,DON_TYP_METHCLASS1,TRUE,TRUE,present_in_both
pubsaf,donor_live,DON_TYP_METHCLASS1_DT,TRUE,TRUE,present_in_both
pubsaf,donor_live,DON_TYP_METHCLASS2,TRUE,TRUE,present_in_both
pubsaf,donor_live,DON_TYP_METHCLASS2_DT,TRUE,TRUE,present_in_both
pubsaf,donor_live,DON_URINE_POSTOP_PROTEIN,TRUE,TRUE,present_in_both
pubsaf,donor_live,DON_URINE_POSTOP_RATIO,TRUE,TRUE,present_in_both
pubsaf,donor_live,DON_URINE_PREOP_PROTEIN,TRUE,TRUE,present_in_both
pubsaf,donor_live,DON_URINE_PREOP_RATIO,TRUE,TRUE,present_in_both
pubsaf,donor_live,DON_VIRUSES_TESTED,TRUE,TRUE,present_in_both
pubsaf,donor_live,DON_WGT_KG,TRUE,TRUE,present_in_both
pubsaf,donor_live,DON_WORK_INCOME,TRUE,TRUE,present_in_both
pubsaf,donor_live,DON_WORK_NO_STAT,TRUE,TRUE,present_in_both
pubsaf,donor_live,DON_WORK_YES_STAT,TRUE,TRUE,present_in_both
pubsaf,donor_live,DON_YEAR_ENTRY_US,TRUE,TRUE,present_in_both
pubsaf,donor_live,PERS_ID,TRUE,TRUE,present_in_both
pubsaf,donor_live,PERS_RESTRICT_DEATH_DT,TRUE,TRUE,present_in_both
pubsaf,donor_live,PERS_RESTRICT_DEATH_VRFY,TRUE,TRUE,present_in_both
pubsaf,donor_live,PERS_SSA_DEATH_DT,TRUE,TRUE,present_in_both
pubsaf,fol_immuno,TFL_FOL_CD,TRUE,TRUE,present_in_both
pubsaf,fol_immuno,TFL_IMMUNO_DRUG_ANTI_REJ,TRUE,TRUE,present_in_both
pubsaf,fol_immuno,TFL_IMMUNO_DRUG_CD,TRUE,TRUE,present_in_both
pubsaf,fol_immuno,TFL_IMMUNO_DRUG_MAINT_CUR,TRUE,TRUE,present_in_both
pubsaf,fol_immuno,TFL_IMMUNO_DRUG_MAINT_PREV,TRUE,TRUE,present_in_both
pubsaf,fol_immuno,TRR_FOL_ID,TRUE,TRUE,present_in_both
pubsaf,fol_immuno,TRR_ID,TRUE,TRUE,present_in_both
pubsaf,hist_opo_txc,END_DT,TRUE,TRUE,present_in_both
pubsaf,hist_opo_txc,SERVED_OPO_CD,TRUE,TRUE,present_in_both
pubsaf,hist_opo_txc,SERVED_OPO_TY,TRUE,TRUE,present_in_both
pubsaf,hist_opo_txc,START_DT,TRUE,TRUE,present_in_both
pubsaf,hist_opo_txc,TXC_CTR_CD,TRUE,TRUE,present_in_both
pubsaf,hist_opo_txc,TXC_CTR_TY,TRUE,TRUE,present_in_both
pubsaf,immuno,REC_DRUG_ANTI_REJ,TRUE,TRUE,present_in_both
pubsaf,immuno,REC_DRUG_CD,TRUE,TRUE,present_in_both
pubsaf,immuno,REC_DRUG_DAYS,TRUE,TRUE,present_in_both
pubsaf,immuno,REC_DRUG_INDUCTION,TRUE,TRUE,present_in_both
pubsaf,immuno,REC_DRUG_MAINT,TRUE,TRUE,present_in_both
pubsaf,immuno,TRR_ID,TRUE,TRUE,present_in_both
pubsaf,institution,CTR_CD,TRUE,TRUE,present_in_both
pubsaf,institution,CTR_ID,TRUE,TRUE,present_in_both
pubsaf,institution,CTR_TY,TRUE,TRUE,present_in_both
pubsaf,institution,ENTIRE_NAME,TRUE,TRUE,present_in_both
pubsaf,institution,ESRD_REGION,TRUE,TRUE,present_in_both
pubsaf,institution,NAME_PART1,TRUE,TRUE,present_in_both
pubsaf,institution,NAME_PART2,TRUE,TRUE,present_in_both
pubsaf,institution,OPTN_MBR,TRUE,TRUE,present_in_both
pubsaf,institution,PRIMARY_CITY,TRUE,TRUE,present_in_both
pubsaf,institution,PRIMARY_CTRY,TRUE,TRUE,present_in_both
pubsaf,institution,PRIMARY_PROVINCE,TRUE,TRUE,present_in_both
pubsaf,institution,PRIMARY_STATE,TRUE,TRUE,present_in_both
pubsaf,institution,PRIMARY_ZIP,TRUE,TRUE,present_in_both
pubsaf,institution,PROVIDER_NUM,TRUE,TRUE,present_in_both
pubsaf,institution,REGION,TRUE,TRUE,present_in_both
pubsaf,malig,MALIG_ID,TRUE,TRUE,present_in_both
pubsaf,malig,MAL_DON_CHEMO,TRUE,TRUE,present_in_both
pubsaf,malig,MAL_DON_CHEMO_TY,TRUE,TRUE,present_in_both
pubsaf,malig,MAL_DON_DGN_DT,TRUE,TRUE,present_in_both
pubsaf,malig,MAL_DON_IMMUNO,TRUE,TRUE,present_in_both
pubsaf,malig,MAL_DON_IMMUNO_STAT,TRUE,TRUE,present_in_both
pubsaf,malig,MAL_DON_IMMUNO_TY,TRUE,TRUE,present_in_both
pubsaf,malig,MAL_DON_OUTCOME,TRUE,TRUE,present_in_both
pubsaf,malig,MAL_DON_RADIAT,TRUE,TRUE,present_in_both
pubsaf,malig,MAL_DON_SURG,TRUE,TRUE,present_in_both
pubsaf,malig,MAL_DON_TUMOR_TY,TRUE,TRUE,present_in_both
pubsaf,malig,MAL_NAT_ORG_KI,TRUE,TRUE,present_in_both
pubsaf,malig,MAL_NAT_ORG_LI,TRUE,TRUE,present_in_both
pubsaf,malig,MAL_NAT_ORG_LU,TRUE,TRUE,present_in_both
pubsaf,malig,MAL_POSTX_BAS_NUM,TRUE,TRUE,present_in_both
pubsaf,malig,MAL_POSTX_BAS_SITE_EXTREM,TRUE,TRUE,present_in_both
pubsaf,malig,MAL_POSTX_BAS_SITE_LIPHEADNECK,TRUE,TRUE,present_in_both
pubsaf,malig,MAL_POSTX_BAS_SITE_TRUNK,TRUE,TRUE,present_in_both
pubsaf,malig,MAL_POSTX_BAS_SKIN_SITES,TRUE,TRUE,present_in_both
pubsaf,malig,MAL_POSTX_BAS_SPREAD_NODES,TRUE,TRUE,present_in_both
pubsaf,malig,MAL_POSTX_BAS_SPREAD_NONE,TRUE,TRUE,present_in_both
pubsaf,malig,MAL_POSTX_BAS_SPREAD_OTHER,TRUE,TRUE,present_in_both
pubsaf,malig,MAL_POSTX_BRAIN_TUMOR_TY,TRUE,TRUE,present_in_both
pubsaf,malig,MAL_POSTX_COLORECTAL_DUKES,TRUE,TRUE,present_in_both
pubsaf,malig,MAL_POSTX_KAPOSI_CUTANEOUS,TRUE,TRUE,present_in_both
pubsaf,malig,MAL_POSTX_KAPOSI_VISC,TRUE,TRUE,present_in_both
pubsaf,malig,MAL_POSTX_LEUK_TY,TRUE,TRUE,present_in_both
pubsaf,malig,MAL_POSTX_LU_CELL_TY,TRUE,TRUE,present_in_both
pubsaf,malig,MAL_POSTX_MEL_NUM,TRUE,TRUE,present_in_both
pubsaf,malig,MAL_POSTX_MEL_SITE_EXTREM,TRUE,TRUE,present_in_both
pubsaf,malig,MAL_POSTX_MEL_SITE_LIPHEADNECK,TRUE,TRUE,present_in_both
pubsaf,malig,MAL_POSTX_MEL_SITE_TRUNK,TRUE,TRUE,present_in_both
pubsaf,malig,MAL_POSTX_MEL_SKIN_SITES,TRUE,TRUE,present_in_both
pubsaf,malig,MAL_POSTX_MEL_SPREAD_NODES,TRUE,TRUE,present_in_both
pubsaf,malig,MAL_POSTX_MEL_SPREAD_NONE,TRUE,TRUE,present_in_both
pubsaf,malig,MAL_POSTX_MEL_SPREAD_OTHER,TRUE,TRUE,present_in_both
pubsaf,malig,MAL_POSTX_METAST_LI_TY,TRUE,TRUE,present_in_both
pubsaf,malig,MAL_POSTX_OTHER_CANCER_SITES,TRUE,TRUE,present_in_both
pubsaf,malig,MAL_POSTX_OUTCOME,TRUE,TRUE,present_in_both
pubsaf,malig,MAL_POSTX_PRIME_HEPAT_TY,TRUE,TRUE,present_in_both
pubsaf,malig,MAL_POSTX_RENAL_SITES,TRUE,TRUE,present_in_both
pubsaf,malig,MAL_POSTX_SARCOMA_SITES,TRUE,TRUE,present_in_both
pubsaf,malig,MAL_POSTX_SARCOMA_TY,TRUE,TRUE,present_in_both
pubsaf,malig,MAL_POSTX_SQU_NUM,TRUE,TRUE,present_in_both
pubsaf,malig,MAL_POSTX_SQU_SITE_EXTREM,TRUE,TRUE,present_in_both
pubsaf,malig,MAL_POSTX_SQU_SITE_LIPHEADNECK,TRUE,TRUE,present_in_both
pubsaf,malig,MAL_POSTX_SQU_SITE_TRUNK,TRUE,TRUE,present_in_both
pubsaf,malig,MAL_POSTX_SQU_SKIN_SITES,TRUE,TRUE,present_in_both
pubsaf,malig,MAL_POSTX_SQU_SPREAD_NODES,TRUE,TRUE,present_in_both
pubsaf,malig,MAL_POSTX_SQU_SPREAD_NONE,TRUE,TRUE,present_in_both
pubsaf,malig,MAL_POSTX_SQU_SPREAD_OTHER,TRUE,TRUE,present_in_both
pubsaf,malig,MAL_POSTX_TUMOR_BAS_SKIN,TRUE,TRUE,present_in_both
pubsaf,malig,MAL_POSTX_TUMOR_BLADDER,TRUE,TRUE,present_in_both
pubsaf,malig,MAL_POSTX_TUMOR_BRAIN,TRUE,TRUE,present_in_both
pubsaf,malig,MAL_POSTX_TUMOR_BREAST,TRUE,TRUE,present_in_both
pubsaf,malig,MAL_POSTX_TUMOR_COLORECTAL,TRUE,TRUE,present_in_both
pubsaf,malig,MAL_POSTX_TUMOR_ESOPHAGUS,TRUE,TRUE,present_in_both
pubsaf,malig,MAL_POSTX_TUMOR_LARYNX,TRUE,TRUE,present_in_both
pubsaf,malig,MAL_POSTX_TUMOR_LEUK,TRUE,TRUE,present_in_both
pubsaf,malig,MAL_POSTX_TUMOR_LU,TRUE,TRUE,present_in_both
