year,pollutant,tract_geoid,value,days,missing_values,nearest_fill_days
2013,pm25,17031822400,10.9744292237443,365,0,0
2013,pm25,17031740100,11.5041095890411,365,0,365
2013,pm25,17031530501,10.3547945205479,365,0,0
2013,pm25,17031830300,11.1767123287671,365,0,0
2013,pm25,17031750300,11.013698630137,365,0,0
2013,pm25,17031826303,10.3013698630137,365,0,0
2013,pm25,17031826500,10.6931506849315,365,0,0
2013,pm25,17031827801,10.76,365,0,0
2013,pm25,17031825900,10.7986301369863,365,0,0
2013,pm25,17031822601,10.5616438356164,365,0,365
2013,pm25,17031819900,11.6342465753425,365,0,0
2013,pm25,17031500200,10.4977168949772,365,0,0
2013,pm25,17031491400,11.0712328767123,365,0,365
2013,pm25,17031817900,10.7963470319635,365,0,0
2013,pm25,17031815800,11.427397260274,365,0,0
2013,pm25,17031720300,10.7095890410959,365,0,0
2013,pm25,17031691400,10.3506849315069,365,0,0
2013,pm25,17031812801,10.5205479452055,365,0,365
2013,pm25,17031811000,10.6109589041096,365,0,0
2013,pm25,17031670100,11.0493150684932,365,0,365
2013,pm25,17031640800,10.3095890410959,365,0,365
2013,pm25,17031690400,10.4465753424658,365,0,365
2013,pm25,17031671200,10.3890410958904,365,0,0
2013,pm25,17031580200,10.7369863013699,365,0,0
2013,pm25,17031560400,11.2904109589041,365,0,365
2013,pm25,17031630300,10.2958904109589,365,0,0
2013,pm25,17031610400,11.6657534246575,365,0,365
2013,pm25,17031440700,10.8465753424658,365,0,0
2013,pm25,17031491200,10.4246575342466,365,0,365
2013,pm25,17031460200,10.7123287671233,365,0,365
2013,pm25,17031350400,11.3397260273973,365,0,365
2013,pm25,17031841200,10.2547945205479,365,0,0
2013,pm25,17031310400,11.0438356164384,365,0,365
2013,pm25,17031840800,10.2027397260274,365,0,365
2013,pm25,17031420300,10.4849315068493,365,0,365
2013,pm25,17031400500,10.5479452054795,365,0,365
2013,pm25,17031381500,10.5123287671233,365,0,365
2013,pm25,17031260900,10.5917808219178,365,0,365
2013,pm25,17031300800,10.2027397260274,365,0,365
2013,pm25,17031291200,10.6493150684932,365,0,0
2013,pm25,17031807900,10.9712328767123,365,0,0
2013,pm25,17031811600,11.5424657534247,365,0,0
2013,pm25,17031810000,10.8054794520548,365,0,0
2013,pm25,17031806201,11.0383561643836,365,0,0
2013,pm25,17031805801,10.8438356164384,365,0,0
2013,pm25,17031805111,11.2817351598173,365,0,0
2013,pm25,17031803400,11.4958904109589,365,0,0
2013,pm25,17031770901,10.9095890410959,365,0,365
2013,pm25,17031360200,10.827397260274,365,0,365
2013,pm25,17031801300,11.0977168949772,365,0,0
2013,pm25,17031230800,10.7479452054795,365,0,0
2013,pm25,17031222900,10.3698630136986,365,0,365
2013,pm25,17031222800,9.93972602739726,365,0,0
2013,pm25,17031221600,11.2986301369863,365,0,365
2013,pm25,17031210800,11.0657534246575,365,0,365
2013,pm25,17031242400,10.3424657534247,365,0,365
2013,pm25,17031241100,10.2767123287671,365,0,365
2013,pm25,17031061200,9.87397260273973,365,0,365
2013,pm25,17031050300,11.413698630137,365,0,365
2013,pm25,17031040300,10.9342465753425,365,0,365
2013,pm25,17031030400,11.9369863013699,365,0,365
2013,pm25,17031020400,10.7917808219178,365,0,365
2013,pm25,17031191000,11.7013698630137,365,0,0
2013,pm25,17031161000,10.5972602739726,365,0,365
2013,pm25,17031160800,9.83561643835616,365,0,365
2013,pm25,17031150600,10.441095890411,365,0,365
2013,pm25,17031130300,10.3205479452055,365,0,0
2013,pm25,17031110200,10.7616438356164,365,0,365
2013,pm25,17031081500,11.441095890411,365,0,0
2013,pm25,17031080400,10.6301369863014,365,0,365
2013,pm25,17031070700,11.2164383561644,365,0,365
2013,pm25,17031030702,11.1561643835616,365,0,365
2013,pm25,17031063400,11.3232876712329,365,0,0
2013,pm25,17031071800,10.1424657534247,365,0,0
2013,pm25,17031220701,10.6054794520548,365,0,0
2013,pm25,17031838200,11.6,365,0,365
2013,pm25,17031010502,10.9835616438356,365,0,0
2013,pm25,17031804405,11.1945205479452,365,0,0
2013,pm25,17031825304,11.7342465753425,365,0,0
2013,pm25,17031190701,10.1424657534247,365,0,365
2013,pm25,17031251700,11.7260273972603,365,0,0
2013,pm25,17031310300,11.7232876712329,365,0,365
2013,pm25,17031520600,11.213698630137,365,0,0
2013,pm25,17031670500,10.7287671232877,365,0,0
2013,pm25,17031671900,10.4794520547945,365,0,365
2013,pm25,17031813701,10.1780821917808,365,0,0
2013,pm25,17031802003,11.1187214611872,365,0,0
2013,pm25,17031831300,12.0767123287671,365,0,0
2013,pm25,17031835800,10.3643835616438,365,0,365
2013,pm25,17031829903,11.4157534246575,365,0,0
2013,pm25,17031844600,10.5123287671233,365,0,0
2013,pm25,17031803604,10.9972602739726,365,0,0
2013,pm25,17031803005,10.883105022831,365,0,0
2013,pm25,17031802504,11.1331506849315,365,0,0
2013,pm25,17031804508,11.2260273972603,365,0,0
2013,pm25,17031804000,11.5041095890411,365,0,0
2013,pm25,17031770602,11.1022831050228,365,0,0
2013,pm25,17031839600,10.827397260274,365,0,365
2013,pm25,17031802100,11.5287671232877,365,0,0
2013,pm25,17031801603,10.6287671232877,365,0,0
2013,pm25,17031800400,10.8036529680365,365,0,0
2013,pm25,17031230900,10.7479452054795,365,0,365
2013,pm25,17031230200,9.93972602739726,365,0,365
2013,pm25,17031222600,10.0986301369863,365,0,0
2013,pm25,17031220400,10.5095890410959,365,0,365
2013,pm25,17031210700,10.3835616438356,365,0,0
2013,pm25,17031250200,11.0684931506849,365,0,0
2013,pm25,17031240800,10.2082191780822,365,0,365
2013,pm25,17031062300,9.87397260273973,365,0,365
2013,pm25,17031061500,9.87397260273973,365,0,365
2013,pm25,17031832100,22.2821917808219,365,0,365
2013,pm25,17031050900,10.3205479452055,365,0,0
2013,pm25,17031050600,10.2684931506849,365,0,365
2013,pm25,17031040202,10.6739726027397,365,0,365
2013,pm25,17031031900,10.6821917808219,365,0,365
2013,pm25,17031031502,11.1232876712329,365,0,365
2013,pm25,17031030300,11.0602739726027,365,0,365
2013,pm25,17031020901,10.9150684931507,365,0,0
