year,pollutant,tract_geoid,value,days,missing_values,nearest_fill_days
2008,o3,17031822400,32.6935341848037,366,0,0
2008,o3,17031740100,31.7322409100057,366,0,0
2008,o3,17031530501,32.2363392781731,366,0,366
2008,o3,17031830300,30.7578328809139,366,0,0
2008,o3,17031750300,30.5497272311827,366,0,366
2008,o3,17031826303,31.4781425455636,366,0,0
2008,o3,17031826500,33.0734977605931,366,0,0
2008,o3,17031827801,32.0080605862469,366,0,0
2008,o3,17031825900,32.4142081332826,366,0,0
2008,o3,17031822601,32.1603829928883,366,0,0
2008,o3,17031819900,30.7314212229612,366,0,0
2008,o3,17031500200,31.7745906374127,366,0,0
2008,o3,17031491400,32.7702190675493,366,0,0
2008,o3,17031817900,31.262131613383,366,0,0
2008,o3,17031815800,31.3853829813399,366,0,0
2008,o3,17031720300,32.5374321788346,366,0,0
2008,o3,17031691400,31.5275960982131,366,0,366
2008,o3,17031812801,30.9989075657449,366,0,0
2008,o3,17031811000,29.7803283126139,366,0,0
2008,o3,17031670100,32.4609294454542,366,0,366
2008,o3,17031640800,31.4333338017265,366,0,366
2008,o3,17031690400,32.6371589562769,366,0,0
2008,o3,17031671200,32.2754103170067,366,0,366
2008,o3,17031580200,31.0292354350492,366,0,0
2008,o3,17031560400,32.1494540309768,366,0,366
2008,o3,17031630300,30.8147545575363,366,0,0
2008,o3,17031610400,30.6688529160179,366,0,366
2008,o3,17031440700,33.1128420234744,366,0,366
2008,o3,17031491200,32.8609294514146,366,0,0
2008,o3,17031460200,31.2819676792524,366,0,0
2008,o3,17031350400,31.9095633170196,366,0,366
2008,o3,17031841200,31.8751370869984,366,0,366
2008,o3,17031310400,30.8177600220619,366,0,366
2008,o3,17031840800,31.2245906292171,366,0,366
2008,o3,17031420300,31.5172135843972,366,0,366
2008,o3,17031400500,32.4185797180472,366,0,366
2008,o3,17031381500,32.6464485739017,366,0,0
2008,o3,17031260900,32.204372064582,366,0,366
2008,o3,17031300800,29.8409840512227,366,0,0
2008,o3,17031291200,31.9931698756425,366,0,366
2008,o3,17031807900,30.5206744074347,366,0,0
2008,o3,17031811600,31.584608849518,366,0,0
2008,o3,17031810000,32.8609294514146,366,0,0
2008,o3,17031806201,30.8942627554424,366,0,366
2008,o3,17031805801,31.3605195929912,366,0,0
2008,o3,17031805111,32.0428966523398,366,0,0
2008,o3,17031803400,30.2056288653995,366,0,0
2008,o3,17031770901,32.2476780761563,366,0,0
2008,o3,17031360200,31.7855195993242,366,0,0
2008,o3,17031801300,30.8353374358029,366,0,0
2008,o3,17031230800,30.8174867980142,366,0,366
2008,o3,17031222900,30.3797818734591,366,0,366
2008,o3,17031222800,30.8174867980142,366,0,366
2008,o3,17031221600,31.5434430929848,366,0,366
2008,o3,17031210800,30.4863392520961,366,0,366
2008,o3,17031242400,30.1002736725727,366,0,366
2008,o3,17031241100,31.9581971975257,366,0,0
2008,o3,17031061200,30.7923501856177,366,0,0
2008,o3,17031050300,32.17868900409,366,0,0
2008,o3,17031040300,30.1703556408302,366,0,0
2008,o3,17031030400,31.2729512856754,366,0,0
2008,o3,17031020400,31.2295086620773,366,0,0
2008,o3,17031191000,31.3773228719301,366,0,366
2008,o3,17031161000,30.9092900780707,366,0,0
2008,o3,17031160800,30.6101097457437,366,0,0
2008,o3,17031150600,30.8188529182531,366,0,0
2008,o3,17031130300,31.8775961034285,366,0,0
2008,o3,17031110200,32.53306059407,366,0,0
2008,o3,17031081500,27.8857927652575,366,0,366
2008,o3,17031080400,31.0915305179447,366,0,0
2008,o3,17031070700,31.8381152285233,366,0,0
2008,o3,17031030702,31.7497272490641,366,0,366
2008,o3,17031063400,29.53633923794,366,0,366
2008,o3,17031071800,30.3098365172255,366,0,366
2008,o3,17031220701,30.1710387009496,366,0,366
2008,o3,17031838200,30.7169403484285,366,0,0
2008,o3,17031010502,29.8685796800492,366,0,366
2008,o3,17031804405,31.9306015686992,366,0,366
2008,o3,17031825304,32.3993857286901,366,0,0
2008,o3,17031190701,31.2775960944878,366,0,0
