year,pollutant,tract_geoid,value,days,missing_values,nearest_fill_days
2014,o3,17031822400,36.4770781691216,365,0,0
2014,o3,17031740100,35.4136991578422,365,0,0
2014,o3,17031530501,36.4947950643628,365,0,365
2014,o3,17031830300,36.5351603617679,365,0,0
2014,o3,17031750300,35.6136991608225,365,0,365
2014,o3,17031826303,36.5156169824813,365,0,0
2014,o3,17031826500,34.6142470911349,365,0,0
2014,o3,17031827801,35.6273977911636,365,0,0
2014,o3,17031825900,36.9901375374974,365,0,0
2014,o3,17031822601,36.5847950657039,365,0,0
2014,o3,17031819900,35.7564388889768,365,0,0
2014,o3,17031500200,35.316986827634,365,0,0
2014,o3,17031491400,34.5243840760972,365,0,0
2014,o3,17031817900,34.7091512021382,365,0,0
2014,o3,17031815800,35.2694525803503,365,0,0
2014,o3,17031720300,35.2069868259949,365,0,0
2014,o3,17031691400,34.3482196899106,365,0,365
2014,o3,17031812801,34.8402744917633,365,0,0
2014,o3,17031811000,36.5209594483143,365,0,0
2014,o3,17031670100,35.665206010905,365,0,365
2014,o3,17031640800,32.8358909002518,365,0,365
2014,o3,17031690400,34.4756169520829,365,0,0
2014,o3,17031671200,35.3128772385316,365,0,365
2014,o3,17031580200,33.8747950253217,365,0,0
2014,o3,17031560400,32.9060278875983,365,0,365
2014,o3,17031630300,33.6353429669591,365,0,0
2014,o3,17031610400,33.686301871828,365,0,365
2014,o3,17031440700,34.2547950309842,365,0,365
2014,o3,17031491200,35.6167128594975,365,0,0
2014,o3,17031460200,34.2800005108118,365,0,0
2014,o3,17031350400,33.4534251560291,365,0,365
2014,o3,17031841200,29.5778086599218,365,0,365
2014,o3,17031310400,32.7591785703416,365,0,365
2014,o3,17031840800,34.4238361293935,365,0,365
2014,o3,17031420300,34.4336991432391,365,0,365
2014,o3,17031400500,35.04575394688,365,0,365
2014,o3,17031381500,33.7630142017383,365,0,0
2014,o3,17031260900,33.9994525614258,365,0,365
2014,o3,17031300800,32.0800004780293,365,0,0
2014,o3,17031291200,34.572603254898,365,0,365
2014,o3,17031807900,35.7021009886238,365,0,0
2014,o3,17031811600,35.0079457271385,365,0,0
2014,o3,17031810000,36.6613704093107,365,0,0
2014,o3,17031806201,34.6098635294258,365,0,365
2014,o3,17031805801,35.3149320330828,365,0,0
2014,o3,17031805111,35.496575871406,365,0,0
2014,o3,17031803400,35.8551238219542,365,0,0
2014,o3,17031770901,36.3142471164669,365,0,0
2014,o3,17031360200,35.130411482388,365,0,0
2014,o3,17031801300,36.5244754301018,365,0,0
2014,o3,17031230800,33.797260777591,365,0,365
2014,o3,17031222900,32.9879456970382,365,0,365
2014,o3,17031222800,33.797260777591,365,0,365
2014,o3,17031221600,33.9093155737813,365,0,365
2014,o3,17031210800,32.9687676145606,365,0,365
2014,o3,17031242400,32.0301374635876,365,0,365
2014,o3,17031241100,34.1706854406897,365,0,0
2014,o3,17031061200,33.0342470675911,365,0,0
2014,o3,17031050300,34.6986306540362,365,0,0
2014,o3,17031040300,33.141507343162,365,0,0
2014,o3,17031030400,34.7690416139895,365,0,0
2014,o3,17031020400,34.7087676404886,365,0,0
2014,o3,17031191000,34.1646580433397,365,0,365
2014,o3,17031161000,33.7320552971673,365,0,0
2014,o3,17031160800,33.3035621400974,365,0,0
2014,o3,17031150600,33.3756169356916,365,0,0
2014,o3,17031130300,35.3443840883162,365,0,0
2014,o3,17031110200,34.4690416095192,365,0,0
