year,pollutant,tracts,min_days,max_days,missing_values,missing_tracts,mean_value,min_value,max_value
2008,pm25,1331,366,366,0,0,12.5940239864459,11.2158469945355,23.6284153005464
2008,o3,1331,366,366,0,0,31.6689926281668,27.8857927652575,35.9511753991022
2013,pm25,1331,365,365,0,0,10.882248689105,9.56095890410959,22.2821917808219
2013,o3,1331,365,365,0,0,31.6132755751451,27.6068497264426,37.0149777205159
2014,pm25,1331,365,365,0,0,10.8006723569584,9.49041095890411,22.0575342465753
2014,o3,1331,365,365,0,0,34.6371057714425,29.184383996525,37.8727859524763
2015,pm25,1331,365,365,0,0,10.037163405541,8.51232876712329,20.2520547945205
2015,o3,1331,365,365,0,0,34.9512445340369,30.5576716882215,38.467123860876
