time_days,years_since_listing,cumulative_incidence,quartile,event,pollutant,quartile_group,quartile_label,WL_ORG,organ
273.9375,0.75,0.13816996503661588,3,Transplant,Ozone,Q3,Q3 (38.2-40.6 ppb),KI,Kidney
304.375,0.8333333333333334,0.15028423317778178,3,Transplant,Ozone,Q3,Q3 (38.2-40.6 ppb),KI,Kidney
334.8125,0.9166666666666666,0.16151313701004316,3,Transplant,Ozone,Q3,Q3 (38.2-40.6 ppb),KI,Kidney
365.25,1,0.17193482574870694,3,Transplant,Ozone,Q3,Q3 (38.2-40.6 ppb),KI,Kidney
395.6875,1.0833333333333333,0.1828788698939749,3,Transplant,Ozone,Q3,Q3 (38.2-40.6 ppb),KI,Kidney
426.125,1.1666666666666667,0.1937142273921972,3,Transplant,Ozone,Q3,Q3 (38.2-40.6 ppb),KI,Kidney
456.5625,1.25,0.20400708902304843,3,Transplant,Ozone,Q3,Q3 (38.2-40.6 ppb),KI,Kidney
487,1.3333333333333333,0.21443715032290545,3,Transplant,Ozone,Q3,Q3 (38.2-40.6 ppb),KI,Kidney
517.4375,1.4166666666666667,0.22466052346327198,3,Transplant,Ozone,Q3,Q3 (38.2-40.6 ppb),KI,Kidney
547.875,1.5,0.2341432295076718,3,Transplant,Ozone,Q3,Q3 (38.2-40.6 ppb),KI,Kidney
578.3125,1.5833333333333333,0.2432343528414018,3,Transplant,Ozone,Q3,Q3 (38.2-40.6 ppb),KI,Kidney
608.75,1.6666666666666667,0.2524475911913353,3,Transplant,Ozone,Q3,Q3 (38.2-40.6 ppb),KI,Kidney
639.1875,1.75,0.26194473398633356,3,Transplant,Ozone,Q3,Q3 (38.2-40.6 ppb),KI,Kidney
669.625,1.8333333333333333,0.27100925906549045,3,Transplant,Ozone,Q3,Q3 (38.2-40.6 ppb),KI,Kidney
700.0625,1.9166666666666667,0.2799566877186245,3,Transplant,Ozone,Q3,Q3 (38.2-40.6 ppb),KI,Kidney
730.5,2,0.2883759119010626,3,Transplant,Ozone,Q3,Q3 (38.2-40.6 ppb),KI,Kidney
760.9375,2.0833333333333335,0.2972987509796359,3,Transplant,Ozone,Q3,Q3 (38.2-40.6 ppb),KI,Kidney
791.375,2.1666666666666665,0.30637618789599996,3,Transplant,Ozone,Q3,Q3 (38.2-40.6 ppb),KI,Kidney
821.8125,2.25,0.31495154006768067,3,Transplant,Ozone,Q3,Q3 (38.2-40.6 ppb),KI,Kidney
852.25,2.3333333333333335,0.3231780760258296,3,Transplant,Ozone,Q3,Q3 (38.2-40.6 ppb),KI,Kidney
882.6875,2.4166666666666665,0.3315556087758639,3,Transplant,Ozone,Q3,Q3 (38.2-40.6 ppb),KI,Kidney
913.125,2.5,0.33997209005530493,3,Transplant,Ozone,Q3,Q3 (38.2-40.6 ppb),KI,Kidney
943.5625,2.5833333333333335,0.34756550474721565,3,Transplant,Ozone,Q3,Q3 (38.2-40.6 ppb),KI,Kidney
974,2.6666666666666665,0.3554426695222047,3,Transplant,Ozone,Q3,Q3 (38.2-40.6 ppb),KI,Kidney
1004.4375,2.75,0.362721562684576,3,Transplant,Ozone,Q3,Q3 (38.2-40.6 ppb),KI,Kidney
1034.875,2.8333333333333335,0.37022642756163415,3,Transplant,Ozone,Q3,Q3 (38.2-40.6 ppb),KI,Kidney
1065.3125,2.9166666666666665,0.3775316256793947,3,Transplant,Ozone,Q3,Q3 (38.2-40.6 ppb),KI,Kidney
1095.75,3,0.3847976678353679,3,Transplant,Ozone,Q3,Q3 (38.2-40.6 ppb),KI,Kidney
1126.1875,3.0833333333333335,0.3929089821534821,3,Transplant,Ozone,Q3,Q3 (38.2-40.6 ppb),KI,Kidney
1156.625,3.1666666666666665,0.40020434323092713,3,Transplant,Ozone,Q3,Q3 (38.2-40.6 ppb),KI,Kidney
1187.0625,3.25,0.4076890232469933,3,Transplant,Ozone,Q3,Q3 (38.2-40.6 ppb),KI,Kidney
1217.5,3.3333333333333335,0.414804043552108,3,Transplant,Ozone,Q3,Q3 (38.2-40.6 ppb),KI,Kidney
1247.9375,3.4166666666666665,0.4219119872717551,3,Transplant,Ozone,Q3,Q3 (38.2-40.6 ppb),KI,Kidney
1278.375,3.5,0.4292084858088069,3,Transplant,Ozone,Q3,Q3 (38.2-40.6 ppb),KI,Kidney
1308.8125,3.5833333333333335,0.4361881311068182,3,Transplant,Ozone,Q3,Q3 (38.2-40.6 ppb),KI,Kidney
1339.25,3.6666666666666665,0.44341295180135026,3,Transplant,Ozone,Q3,Q3 (38.2-40.6 ppb),KI,Kidney
1369.6875,3.75,0.4497347087728908,3,Transplant,Ozone,Q3,Q3 (38.2-40.6 ppb),KI,Kidney
1400.125,3.8333333333333335,0.45660413624649643,3,Transplant,Ozone,Q3,Q3 (38.2-40.6 ppb),KI,Kidney
1430.5625,3.9166666666666665,0.4628210676502348,3,Transplant,Ozone,Q3,Q3 (38.2-40.6 ppb),KI,Kidney
1461,4,0.469680475313461,3,Transplant,Ozone,Q3,Q3 (38.2-40.6 ppb),KI,Kidney
1491.4375,4.083333333333333,0.4766542737673402,3,Transplant,Ozone,Q3,Q3 (38.2-40.6 ppb),KI,Kidney
1521.875,4.166666666666667,0.48314379145172837,3,Transplant,Ozone,Q3,Q3 (38.2-40.6 ppb),KI,Kidney
1552.3125,4.25,0.4900906475381679,3,Transplant,Ozone,Q3,Q3 (38.2-40.6 ppb),KI,Kidney
1582.75,4.333333333333333,0.4965745364582743,3,Transplant,Ozone,Q3,Q3 (38.2-40.6 ppb),KI,Kidney
1613.1875,4.416666666666667,0.5031679567559406,3,Transplant,Ozone,Q3,Q3 (38.2-40.6 ppb),KI,Kidney
1643.625,4.5,0.5091462875207471,3,Transplant,Ozone,Q3,Q3 (38.2-40.6 ppb),KI,Kidney
1674.0625,4.583333333333333,0.5154479662089719,3,Transplant,Ozone,Q3,Q3 (38.2-40.6 ppb),KI,Kidney
1704.5,4.666666666666667,0.5217525733694027,3,Transplant,Ozone,Q3,Q3 (38.2-40.6 ppb),KI,Kidney
1734.9375,4.75,0.5278067981997192,3,Transplant,Ozone,Q3,Q3 (38.2-40.6 ppb),KI,Kidney
1765.375,4.833333333333333,0.5335830950007927,3,Transplant,Ozone,Q3,Q3 (38.2-40.6 ppb),KI,Kidney
1795.8125,4.916666666666667,0.5398036074071272,3,Transplant,Ozone,Q3,Q3 (38.2-40.6 ppb),KI,Kidney
1826.25,5,0.5458611429906234,3,Transplant,Ozone,Q3,Q3 (38.2-40.6 ppb),KI,Kidney
0,0,0,4,Transplant,Ozone,Q4,Q4 (40.6-58.6 ppb),KI,Kidney
30.4375,0.08333333333333333,0.020164663375235474,4,Transplant,Ozone,Q4,Q4 (40.6-58.6 ppb),KI,Kidney
60.875,0.16666666666666666,0.035661802980307994,4,Transplant,Ozone,Q4,Q4 (40.6-58.6 ppb),KI,Kidney
91.3125,0.25,0.052546714204818386,4,Transplant,Ozone,Q4,Q4 (40.6-58.6 ppb),KI,Kidney
121.75,0.3333333333333333,0.06809192805592543,4,Transplant,Ozone,Q4,Q4 (40.6-58.6 ppb),KI,Kidney
152.1875,0.4166666666666667,0.08393029717980088,4,Transplant,Ozone,Q4,Q4 (40.6-58.6 ppb),KI,Kidney
182.625,0.5,0.09773409295186783,4,Transplant,Ozone,Q4,Q4 (40.6-58.6 ppb),KI,Kidney
213.0625,0.5833333333333334,0.11137538724799106,4,Transplant,Ozone,Q4,Q4 (40.6-58.6 ppb),KI,Kidney
243.5,0.6666666666666666,0.12365437158023579,4,Transplant,Ozone,Q4,Q4 (40.6-58.6 ppb),KI,Kidney
273.9375,0.75,0.13554932983652548,4,Transplant,Ozone,Q4,Q4 (40.6-58.6 ppb),KI,Kidney
304.375,0.8333333333333334,0.14678516171784917,4,Transplant,Ozone,Q4,Q4 (40.6-58.6 ppb),KI,Kidney
334.8125,0.9166666666666666,0.15691933416390216,4,Transplant,Ozone,Q4,Q4 (40.6-58.6 ppb),KI,Kidney
365.25,1,0.1672123232557891,4,Transplant,Ozone,Q4,Q4 (40.6-58.6 ppb),KI,Kidney
395.6875,1.0833333333333333,0.17787986118404792,4,Transplant,Ozone,Q4,Q4 (40.6-58.6 ppb),KI,Kidney
426.125,1.1666666666666667,0.18897484422747352,4,Transplant,Ozone,Q4,Q4 (40.6-58.6 ppb),KI,Kidney
456.5625,1.25,0.1987439178616635,4,Transplant,Ozone,Q4,Q4 (40.6-58.6 ppb),KI,Kidney
487,1.3333333333333333,0.20818559915294027,4,Transplant,Ozone,Q4,Q4 (40.6-58.6 ppb),KI,Kidney
517.4375,1.4166666666666667,0.21715497995388366,4,Transplant,Ozone,Q4,Q4 (40.6-58.6 ppb),KI,Kidney
547.875,1.5,0.22613633342846778,4,Transplant,Ozone,Q4,Q4 (40.6-58.6 ppb),KI,Kidney
578.3125,1.5833333333333333,0.23483201403068027,4,Transplant,Ozone,Q4,Q4 (40.6-58.6 ppb),KI,Kidney
608.75,1.6666666666666667,0.2431425444876541,4,Transplant,Ozone,Q4,Q4 (40.6-58.6 ppb),KI,Kidney
639.1875,1.75,0.2514485782114625,4,Transplant,Ozone,Q4,Q4 (40.6-58.6 ppb),KI,Kidney
669.625,1.8333333333333333,0.2585586148624227,4,Transplant,Ozone,Q4,Q4 (40.6-58.6 ppb),KI,Kidney
700.0625,1.9166666666666667,0.2665559788108039,4,Transplant,Ozone,Q4,Q4 (40.6-58.6 ppb),KI,Kidney
730.5,2,0.273649154655897,4,Transplant,Ozone,Q4,Q4 (40.6-58.6 ppb),KI,Kidney
760.9375,2.0833333333333335,0.28255868921194294,4,Transplant,Ozone,Q4,Q4 (40.6-58.6 ppb),KI,Kidney
791.375,2.1666666666666665,0.2915099463384752,4,Transplant,Ozone,Q4,Q4 (40.6-58.6 ppb),KI,Kidney
821.8125,2.25,0.29999371708549394,4,Transplant,Ozone,Q4,Q4 (40.6-58.6 ppb),KI,Kidney
852.25,2.3333333333333335,0.3076829057186008,4,Transplant,Ozone,Q4,Q4 (40.6-58.6 ppb),KI,Kidney
882.6875,2.4166666666666665,0.31476991972352686,4,Transplant,Ozone,Q4,Q4 (40.6-58.6 ppb),KI,Kidney
913.125,2.5,0.32204784660777896,4,Transplant,Ozone,Q4,Q4 (40.6-58.6 ppb),KI,Kidney
943.5625,2.5833333333333335,0.32859121250240464,4,Transplant,Ozone,Q4,Q4 (40.6-58.6 ppb),KI,Kidney
974,2.6666666666666665,0.33520058684200194,4,Transplant,Ozone,Q4,Q4 (40.6-58.6 ppb),KI,Kidney
1004.4375,2.75,0.3415509493213866,4,Transplant,Ozone,Q4,Q4 (40.6-58.6 ppb),KI,Kidney
1034.875,2.8333333333333335,0.3476603724361822,4,Transplant,Ozone,Q4,Q4 (40.6-58.6 ppb),KI,Kidney
1065.3125,2.9166666666666665,0.3540742762537531,4,Transplant,Ozone,Q4,Q4 (40.6-58.6 ppb),KI,Kidney
1095.75,3,0.3599235685478537,4,Transplant,Ozone,Q4,Q4 (40.6-58.6 ppb),KI,Kidney
1126.1875,3.0833333333333335,0.36700884730411765,4,Transplant,Ozone,Q4,Q4 (40.6-58.6 ppb),KI,Kidney
1156.625,3.1666666666666665,0.37378231009669277,4,Transplant,Ozone,Q4,Q4 (40.6-58.6 ppb),KI,Kidney
1187.0625,3.25,0.38067878390926996,4,Transplant,Ozone,Q4,Q4 (40.6-58.6 ppb),KI,Kidney
1217.5,3.3333333333333335,0.3869755774243241,4,Transplant,Ozone,Q4,Q4 (40.6-58.6 ppb),KI,Kidney
1247.9375,3.4166666666666665,0.3927254237308173,4,Transplant,Ozone,Q4,Q4 (40.6-58.6 ppb),KI,Kidney
1278.375,3.5,0.3993711882026712,4,Transplant,Ozone,Q4,Q4 (40.6-58.6 ppb),KI,Kidney
1308.8125,3.5833333333333335,0.40526041567656346,4,Transplant,Ozone,Q4,Q4 (40.6-58.6 ppb),KI,Kidney
1339.25,3.6666666666666665,0.4110419095287281,4,Transplant,Ozone,Q4,Q4 (40.6-58.6 ppb),KI,Kidney
1369.6875,3.75,0.4165630835852453,4,Transplant,Ozone,Q4,Q4 (40.6-58.6 ppb),KI,Kidney
1400.125,3.8333333333333335,0.4219215326526578,4,Transplant,Ozone,Q4,Q4 (40.6-58.6 ppb),KI,Kidney
1430.5625,3.9166666666666665,0.42736925625762,4,Transplant,Ozone,Q4,Q4 (40.6-58.6 ppb),KI,Kidney
1461,4,0.43330604382693755,4,Transplant,Ozone,Q4,Q4 (40.6-58.6 ppb),KI,Kidney
1491.4375,4.083333333333333,0.4396562631889005,4,Transplant,Ozone,Q4,Q4 (40.6-58.6 ppb),KI,Kidney
1521.875,4.166666666666667,0.44520219736188593,4,Transplant,Ozone,Q4,Q4 (40.6-58.6 ppb),KI,Kidney
1552.3125,4.25,0.45066769607263113,4,Transplant,Ozone,Q4,Q4 (40.6-58.6 ppb),KI,Kidney
1582.75,4.333333333333333,0.45571389276418656,4,Transplant,Ozone,Q4,Q4 (40.6-58.6 ppb),KI,Kidney
1613.1875,4.416666666666667,0.46113929798782266,4,Transplant,Ozone,Q4,Q4 (40.6-58.6 ppb),KI,Kidney
1643.625,4.5,0.4662436613266844,4,Transplant,Ozone,Q4,Q4 (40.6-58.6 ppb),KI,Kidney
1674.0625,4.583333333333333,0.4715465779209839,4,Transplant,Ozone,Q4,Q4 (40.6-58.6 ppb),KI,Kidney
1704.5,4.666666666666667,0.4765062078392206,4,Transplant,Ozone,Q4,Q4 (40.6-58.6 ppb),KI,Kidney
1734.9375,4.75,0.48124907340220185,4,Transplant,Ozone,Q4,Q4 (40.6-58.6 ppb),KI,Kidney
1765.375,4.833333333333333,0.4859600945176654,4,Transplant,Ozone,Q4,Q4 (40.6-58.6 ppb),KI,Kidney
1795.8125,4.916666666666667,0.490760988596613,4,Transplant,Ozone,Q4,Q4 (40.6-58.6 ppb),KI,Kidney
1826.25,5,0.4958586779636516,4,Transplant,Ozone,Q4,Q4 (40.6-58.6 ppb),KI,Kidney
0,0,0,1,Waitlist death,Ozone,Q1,Q1 (24.1-36.3 ppb),KP,Kidney-pancreas
30.4375,0.08333333333333333,0.0023771336517475618,1,Waitlist death,Ozone,Q1,Q1 (24.1-36.3 ppb),KP,Kidney-pancreas
60.875,0.16666666666666666,0.0034209091124036495,1,Waitlist death,Ozone,Q1,Q1 (24.1-36.3 ppb),KP,Kidney-pancreas
91.3125,0.25,0.005289183498977347,1,Waitlist death,Ozone,Q1,Q1 (24.1-36.3 ppb),KP,Kidney-pancreas
121.75,0.3333333333333333,0.006638404206455707,1,Waitlist death,Ozone,Q1,Q1 (24.1-36.3 ppb),KP,Kidney-pancreas
152.1875,0.4166666666666667,0.008891525835722718,1,Waitlist death,Ozone,Q1,Q1 (24.1-36.3 ppb),KP,Kidney-pancreas
182.625,0.5,0.010096431973521627,1,Waitlist death,Ozone,Q1,Q1 (24.1-36.3 ppb),KP,Kidney-pancreas
213.0625,0.5833333333333334,0.012889765647031672,1,Waitlist death,Ozone,Q1,Q1 (24.1-36.3 ppb),KP,Kidney-pancreas
243.5,0.6666666666666666,0.014253572036635541,1,Waitlist death,Ozone,Q1,Q1 (24.1-36.3 ppb),KP,Kidney-pancreas
273.9375,0.75,0.016381832406179637,1,Waitlist death,Ozone,Q1,Q1 (24.1-36.3 ppb),KP,Kidney-pancreas
304.375,0.8333333333333334,0.017907269650826438,1,Waitlist death,Ozone,Q1,Q1 (24.1-36.3 ppb),KP,Kidney-pancreas
334.8125,0.9166666666666666,0.019054702319775463,1,Waitlist death,Ozone,Q1,Q1 (24.1-36.3 ppb),KP,Kidney-pancreas
365.25,1,0.020666335283180404,1,Waitlist death,Ozone,Q1,Q1 (24.1-36.3 ppb),KP,Kidney-pancreas
395.6875,1.0833333333333333,0.022437515503403838,1,Waitlist death,Ozone,Q1,Q1 (24.1-36.3 ppb),KP,Kidney-pancreas
426.125,1.1666666666666667,0.024448842156199472,1,Waitlist death,Ozone,Q1,Q1 (24.1-36.3 ppb),KP,Kidney-pancreas
456.5625,1.25,0.02647047515908043,1,Waitlist death,Ozone,Q1,Q1 (24.1-36.3 ppb),KP,Kidney-pancreas
487,1.3333333333333333,0.028038290679666858,1,Waitlist death,Ozone,Q1,Q1 (24.1-36.3 ppb),KP,Kidney-pancreas
517.4375,1.4166666666666667,0.0288270003251842,1,Waitlist death,Ozone,Q1,Q1 (24.1-36.3 ppb),KP,Kidney-pancreas
547.875,1.5,0.03009601434628615,1,Waitlist death,Ozone,Q1,Q1 (24.1-36.3 ppb),KP,Kidney-pancreas
578.3125,1.5833333333333333,0.031054213895297802,1,Waitlist death,Ozone,Q1,Q1 (24.1-36.3 ppb),KP,Kidney-pancreas
608.75,1.6666666666666667,0.03185812824433619,1,Waitlist death,Ozone,Q1,Q1 (24.1-36.3 ppb),KP,Kidney-pancreas
639.1875,1.75,0.033636325092510244,1,Waitlist death,Ozone,Q1,Q1 (24.1-36.3 ppb),KP,Kidney-pancreas
669.625,1.8333333333333333,0.0352670222478929,1,Waitlist death,Ozone,Q1,Q1 (24.1-36.3 ppb),KP,Kidney-pancreas
700.0625,1.9166666666666667,0.03707454790173809,1,Waitlist death,Ozone,Q1,Q1 (24.1-36.3 ppb),KP,Kidney-pancreas
730.5,2,0.03890280958522998,1,Waitlist death,Ozone,Q1,Q1 (24.1-36.3 ppb),KP,Kidney-pancreas
760.9375,2.0833333333333335,0.0415813240526705,1,Waitlist death,Ozone,Q1,Q1 (24.1-36.3 ppb),KP,Kidney-pancreas
791.375,2.1666666666666665,0.0437757302293109,1,Waitlist death,Ozone,Q1,Q1 (24.1-36.3 ppb),KP,Kidney-pancreas
821.8125,2.25,0.044968937086963756,1,Waitlist death,Ozone,Q1,Q1 (24.1-36.3 ppb),KP,Kidney-pancreas
852.25,2.3333333333333335,0.046260718919767255,1,Waitlist death,Ozone,Q1,Q1 (24.1-36.3 ppb),KP,Kidney-pancreas
882.6875,2.4166666666666665,0.04730565154299485,1,Waitlist death,Ozone,Q1,Q1 (24.1-36.3 ppb),KP,Kidney-pancreas
913.125,2.5,0.049065886781907236,1,Waitlist death,Ozone,Q1,Q1 (24.1-36.3 ppb),KP,Kidney-pancreas
943.5625,2.5833333333333335,0.05128486031625665,1,Waitlist death,Ozone,Q1,Q1 (24.1-36.3 ppb),KP,Kidney-pancreas
974,2.6666666666666665,0.05254574631949012,1,Waitlist death,Ozone,Q1,Q1 (24.1-36.3 ppb),KP,Kidney-pancreas
1004.4375,2.75,0.05472368149315936,1,Waitlist death,Ozone,Q1,Q1 (24.1-36.3 ppb),KP,Kidney-pancreas
1034.875,2.8333333333333335,0.0552713784569767,1,Waitlist death,Ozone,Q1,Q1 (24.1-36.3 ppb),KP,Kidney-pancreas
1065.3125,2.9166666666666665,0.05694790331175198,1,Waitlist death,Ozone,Q1,Q1 (24.1-36.3 ppb),KP,Kidney-pancreas
1095.75,3,0.05788666421596134,1,Waitlist death,Ozone,Q1,Q1 (24.1-36.3 ppb),KP,Kidney-pancreas
1126.1875,3.0833333333333335,0.05902032925506645,1,Waitlist death,Ozone,Q1,Q1 (24.1-36.3 ppb),KP,Kidney-pancreas
1156.625,3.1666666666666665,0.06093535260272083,1,Waitlist death,Ozone,Q1,Q1 (24.1-36.3 ppb),KP,Kidney-pancreas
1187.0625,3.25,0.06344976551978551,1,Waitlist death,Ozone,Q1,Q1 (24.1-36.3 ppb),KP,Kidney-pancreas
1217.5,3.3333333333333335,0.06443555338643367,1,Waitlist death,Ozone,Q1,Q1 (24.1-36.3 ppb),KP,Kidney-pancreas
1247.9375,3.4166666666666665,0.06553245695215847,1,Waitlist death,Ozone,Q1,Q1 (24.1-36.3 ppb),KP,Kidney-pancreas
1278.375,3.5,0.06644403974305482,1,Waitlist death,Ozone,Q1,Q1 (24.1-36.3 ppb),KP,Kidney-pancreas
1308.8125,3.5833333333333335,0.06705866389185702,1,Waitlist death,Ozone,Q1,Q1 (24.1-36.3 ppb),KP,Kidney-pancreas
1339.25,3.6666666666666665,0.0685157400128998,1,Waitlist death,Ozone,Q1,Q1 (24.1-36.3 ppb),KP,Kidney-pancreas
1369.6875,3.75,0.07020765523937791,1,Waitlist death,Ozone,Q1,Q1 (24.1-36.3 ppb),KP,Kidney-pancreas
1400.125,3.8333333333333335,0.07149117377135183,1,Waitlist death,Ozone,Q1,Q1 (24.1-36.3 ppb),KP,Kidney-pancreas
1430.5625,3.9166666666666665,0.07236101812834053,1,Waitlist death,Ozone,Q1,Q1 (24.1-36.3 ppb),KP,Kidney-pancreas
1461,4,0.07324438639098123,1,Waitlist death,Ozone,Q1,Q1 (24.1-36.3 ppb),KP,Kidney-pancreas
1491.4375,4.083333333333333,0.07391935399733063,1,Waitlist death,Ozone,Q1,Q1 (24.1-36.3 ppb),KP,Kidney-pancreas
1521.875,4.166666666666667,0.07528746817649545,1,Waitlist death,Ozone,Q1,Q1 (24.1-36.3 ppb),KP,Kidney-pancreas
1552.3125,4.25,0.07690667749935616,1,Waitlist death,Ozone,Q1,Q1 (24.1-36.3 ppb),KP,Kidney-pancreas
1582.75,4.333333333333333,0.07762088889421814,1,Waitlist death,Ozone,Q1,Q1 (24.1-36.3 ppb),KP,Kidney-pancreas
1613.1875,4.416666666666667,0.0781064245470377,1,Waitlist death,Ozone,Q1,Q1 (24.1-36.3 ppb),KP,Kidney-pancreas
1643.625,4.5,0.07959172849679327,1,Waitlist death,Ozone,Q1,Q1 (24.1-36.3 ppb),KP,Kidney-pancreas
1674.0625,4.583333333333333,0.08009333799949211,1,Waitlist death,Ozone,Q1,Q1 (24.1-36.3 ppb),KP,Kidney-pancreas
1704.5,4.666666666666667,0.08034627993744847,1,Waitlist death,Ozone,Q1,Q1 (24.1-36.3 ppb),KP,Kidney-pancreas
1734.9375,4.75,0.0817966523312808,1,Waitlist death,Ozone,Q1,Q1 (24.1-36.3 ppb),KP,Kidney-pancreas
1765.375,4.833333333333333,0.08233206878148627,1,Waitlist death,Ozone,Q1,Q1 (24.1-36.3 ppb),KP,Kidney-pancreas
1795.8125,4.916666666666667,0.08383584531499716,1,Waitlist death,Ozone,Q1,Q1 (24.1-36.3 ppb),KP,Kidney-pancreas
1826.25,5,0.08495616195309362,1,Waitlist death,Ozone,Q1,Q1 (24.1-36.3 ppb),KP,Kidney-pancreas
0,0,0,2,Waitlist death,Ozone,Q2,Q2 (36.3-38.2 ppb),KP,Kidney-pancreas
30.4375,0.08333333333333333,0.0014038303370833738,2,Waitlist death,Ozone,Q2,Q2 (36.3-38.2 ppb),KP,Kidney-pancreas
60.875,0.16666666666666666,0.0028873016088707473,2,Waitlist death,Ozone,Q2,Q2 (36.3-38.2 ppb),KP,Kidney-pancreas
91.3125,0.25,0.0036308385681371198,2,Waitlist death,Ozone,Q2,Q2 (36.3-38.2 ppb),KP,Kidney-pancreas
121.75,0.3333333333333333,0.005642081434250941,2,Waitlist death,Ozone,Q2,Q2 (36.3-38.2 ppb),KP,Kidney-pancreas
152.1875,0.4166666666666667,0.0073578045084457516,2,Waitlist death,Ozone,Q2,Q2 (36.3-38.2 ppb),KP,Kidney-pancreas
182.625,0.5,0.00825503797475452,2,Waitlist death,Ozone,Q2,Q2 (36.3-38.2 ppb),KP,Kidney-pancreas
213.0625,0.5833333333333334,0.00945503455194964,2,Waitlist death,Ozone,Q2,Q2 (36.3-38.2 ppb),KP,Kidney-pancreas
243.5,0.6666666666666666,0.010507118702214317,2,Waitlist death,Ozone,Q2,Q2 (36.3-38.2 ppb),KP,Kidney-pancreas
273.9375,0.75,0.011560981860941974,2,Waitlist death,Ozone,Q2,Q2 (36.3-38.2 ppb),KP,Kidney-pancreas
304.375,0.8333333333333334,0.01367368742255917,2,Waitlist death,Ozone,Q2,Q2 (36.3-38.2 ppb),KP,Kidney-pancreas
334.8125,0.9166666666666666,0.015641067294285993,2,Waitlist death,Ozone,Q2,Q2 (36.3-38.2 ppb),KP,Kidney-pancreas
365.25,1,0.017158969720530708,2,Waitlist death,Ozone,Q2,Q2 (36.3-38.2 ppb),KP,Kidney-pancreas
395.6875,1.0833333333333333,0.01837857493582529,2,Waitlist death,Ozone,Q2,Q2 (36.3-38.2 ppb),KP,Kidney-pancreas
426.125,1.1666666666666667,0.02021791298837232,2,Waitlist death,Ozone,Q2,Q2 (36.3-38.2 ppb),KP,Kidney-pancreas
456.5625,1.25,0.021915685781515433,2,Waitlist death,Ozone,Q2,Q2 (36.3-38.2 ppb),KP,Kidney-pancreas
487,1.3333333333333333,0.023935064024429832,2,Waitlist death,Ozone,Q2,Q2 (36.3-38.2 ppb),KP,Kidney-pancreas
517.4375,1.4166666666666667,0.024872475583582264,2,Waitlist death,Ozone,Q2,Q2 (36.3-38.2 ppb),KP,Kidney-pancreas
547.875,1.5,0.02597615165854711,2,Waitlist death,Ozone,Q2,Q2 (36.3-38.2 ppb),KP,Kidney-pancreas
578.3125,1.5833333333333333,0.02803770979176289,2,Waitlist death,Ozone,Q2,Q2 (36.3-38.2 ppb),KP,Kidney-pancreas
608.75,1.6666666666666667,0.029958850101311996,2,Waitlist death,Ozone,Q2,Q2 (36.3-38.2 ppb),KP,Kidney-pancreas
639.1875,1.75,0.03156632439268564,2,Waitlist death,Ozone,Q2,Q2 (36.3-38.2 ppb),KP,Kidney-pancreas
669.625,1.8333333333333333,0.033843411169007534,2,Waitlist death,Ozone,Q2,Q2 (36.3-38.2 ppb),KP,Kidney-pancreas
700.0625,1.9166666666666667,0.035157545776794585,2,Waitlist death,Ozone,Q2,Q2 (36.3-38.2 ppb),KP,Kidney-pancreas
730.5,2,0.03715285684701889,2,Waitlist death,Ozone,Q2,Q2 (36.3-38.2 ppb),KP,Kidney-pancreas
760.9375,2.0833333333333335,0.038494412709609044,2,Waitlist death,Ozone,Q2,Q2 (36.3-38.2 ppb),KP,Kidney-pancreas
791.375,2.1666666666666665,0.04086353045038351,2,Waitlist death,Ozone,Q2,Q2 (36.3-38.2 ppb),KP,Kidney-pancreas
821.8125,2.25,0.04274140711199749,2,Waitlist death,Ozone,Q2,Q2 (36.3-38.2 ppb),KP,Kidney-pancreas
852.25,2.3333333333333335,0.044816547794563885,2,Waitlist death,Ozone,Q2,Q2 (36.3-38.2 ppb),KP,Kidney-pancreas
882.6875,2.4166666666666665,0.04674014210204772,2,Waitlist death,Ozone,Q2,Q2 (36.3-38.2 ppb),KP,Kidney-pancreas
913.125,2.5,0.04727107255967254,2,Waitlist death,Ozone,Q2,Q2 (36.3-38.2 ppb),KP,Kidney-pancreas
943.5625,2.5833333333333335,0.04817225649465607,2,Waitlist death,Ozone,Q2,Q2 (36.3-38.2 ppb),KP,Kidney-pancreas
974,2.6666666666666665,0.04963614497248994,2,Waitlist death,Ozone,Q2,Q2 (36.3-38.2 ppb),KP,Kidney-pancreas
1004.4375,2.75,0.05075263146897807,2,Waitlist death,Ozone,Q2,Q2 (36.3-38.2 ppb),KP,Kidney-pancreas
1034.875,2.8333333333333335,0.052743669555858186,2,Waitlist death,Ozone,Q2,Q2 (36.3-38.2 ppb),KP,Kidney-pancreas
1065.3125,2.9166666666666665,0.05360859109178448,2,Waitlist death,Ozone,Q2,Q2 (36.3-38.2 ppb),KP,Kidney-pancreas
1095.75,3,0.05536103157508725,2,Waitlist death,Ozone,Q2,Q2 (36.3-38.2 ppb),KP,Kidney-pancreas
1126.1875,3.0833333333333335,0.05713754441056413,2,Waitlist death,Ozone,Q2,Q2 (36.3-38.2 ppb),KP,Kidney-pancreas
1156.625,3.1666666666666665,0.05834769411938376,2,Waitlist death,Ozone,Q2,Q2 (36.3-38.2 ppb),KP,Kidney-pancreas
1187.0625,3.25,0.05885835575874737,2,Waitlist death,Ozone,Q2,Q2 (36.3-38.2 ppb),KP,Kidney-pancreas
