time_days,years_since_listing,stratum,n_risk,cumulative_death,standard_error,quartile,pollutant,quartile_group,quartile_label
1795.8125,4.916666666666667,exposure_quartile=3,54038,0.16753992205474144,0.0011250999952072394,3,PM2.5,Q3,Q3 (8.5-10 ug/m3)
1826.25,5,exposure_quartile=3,52646,0.17067136719124476,0.0011423437854024654,3,PM2.5,Q3,Q3 (8.5-10 ug/m3)
0,0,exposure_quartile=4,274093,0,0,4,PM2.5,Q4,Q4 (10-59.2 ug/m3)
30.4375,0.08333333333333333,exposure_quartile=4,239349,0.01150456804031208,2.1057574454068289e-4,4,PM2.5,Q4,Q4 (10-59.2 ug/m3)
60.875,0.16666666666666666,exposure_quartile=4,226311,0.01677536176145067,2.570442260757035e-4,4,PM2.5,Q4,Q4 (10-59.2 ug/m3)
91.3125,0.25,exposure_quartile=4,216096,0.020881535841095644,2.8923397310488694e-4,4,PM2.5,Q4,Q4 (10-59.2 ug/m3)
121.75,0.3333333333333333,exposure_quartile=4,208079,0.024390971803562977,3.1490430615013125e-4,4,PM2.5,Q4,Q4 (10-59.2 ug/m3)
152.1875,0.4166666666666667,exposure_quartile=4,200916,0.027861941210172714,3.3901256226880023e-4,4,PM2.5,Q4,Q4 (10-59.2 ug/m3)
182.625,0.5,exposure_quartile=4,194711,0.030953561751173364,3.5958345453475344e-4,4,PM2.5,Q4,Q4 (10-59.2 ug/m3)
213.0625,0.5833333333333334,exposure_quartile=4,188778,0.03410602783770578,3.7988252720179313e-4,4,PM2.5,Q4,Q4 (10-59.2 ug/m3)
243.5,0.6666666666666666,exposure_quartile=4,183669,0.036864706871653,3.971472205153504e-4,4,PM2.5,Q4,Q4 (10-59.2 ug/m3)
273.9375,0.75,exposure_quartile=4,178981,0.039685085191215275,4.143822918128273e-4,4,PM2.5,Q4,Q4 (10-59.2 ug/m3)
304.375,0.8333333333333334,exposure_quartile=4,174597,0.0425635135374306,4.315578443195156e-4,4,PM2.5,Q4,Q4 (10-59.2 ug/m3)
334.8125,0.9166666666666666,exposure_quartile=4,170596,0.045382330595047926,4.480092976732177e-4,4,PM2.5,Q4,Q4 (10-59.2 ug/m3)
365.25,1,exposure_quartile=4,166780,0.04800910873681452,4.630417443297957e-4,4,PM2.5,Q4,Q4 (10-59.2 ug/m3)
395.6875,1.0833333333333333,exposure_quartile=4,163023,0.05071028893422003,4.782327030876935e-4,4,PM2.5,Q4,Q4 (10-59.2 ug/m3)
426.125,1.1666666666666667,exposure_quartile=4,159283,0.05356289637295175,4.94026811395902e-4,4,PM2.5,Q4,Q4 (10-59.2 ug/m3)
456.5625,1.25,exposure_quartile=4,155454,0.05634376717132561,5.091998803543396e-4,4,PM2.5,Q4,Q4 (10-59.2 ug/m3)
487,1.3333333333333333,exposure_quartile=4,151821,0.05926868603524471,5.249383790351631e-4,4,PM2.5,Q4,Q4 (10-59.2 ug/m3)
517.4375,1.4166666666666667,exposure_quartile=4,148237,0.06215577810448192,5.402756536665161e-4,4,PM2.5,Q4,Q4 (10-59.2 ug/m3)
547.875,1.5,exposure_quartile=4,144786,0.0650945458605352,5.556869332132256e-4,4,PM2.5,Q4,Q4 (10-59.2 ug/m3)
578.3125,1.5833333333333333,exposure_quartile=4,141449,0.06791593815466634,5.703124839652794e-4,4,PM2.5,Q4,Q4 (10-59.2 ug/m3)
608.75,1.6666666666666667,exposure_quartile=4,138337,0.07078275475246165,5.850380532063699e-4,4,PM2.5,Q4,Q4 (10-59.2 ug/m3)
639.1875,1.75,exposure_quartile=4,134983,0.07390465171681004,6.009083835170854e-4,4,PM2.5,Q4,Q4 (10-59.2 ug/m3)
669.625,1.8333333333333333,exposure_quartile=4,132051,0.07665100980791595,6.147320271859131e-4,4,PM2.5,Q4,Q4 (10-59.2 ug/m3)
700.0625,1.9166666666666667,exposure_quartile=4,129157,0.07979772196166157,6.304369590634199e-4,4,PM2.5,Q4,Q4 (10-59.2 ug/m3)
730.5,2,exposure_quartile=4,126306,0.08308294824728302,6.46645972813761e-4,4,PM2.5,Q4,Q4 (10-59.2 ug/m3)
760.9375,2.0833333333333335,exposure_quartile=4,123207,0.08591442048640241,6.60514570645116e-4,4,PM2.5,Q4,Q4 (10-59.2 ug/m3)
791.375,2.1666666666666665,exposure_quartile=4,120227,0.08891901780916434,6.751710305177795e-4,4,PM2.5,Q4,Q4 (10-59.2 ug/m3)
821.8125,2.25,exposure_quartile=4,117730,0.0919762804984059,6.899936770279315e-4,4,PM2.5,Q4,Q4 (10-59.2 ug/m3)
852.25,2.3333333333333335,exposure_quartile=4,115231,0.09526638913917695,7.05794744779263e-4,4,PM2.5,Q4,Q4 (10-59.2 ug/m3)
882.6875,2.4166666666666665,exposure_quartile=4,112893,0.09818776256944861,7.197145087233496e-4,4,PM2.5,Q4,Q4 (10-59.2 ug/m3)
913.125,2.5,exposure_quartile=4,110564,0.1013787115396525,7.348144253253672e-4,4,PM2.5,Q4,Q4 (10-59.2 ug/m3)
943.5625,2.5833333333333335,exposure_quartile=4,108396,0.10441012460434262,7.490452625394093e-4,4,PM2.5,Q4,Q4 (10-59.2 ug/m3)
974,2.6666666666666665,exposure_quartile=4,106321,0.10759945614129696,7.6390076953259e-4,4,PM2.5,Q4,Q4 (10-59.2 ug/m3)
1004.4375,2.75,exposure_quartile=4,104188,0.11067202582869906,7.781077525810347e-4,4,PM2.5,Q4,Q4 (10-59.2 ug/m3)
1034.875,2.8333333333333335,exposure_quartile=4,102240,0.11356216269241026,7.913927994514118e-4,4,PM2.5,Q4,Q4 (10-59.2 ug/m3)
1065.3125,2.9166666666666665,exposure_quartile=4,100314,0.11633092923492427,8.040550142737575e-4,4,PM2.5,Q4,Q4 (10-59.2 ug/m3)
1095.75,3,exposure_quartile=4,98332,0.11949146218752793,8.184421639588478e-4,4,PM2.5,Q4,Q4 (10-59.2 ug/m3)
1126.1875,3.0833333333333335,exposure_quartile=4,96137,0.12260075427486139,8.325448022677116e-4,4,PM2.5,Q4,Q4 (10-59.2 ug/m3)
1156.625,3.1666666666666665,exposure_quartile=4,94056,0.12556700129955134,8.459821282376914e-4,4,PM2.5,Q4,Q4 (10-59.2 ug/m3)
1187.0625,3.25,exposure_quartile=4,92037,0.1288109282898543,8.606319394596373e-4,4,PM2.5,Q4,Q4 (10-59.2 ug/m3)
1217.5,3.3333333333333335,exposure_quartile=4,90126,0.1318075305031069,8.741286037919209e-4,4,PM2.5,Q4,Q4 (10-59.2 ug/m3)
1247.9375,3.4166666666666665,exposure_quartile=4,88301,0.13458532681713442,8.866302833926779e-4,4,PM2.5,Q4,Q4 (10-59.2 ug/m3)
1278.375,3.5,exposure_quartile=4,86516,0.13738213538559352,8.992174746869536e-4,4,PM2.5,Q4,Q4 (10-59.2 ug/m3)
1308.8125,3.5833333333333335,exposure_quartile=4,84836,0.14034674303736316,9.125432034473462e-4,4,PM2.5,Q4,Q4 (10-59.2 ug/m3)
1339.25,3.6666666666666665,exposure_quartile=4,83126,0.14353410265347877,9.268298281263159e-4,4,PM2.5,Q4,Q4 (10-59.2 ug/m3)
1369.6875,3.75,exposure_quartile=4,81528,0.14608853413166178,9.38266346676727e-4,4,PM2.5,Q4,Q4 (10-59.2 ug/m3)
1400.125,3.8333333333333335,exposure_quartile=4,79850,0.1490638969478073,9.515797949046975e-4,4,PM2.5,Q4,Q4 (10-59.2 ug/m3)
1430.5625,3.9166666666666665,exposure_quartile=4,78255,0.1520512772380228,9.649601044416825e-4,4,PM2.5,Q4,Q4 (10-59.2 ug/m3)
1461,4,exposure_quartile=4,76636,0.15543907965139614,9.80101640126811e-4,4,PM2.5,Q4,Q4 (10-59.2 ug/m3)
1491.4375,4.083333333333333,exposure_quartile=4,74868,0.15821204685333412,9.925132311756372e-4,4,PM2.5,Q4,Q4 (10-59.2 ug/m3)
1521.875,4.166666666666667,exposure_quartile=4,73226,0.16110520114603577,0.0010055029357127925,4,PM2.5,Q4,Q4 (10-59.2 ug/m3)
1552.3125,4.25,exposure_quartile=4,71646,0.1639610675040044,0.0010183678737133747,4,PM2.5,Q4,Q4 (10-59.2 ug/m3)
1582.75,4.333333333333333,exposure_quartile=4,70114,0.1668206724647483,0.0010312751314728197,4,PM2.5,Q4,Q4 (10-59.2 ug/m3)
1613.1875,4.416666666666667,exposure_quartile=4,68536,0.16958071198403069,0.0010437942788254495,4,PM2.5,Q4,Q4 (10-59.2 ug/m3)
1643.625,4.5,exposure_quartile=4,67089,0.17251438890486004,0.0010571456624059224,4,PM2.5,Q4,Q4 (10-59.2 ug/m3)
1674.0625,4.583333333333333,exposure_quartile=4,65595,0.17550425531859737,0.0010707986164912513,4,PM2.5,Q4,Q4 (10-59.2 ug/m3)
1704.5,4.666666666666667,exposure_quartile=4,64161,0.1783045475489683,0.0010836039841470644,4,PM2.5,Q4,Q4 (10-59.2 ug/m3)
1734.9375,4.75,exposure_quartile=4,62800,0.18118433255483934,0.0010968326108438129,4,PM2.5,Q4,Q4 (10-59.2 ug/m3)
1765.375,4.833333333333333,exposure_quartile=4,61398,0.18417282250242795,0.0011106205241307792,4,PM2.5,Q4,Q4 (10-59.2 ug/m3)
1795.8125,4.916666666666667,exposure_quartile=4,60131,0.18695966065331981,0.0011235114046352559,4,PM2.5,Q4,Q4 (10-59.2 ug/m3)
1826.25,5,exposure_quartile=4,58792,0.19004302353794533,0.001137818567123398,4,PM2.5,Q4,Q4 (10-59.2 ug/m3)
0,0,exposure_quartile=1,274094,0,0,1,Ozone,Q1,Q1 (22.9-36.3 ppb)
30.4375,0.08333333333333333,exposure_quartile=1,242682,0.009004595656543546,1.8601403303994721e-4,1,Ozone,Q1,Q1 (22.9-36.3 ppb)
60.875,0.16666666666666666,exposure_quartile=1,231496,0.013445893497512795,2.2963790686182607e-4,1,Ozone,Q1,Q1 (22.9-36.3 ppb)
91.3125,0.25,exposure_quartile=1,222753,0.016847877404304823,2.5896872052738097e-4,1,Ozone,Q1,Q1 (22.9-36.3 ppb)
121.75,0.3333333333333333,exposure_quartile=1,215516,0.019704744351796033,2.818373014847449e-4,1,Ozone,Q1,Q1 (22.9-36.3 ppb)
152.1875,0.4166666666666667,exposure_quartile=1,209169,0.022627597294568647,3.03965563797991e-4,1,Ozone,Q1,Q1 (22.9-36.3 ppb)
182.625,0.5,exposure_quartile=1,203482,0.02501084931416675,3.212286956553505e-4,1,Ozone,Q1,Q1 (22.9-36.3 ppb)
213.0625,0.5833333333333334,exposure_quartile=1,197904,0.027643556432543237,3.3965023079289216e-4,1,Ozone,Q1,Q1 (22.9-36.3 ppb)
243.5,0.6666666666666666,exposure_quartile=1,192933,0.029939516272489697,3.5524897017348865e-4,1,Ozone,Q1,Q1 (22.9-36.3 ppb)
273.9375,0.75,exposure_quartile=1,188176,0.032236216196395606,3.7046983403175203e-4,1,Ozone,Q1,Q1 (22.9-36.3 ppb)
304.375,0.8333333333333334,exposure_quartile=1,183723,0.03434230394188953,3.841614132272554e-4,1,Ozone,Q1,Q1 (22.9-36.3 ppb)
334.8125,0.9166666666666666,exposure_quartile=1,179699,0.03656513900253244,3.983302972926395e-4,1,Ozone,Q1,Q1 (22.9-36.3 ppb)
365.25,1,exposure_quartile=1,175682,0.03865494950282522,4.1142386306736503e-4,1,Ozone,Q1,Q1 (22.9-36.3 ppb)
395.6875,1.0833333333333333,exposure_quartile=1,171813,0.040842645689443846,4.2492230869358696e-4,1,Ozone,Q1,Q1 (22.9-36.3 ppb)
426.125,1.1666666666666667,exposure_quartile=1,168135,0.04310853631432687,4.3869009142638647e-4,1,Ozone,Q1,Q1 (22.9-36.3 ppb)
456.5625,1.25,exposure_quartile=1,164495,0.04510860078473233,4.5068470642296144e-4,1,Ozone,Q1,Q1 (22.9-36.3 ppb)
487,1.3333333333333333,exposure_quartile=1,160963,0.04749356008032102,4.6480591668655993e-4,1,Ozone,Q1,Q1 (22.9-36.3 ppb)
517.4375,1.4166666666666667,exposure_quartile=1,157535,0.049739675718232235,4.7792607766239853e-4,1,Ozone,Q1,Q1 (22.9-36.3 ppb)
547.875,1.5,exposure_quartile=1,154288,0.051864314300910874,4.902029951592539e-4,1,Ozone,Q1,Q1 (22.9-36.3 ppb)
578.3125,1.5833333333333333,exposure_quartile=1,151202,0.053741483328227924,5.009544424350808e-4,1,Ozone,Q1,Q1 (22.9-36.3 ppb)
608.75,1.6666666666666667,exposure_quartile=1,148160,0.05590082685596465,5.132391424618386e-4,1,Ozone,Q1,Q1 (22.9-36.3 ppb)
639.1875,1.75,exposure_quartile=1,145023,0.058203284231142516,5.262164140233393e-4,1,Ozone,Q1,Q1 (22.9-36.3 ppb)
669.625,1.8333333333333333,exposure_quartile=1,142088,0.06044304994495986,5.387226706499459e-4,1,Ozone,Q1,Q1 (22.9-36.3 ppb)
700.0625,1.9166666666666667,exposure_quartile=1,139288,0.06273666146527013,5.514187539302157e-4,1,Ozone,Q1,Q1 (22.9-36.3 ppb)
730.5,2,exposure_quartile=1,136464,0.0652544317258058,5.652190978232423e-4,1,Ozone,Q1,Q1 (22.9-36.3 ppb)
760.9375,2.0833333333333335,exposure_quartile=1,133578,0.06767231087645997,5.783448445856617e-4,1,Ozone,Q1,Q1 (22.9-36.3 ppb)
791.375,2.1666666666666665,exposure_quartile=1,130688,0.07024317683400394,5.921986747031402e-4,1,Ozone,Q1,Q1 (22.9-36.3 ppb)
821.8125,2.25,exposure_quartile=1,127937,0.07259695705797686,6.047932064820641e-4,1,Ozone,Q1,Q1 (22.9-36.3 ppb)
852.25,2.3333333333333335,exposure_quartile=1,125148,0.07496096722536727,6.173904885501214e-4,1,Ozone,Q1,Q1 (22.9-36.3 ppb)
882.6875,2.4166666666666665,exposure_quartile=1,122486,0.07733345593393837,6.299792957841464e-4,1,Ozone,Q1,Q1 (22.9-36.3 ppb)
913.125,2.5,exposure_quartile=1,119850,0.07996405052387034,6.43861771170254e-4,1,Ozone,Q1,Q1 (22.9-36.3 ppb)
943.5625,2.5833333333333335,exposure_quartile=1,117286,0.08258983993080393,6.576293184818996e-4,1,Ozone,Q1,Q1 (22.9-36.3 ppb)
974,2.6666666666666665,exposure_quartile=1,114877,0.0853201570784331,6.71853988500706e-4,1,Ozone,Q1,Q1 (22.9-36.3 ppb)
1004.4375,2.75,exposure_quartile=1,112249,0.08789463093542771,6.852045227996156e-4,1,Ozone,Q1,Q1 (22.9-36.3 ppb)
1034.875,2.8333333333333335,exposure_quartile=1,109817,0.09042781136215228,6.982916130830824e-4,1,Ozone,Q1,Q1 (22.9-36.3 ppb)
1065.3125,2.9166666666666665,exposure_quartile=1,107372,0.09292652575921079,7.111686194218997e-4,1,Ozone,Q1,Q1 (22.9-36.3 ppb)
1095.75,3,exposure_quartile=1,105112,0.09541419240476856,7.239658305991702e-4,1,Ozone,Q1,Q1 (22.9-36.3 ppb)
1126.1875,3.0833333333333335,exposure_quartile=1,102707,0.09827494314872154,7.386569650121596e-4,1,Ozone,Q1,Q1 (22.9-36.3 ppb)
1156.625,3.1666666666666665,exposure_quartile=1,100373,0.10082907474664504,7.517418375855904e-4,1,Ozone,Q1,Q1 (22.9-36.3 ppb)
1187.0625,3.25,exposure_quartile=1,97931,0.10380673491069303,7.669687123884359e-4,1,Ozone,Q1,Q1 (22.9-36.3 ppb)
1217.5,3.3333333333333335,exposure_quartile=1,95576,0.10660775334648676,7.812704100837885e-4,1,Ozone,Q1,Q1 (22.9-36.3 ppb)
1247.9375,3.4166666666666665,exposure_quartile=1,93305,0.10919514297875355,7.944912198269372e-4,1,Ozone,Q1,Q1 (22.9-36.3 ppb)
1278.375,3.5,exposure_quartile=1,90999,0.11187837718092974,8.082332963432426e-4,1,Ozone,Q1,Q1 (22.9-36.3 ppb)
1308.8125,3.5833333333333335,exposure_quartile=1,88761,0.11490589758243963,8.237420294919796e-4,1,Ozone,Q1,Q1 (22.9-36.3 ppb)
1339.25,3.6666666666666665,exposure_quartile=1,86428,0.11805380302037194,8.398704014154594e-4,1,Ozone,Q1,Q1 (22.9-36.3 ppb)
1369.6875,3.75,exposure_quartile=1,84203,0.12100560981366382,8.550052045609908e-4,1,Ozone,Q1,Q1 (22.9-36.3 ppb)
1400.125,3.8333333333333335,exposure_quartile=1,81957,0.1238263861643587,8.695151356786096e-4,1,Ozone,Q1,Q1 (22.9-36.3 ppb)
1430.5625,3.9166666666666665,exposure_quartile=1,79839,0.12670368090869788,8.843765900463679e-4,1,Ozone,Q1,Q1 (22.9-36.3 ppb)
1461,4,exposure_quartile=1,77724,0.12987777667476708,9.007917357582936e-4,1,Ozone,Q1,Q1 (22.9-36.3 ppb)
1491.4375,4.083333333333333,exposure_quartile=1,75495,0.13254395495345428,9.146686763681581e-4,1,Ozone,Q1,Q1 (22.9-36.3 ppb)
1521.875,4.166666666666667,exposure_quartile=1,73441,0.13563528706589978,9.308419645979189e-4,1,Ozone,Q1,Q1 (22.9-36.3 ppb)
1552.3125,4.25,exposure_quartile=1,71120,0.1386419637501508,9.466788022400381e-4,1,Ozone,Q1,Q1 (22.9-36.3 ppb)
1582.75,4.333333333333333,exposure_quartile=1,68937,0.14156388739913006,9.622289072468145e-4,1,Ozone,Q1,Q1 (22.9-36.3 ppb)
1613.1875,4.416666666666667,exposure_quartile=1,66663,0.1443838455141092,9.774239350440368e-4,1,Ozone,Q1,Q1 (22.9-36.3 ppb)
1643.625,4.5,exposure_quartile=1,64566,0.1477136619977033,9.955311586685289e-4,1,Ozone,Q1,Q1 (22.9-36.3 ppb)
1674.0625,4.583333333333333,exposure_quartile=1,62486,0.15091234677539211,0.0010130695616926157,1,Ozone,Q1,Q1 (22.9-36.3 ppb)
1704.5,4.666666666666667,exposure_quartile=1,60485,0.15394086641564542,0.0010298287187242325,1,Ozone,Q1,Q1 (22.9-36.3 ppb)
1734.9375,4.75,exposure_quartile=1,58553,0.15672263441137357,0.0010454373605672687,1,Ozone,Q1,Q1 (22.9-36.3 ppb)
1765.375,4.833333333333333,exposure_quartile=1,56673,0.15979249228868586,0.001062879783852967,1,Ozone,Q1,Q1 (22.9-36.3 ppb)
1795.8125,4.916666666666667,exposure_quartile=1,54952,0.163037228170832,0.0010814631019097308,1,Ozone,Q1,Q1 (22.9-36.3 ppb)
1826.25,5,exposure_quartile=1,53180,0.16640274401383426,0.0011008763232134922,1,Ozone,Q1,Q1 (22.9-36.3 ppb)
0,0,exposure_quartile=2,274094,0,0,2,Ozone,Q2,Q2 (36.3-38.2 ppb)
30.4375,0.08333333333333333,exposure_quartile=2,239901,0.009375767222755793,1.9026979328124139e-4,2,Ozone,Q2,Q2 (36.3-38.2 ppb)
60.875,0.16666666666666666,exposure_quartile=2,226937,0.01386313815306528,2.3403652089513724e-4,2,Ozone,Q2,Q2 (36.3-38.2 ppb)
91.3125,0.25,exposure_quartile=2,216868,0.017467162610355524,2.6513095443595353e-4,2,Ozone,Q2,Q2 (36.3-38.2 ppb)
121.75,0.3333333333333333,exposure_quartile=2,208930,0.020282120409684024,2.877940433436194e-4,2,Ozone,Q2,Q2 (36.3-38.2 ppb)
152.1875,0.4166666666666667,exposure_quartile=2,201878,0.02310659236431367,3.0945772360823606e-4,2,Ozone,Q2,Q2 (36.3-38.2 ppb)
182.625,0.5,exposure_quartile=2,195676,0.02531335542174129,3.2577616887002143e-4,2,Ozone,Q2,Q2 (36.3-38.2 ppb)
213.0625,0.5833333333333334,exposure_quartile=2,189469,0.027612500942735263,3.423759765316506e-4,2,Ozone,Q2,Q2 (36.3-38.2 ppb)
243.5,0.6666666666666666,exposure_quartile=2,184027,0.02964988717480177,3.567889269146723e-4,2,Ozone,Q2,Q2 (36.3-38.2 ppb)
273.9375,0.75,exposure_quartile=2,178932,0.03189817278944629,3.724093345452306e-4,2,Ozone,Q2,Q2 (36.3-38.2 ppb)
304.375,0.8333333333333334,exposure_quartile=2,174151,0.034192220418922226,3.880248003937862e-4,2,Ozone,Q2,Q2 (36.3-38.2 ppb)
334.8125,0.9166666666666666,exposure_quartile=2,169855,0.036020961773457705,4.002914664830467e-4,2,Ozone,Q2,Q2 (36.3-38.2 ppb)
365.25,1,exposure_quartile=2,165604,0.0382410884701031,4.14974348065474e-4,2,Ozone,Q2,Q2 (36.3-38.2 ppb)
395.6875,1.0833333333333333,exposure_quartile=2,161635,0.04024788254108924,4.280623171311956e-4,2,Ozone,Q2,Q2 (36.3-38.2 ppb)
426.125,1.1666666666666667,exposure_quartile=2,157667,0.042278412207473304,4.411756601708887e-4,2,Ozone,Q2,Q2 (36.3-38.2 ppb)
456.5625,1.25,exposure_quartile=2,153777,0.04430127949493545,4.541218685376545e-4,2,Ozone,Q2,Q2 (36.3-38.2 ppb)
487,1.3333333333333333,exposure_quartile=2,149943,0.04624953433912793,4.6648330370920726e-4,2,Ozone,Q2,Q2 (36.3-38.2 ppb)
517.4375,1.4166666666666667,exposure_quartile=2,146287,0.048122871973979464,4.783192909202652e-4,2,Ozone,Q2,Q2 (36.3-38.2 ppb)
547.875,1.5,exposure_quartile=2,142831,0.05029320400110826,4.919238447486914e-4,2,Ozone,Q2,Q2 (36.3-38.2 ppb)
578.3125,1.5833333333333333,exposure_quartile=2,139382,0.052562728821438864,5.060010219805449e-4,2,Ozone,Q2,Q2 (36.3-38.2 ppb)
608.75,1.6666666666666667,exposure_quartile=2,136181,0.054773619402110896,5.196046735514486e-4,2,Ozone,Q2,Q2 (36.3-38.2 ppb)
639.1875,1.75,exposure_quartile=2,132953,0.056989878781951164,5.331345272010553e-4,2,Ozone,Q2,Q2 (36.3-38.2 ppb)
669.625,1.8333333333333333,exposure_quartile=2,129980,0.05908878839432974,5.458674612552414e-4,2,Ozone,Q2,Q2 (36.3-38.2 ppb)
700.0625,1.9166666666666667,exposure_quartile=2,126933,0.06139188281590968,5.597435200737129e-4,2,Ozone,Q2,Q2 (36.3-38.2 ppb)
730.5,2,exposure_quartile=2,124077,0.06360394788001067,5.730014262538328e-4,2,Ozone,Q2,Q2 (36.3-38.2 ppb)
760.9375,2.0833333333333335,exposure_quartile=2,121175,0.0658313855988254,5.862782824839001e-4,2,Ozone,Q2,Q2 (36.3-38.2 ppb)
791.375,2.1666666666666665,exposure_quartile=2,118238,0.06843313025324782,6.016822813118413e-4,2,Ozone,Q2,Q2 (36.3-38.2 ppb)
821.8125,2.25,exposure_quartile=2,115307,0.07078274679964114,6.155206910564128e-4,2,Ozone,Q2,Q2 (36.3-38.2 ppb)
852.25,2.3333333333333335,exposure_quartile=2,112259,0.0734488224107428,6.311660241072819e-4,2,Ozone,Q2,Q2 (36.3-38.2 ppb)
882.6875,2.4166666666666665,exposure_quartile=2,109317,0.07615348136572875,6.469632176305412e-4,2,Ozone,Q2,Q2 (36.3-38.2 ppb)
913.125,2.5,exposure_quartile=2,106390,0.0785398652116055,6.60879644028431e-4,2,Ozone,Q2,Q2 (36.3-38.2 ppb)
943.5625,2.5833333333333335,exposure_quartile=2,103705,0.0808696132023693,6.744705821007109e-4,2,Ozone,Q2,Q2 (36.3-38.2 ppb)
974,2.6666666666666665,exposure_quartile=2,101013,0.08355105663017648,6.901005081918256e-4,2,Ozone,Q2,Q2 (36.3-38.2 ppb)
1004.4375,2.75,exposure_quartile=2,98095,0.08609027334242114,7.049121062548025e-4,2,Ozone,Q2,Q2 (36.3-38.2 ppb)
1034.875,2.8333333333333335,exposure_quartile=2,95397,0.08862755934578126,7.197314123879954e-4,2,Ozone,Q2,Q2 (36.3-38.2 ppb)
1065.3125,2.9166666666666665,exposure_quartile=2,92619,0.09155906393314461,7.368576381065784e-4,2,Ozone,Q2,Q2 (36.3-38.2 ppb)
1095.75,3,exposure_quartile=2,90045,0.09405939381848538,7.514758240626851e-4,2,Ozone,Q2,Q2 (36.3-38.2 ppb)
1126.1875,3.0833333333333335,exposure_quartile=2,87296,0.09699706043511636,7.687194759066262e-4,2,Ozone,Q2,Q2 (36.3-38.2 ppb)
1156.625,3.1666666666666665,exposure_quartile=2,84669,0.09979836439293177,7.852200027855054e-4,2,Ozone,Q2,Q2 (36.3-38.2 ppb)
1187.0625,3.25,exposure_quartile=2,82099,0.10262012702447099,8.018784436369427e-4,2,Ozone,Q2,Q2 (36.3-38.2 ppb)
1217.5,3.3333333333333335,exposure_quartile=2,79797,0.10545202113355268,8.186496259453437e-4,2,Ozone,Q2,Q2 (36.3-38.2 ppb)
1247.9375,3.4166666666666665,exposure_quartile=2,77462,0.10839105133850946,8.36082786840066e-4,2,Ozone,Q2,Q2 (36.3-38.2 ppb)
1278.375,3.5,exposure_quartile=2,75180,0.11145702640791899,8.54316696642434e-4,2,Ozone,Q2,Q2 (36.3-38.2 ppb)
1308.8125,3.5833333333333335,exposure_quartile=2,73053,0.11420890434703634,8.707289124407381e-4,2,Ozone,Q2,Q2 (36.3-38.2 ppb)
1339.25,3.6666666666666665,exposure_quartile=2,70784,0.11740601187311572,8.898766027777026e-4,2,Ozone,Q2,Q2 (36.3-38.2 ppb)
1369.6875,3.75,exposure_quartile=2,68607,0.12019678906027753,9.06649700379626e-4,2,Ozone,Q2,Q2 (36.3-38.2 ppb)
1400.125,3.8333333333333335,exposure_quartile=2,66473,0.12326767745058886,9.252611938658836e-4,2,Ozone,Q2,Q2 (36.3-38.2 ppb)
1430.5625,3.9166666666666665,exposure_quartile=2,64444,0.1260210624879763,9.420341060187723e-4,2,Ozone,Q2,Q2 (36.3-38.2 ppb)
1461,4,exposure_quartile=2,62429,0.1288009186161101,9.591292823758683e-4,2,Ozone,Q2,Q2 (36.3-38.2 ppb)
1491.4375,4.083333333333333,exposure_quartile=2,60357,0.13139181099648312,9.752133887096894e-4,2,Ozone,Q2,Q2 (36.3-38.2 ppb)
1521.875,4.166666666666667,exposure_quartile=2,58443,0.13387536415953205,9.908542906405114e-4,2,Ozone,Q2,Q2 (36.3-38.2 ppb)
1552.3125,4.25,exposure_quartile=2,56667,0.13679052535123815,0.0010093837278076319,2,Ozone,Q2,Q2 (36.3-38.2 ppb)
1582.75,4.333333333333333,exposure_quartile=2,54990,0.13996933691997204,0.0010296799648342695,2,Ozone,Q2,Q2 (36.3-38.2 ppb)
1613.1875,4.416666666666667,exposure_quartile=2,53258,0.1426333485940583,0.0010468043153291796,2,Ozone,Q2,Q2 (36.3-38.2 ppb)
1643.625,4.5,exposure_quartile=2,51636,0.14530967763797575,0.0010641951275452395,2,Ozone,Q2,Q2 (36.3-38.2 ppb)
1674.0625,4.583333333333333,exposure_quartile=2,49985,0.14853490509121103,0.0010853376971100576,2,Ozone,Q2,Q2 (36.3-38.2 ppb)
1704.5,4.666666666666667,exposure_quartile=2,48452,0.15133046259551508,0.0011037765280044838,2,Ozone,Q2,Q2 (36.3-38.2 ppb)
1734.9375,4.75,exposure_quartile=2,46988,0.15422124266469162,0.001123002247528548,2,Ozone,Q2,Q2 (36.3-38.2 ppb)
1765.375,4.833333333333333,exposure_quartile=2,45527,0.15732208524902092,0.0011437922795571704,2,Ozone,Q2,Q2 (36.3-38.2 ppb)
1795.8125,4.916666666666667,exposure_quartile=2,44143,0.16017400761910616,0.0011630790195605186,2,Ozone,Q2,Q2 (36.3-38.2 ppb)
1826.25,5,exposure_quartile=2,42727,0.1628569963426424,0.0011814188045615045,2,Ozone,Q2,Q2 (36.3-38.2 ppb)
0,0,exposure_quartile=3,274093,0,0,3,Ozone,Q3,Q3 (38.2-40.6 ppb)
30.4375,0.08333333333333333,exposure_quartile=3,237955,0.00994993365626573,1.9641123998663225e-4,3,Ozone,Q3,Q3 (38.2-40.6 ppb)
60.875,0.16666666666666666,exposure_quartile=3,224127,0.014901724062992283,2.434493981485379e-4,3,Ozone,Q3,Q3 (38.2-40.6 ppb)
91.3125,0.25,exposure_quartile=3,213665,0.018703184166572795,2.75335899422859e-4,3,Ozone,Q3,Q3 (38.2-40.6 ppb)
