time_days,years_since_listing,stratum,n_risk,cumulative_death,standard_error,quartile,pollutant,quartile_group,quartile_label
121.75,0.3333333333333333,exposure_quartile=3,205305,0.021658801186215992,2.9855696532244547e-4,3,Ozone,Q3,Q3 (38.2-40.6 ppb)
152.1875,0.4166666666666667,exposure_quartile=3,198005,0.024525233461097473,3.2008547210813314e-4,3,Ozone,Q3,Q3 (38.2-40.6 ppb)
182.625,0.5,exposure_quartile=3,191565,0.02723947222378298,3.397296374171179e-4,3,Ozone,Q3,Q3 (38.2-40.6 ppb)
213.0625,0.5833333333333334,exposure_quartile=3,185241,0.029656999413960605,3.5675620745453555e-4,3,Ozone,Q3,Q3 (38.2-40.6 ppb)
243.5,0.6666666666666666,exposure_quartile=3,179690,0.03218873821569834,3.7418607769635644e-4,3,Ozone,Q3,Q3 (38.2-40.6 ppb)
273.9375,0.75,exposure_quartile=3,174548,0.034464076096444085,3.8954412893615637e-4,3,Ozone,Q3,Q3 (38.2-40.6 ppb)
304.375,0.8333333333333334,exposure_quartile=3,169682,0.03676975918034131,4.04838460747465e-4,3,Ozone,Q3,Q3 (38.2-40.6 ppb)
334.8125,0.9166666666666666,exposure_quartile=3,165404,0.03904977877262816,4.197420031386628e-4,3,Ozone,Q3,Q3 (38.2-40.6 ppb)
365.25,1,exposure_quartile=3,161230,0.04117703062453204,4.3344865444902613e-4,3,Ozone,Q3,Q3 (38.2-40.6 ppb)
395.6875,1.0833333333333333,exposure_quartile=3,157277,0.04355718970951872,4.4857254373773664e-4,3,Ozone,Q3,Q3 (38.2-40.6 ppb)
426.125,1.1666666666666667,exposure_quartile=3,153387,0.045850864092024546,4.6295219789893843e-4,3,Ozone,Q3,Q3 (38.2-40.6 ppb)
456.5625,1.25,exposure_quartile=3,149086,0.048149310678638035,4.7721380693362684e-4,3,Ozone,Q3,Q3 (38.2-40.6 ppb)
487,1.3333333333333333,exposure_quartile=3,145103,0.05045714925387634,4.914407895334048e-4,3,Ozone,Q3,Q3 (38.2-40.6 ppb)
517.4375,1.4166666666666667,exposure_quartile=3,141025,0.05293679400056761,5.066089977051953e-4,3,Ozone,Q3,Q3 (38.2-40.6 ppb)
547.875,1.5,exposure_quartile=3,137192,0.055024602694244584,5.193172880182972e-4,3,Ozone,Q3,Q3 (38.2-40.6 ppb)
578.3125,1.5833333333333333,exposure_quartile=3,133507,0.05730267686272583,5.331274431668666e-4,3,Ozone,Q3,Q3 (38.2-40.6 ppb)
608.75,1.6666666666666667,exposure_quartile=3,129998,0.05951285076937052,5.465036386530441e-4,3,Ozone,Q3,Q3 (38.2-40.6 ppb)
639.1875,1.75,exposure_quartile=3,126299,0.06211315514747384,5.621496414397978e-4,3,Ozone,Q3,Q3 (38.2-40.6 ppb)
669.625,1.8333333333333333,exposure_quartile=3,122922,0.06438881677316322,5.757875282806065e-4,3,Ozone,Q3,Q3 (38.2-40.6 ppb)
700.0625,1.9166666666666667,exposure_quartile=3,119520,0.06714741381584155,5.9226217324978e-4,3,Ozone,Q3,Q3 (38.2-40.6 ppb)
730.5,2,exposure_quartile=3,116303,0.06956464180670818,6.066345158011679e-4,3,Ozone,Q3,Q3 (38.2-40.6 ppb)
760.9375,2.0833333333333335,exposure_quartile=3,113027,0.07183178608397367,6.201029268760654e-4,3,Ozone,Q3,Q3 (38.2-40.6 ppb)
791.375,2.1666666666666665,exposure_quartile=3,109886,0.07421008160239662,6.34261260244218e-4,3,Ozone,Q3,Q3 (38.2-40.6 ppb)
821.8125,2.25,exposure_quartile=3,106989,0.07654582293954992,6.481683603745217e-4,3,Ozone,Q3,Q3 (38.2-40.6 ppb)
852.25,2.3333333333333335,exposure_quartile=3,104122,0.07909466049977765,6.63320977036542e-4,3,Ozone,Q3,Q3 (38.2-40.6 ppb)
882.6875,2.4166666666666665,exposure_quartile=3,101243,0.08183641657909635,6.796125904078554e-4,3,Ozone,Q3,Q3 (38.2-40.6 ppb)
913.125,2.5,exposure_quartile=3,98512,0.08444129409505263,6.950410105284831e-4,3,Ozone,Q3,Q3 (38.2-40.6 ppb)
943.5625,2.5833333333333335,exposure_quartile=3,95963,0.0870459128728972,7.104647086729383e-4,3,Ozone,Q3,Q3 (38.2-40.6 ppb)
974,2.6666666666666665,exposure_quartile=3,93491,0.08970240711930255,7.261699645431004e-4,3,Ozone,Q3,Q3 (38.2-40.6 ppb)
1004.4375,2.75,exposure_quartile=3,90940,0.09248255170515762,7.425854070023748e-4,3,Ozone,Q3,Q3 (38.2-40.6 ppb)
1034.875,2.8333333333333335,exposure_quartile=3,88508,0.09499754783158054,7.574394925214163e-4,3,Ozone,Q3,Q3 (38.2-40.6 ppb)
1065.3125,2.9166666666666665,exposure_quartile=3,86075,0.09753310746419719,7.72446428208378e-4,3,Ozone,Q3,Q3 (38.2-40.6 ppb)
1095.75,3,exposure_quartile=3,83771,0.10019576236890182,7.882397792233632e-4,3,Ozone,Q3,Q3 (38.2-40.6 ppb)
1126.1875,3.0833333333333335,exposure_quartile=3,81338,0.10286188355304748,8.040987224119995e-4,3,Ozone,Q3,Q3 (38.2-40.6 ppb)
1156.625,3.1666666666666665,exposure_quartile=3,79041,0.10564415061286392,8.207099369738485e-4,3,Ozone,Q3,Q3 (38.2-40.6 ppb)
1187.0625,3.25,exposure_quartile=3,76901,0.10873301219517573,8.391290787537942e-4,3,Ozone,Q3,Q3 (38.2-40.6 ppb)
1217.5,3.3333333333333335,exposure_quartile=3,74854,0.1112897302819209,8.544031839052925e-4,3,Ozone,Q3,Q3 (38.2-40.6 ppb)
1247.9375,3.4166666666666665,exposure_quartile=3,72738,0.11456057494764782,8.739744601725728e-4,3,Ozone,Q3,Q3 (38.2-40.6 ppb)
1278.375,3.5,exposure_quartile=3,70713,0.11714921559975533,8.894889493701389e-4,3,Ozone,Q3,Q3 (38.2-40.6 ppb)
1308.8125,3.5833333333333335,exposure_quartile=3,68841,0.12000419886925473,9.066605174264886e-4,3,Ozone,Q3,Q3 (38.2-40.6 ppb)
1339.25,3.6666666666666665,exposure_quartile=3,66862,0.12297002659821987,9.245464776597403e-4,3,Ozone,Q3,Q3 (38.2-40.6 ppb)
1369.6875,3.75,exposure_quartile=3,65042,0.125863035738354,9.420319984122318e-4,3,Ozone,Q3,Q3 (38.2-40.6 ppb)
1400.125,3.8333333333333335,exposure_quartile=3,63107,0.12916450018035064,9.619886875382268e-4,3,Ozone,Q3,Q3 (38.2-40.6 ppb)
1430.5625,3.9166666666666665,exposure_quartile=3,61381,0.13149610176025206,9.761871953857298e-4,3,Ozone,Q3,Q3 (38.2-40.6 ppb)
1461,4,exposure_quartile=3,59560,0.13476384866990698,9.962155830591309e-4,3,Ozone,Q3,Q3 (38.2-40.6 ppb)
1491.4375,4.083333333333333,exposure_quartile=3,57776,0.13794490605273435,0.0010157953271220732,3,Ozone,Q3,Q3 (38.2-40.6 ppb)
1521.875,4.166666666666667,exposure_quartile=3,56077,0.14086004470077818,0.0010338080236230226,3,Ozone,Q3,Q3 (38.2-40.6 ppb)
1552.3125,4.25,exposure_quartile=3,54529,0.1437474244022341,0.0010517899052530436,3,Ozone,Q3,Q3 (38.2-40.6 ppb)
1582.75,4.333333333333333,exposure_quartile=3,53010,0.14692440777098859,0.001071610957394573,3,Ozone,Q3,Q3 (38.2-40.6 ppb)
1613.1875,4.416666666666667,exposure_quartile=3,51536,0.1498575711068616,0.0010900009612778952,3,Ozone,Q3,Q3 (38.2-40.6 ppb)
1643.625,4.5,exposure_quartile=3,50097,0.15326137503664083,0.001111385267444714,3,Ozone,Q3,Q3 (38.2-40.6 ppb)
1674.0625,4.583333333333333,exposure_quartile=3,48717,0.15630503379345584,0.0011305634345700104,3,Ozone,Q3,Q3 (38.2-40.6 ppb)
1704.5,4.666666666666667,exposure_quartile=3,47376,0.1592834888757111,0.0011494206226744265,3,Ozone,Q3,Q3 (38.2-40.6 ppb)
1734.9375,4.75,exposure_quartile=3,46069,0.1620651890888456,0.0011671328653510107,3,Ozone,Q3,Q3 (38.2-40.6 ppb)
1765.375,4.833333333333333,exposure_quartile=3,44743,0.1653247521837231,0.001188031509915863,3,Ozone,Q3,Q3 (38.2-40.6 ppb)
1795.8125,4.916666666666667,exposure_quartile=3,43432,0.1682348691515636,0.0012068132867599105,3,Ozone,Q3,Q3 (38.2-40.6 ppb)
1826.25,5,exposure_quartile=3,42131,0.17155072352060285,0.0012283544924659232,3,Ozone,Q3,Q3 (38.2-40.6 ppb)
0,0,exposure_quartile=4,274093,0,0,4,Ozone,Q4,Q4 (40.6-58.6 ppb)
30.4375,0.08333333333333333,exposure_quartile=4,238536,0.009941178721205257,1.9615829942505527e-4,4,Ozone,Q4,Q4 (40.6-58.6 ppb)
60.875,0.16666666666666666,exposure_quartile=4,225620,0.014545887683381054,2.4002788192305067e-4,4,Ozone,Q4,Q4 (40.6-58.6 ppb)
91.3125,0.25,exposure_quartile=4,215652,0.01844467466230526,2.7288220526383106e-4,4,Ozone,Q4,Q4 (40.6-58.6 ppb)
121.75,0.3333333333333333,exposure_quartile=4,207551,0.021829589785268277,2.992890249406783e-4,4,Ozone,Q4,Q4 (40.6-58.6 ppb)
152.1875,0.4166666666666667,exposure_quartile=4,200339,0.024927910122859442,3.221784307602747e-4,4,Ozone,Q4,Q4 (40.6-58.6 ppb)
182.625,0.5,exposure_quartile=4,194075,0.0279128090763473,3.4328876705211374e-4,4,Ozone,Q4,Q4 (40.6-58.6 ppb)
213.0625,0.5833333333333334,exposure_quartile=4,188010,0.030711879967540878,3.6242090792688365e-4,4,Ozone,Q4,Q4 (40.6-58.6 ppb)
243.5,0.6666666666666666,exposure_quartile=4,182758,0.03321828489529288,3.791110087489272e-4,4,Ozone,Q4,Q4 (40.6-58.6 ppb)
273.9375,0.75,exposure_quartile=4,177901,0.03563168529235372,3.948311730189009e-4,4,Ozone,Q4,Q4 (40.6-58.6 ppb)
304.375,0.8333333333333334,exposure_quartile=4,173337,0.03829463029098079,4.118052271590567e-4,4,Ozone,Q4,Q4 (40.6-58.6 ppb)
334.8125,0.9166666666666666,exposure_quartile=4,169204,0.040779398337182804,4.273288968421352e-4,4,Ozone,Q4,Q4 (40.6-58.6 ppb)
365.25,1,exposure_quartile=4,165144,0.0433915221895369,4.4332822302368746e-4,4,Ozone,Q4,Q4 (40.6-58.6 ppb)
395.6875,1.0833333333333333,exposure_quartile=4,161225,0.04590264630804697,4.5844327289490345e-4,4,Ozone,Q4,Q4 (40.6-58.6 ppb)
426.125,1.1666666666666667,exposure_quartile=4,157315,0.048229290172445816,4.722595300663284e-4,4,Ozone,Q4,Q4 (40.6-58.6 ppb)
456.5625,1.25,exposure_quartile=4,153201,0.05075102335753445,4.870765142408444e-4,4,Ozone,Q4,Q4 (40.6-58.6 ppb)
487,1.3333333333333333,exposure_quartile=4,149410,0.053220511254591374,5.014472761358743e-4,4,Ozone,Q4,Q4 (40.6-58.6 ppb)
517.4375,1.4166666666666667,exposure_quartile=4,145582,0.05575405764519781,5.16055313185666e-4,4,Ozone,Q4,Q4 (40.6-58.6 ppb)
547.875,1.5,exposure_quartile=4,141886,0.05824081294510042,5.302702901562365e-4,4,Ozone,Q4,Q4 (40.6-58.6 ppb)
578.3125,1.5833333333333333,exposure_quartile=4,138190,0.060751926363736164,5.445229147516018e-4,4,Ozone,Q4,Q4 (40.6-58.6 ppb)
608.75,1.6666666666666667,exposure_quartile=4,134826,0.06322610511394788,5.584850193923943e-4,4,Ozone,Q4,Q4 (40.6-58.6 ppb)
639.1875,1.75,exposure_quartile=4,131345,0.06582572534402276,5.730549857113177e-4,4,Ozone,Q4,Q4 (40.6-58.6 ppb)
669.625,1.8333333333333333,exposure_quartile=4,128142,0.06818934663711829,5.862346551833795e-4,4,Ozone,Q4,Q4 (40.6-58.6 ppb)
700.0625,1.9166666666666667,exposure_quartile=4,124946,0.0708437221592304,6.009812487289838e-4,4,Ozone,Q4,Q4 (40.6-58.6 ppb)
730.5,2,exposure_quartile=4,121851,0.07375159480044213,6.170116686725477e-4,4,Ozone,Q4,Q4 (40.6-58.6 ppb)
760.9375,2.0833333333333335,exposure_quartile=4,118654,0.07640595388327343,6.315769131632247e-4,4,Ozone,Q4,Q4 (40.6-58.6 ppb)
791.375,2.1666666666666665,exposure_quartile=4,115483,0.07902132438380072,6.458941539185534e-4,4,Ozone,Q4,Q4 (40.6-58.6 ppb)
821.8125,2.25,exposure_quartile=4,112676,0.08186641150732243,6.614126384859617e-4,4,Ozone,Q4,Q4 (40.6-58.6 ppb)
852.25,2.3333333333333335,exposure_quartile=4,109989,0.0846970344405138,6.767530920945524e-4,4,Ozone,Q4,Q4 (40.6-58.6 ppb)
882.6875,2.4166666666666665,exposure_quartile=4,107482,0.0872616351354436,6.906060683002695e-4,4,Ozone,Q4,Q4 (40.6-58.6 ppb)
913.125,2.5,exposure_quartile=4,104885,0.0902392146745129,7.066104350230694e-4,4,Ozone,Q4,Q4 (40.6-58.6 ppb)
943.5625,2.5833333333333335,exposure_quartile=4,102531,0.09297077557932565,7.212132490730445e-4,4,Ozone,Q4,Q4 (40.6-58.6 ppb)
974,2.6666666666666665,exposure_quartile=4,100256,0.09621437413006007,7.384551459287156e-4,4,Ozone,Q4,Q4 (40.6-58.6 ppb)
1004.4375,2.75,exposure_quartile=4,97962,0.09917077840265598,7.540296223760857e-4,4,Ozone,Q4,Q4 (40.6-58.6 ppb)
1034.875,2.8333333333333335,exposure_quartile=4,95722,0.10213273367462505,7.695718930187313e-4,4,Ozone,Q4,Q4 (40.6-58.6 ppb)
1065.3125,2.9166666666666665,exposure_quartile=4,93463,0.10480351731571136,7.835453589139352e-4,4,Ozone,Q4,Q4 (40.6-58.6 ppb)
1095.75,3,exposure_quartile=4,91252,0.10782112543522504,7.99312214122692e-4,4,Ozone,Q4,Q4 (40.6-58.6 ppb)
1126.1875,3.0833333333333335,exposure_quartile=4,89040,0.11064658784072956,8.140553480478299e-4,4,Ozone,Q4,Q4 (40.6-58.6 ppb)
1156.625,3.1666666666666665,exposure_quartile=4,86917,0.11347429146962051,8.288221042157333e-4,4,Ozone,Q4,Q4 (40.6-58.6 ppb)
1187.0625,3.25,exposure_quartile=4,84857,0.1162660064232981,8.43383701372798e-4,4,Ozone,Q4,Q4 (40.6-58.6 ppb)
1217.5,3.3333333333333335,exposure_quartile=4,82865,0.11953597239209401,8.604056690451015e-4,4,Ozone,Q4,Q4 (40.6-58.6 ppb)
1247.9375,3.4166666666666665,exposure_quartile=4,80935,0.12252912963085527,8.759431710817584e-4,4,Ozone,Q4,Q4 (40.6-58.6 ppb)
1278.375,3.5,exposure_quartile=4,78976,0.12527900813152792,8.90229613962677e-4,4,Ozone,Q4,Q4 (40.6-58.6 ppb)
1308.8125,3.5833333333333335,exposure_quartile=4,77157,0.1281650584433608,9.052440246627111e-4,4,Ozone,Q4,Q4 (40.6-58.6 ppb)
1339.25,3.6666666666666665,exposure_quartile=4,75373,0.13117543500428097,9.208840921821126e-4,4,Ozone,Q4,Q4 (40.6-58.6 ppb)
1369.6875,3.75,exposure_quartile=4,73702,0.13382978889451302,9.346991735580866e-4,4,Ozone,Q4,Q4 (40.6-58.6 ppb)
1400.125,3.8333333333333335,exposure_quartile=4,71941,0.13693926643928445,9.508807722612946e-4,4,Ozone,Q4,Q4 (40.6-58.6 ppb)
1430.5625,3.9166666666666665,exposure_quartile=4,70266,0.14008922159210446,9.672699154283611e-4,4,Ozone,Q4,Q4 (40.6-58.6 ppb)
1461,4,exposure_quartile=4,68525,0.14326614771734214,9.837883959614318e-4,4,Ozone,Q4,Q4 (40.6-58.6 ppb)
1491.4375,4.083333333333333,exposure_quartile=4,66722,0.14618611107631274,9.990194234445354e-4,4,Ozone,Q4,Q4 (40.6-58.6 ppb)
1521.875,4.166666666666667,exposure_quartile=4,65052,0.1495355955271448,0.0010165498849068364,4,Ozone,Q4,Q4 (40.6-58.6 ppb)
1552.3125,4.25,exposure_quartile=4,63475,0.15246804264758973,0.0010319222116847474,4,Ozone,Q4,Q4 (40.6-58.6 ppb)
1582.75,4.333333333333333,exposure_quartile=4,61929,0.15548943351136923,0.0010478047837114168,4,Ozone,Q4,Q4 (40.6-58.6 ppb)
1613.1875,4.416666666666667,exposure_quartile=4,60324,0.15862091405269274,0.0010643350377426114,4,Ozone,Q4,Q4 (40.6-58.6 ppb)
1643.625,4.5,exposure_quartile=4,58873,0.16153799376811528,0.0010797847673944384,4,Ozone,Q4,Q4 (40.6-58.6 ppb)
1674.0625,4.583333333333333,exposure_quartile=4,57377,0.1646479786799021,0.0010963193106949675,4,Ozone,Q4,Q4 (40.6-58.6 ppb)
1704.5,4.666666666666667,exposure_quartile=4,55947,0.16781158498046456,0.0011131964289754445,4,Ozone,Q4,Q4 (40.6-58.6 ppb)
1734.9375,4.75,exposure_quartile=4,54583,0.17105878125600793,0.0011305673043772394,4,Ozone,Q4,Q4 (40.6-58.6 ppb)
1765.375,4.833333333333333,exposure_quartile=4,53239,0.17392949081626885,0.0011459770989263047,4,Ozone,Q4,Q4 (40.6-58.6 ppb)
1795.8125,4.916666666666667,exposure_quartile=4,51938,0.17684704324327527,0.0011617264369294465,4,Ozone,Q4,Q4 (40.6-58.6 ppb)
1826.25,5,exposure_quartile=4,50583,0.17998958427773593,0.001178778704303145,4,Ozone,Q4,Q4 (40.6-58.6 ppb)
0,0,exposure_quartile=1,274094,0,0,1,NO2,Q1,Q1 (0.2-5 NO2 units)
30.4375,0.08333333333333333,exposure_quartile=1,236387,0.009213104747830547,1.893494931838846e-4,1,NO2,Q1,Q1 (0.2-5 NO2 units)
60.875,0.16666666666666666,exposure_quartile=1,222822,0.013817282603528658,2.3504537731411105e-4,1,NO2,Q1,Q1 (0.2-5 NO2 units)
91.3125,0.25,exposure_quartile=1,212719,0.017550752522105362,2.676618683236194e-4,1,NO2,Q1,Q1 (0.2-5 NO2 units)
121.75,0.3333333333333333,exposure_quartile=1,204458,0.02058275144910271,2.922531658209805e-4,1,NO2,Q1,Q1 (0.2-5 NO2 units)
152.1875,0.4166666666666667,exposure_quartile=1,197180,0.023354226512767307,3.1367444141536976e-4,1,NO2,Q1,Q1 (0.2-5 NO2 units)
182.625,0.5,exposure_quartile=1,190980,0.025760582782417107,3.316134831688315e-4,1,NO2,Q1,Q1 (0.2-5 NO2 units)
213.0625,0.5833333333333334,exposure_quartile=1,184708,0.028112028610044693,3.4869485186197975e-4,1,NO2,Q1,Q1 (0.2-5 NO2 units)
243.5,0.6666666666666666,exposure_quartile=1,179185,0.03041051576964182,3.650250517830821e-4,1,NO2,Q1,Q1 (0.2-5 NO2 units)
273.9375,0.75,exposure_quartile=1,173873,0.03272393915167848,3.8113149189746514e-4,1,NO2,Q1,Q1 (0.2-5 NO2 units)
304.375,0.8333333333333334,exposure_quartile=1,168793,0.0351968656478272,3.980138996999944e-4,1,NO2,Q1,Q1 (0.2-5 NO2 units)
334.8125,0.9166666666666666,exposure_quartile=1,164395,0.03741722826466731,4.1291221718046825e-4,1,NO2,Q1,Q1 (0.2-5 NO2 units)
365.25,1,exposure_quartile=1,160083,0.039692489709118095,4.2795051858182984e-4,1,NO2,Q1,Q1 (0.2-5 NO2 units)
395.6875,1.0833333333333333,exposure_quartile=1,156009,0.041863639878257475,4.4210032639206405e-4,1,NO2,Q1,Q1 (0.2-5 NO2 units)
426.125,1.1666666666666667,exposure_quartile=1,151911,0.04400073102319502,4.5588323471966875e-4,1,NO2,Q1,Q1 (0.2-5 NO2 units)
456.5625,1.25,exposure_quartile=1,147331,0.046137646635471374,4.6957745751424957e-4,1,NO2,Q1,Q1 (0.2-5 NO2 units)
487,1.3333333333333333,exposure_quartile=1,143027,0.04839583152570981,4.839939001479688e-4,1,NO2,Q1,Q1 (0.2-5 NO2 units)
517.4375,1.4166666666666667,exposure_quartile=1,138739,0.05061040990345844,4.980760457454255e-4,1,NO2,Q1,Q1 (0.2-5 NO2 units)
547.875,1.5,exposure_quartile=1,134607,0.05279676754393925,5.119372163946478e-4,1,NO2,Q1,Q1 (0.2-5 NO2 units)
578.3125,1.5833333333333333,exposure_quartile=1,130537,0.05501452261962314,5.259591087021509e-4,1,NO2,Q1,Q1 (0.2-5 NO2 units)
608.75,1.6666666666666667,exposure_quartile=1,126772,0.05728910967472678,5.403270343755734e-4,1,NO2,Q1,Q1 (0.2-5 NO2 units)
639.1875,1.75,exposure_quartile=1,122935,0.059993448851340614,5.573109411175098e-4,1,NO2,Q1,Q1 (0.2-5 NO2 units)
669.625,1.8333333333333333,exposure_quartile=1,119204,0.06238701575064698,5.722857522156412e-4,1,NO2,Q1,Q1 (0.2-5 NO2 units)
700.0625,1.9166666666666667,exposure_quartile=1,115525,0.065090769436988,5.891761688967642e-4,1,NO2,Q1,Q1 (0.2-5 NO2 units)
730.5,2,exposure_quartile=1,112117,0.06763311736472777,6.050108182640054e-4,1,NO2,Q1,Q1 (0.2-5 NO2 units)
760.9375,2.0833333333333335,exposure_quartile=1,108623,0.0702388603408145,6.212159018649185e-4,1,NO2,Q1,Q1 (0.2-5 NO2 units)
791.375,2.1666666666666665,exposure_quartile=1,105315,0.07286788524455956,6.375564931107294e-4,1,NO2,Q1,Q1 (0.2-5 NO2 units)
821.8125,2.25,exposure_quartile=1,102143,0.0755953899909525,6.544705846057521e-4,1,NO2,Q1,Q1 (0.2-5 NO2 units)
852.25,2.3333333333333335,exposure_quartile=1,99014,0.07826578184679,6.710416792623138e-4,1,NO2,Q1,Q1 (0.2-5 NO2 units)
882.6875,2.4166666666666665,exposure_quartile=1,95894,0.08108056782581274,6.88519675909625e-4,1,NO2,Q1,Q1 (0.2-5 NO2 units)
913.125,2.5,exposure_quartile=1,92818,0.08365467667374216,7.045163316499337e-4,1,NO2,Q1,Q1 (0.2-5 NO2 units)
943.5625,2.5833333333333335,exposure_quartile=1,89981,0.0862974881853451,7.210175490379236e-4,1,NO2,Q1,Q1 (0.2-5 NO2 units)
974,2.6666666666666665,exposure_quartile=1,87288,0.08928427644816483,7.396870841712242e-4,1,NO2,Q1,Q1 (0.2-5 NO2 units)
1004.4375,2.75,exposure_quartile=1,84473,0.0925759442577897,7.602008359023098e-4,1,NO2,Q1,Q1 (0.2-5 NO2 units)
1034.875,2.8333333333333335,exposure_quartile=1,81806,0.09527741859921535,7.770532632133038e-4,1,NO2,Q1,Q1 (0.2-5 NO2 units)
1065.3125,2.9166666666666665,exposure_quartile=1,79011,0.0982173370048649,7.954739311792921e-4,1,NO2,Q1,Q1 (0.2-5 NO2 units)
1095.75,3,exposure_quartile=1,76480,0.10079736117248406,8.117452012376736e-4,1,NO2,Q1,Q1 (0.2-5 NO2 units)
1126.1875,3.0833333333333335,exposure_quartile=1,73912,0.10415083618345478,8.330062576455668e-4,1,NO2,Q1,Q1 (0.2-5 NO2 units)
1156.625,3.1666666666666665,exposure_quartile=1,71487,0.10724176820803932,8.526749286575854e-4,1,NO2,Q1,Q1 (0.2-5 NO2 units)
1187.0625,3.25,exposure_quartile=1,69066,0.11058719821334861,8.739877315714282e-4,1,NO2,Q1,Q1 (0.2-5 NO2 units)
1217.5,3.3333333333333335,exposure_quartile=1,66775,0.1140347761550713,8.959889993107484e-4,1,NO2,Q1,Q1 (0.2-5 NO2 units)
1247.9375,3.4166666666666665,exposure_quartile=1,64562,0.11753587778495656,9.183827077969494e-4,1,NO2,Q1,Q1 (0.2-5 NO2 units)
1278.375,3.5,exposure_quartile=1,62287,0.12065847888636139,9.384327285394833e-4,1,NO2,Q1,Q1 (0.2-5 NO2 units)
1308.8125,3.5833333333333335,exposure_quartile=1,60206,0.12362532716034436,9.576568631189955e-4,1,NO2,Q1,Q1 (0.2-5 NO2 units)
1339.25,3.6666666666666665,exposure_quartile=1,58092,0.12671852188865018,9.77888908980074e-4,1,NO2,Q1,Q1 (0.2-5 NO2 units)
1369.6875,3.75,exposure_quartile=1,56043,0.13027652403746237,0.0010013027146446333,1,NO2,Q1,Q1 (0.2-5 NO2 units)
1400.125,3.8333333333333335,exposure_quartile=1,53976,0.13379172574393405,0.0010245547712950979,1,NO2,Q1,Q1 (0.2-5 NO2 units)
1430.5625,3.9166666666666665,exposure_quartile=1,52023,0.13687392929764874,0.0010451541182934347,1,NO2,Q1,Q1 (0.2-5 NO2 units)
1461,4,exposure_quartile=1,50077,0.14031284699999236,0.001068366722497697,1,NO2,Q1,Q1 (0.2-5 NO2 units)
1491.4375,4.083333333333333,exposure_quartile=1,48158,0.14312223072011887,0.0010875787222035553,1,NO2,Q1,Q1 (0.2-5 NO2 units)
1521.875,4.166666666666667,exposure_quartile=1,46355,0.14652261936955002,0.0011111817067452677,1,NO2,Q1,Q1 (0.2-5 NO2 units)
1552.3125,4.25,exposure_quartile=1,44746,0.15001771444990097,0.0011356481747125309,1,NO2,Q1,Q1 (0.2-5 NO2 units)
1582.75,4.333333333333333,exposure_quartile=1,43245,0.1537399672949289,0.0011618549074610361,1,NO2,Q1,Q1 (0.2-5 NO2 units)
1613.1875,4.416666666666667,exposure_quartile=1,41719,0.15704177565451616,0.00118525013623411,1,NO2,Q1,Q1 (0.2-5 NO2 units)
1643.625,4.5,exposure_quartile=1,40312,0.16021803632131404,0.0012079321693958913,1,NO2,Q1,Q1 (0.2-5 NO2 units)
1674.0625,4.583333333333333,exposure_quartile=1,38886,0.16373179661878334,0.0012332836337012993,1,NO2,Q1,Q1 (0.2-5 NO2 units)
1704.5,4.666666666666667,exposure_quartile=1,37520,0.16710094570982736,0.001257846238479597,1,NO2,Q1,Q1 (0.2-5 NO2 units)
1734.9375,4.75,exposure_quartile=1,36208,0.17034334397472806,0.0012816453574095075,1,NO2,Q1,Q1 (0.2-5 NO2 units)
1765.375,4.833333333333333,exposure_quartile=1,34906,0.17353087487582286,0.0013053364364013721,1,NO2,Q1,Q1 (0.2-5 NO2 units)
1795.8125,4.916666666666667,exposure_quartile=1,33755,0.17675309871864098,0.001329597986454017,1,NO2,Q1,Q1 (0.2-5 NO2 units)
1826.25,5,exposure_quartile=1,32554,0.17975373086723423,0.0013524476963306237,1,NO2,Q1,Q1 (0.2-5 NO2 units)
0,0,exposure_quartile=2,274094,0,0,2,NO2,Q2,Q2 (5-8.1 NO2 units)
30.4375,0.08333333333333333,exposure_quartile=2,239024,0.00937980515263137,1.9043842060257327e-4,2,NO2,Q2,Q2 (5-8.1 NO2 units)
60.875,0.16666666666666666,exposure_quartile=2,225783,0.013869950619685434,2.344140090333965e-4,2,NO2,Q2,Q2 (5-8.1 NO2 units)
91.3125,0.25,exposure_quartile=2,215497,0.01751122804094618,2.65925940501856e-4,2,NO2,Q2,Q2 (5-8.1 NO2 units)
121.75,0.3333333333333333,exposure_quartile=2,207363,0.020397495801238286,2.892354686143614e-4,2,NO2,Q2,Q2 (5-8.1 NO2 units)
152.1875,0.4166666666666667,exposure_quartile=2,199970,0.02338441807552427,3.121685307719782e-4,2,NO2,Q2,Q2 (5-8.1 NO2 units)
182.625,0.5,exposure_quartile=2,193580,0.025989692055271796,3.3136166029114545e-4,2,NO2,Q2,Q2 (5-8.1 NO2 units)
213.0625,0.5833333333333334,exposure_quartile=2,187186,0.02843063513695976,3.48834625808807e-4,2,NO2,Q2,Q2 (5-8.1 NO2 units)
243.5,0.6666666666666666,exposure_quartile=2,181558,0.03074042461295723,3.6501047771477353e-4,2,NO2,Q2,Q2 (5-8.1 NO2 units)
273.9375,0.75,exposure_quartile=2,176426,0.032822984593681936,3.793446829342128e-4,2,NO2,Q2,Q2 (5-8.1 NO2 units)
304.375,0.8333333333333334,exposure_quartile=2,171645,0.03515344515136798,3.9510819851937815e-4,2,NO2,Q2,Q2 (5-8.1 NO2 units)
