time_days,years_since_listing,cumulative_incidence,quartile,event,pollutant,quartile_group,quartile_label
974,2.6666666666666665,0.45358311905059556,3,Transplant,NO2,Q3,Q3 (8.1-12.9 NO2 units)
1004.4375,2.75,0.4597437063843001,3,Transplant,NO2,Q3,Q3 (8.1-12.9 NO2 units)
1034.875,2.8333333333333335,0.46578432717584584,3,Transplant,NO2,Q3,Q3 (8.1-12.9 NO2 units)
1065.3125,2.9166666666666665,0.47161906359961997,3,Transplant,NO2,Q3,Q3 (8.1-12.9 NO2 units)
1095.75,3,0.4772300645712737,3,Transplant,NO2,Q3,Q3 (8.1-12.9 NO2 units)
1126.1875,3.0833333333333335,0.48334603182506525,3,Transplant,NO2,Q3,Q3 (8.1-12.9 NO2 units)
1156.625,3.1666666666666665,0.48936916392770247,3,Transplant,NO2,Q3,Q3 (8.1-12.9 NO2 units)
1187.0625,3.25,0.4952576615046535,3,Transplant,NO2,Q3,Q3 (8.1-12.9 NO2 units)
1217.5,3.3333333333333335,0.5007143506924236,3,Transplant,NO2,Q3,Q3 (8.1-12.9 NO2 units)
1247.9375,3.4166666666666665,0.5064435107757794,3,Transplant,NO2,Q3,Q3 (8.1-12.9 NO2 units)
1278.375,3.5,0.5121531580306478,3,Transplant,NO2,Q3,Q3 (8.1-12.9 NO2 units)
1308.8125,3.5833333333333335,0.5175432865877023,3,Transplant,NO2,Q3,Q3 (8.1-12.9 NO2 units)
1339.25,3.6666666666666665,0.52313203393321706,3,Transplant,NO2,Q3,Q3 (8.1-12.9 NO2 units)
1369.6875,3.75,0.5283544170867541,3,Transplant,NO2,Q3,Q3 (8.1-12.9 NO2 units)
1400.125,3.8333333333333335,0.5335807056802715,3,Transplant,NO2,Q3,Q3 (8.1-12.9 NO2 units)
1430.5625,3.9166666666666665,0.5384437972975546,3,Transplant,NO2,Q3,Q3 (8.1-12.9 NO2 units)
1461,4,0.5439106992518309,3,Transplant,NO2,Q3,Q3 (8.1-12.9 NO2 units)
1491.4375,4.083333333333333,0.5495224090084496,3,Transplant,NO2,Q3,Q3 (8.1-12.9 NO2 units)
1521.875,4.166666666666667,0.5545938178951557,3,Transplant,NO2,Q3,Q3 (8.1-12.9 NO2 units)
1552.3125,4.25,0.5602179650679757,3,Transplant,NO2,Q3,Q3 (8.1-12.9 NO2 units)
1582.75,4.333333333333333,0.5650902880610669,3,Transplant,NO2,Q3,Q3 (8.1-12.9 NO2 units)
1613.1875,4.416666666666667,0.5704473695478948,3,Transplant,NO2,Q3,Q3 (8.1-12.9 NO2 units)
1643.625,4.5,0.5754354523070414,3,Transplant,NO2,Q3,Q3 (8.1-12.9 NO2 units)
1674.0625,4.583333333333333,0.5804410997041919,3,Transplant,NO2,Q3,Q3 (8.1-12.9 NO2 units)
1704.5,4.666666666666667,0.5856326947458337,3,Transplant,NO2,Q3,Q3 (8.1-12.9 NO2 units)
1734.9375,4.75,0.5906343979284783,3,Transplant,NO2,Q3,Q3 (8.1-12.9 NO2 units)
1765.375,4.833333333333333,0.5953239600974686,3,Transplant,NO2,Q3,Q3 (8.1-12.9 NO2 units)
1795.8125,4.916666666666667,0.6001995063212258,3,Transplant,NO2,Q3,Q3 (8.1-12.9 NO2 units)
1826.25,5,0.6046784421201146,3,Transplant,NO2,Q3,Q3 (8.1-12.9 NO2 units)
0,0,0,4,Transplant,NO2,Q4,Q4 (12.9-51.2 NO2 units)
30.4375,0.08333333333333333,0.0748213021140225,4,Transplant,NO2,Q4,Q4 (12.9-51.2 NO2 units)
60.875,0.16666666666666666,0.1078166433262421,4,Transplant,NO2,Q4,Q4 (12.9-51.2 NO2 units)
91.3125,0.25,0.133855258044296,4,Transplant,NO2,Q4,Q4 (12.9-51.2 NO2 units)
121.75,0.3333333333333333,0.1558214172918451,4,Transplant,NO2,Q4,Q4 (12.9-51.2 NO2 units)
152.1875,0.4166666666666667,0.1744499013945832,4,Transplant,NO2,Q4,Q4 (12.9-51.2 NO2 units)
182.625,0.5,0.1908411580940339,4,Transplant,NO2,Q4,Q4 (12.9-51.2 NO2 units)
213.0625,0.5833333333333334,0.2063055855606311,4,Transplant,NO2,Q4,Q4 (12.9-51.2 NO2 units)
243.5,0.6666666666666666,0.21982927211986275,4,Transplant,NO2,Q4,Q4 (12.9-51.2 NO2 units)
273.9375,0.75,0.2318843838565116,4,Transplant,NO2,Q4,Q4 (12.9-51.2 NO2 units)
304.375,0.8333333333333334,0.24359523432020128,4,Transplant,NO2,Q4,Q4 (12.9-51.2 NO2 units)
334.8125,0.9166666666666666,0.25405207102071026,4,Transplant,NO2,Q4,Q4 (12.9-51.2 NO2 units)
365.25,1,0.2636648414899171,4,Transplant,NO2,Q4,Q4 (12.9-51.2 NO2 units)
395.6875,1.0833333333333333,0.2733425777804611,4,Transplant,NO2,Q4,Q4 (12.9-51.2 NO2 units)
426.125,1.1666666666666667,0.2828527323083234,4,Transplant,NO2,Q4,Q4 (12.9-51.2 NO2 units)
456.5625,1.25,0.29136817390827535,4,Transplant,NO2,Q4,Q4 (12.9-51.2 NO2 units)
487,1.3333333333333333,0.29988579627777495,4,Transplant,NO2,Q4,Q4 (12.9-51.2 NO2 units)
517.4375,1.4166666666666667,0.3074649926351637,4,Transplant,NO2,Q4,Q4 (12.9-51.2 NO2 units)
547.875,1.5,0.31451464504413773,4,Transplant,NO2,Q4,Q4 (12.9-51.2 NO2 units)
578.3125,1.5833333333333333,0.32153632845626345,4,Transplant,NO2,Q4,Q4 (12.9-51.2 NO2 units)
608.75,1.6666666666666667,0.3284170465973498,4,Transplant,NO2,Q4,Q4 (12.9-51.2 NO2 units)
639.1875,1.75,0.33546287778820927,4,Transplant,NO2,Q4,Q4 (12.9-51.2 NO2 units)
669.625,1.8333333333333333,0.3416000344318959,4,Transplant,NO2,Q4,Q4 (12.9-51.2 NO2 units)
700.0625,1.9166666666666667,0.3475600078539933,4,Transplant,NO2,Q4,Q4 (12.9-51.2 NO2 units)
730.5,2,0.3534398826727122,4,Transplant,NO2,Q4,Q4 (12.9-51.2 NO2 units)
760.9375,2.0833333333333335,0.3600685702725864,4,Transplant,NO2,Q4,Q4 (12.9-51.2 NO2 units)
791.375,2.1666666666666665,0.36671396424476665,4,Transplant,NO2,Q4,Q4 (12.9-51.2 NO2 units)
821.8125,2.25,0.3728115269163619,4,Transplant,NO2,Q4,Q4 (12.9-51.2 NO2 units)
852.25,2.3333333333333335,0.3790993695125575,4,Transplant,NO2,Q4,Q4 (12.9-51.2 NO2 units)
882.6875,2.4166666666666665,0.3844796617783426,4,Transplant,NO2,Q4,Q4 (12.9-51.2 NO2 units)
913.125,2.5,0.3900162238280035,4,Transplant,NO2,Q4,Q4 (12.9-51.2 NO2 units)
943.5625,2.5833333333333335,0.39516544571359946,4,Transplant,NO2,Q4,Q4 (12.9-51.2 NO2 units)
974,2.6666666666666665,0.40034565219098706,4,Transplant,NO2,Q4,Q4 (12.9-51.2 NO2 units)
1004.4375,2.75,0.4055546609790439,4,Transplant,NO2,Q4,Q4 (12.9-51.2 NO2 units)
1034.875,2.8333333333333335,0.41051124206169004,4,Transplant,NO2,Q4,Q4 (12.9-51.2 NO2 units)
1065.3125,2.9166666666666665,0.4152958731443981,4,Transplant,NO2,Q4,Q4 (12.9-51.2 NO2 units)
1095.75,3,0.41978239005356033,4,Transplant,NO2,Q4,Q4 (12.9-51.2 NO2 units)
1126.1875,3.0833333333333335,0.4256757306870751,4,Transplant,NO2,Q4,Q4 (12.9-51.2 NO2 units)
1156.625,3.1666666666666665,0.4309460292999359,4,Transplant,NO2,Q4,Q4 (12.9-51.2 NO2 units)
1187.0625,3.25,0.4359725330319506,4,Transplant,NO2,Q4,Q4 (12.9-51.2 NO2 units)
1217.5,3.3333333333333335,0.44085232718235845,4,Transplant,NO2,Q4,Q4 (12.9-51.2 NO2 units)
1247.9375,3.4166666666666665,0.4455248912352274,4,Transplant,NO2,Q4,Q4 (12.9-51.2 NO2 units)
1278.375,3.5,0.45009361446396445,4,Transplant,NO2,Q4,Q4 (12.9-51.2 NO2 units)
1308.8125,3.5833333333333335,0.4545824552753621,4,Transplant,NO2,Q4,Q4 (12.9-51.2 NO2 units)
1339.25,3.6666666666666665,0.4590730393527446,4,Transplant,NO2,Q4,Q4 (12.9-51.2 NO2 units)
1369.6875,3.75,0.4634482315479561,4,Transplant,NO2,Q4,Q4 (12.9-51.2 NO2 units)
1400.125,3.8333333333333335,0.46797684363696246,4,Transplant,NO2,Q4,Q4 (12.9-51.2 NO2 units)
1430.5625,3.9166666666666665,0.4721423781069271,4,Transplant,NO2,Q4,Q4 (12.9-51.2 NO2 units)
1461,4,0.4765607942907954,4,Transplant,NO2,Q4,Q4 (12.9-51.2 NO2 units)
1491.4375,4.083333333333333,0.48159019381619733,4,Transplant,NO2,Q4,Q4 (12.9-51.2 NO2 units)
1521.875,4.166666666666667,0.48619228384284585,4,Transplant,NO2,Q4,Q4 (12.9-51.2 NO2 units)
1552.3125,4.25,0.4907790201558341,4,Transplant,NO2,Q4,Q4 (12.9-51.2 NO2 units)
1582.75,4.333333333333333,0.4952539416458216,4,Transplant,NO2,Q4,Q4 (12.9-51.2 NO2 units)
1613.1875,4.416666666666667,0.49970751569017197,4,Transplant,NO2,Q4,Q4 (12.9-51.2 NO2 units)
1643.625,4.5,0.5039518024877658,4,Transplant,NO2,Q4,Q4 (12.9-51.2 NO2 units)
1674.0625,4.583333333333333,0.5083712167650432,4,Transplant,NO2,Q4,Q4 (12.9-51.2 NO2 units)
1704.5,4.666666666666667,0.5123691143240574,4,Transplant,NO2,Q4,Q4 (12.9-51.2 NO2 units)
1734.9375,4.75,0.5164041121424734,4,Transplant,NO2,Q4,Q4 (12.9-51.2 NO2 units)
1765.375,4.833333333333333,0.52047960454896125,4,Transplant,NO2,Q4,Q4 (12.9-51.2 NO2 units)
1795.8125,4.916666666666667,0.5245408641101472,4,Transplant,NO2,Q4,Q4 (12.9-51.2 NO2 units)
1826.25,5,0.5285170611670229,4,Transplant,NO2,Q4,Q4 (12.9-51.2 NO2 units)
