model,organ,pollutant,subgroup,subgroup_level,n_before,people_before,adverse_events_before,hazard_ratio_before,conf_low_before,conf_high_before,p_value_before,n_after,people_after,adverse_events_after,hazard_ratio_after,conf_low_after,conf_high_after,p_value_after,n_change,people_change,adverse_events_change,hazard_ratio_change,conf_low_change,conf_high_change,p_value_change,hr_relative_change_percent,direction_changed,significance_changed
baseline_prior_year,LI,o3,age_group,<18,12455,12455,987,1.07000219673174,0.9051793900415798,1.2648373500397063,0.4279267313339449,11850,11850,971,1.0577321595101972,0.8945729739731041,1.2506495879180703,0.5114263214721984,-605,-605,-16,-0.01227003722154274,-0.010606416068475677,-0.014187762121635972,0.08349959013825348,-1.1467300963512894,FALSE,FALSE
baseline_prior_year,LI,o3,age_group,18-39,22054,22054,2556,0.953299960971604,0.8458937574570311,1.0743439203529357,0.4329395183011023,20140,20140,2453,0.955378399084191,0.8447548876936655,1.0804884336670009,0.4672125788325958,-1914,-1914,-103,0.002078438112587011,-0.0011388697633656353,0.006144513314065181,0.03427306053149354,0.21802561603680992,FALSE,FALSE
baseline_prior_year,LI,o3,age_group,40-59,109010,109010,20759,1.023112569456475,0.9837028619710584,1.064101132818121,0.2542439814053004,102801,102801,20444,1.0360407570803238,0.9955791263807212,1.0781468010821844,0.08151238351175158,-6209,-6209,-315,0.01292818762384873,0.011876264409662829,0.014045668264063504,-0.17273159789354883,1.2636134096873475,FALSE,FALSE
baseline_prior_year,LI,o3,age_group,60+,79040,79040,18545,1.028805919757953,0.9849080179816232,1.0746603755933244,0.20179657627822067,73801,73801,18233,1.041022281233723,0.9958357133238868,1.0882592133674485,0.0757896712770686,-5239,-5239,-312,0.012216361475769988,0.010927695342263566,0.013598837774124073,-0.12600690500115208,1.1874311025197093,FALSE,FALSE
baseline_prior_year,LI,o3,sex,Female,84828,84828,17082,1.0338852026099563,0.988988271190786,1.080820312346885,0.14125448903408827,78893,78893,16746,1.0357963822084642,0.9899327316089196,1.0837848988510768,0.12799017682778946,-5935,-5935,-336,0.0019111795985078395,9.444604181335636e-4,0.0029645865041918462,-0.013264312206298812,0.18485413986806254,FALSE,FALSE
baseline_prior_year,LI,o3,sex,Male,137731,137731,25765,1.0180765978514978,0.9822311042285458,1.0552302351562597,0.3272772250464568,129699,129699,25355,1.0336079912411191,0.9966943750239318,1.071888741753809,0.0748285351126289,-8032,-8032,-410,0.015531393389621284,0.014463270795386007,0.016658506597549305,-0.2524486899338279,1.5255623616531322,FALSE,FALSE
baseline_prior_year,LI,o3,race_group,White,189454,189454,36744,1.0164168437352707,0.9861529293035152,1.0476095233610612,0.2910430817471449,177692,177692,36113,1.0283646478216313,0.9972862858358732,1.0604115026037264,0.07403354158563626,-11762,-11762,-631,0.011947804086360536,0.01113335653235803,0.01280197924266524,-0.21700954016150864,1.1754826929523343,FALSE,FALSE
baseline_prior_year,LI,o3,race_group,Black,18831,18831,3625,1.0007970773045596,0.8938460883728995,1.1205450277962148,0.98897566387097,17893,17893,3574,1.0203381488004089,0.9092305399058368,1.145023063133432,0.7321376009846827,-938,-938,-51,0.01954107149584927,0.015384451532937327,0.024478035337217152,-0.2568380628862873,1.9525508156437832,FALSE,FALSE
baseline_prior_year,LI,o3,race_group,Asian,9597,9597,1736,1.0235393609034251,0.9053004540616282,1.1572211398087675,0.7102761425913376,9038,9038,1707,1.0031810303976123,0.8843954939374286,1.1379209716109393,0.9606063430545756,-559,-559,-29,-0.020358330505812816,-0.020904960124199623,-0.019300168197828205,0.25033020046323795,-1.9890129567507353,FALSE,FALSE
baseline_prior_year,LI,no2,age_group,<18,12455,12455,987,1.1252199551404691,1.0098932293835945,1.2537166411335556,0.03248421851256587,12455,12455,987,1.1455713566384744,1.027654332170297,1.277018635613597,0.0141998032973162,0,0,0,0.020351401498005295,0.0177611027867024,0.023301994480041444,-0.018284415215249667,1.8086598451291014,FALSE,FALSE
baseline_prior_year,LI,no2,age_group,18-39,22054,22054,2556,1.0706144281559886,0.996505415059125,1.1502348471510984,0.06227753514013971,22054,22054,2556,1.078504896422985,1.0039870015031769,1.158553656438622,0.03855627306885949,0,0,0,0.007890468266996464,0.007481586444051835,0.00831880928752371,-0.023721262071280218,0.7370037297729004,FALSE,TRUE
baseline_prior_year,LI,no2,age_group,40-59,109010,109010,20759,0.9853704402231792,0.9619424840450088,1.0093689805472734,0.22998396513521355,109010,109010,20759,0.9985055876132504,0.974543166765789,1.0230572051555864,0.9039524828771042,0,0,0,0.013135147390071156,0.012600682720780187,0.013688224608312982,0.6739685177418906,1.3330161788795092,FALSE,FALSE
baseline_prior_year,LI,no2,age_group,60+,79040,79040,18545,0.9644710576053108,0.9372397378224326,0.9924935781313846,0.01330173557369271,79040,79040,18545,0.9729314056811188,0.9453183386024038,1.0013510597500117,0.06175446318083864,0,0,0,0.008460348075807977,0.008078600779971135,0.008857481618627094,0.04845272760714593,0.8772008251667129,FALSE,TRUE
baseline_prior_year,LI,no2,sex,Female,84828,84828,17082,0.9791153905789652,0.9520186196335844,1.0069834016876411,0.1404922482311994,84828,84828,17082,0.9936999076967782,0.9660912736777724,1.022097532045335,0.660215751306306,0,0,0,0.014584517117812945,0.014072654044188004,0.015114130357693822,0.5197235030751066,1.489560603187834,FALSE,FALSE
baseline_prior_year,LI,no2,sex,Male,137731,137731,25765,0.9916867778773524,0.9696672487346002,1.0142063338739566,0.4662058225239761,137731,137731,25765,1.0000426752924552,0.9776558012941692,1.0229421756432384,0.9970523732982604,0,0,0,0.008355897415102786,0.007988552559568984,0.008735841769281771,0.5308465507742843,0.842594416050213,TRUE,FALSE
baseline_prior_year,LI,no2,race_group,White,189454,189454,36744,0.9816784342990816,0.963126365618276,1.0005878592569284,0.05748666252336028,189454,189454,36744,0.9916879390156468,0.9727633338665362,1.0109807125234742,0.3958471919040872,0,0,0,0.010009504716565143,0.009636968248260214,0.01039285326654582,0.3383605293807269,1.0196317212277206,FALSE,FALSE
baseline_prior_year,LI,no2,race_group,Black,18831,18831,3625,1.0513505303482584,0.9907279424255238,1.1156826110682312,0.09842279024522828,18831,18831,3625,1.0593371404964318,0.999154997681644,1.123144236719033,0.05340446254330053,0,0,0,0.007986610148173368,0.008427055256120197,0.007461625650801773,-0.04501832770192775,0.7596524582079933,FALSE,FALSE
baseline_prior_year,LI,no2,race_group,Asian,9597,9597,1736,1.0001710552625036,0.92055521186052,1.0866726155003066,0.9967754186982668,9597,9597,1736,1.0097918386884752,0.9306630642399556,1.0956484646939255,0.8149527439896797,0,0,0,0.009620783425971613,0.010107852379435567,0.008975849193618934,-0.18182267470858715,0.9619138021792262,FALSE,FALSE
baseline_prior_year,LU,pm25,age_group,<18,1054,1054,257,0.9190356353562646,0.690319848726813,1.2235292098473984,0.5630887756402968,1120,1120,262,0.9445358307530192,0.7020831498953046,1.270715492473127,0.706161476408872,66,66,5,0.02550019539675452,0.011763301168491669,0.04718628262572855,0.14307270076857515,2.774668839350203,FALSE,FALSE
baseline_prior_year,LU,pm25,age_group,18-39,4772,4772,714,1.2386343133604851,1.0346050747523308,1.4828991270908556,0.01978416617323668,5205,5205,736,1.2948255530359698,1.0772353178114884,1.5563667335016749,0.00591344263754599,433,433,22,0.05619123967548467,0.042630243059157635,0.07346760641081929,-0.013870723535690691,4.536547960070214,FALSE,FALSE
baseline_prior_year,LU,pm25,age_group,40-59,14314,14314,1994,1.0441127910790964,0.9376699956624917,1.1626388020710234,0.4313644919039419,16191,16191,2086,1.1386432540943816,1.023072369782171,1.2672695484589138,0.01742182776824215,1877,1877,92,0.09453046301528523,0.08540237411967944,0.10463074638789038,-0.41394266413569974,9.053663916672017,FALSE,TRUE
baseline_prior_year,LU,pm25,age_group,60+,20035,20035,2302,1.1462619655830668,1.028489931729632,1.2775200351574822,0.01359399652913209,24272,24272,2498,1.144179009257629,1.0314998197267988,1.2691670712773435,0.01088758174882915,4237,4237,196,-0.002082956325437868,0.003009887997166727,-0.00835296388013873,-0.0027064147803029393,-0.18171730267420028,FALSE,FALSE
baseline_prior_year,LU,pm25,sex,Female,17289,17289,2786,1.0883946083815408,0.9931679461895024,1.1927517678142812,0.06979917407126349,20021,20021,2944,1.1441558157546936,1.0436861433683593,1.2542971266250265,0.00408134627821468,2732,2732,158,0.05576120737315282,0.05051819717885686,0.0615453588107453,-0.0657178277930488,5.123252811410972,FALSE,TRUE
baseline_prior_year,LU,pm25,sex,Male,22886,22886,2481,1.10660753956203,1.001147506461635,1.2231766435133773,0.04743363511632218,26767,26767,2638,1.1633798041822585,1.0555689658800582,1.282201933296454,0.00228925334217326,3881,3881,157,0.05677226462022844,0.054421459418423135,0.05902528978307675,-0.04514438177414892,5.130298013575585,FALSE,FALSE
baseline_prior_year,LU,pm25,race_group,White,34893,34893,4419,1.118403436721853,1.039599087016892,1.2031813637509738,0.00268489400913801,40357,40357,4667,1.1706472668041128,1.0892634109742634,1.2581116830594787,1.8217528442083503e-5,5464,5464,248,0.05224383008225986,0.049664323957371304,0.054930319308504894,-0.0026666764806959264,4.671286618663428,FALSE,FALSE
baseline_prior_year,LU,pm25,race_group,Black,3958,3958,614,1.04410444257475,0.8338771333106206,1.3073317920066354,0.7067333497000375,4673,4673,659,1.0324449102460105,0.8277380271410492,1.2877776032286266,0.7770333586314371,715,715,45,-0.011659532328739619,-0.006139106169571473,-0.019554188778008852,0.07030000893139954,-1.116701725738023,FALSE,FALSE
baseline_prior_year,LU,pm25,race_group,Asian,1003,1003,190,1.1563245711431611,0.7661799489632507,1.7451337843527248,0.4891490012105722,1221,1221,208,1.2487930599092665,0.8494858889753123,1.8357975414502383,0.25840045780471027,218,218,18,0.09246848876610536,0.0833059400120616,0.09066375709751351,-0.23074854340586193,7.996758961429795,FALSE,FALSE
baseline_prior_year,LU,o3,age_group,<18,1153,1153,263,1.1904399307468814,0.85705477150426,1.6535083588990858,0.2984145270267776,1120,1120,262,1.271152813397716,0.912233717877316,1.7712889178979434,0.15638960113828276,-33,-33,-1,0.08071288265083454,0.05517894637305598,0.11778055899885764,-0.14202492588849486,6.780088651780636,FALSE,FALSE
baseline_prior_year,LU,o3,age_group,18-39,5442,5442,745,1.0682363398659058,0.863248727062609,1.321900446575862,0.5437045481934122,5205,5205,736,1.072315145060106,0.8635256327930975,1.3315873051805347,0.5274351271102462,-237,-237,-9,0.00407880519420023,2.7690573048844147e-4,0.009686858604672777,-0.01626942108316598,0.38182610364221325,FALSE,FALSE
baseline_prior_year,LU,o3,age_group,40-59,17151,17151,2109,0.9078708777592098,0.7907409224613143,1.0423509233817376,0.17024420484122066,16191,16191,2086,0.9216085937815792,0.8021704293231339,1.058830354602757,0.24901345479349105,-960,-960,-23,0.013737716022369395,0.011429506861819538,0.01647943122101947,0.07876924995227039,1.5131795015031813,FALSE,FALSE
baseline_prior_year,LU,o3,age_group,60+,26655,26655,2558,0.916044664561819,0.8016037526676286,1.0468237264105096,0.19778501858886752,24272,24272,2498,0.9457602130393123,0.8256840748834928,1.0832985736032,0.42082213772565935,-2383,-2383,-60,0.02971554847749336,0.024080322215864203,0.03647484719269034,0.22303711913679183,3.24389733678625,FALSE,FALSE
baseline_prior_year,LU,o3,sex,Female,21413,21413,2984,0.91927909730943,0.8191455047055015,1.0316531725994889,0.15261188131971468,20021,20021,2944,0.92701259612941,0.8248131902107897,1.0418751343719077,0.20349668544806515,-1392,-1392,-40,0.007733498819979978,0.005667685505288178,0.010221961772418853,0.050884804128350475,0.8412568982167246,FALSE,FALSE
baseline_prior_year,LU,o3,sex,Male,28988,28988,2691,0.9850528705845748,0.8719776083318406,1.112791370529829,0.8087194995951555,26767,26767,2638,1.0092536773805845,0.892523002791738,1.1412512418393232,0.8832277230352354,-2221,-2221,-53,0.024200806796009666,0.020545394459897448,0.028459871309494345,0.0745082234400799,2.4568028294408073,TRUE,FALSE
baseline_prior_year,LU,o3,race_group,White,43277,43277,4741,0.9342493013343348,0.8533079022443407,1.0228684801207475,0.1413068112319999,40357,40357,4667,0.9512376406446552,0.8681943737548331,1.042224041450341,0.2834452671078217,-2920,-2920,-74,0.0169883393103204,0.014886471510492383,0.019355561329593485,0.1421384558758218,1.818394649699706,FALSE,FALSE
baseline_prior_year,LU,o3,race_group,Black,5087,5087,667,1.125016838538798,0.8366947067802889,1.5126937899084705,0.4355369932216408,4673,4673,659,1.1809865232683483,0.8733855307455066,1.5969226865379194,0.27988596513339975,-414,-414,-8,0.05596968472955033,0.03669082396521772,0.08422889662944888,-0.15565102808824105,4.975008623181609,FALSE,FALSE
baseline_prior_year,LU,o3,race_group,Asian,1369,1369,216,0.9751035375307204,0.6275441099214462,1.5151554988285143,0.9107295975285776,1221,1221,208,0.8604129178387343,0.5452645023768664,1.357708755946283,0.518280411002209,-148,-148,-8,-0.11469061969198613,-0.08227960754457975,-0.15744674288223126,-0.3924491865263686,-11.761891458461948,FALSE,FALSE
baseline_prior_year,LU,no2,age_group,<18,1153,1153,263,0.9565508553313428,0.766940173958136,1.193039000829638,0.6935152664126999,1153,1153,263,0.9565224781398084,0.7633163033755928,1.1986318740221154,0.6994032291276326,0,0,0,-2.8377191534367796e-5,-0.0036238705825432094,0.0055928731924772546,0.0058879627149327485,-0.0029666160848873524,FALSE,FALSE
baseline_prior_year,LU,no2,age_group,18-39,5442,5442,745,1.0065795444636645,0.8808981116420496,1.1501924750911372,0.9232241039387886,5442,5442,745,1.0178452791799135,0.8887716582227086,1.1656638718887151,0.7982164345782072,0,0,0,0.011265734716249032,0.007873546580659085,0.015471396797577919,-0.12500766936058139,1.1192095824132497,FALSE,FALSE
baseline_prior_year,LU,no2,age_group,40-59,17151,17151,2109,1.11049780955667,1.025007013531412,1.2031189726023954,0.01033940841358451,17151,17151,2109,1.1188120282191494,1.031516363169014,1.2134953929788015,0.00675672730832693,0,0,0,0.008314218662479389,0.00650934963760208,0.01037642037640607,-0.0035826811052575803,0.7486929367108486,FALSE,FALSE
baseline_prior_year,LU,no2,age_group,60+,26655,26655,2558,1.1925684840320654,1.1012015490191127,1.2915161537625608,1.4881501739262752e-5,26655,26655,2558,1.2174058358723443,1.1237213066060614,1.318900834667191,1.4719673799655949e-6,0,0,0,0.02483735184027891,0.022519757586948685,0.02738468090463031,-1.3409534359297157e-5,2.0826771940428923,FALSE,FALSE
baseline_prior_year,LU,no2,sex,Female,21413,21413,2984,1.1066402241953432,1.0347010133244143,1.183581121538101,0.0031301816239658,21413,21413,2984,1.1094352729408246,1.0363735612352611,1.1876476503107882,0.00280923525783509,0,0,0,0.00279504874548131,0.001672547910846811,0.004066528772687317,-3.209463661307103e-4,0.2525706805492023,FALSE,FALSE
baseline_prior_year,LU,no2,sex,Male,28988,28988,2691,1.131936170890033,1.0499793597233753,1.2202901734246971,0.00123022259413209,28988,28988,2691,1.1628002503717203,1.0777858740781514,1.2545204523310474,9.870027982800402e-5,0,0,0,0.030864079481687234,0.027806514354776102,0.03423027890635022,-0.001131522314304086,2.72666253410907,FALSE,FALSE
baseline_prior_year,LU,no2,race_group,White,43277,43277,4741,1.1263086868626817,1.0659128121193964,1.190126662967854,2.337572219063312e-5,43277,43277,4741,1.1393694020155591,1.0771978944525216,1.2051291976476388,5.17811863374914e-6,0,0,0,0.013060715152877433,0.011285082333125196,0.015002534679784851,-1.819760355688398e-5,1.1596035176873132,FALSE,FALSE
baseline_prior_year,LU,no2,race_group,Black,5087,5087,667,1.0634347663400914,0.9210659946076304,1.2278094174376284,0.40163255381866814,5087,5087,667,1.084889165241967,0.9417236477819771,1.2498194174390116,0.2591479273474328,0,0,0,0.021454398901875615,0.020657653174346757,0.0220100000013832,-0.14248462647123533,2.0174626202708046,FALSE,FALSE
baseline_prior_year,LU,no2,race_group,Asian,1369,1369,216,1.2032193344242663,0.9021704517793504,1.6047264282231852,0.20795190154509943,1369,1369,216,1.2945867913482192,0.9805297855667496,1.709234115070324,0.06856618523782898,0,0,0,0.09136745692395287,0.07835933378739923,0.10450768684713885,-0.13938571630727045,7.593582841458546,FALSE,FALSE
time_varying,HR,pm25,age_group,<18,108248,9117,1527,1.0997939887994648,1.0144560611412858,1.1923107014005812,0.0209856846503145,131405,11081,1766,1.1202916808784962,1.0413594818808336,1.205206724558529,0.0023102711270862,23157,1964,239,0.020497692079031404,0.026903420739547768,0.0128960231579478,-0.018675413523228303,1.8637756059574961,FALSE,FALSE
time_varying,HR,pm25,age_group,18-39,141411,8533,1007,1.1830450578109974,1.070764648073199,1.307099194327667,9.537316536121492e-4,166766,10648,1137,1.19586401495297,1.0881337808571163,1.3142600362365031,2.0437569967745377e-4,25355,2115,130,0.012818957141972565,0.017369132783917385,0.007160841908836035,-7.493559539346954e-4,1.0835561213274225,FALSE,FALSE
time_varying,HR,pm25,age_group,40-59,340528,25124,3519,1.1447988512071372,1.0822067394011052,1.2110111330950029,2.43088618617246e-6,402614,31139,3953,1.164996620844809,1.1059295174205817,1.2272184666391155,8.785339152505727e-9,62086,6015,434,0.020197769637671836,0.02372277801947642,0.016207333544112634,-2.4221008470199543e-6,1.7643072943665405,FALSE,FALSE
time_varying,HR,pm25,age_group,60+,185717,18675,2997,1.1526891912469903,1.0764866444642138,1.234285978790712,4.660596469064362e-5,222824,23892,3486,1.1225401293434814,1.055811310509107,1.1934863071118906,2.1828751305851243e-4,37107,5217,489,-0.030149061903508967,-0.0206753339551069,-0.04079967167882126,1.716815483678688e-4,-2.6155413039740116,FALSE,FALSE
time_varying,HR,pm25,sex,Female,213424,17628,2489,1.169171600426179,1.0930270723200015,1.2506206532850748,5.396456329377295e-6,252188,22002,2843,1.1774353078409507,1.1076440733646304,1.2516239986183126,1.6119748899003485e-7,38764,4374,354,0.0082637074147717815,0.01461700104462893,0.0010033453332378706,-5.23525884038726e-6,0.706800217500958,FALSE,FALSE
time_varying,HR,pm25,sex,Male,562480,43821,6561,1.129034667514027,1.0824891836159485,1.1775815405290568,1.6037671375636658e-8,671421,54758,7499,1.1311974525240427,1.0882733628107015,1.175814570423758,4.214254614801774e-10,108941,10937,938,0.0021627850100156554,0.005784179194753047,-0.001766970105298915,-1.561624591415648e-8,0.19156054922369048,FALSE,FALSE
time_varying,HR,pm25,race_group,White,561796,44749,6554,1.1398769969749711,1.0948401473722853,1.1867664620731728,1.9486825569124703e-10,660575,54998,7388,1.1453113821142529,1.1034617751165423,1.1887481665252249,9.081026911257675e-13,98779,10249,834,0.005434385139281739,0.00862162774425701,0.0019817044520520355,-1.9396015300012126e-10,0.4767518910991031,FALSE,FALSE
time_varying,HR,pm25,race_group,Black,186496,13939,2157,1.1332317922750774,1.0427942121014424,1.2315126801816738,0.0032039241881858,228125,17983,2526,1.13519195071395,1.0534598072196342,1.2232652410032314,8.809492718575383e-4,41629,4044,369,0.00196015843887265,0.010665595118191762,-0.008247439178442395,-0.0023229749163282618,0.1729706536857334,FALSE,FALSE
time_varying,HR,pm25,race_group,Asian,17928,1925,210,1.1869497261890032,0.9556838591386624,1.4741796034620864,0.12113727863718564,22036,2503,267,1.074441427495026,0.8806995802993247,1.3108038279355072,0.479105286246623,4108,578,57,-0.11250829869397716,-0.07498427883933767,-0.16337577552657923,0.35796800760943737,-9.478775403168338,FALSE,FALSE
time_varying,KI,pm25,age_group,<18,511594,14508,422,1.004827758448519,0.8540230534148516,1.1822617903713803,0.953709942416257,601161,17469,574,0.9866712643034536,0.8539209461808227,1.1400589107882442,0.8555783090125476,89567,2961,152,-0.01815649414506537,-1.021072340289253e-4,-0.04220287958313618,-0.09813163340370934,-1.8069260121853614,TRUE,FALSE
time_varying,KI,pm25,age_group,18-39,3708176,85381,8233,0.9875030916823612,0.9500762600065668,1.0264042973513323,0.5235211896451724,4274945,101516,10221,0.9723459378558078,0.9390974929385906,1.0067715332794691,0.11415551507525928,566769,16135,1988,-0.01515715382655336,-0.01097876706797618,-0.019632764071863207,-0.4093656745699131,-1.5348968478398284,FALSE,FALSE
time_varying,KI,pm25,age_group,40-59,8583669,229114,46478,0.9990275021834932,0.9832923784646892,1.0150144270184946,0.9043887202566228,10109633,274841,56790,0.990545530548865,0.9764079808306542,1.00488777985573,0.19525943230110537,1525964,45727,10312,-0.008481971634628271,-0.006884397634035033,-0.010126647162764568,-0.7091292879555173,-0.8490228363173147,FALSE,FALSE
time_varying,KI,pm25,age_group,60+,4601934,157540,45353,0.9850680558948712,0.968715961526122,1.0016961764682717,0.07814858878308902,5648182,198303,56404,0.9766682488176608,0.96216167854787,0.9913935355315632,0.00198769029366661,1046248,40763,11051,-0.008399807077210442,-0.006554282978252002,-0.010302640936708518,-0.07616089848942241,-0.852713376192038,FALSE,TRUE
time_varying,KI,pm25,sex,Female,6915997,188379,37874,0.9998072246850208,0.9820490371008622,1.017886529865511,0.9831778634374684,8142025,228596,46299,0.986722808056704,0.970823160102306,1.0028828523587203,0.10682193960530934,1226028,40217,8425,-0.01308441662831683,-0.011225876998556261,-0.015003677506790769,-0.876355923832159,-1.3086939467194747,FALSE,FALSE
time_varying,KI,pm25,sex,Male,10489376,298164,62612,0.9910724241761518,0.9773380066680912,1.004999849858456,0.2078522146131046,12491896,363533,77690,0.9848697874304554,0.9726448418403386,0.997248385503218,0.01674156567021103,2002520,65369,15078,-0.006202636745696433,-0.004693164827752616,-0.007751464355237991,-0.19111064894289356,-0.6258510068880674,FALSE,TRUE
time_varying,KI,pm25,race_group,White,10010901,305932,61687,0.9972980871433936,0.9838127589505344,1.0109682615631543,0.6968997482594503,11883104,370277,75632,0.9913119251435468,0.9792462334883228,1.0035262830995852,0.16253904196703717,1872203,64345,13945,-0.005986161999846806,-0.00456652546221159,-0.007441978463569088,-0.5343607062924132,-0.600237990728858,FALSE,FALSE
time_varying,KI,pm25,race_group,Black,5795374,139210,30881,0.980695033410058,0.9584163933968992,1.0034915462436895,0.09637682047107184,6790804,169621,38114,0.9656287520929298,0.9459510173200464,0.9857158243882664,8.698020357456618e-4,995430,30411,7233,-0.015066281317128283,-0.01246537607685283,-0.017775721855423088,-0.09550701843532618,-1.536286083222027,FALSE,TRUE
time_varying,KI,pm25,race_group,Asian,1270258,32159,5945,0.9816572756414772,0.9455936917497458,1.019096272773021,0.3323328898972294,1554889,40006,7747,0.9635182410500892,0.9315240766686044,0.9966112783218276,0.03100735608840694,284631,7847,1802,-0.018139034591387992,-0.014069615081141462,-0.022484994451193452,-0.3013255338088225,-1.8477970918653663,FALSE,TRUE
time_varying,LI,pm25,age_group,<18,142248,10716,978,1.0081139549237397,0.9187527761870942,1.1061667212911106,0.8645053015300967,162277,12632,1106,1.003426913459269,0.9188347251792016,1.0958070511081577,0.9393123293834488,20029,1916,128,-0.0046870414644706315,8.19489921074501e-5,-0.010359670182952918,0.07480702785335203,-0.4649317114973517,FALSE,FALSE
time_varying,LI,pm25,age_group,18-39,292919,16153,2231,1.0890514797422413,1.0199568688696556,1.1628267446673115,0.01074658126477003,346480,21162,2648,1.077122375445046,1.0142543619674835,1.1438872290712156,0.0154676792553876,53561,5009,417,-0.011929104297195181,-0.005702506902172111,-0.018939515596095857,0.004721097990617569,-1.095366428409661,FALSE,FALSE
time_varying,LI,pm25,age_group,40-59,1586906,91810,19580,1.0315464103135938,1.008389099764152,1.0552355205740884,0.00733767256025197,1785728,109136,21776,1.0398698745044548,1.0181428699402977,1.0620605298402948,2.8460497654798634e-4,198822,17326,2196,0.00832346419086094,0.009753770176145649,0.006825009266206328,-0.007053067583703983,0.8068918768599609,FALSE,FALSE
time_varying,LI,pm25,age_group,60+,793633,60953,15353,1.0218744728978602,0.9945082987746786,1.0499936899942004,0.1182035795299113,950617,75907,18334,1.0234525650982198,0.9986391895670216,1.0488824832322765,0.06413788647684734,156984,14954,2981,0.0015780922003596487,0.004130890792342967,-0.0011112067619238886,-0.054065693053063954,0.1544311206722382,FALSE,FALSE
time_varying,LI,pm25,sex,Female,1074973,66611,15001,1.0657744426409246,1.038610222940517,1.0936491260125285,1.325768122573798e-6,1247311,82567,17455,1.0609483064761474,1.0360402575636436,1.0864551843396482,1.055708589879236e-6,172338,15956,2454,-0.004826136164777228,-0.0025699653768733732,-0.007193941672880344,-2.7005953269456206e-7,-0.45282903883662184,FALSE,FALSE
time_varying,LI,pm25,sex,Male,1740733,113021,23141,1.0129763969135457,0.9915644420267996,1.0348507239796885,0.23688809665884863,1997791,136270,26409,1.021009146125936,1.0011209151730474,1.0412924759369546,0.03830414773164292,257058,23249,3268,0.008032749212390389,0.009556473146247746,0.006441751957266151,-0.1985839489272057,0.7929848352701496,FALSE,TRUE
time_varying,LI,pm25,race_group,White,2408844,152792,32721,1.0240198360998063,1.0058559090588612,1.0425117706044222,0.00933889119872536,2776479,186462,37657,1.0303940170000188,1.0135890460385328,1.047477608818863,3.586668222851625e-4,367635,33670,4936,0.006374180900212467,0.007733136979671595,0.004965838214440854,-0.008980224376440197,0.6224665456178835,FALSE,FALSE
time_varying,LI,pm25,race_group,Black,234784,16176,3349,1.1056316844928695,1.0414160373149703,1.173806987749341,0.00100457421589494,265905,18825,3742,1.086535142259633,1.02692626657494,1.1496040697280283,0.0039401009892967,31121,2649,393,-0.019096542233236535,-0.014489770740030439,-0.02420291802131258,0.00293552677340176,-1.727206492096478,FALSE,FALSE
time_varying,LI,pm25,race_group,Asian,133260,7946,1527,1.0380023284673476,0.967009134533414,1.1142075037621118,0.30213576972455186,153738,9473,1756,1.0465906701500602,0.9800392967694184,1.117661337107449,0.17431231149490542,20478,1527,229,0.008588341682712608,0.013030162236004394,0.0034538333453373316,-0.12782345822964644,0.8273913696700053,FALSE,FALSE
time_varying,LU,pm25,age_group,<18,19724,1108,266,0.919349326594188,0.7447017350542849,1.1349553042837697,0.434052777489675,21254,1215,283,0.9333149526846398,0.7602001515937157,1.1458519168650116,0.5097046355230803,1530,107,17,0.013965626090451821,0.015498416539430737,0.010896612581241971,0.0756518580334053,1.5190772088982563,FALSE,FALSE
time_varying,LU,pm25,age_group,18-39,72786,4846,736,1.3214150434207002,1.178128731009669,1.482128116408868,1.9430182110293763e-6,80266,5477,799,1.279299068132748,1.1460748093684008,1.4280098404983244,1.13362569669249e-5,7480,631,63,-0.04211597528795208,-0.0320539216412683,-0.054118275910543634,9.393238755895523e-6,-3.187187515205514,FALSE,FALSE
time_varying,LU,pm25,age_group,40-59,158142,14182,1995,1.119372146089846,1.0387125002734148,1.2062952945227563,0.00312282474231052,176083,16946,2193,1.1511989469988084,1.0738729992785518,1.2340928736093555,7.218663799151097e-5,17941,2764,198,0.031826800908962394,0.03516049900513707,0.02779757908659919,-0.003050638104319009,2.843272545251252,FALSE,FALSE
time_varying,LU,pm25,age_group,60+,120495,18650,2171,1.109683189719211,1.031782480728385,1.1934654876831208,0.00507132022065893,147239,24673,2501,1.114939459969402,1.0443694403255437,1.1902780294005677,0.00110912885805185,26744,6023,330,0.005256270250191042,0.012586959597158609,-0.0031874582825530684,-0.00396219136260708,0.47367305361460943,FALSE,FALSE
time_varying,LU,pm25,sex,Female,207321,16888,2735,1.1029492834382717,1.035231040693982,1.1750972237284354,0.0024376010970276,235090,20774,3042,1.1154768383216622,1.0514392007507305,1.1834146719502814,2.9140707905221127e-4,27769,3886,307,0.012527554883390524,0.016208160056748522,0.008317448221845991,-0.0021461940179753887,1.1358232940990476,FALSE,FALSE
time_varying,LU,pm25,sex,Male,163826,21898,2433,1.1733299851092196,1.0984486414947516,1.2533159967160643,2.0274799075857895e-6,189752,27537,2734,1.1777026727441375,1.1090932313682245,1.250556351946755,9.243028873851316e-8,25926,5639,301,0.004372687634917938,0.010644589873472832,-0.002759644769309233,-1.9350496188472764e-6,0.3726733050729125,FALSE,FALSE
