model_tier,model_type,organ,term,n_before,people_before,adverse_events_before,hazard_ratio_before,coefficient_before,std_error_before,hr_conf_low_before,hr_conf_high_before,conf_low_before,conf_high_before,p_value_before,n_after,people_after,adverse_events_after,hazard_ratio_after,coefficient_after,std_error_after,hr_conf_low_after,hr_conf_high_after,conf_low_after,conf_high_after,p_value_after,n_change,people_change,adverse_events_change,hazard_ratio_change,coefficient_change,std_error_change,hr_conf_low_change,hr_conf_high_change,conf_low_change,conf_high_change,p_value_change,hr_relative_change_percent,direction_changed,significance_changed
Adjusted + SDOH + organ score at listing,Single-pollutant PM2.5,LI,raceBLACK,181558,181558,39358,1.0266523415564637,0.02630335519061035,0.03150692236462426,0.9651707863352856,1.0920502830648469,-0.03545021264405319,0.0880569230252739,0.4038057254195092,208591,208591,42101,1.0238996430671374,0.02361851699728147,0.03053617338753577,0.9644161536740689,1.0870519692967684,-0.03623238284228863,0.08346941683685159,0.4392500313257355,27033,27033,2743,-0.002752698489326244,-0.0026848381933288826,-9.707489770884904e-4,-7.546326612167809e-4,-0.004998313768078466,-7.821701982354407e-4,-0.004587506188422311,0.03544430590622627,-0.2681237238647882,FALSE,FALSE
Adjusted + SDOH + organ score at listing,Single-pollutant PM2.5,LI,raceMissing,181558,181558,39358,1.8845534092673792,0.6336908746698916,1.0023732524176014,0.2642232999866064,13.44143969347643,-1.3309607000686072,2.59834244940839,0.5272623866236229,208591,208591,42101,1.3582135209919852,0.3061702487297175,0.13485486542164463,1.0427429702290305,1.7691262576435902,0.04185471250329398,0.570485784956141,0.02318522946662269,27033,27033,2743,-0.526339888275394,-0.3275206259401741,-0.8675183869959568,0.7785196702424242,-11.67231343583284,1.3728154125719012,-2.027856664452249,-0.5040771571570002,-27.929157416663976,FALSE,TRUE
Adjusted + SDOH + organ score at listing,Single-pollutant PM2.5,LI,raceMULTI,181558,181558,39358,0.9159772625782724,-0.08776373712889353,0.08407641564324185,0.776814642985314,1.0800701983886871,-0.2525535117896476,0.0770260375318605,0.2965516535606944,208591,208591,42101,0.90624742251832,-0.0984429169350129,0.0806463716758814,0.7737474076041712,1.061437340855358,-0.25650980541974044,0.05962397154971465,0.22220953288852388,27033,27033,2743,-0.009729840059952366,-0.010679179806119377,-0.0034300439673604494,-0.003067235381142841,-0.018632857533329217,-0.003956293630092866,-0.01740206598214586,-0.07434212067217053,-1.0622359808981519,FALSE,FALSE
Adjusted + SDOH + organ score at listing,Single-pollutant PM2.5,LI,raceNATIVE,181558,181558,39358,1.1723206250347669,0.15898522458991687,0.05911214954020791,1.044068824868524,1.3163266780376972,0.04312541149110938,0.27484503768872437,0.00715479099193298,208591,208591,42101,1.1636538626417596,0.15156493622189038,0.05663550164852411,1.04139311766437,1.300268159134787,0.04055935299078311,0.26257051945299764,0.00744739394461412,27033,27033,2743,-0.008666762393007232,-0.007420288368026495,-0.0024766478916838017,-0.0026757072041538876,-0.0160585189029101,-0.0025660585003262695,-0.012274518235726728,2.9260295268114e-4,-0.7392825996514585,FALSE,FALSE
Adjusted + SDOH + organ score at listing,Single-pollutant PM2.5,LI,racePACIFIC,181558,181558,39358,1.186871414319565,0.17132078146942528,0.13299948707348136,0.9145179225069492,1.5403347703316557,-0.08935821319459816,0.4319997761334487,0.19770031562485768,208591,208591,42101,1.1251609562562974,0.11792609765034838,0.1287077262250188,0.8742918402351741,1.4480144034548583,-0.13434104575068845,0.3701932410513853,0.35954538700006966,27033,27033,2743,-0.06171045806326769,-0.0533946838190769,-0.004291760848462556,-0.04022608227177504,-0.09232036687679734,-0.044982832556090285,-0.06180653508206341,0.16184507137521198,-5.199422390558317,FALSE,FALSE
Adjusted + SDOH + organ score at listing,Single-pollutant PM2.5,LI,raceWHITE,181558,181558,39358,1.0917211282052182,0.08775546760698003,0.02621404162914992,1.0370456463914106,1.1492792298168852,0.03637594601384617,0.13913498920011388,8.149951963193132e-4,208591,208591,42101,1.0813738288219623,0.07823229647258287,0.02537043392842151,1.0289164373986142,1.1365056628092756,0.02850624597287671,0.12795834697228903,0.00204511649343238,27033,27033,2743,-0.010347299383255848,-0.009523171134397157,-8.43607700728409e-4,-0.008129208992796455,-0.012773567007609676,-0.007869700040969457,-0.011176642227824857,0.0012301212971130668,-0.9477969342103654,FALSE,FALSE
Adjusted + SDOH + organ score at listing,Single-pollutant PM2.5,LI,zcta_svi_proxy,181558,181558,39358,1.3907785048318717,0.3298636657775135,0.02904349814831122,1.31381932342131,1.472245700014038,0.2729384094068235,0.38678892214820354,6.800736599611103e-30,208591,208591,42101,1.38037965372336,0.32235857272665214,0.02821685844085858,1.3061103607854394,1.4588721180249784,0.26705353018256933,0.37766361527073494,3.161006942302968e-30,27033,27033,2743,-0.010398851108511797,-0.007505093050861389,-8.266397074526387e-4,-0.00770896263587062,-0.01337358198905969,-0.00588487922425418,-0.009125306877468597,-3.639729657308135e-30,-0.7477000163853442,FALSE,FALSE
Adjusted + SDOH + organ score at listing,Single-pollutant PM2.5,LI,organ_score,181558,181558,39358,1.103801758027535,0.09876036472677437,6.688159943636599e-4,1.1023557550723733,1.105249657761061,0.0974494853778216,0.10007124407572714,0,208591,208591,42101,1.1061057869090476,0.1008455467260079,6.450313670342187e-4,1.104708263574136,1.1075050781962197,0.09958128524662084,0.10210980820539498,0,27033,27033,2743,0.0023040288815125987,0.0020851819992335346,-2.3784627329441217e-5,0.002352508501762829,0.002255420435158584,0.0021317998687992445,0.0020385641296678386,0,0.2087357503062659,FALSE,FALSE
Adjusted + SDOH + organ score at listing,Single-pollutant O3,LI,o3_prior_10ppb,222557,222557,42847,1.0331066665224946,0.03257044378293782,0.01415522327955169,1.0048378710461152,1.0621707393473017,0.00482620615501651,0.06031468141085913,0.02139452621534925,208591,208591,42101,1.0444981221409817,0.04353650415837373,0.0144090342060206,1.0154123611318406,1.0744170239763162,0.01529479711457335,0.07177821120217412,0.00251548283699804,-13966,-13966,-746,0.01139145561848709,0.010966060375435904,2.538109264689087e-4,0.010574490085725419,0.012246284629014559,0.01046859095955684,0.011463529791314986,-0.01887904337835121,1.1026408005701427,FALSE,FALSE
Adjusted + SDOH + organ score at listing,Single-pollutant O3,LI,age,222557,222557,42847,1.037752906164165,0.03705770839437004,5.006624231176785e-4,1.0367350604371972,1.0387717511916903,0.03607641004505939,0.03803900674368069,0,208591,208591,42101,1.0381191803335592,0.03741059542972978,5.072553044134666e-4,1.0370875739773342,1.039151812843892,0.03641637503307939,0.03840481582638018,0,-13966,-13966,-746,3.6627416939416513e-4,3.528870353597391e-4,6.592881295788117e-6,3.5251354013698943e-4,3.8006165220161314e-4,3.399649880199973e-4,3.6580908269949475e-4,0,0.035294930731444296,FALSE,FALSE
