model_tier,model_type,organ,exposure,n_before,people_before,adverse_events_before,hazard_ratio_before,conf_low_before,conf_high_before,p_value_before,n_after,people_after,adverse_events_after,hazard_ratio_after,conf_low_after,conf_high_after,p_value_after,n_change,people_change,adverse_events_change,hazard_ratio_change,conf_low_change,conf_high_change,p_value_change,hr_relative_change_percent,direction_changed,significance_changed
Adjusted + SDOH + organ score at listing,Single-pollutant PM2.5,HR,pm25_prior_5ug,63342,63342,9332,1.343739379865967,1.274564169185991,1.416668979605597,6.1708338878038174e-28,74028,74028,10010,1.367466788554527,1.2986393854691525,1.4399420183333496,1.5486116281470543e-32,10686,10686,678,0.02372740868856016,0.02407521628316145,0.02327303872775266,-6.170679026641003e-28,1.7657746021350507,FALSE,FALSE
Adjusted + SDOH + organ score at listing,Single-pollutant O3,HR,o3_prior_10ppb,79381,79381,10242,1.0262841607453086,0.9580165299691744,1.0994164982002896,0.460069211753579,74028,74028,10010,1.0132306438721654,0.944831872137472,1.0865809758926388,0.7124335070225288,-5353,-5353,-232,-0.013053516873143156,-0.013184657831702418,-0.012835522307650837,0.2523642952689498,-1.271920328933407,FALSE,FALSE
Adjusted + SDOH + organ score at listing,Single-pollutant NO2,HR,no2_prior_10ppb,79381,79381,10242,1.2170714746393527,1.1693914284349347,1.2666955976950078,5.722228731645371e-22,79381,79381,10242,1.2681545914293584,1.2185846498107658,1.3197409535834077,1.6606203147710631e-31,0,0,0,0.051083116790005656,0.04919322137583104,0.05304535588839987,-5.722228729984751e-22,4.197215845942237,FALSE,FALSE
Adjusted + SDOH + organ score at listing,Multipollutant PM2.5 + NO2,HR,pm25_prior_5ug,63342,63342,9332,1.310909709130792,1.233081093238854,1.3936506487010896,4.349967073029984e-18,74028,74028,10010,1.2526960523652668,1.1784897146093347,1.331574964259848,4.783094047535942e-13,10686,10686,678,-0.058213656765525146,-0.05459137862951935,-0.06207568444124156,4.783050547865212e-13,-4.440706812990514,FALSE,FALSE
Adjusted + SDOH + organ score at listing,Multipollutant PM2.5 + NO2,HR,no2_prior_10ppb,63342,63342,9332,1.039762227331223,0.9907713953516551,1.0911755168315782,0.11331810882061402,74028,74028,10010,1.140192537659614,1.0872991769158828,1.195658978260448,6.181486931828236e-8,10686,10686,678,0.100430310328391,0.0965277815642277,0.10448346142886988,-0.1133180470057447,9.658968915053535,FALSE,TRUE
Adjusted + SDOH + organ score at listing,Multipollutant PM2.5 + NO2 + O3,HR,pm25_prior_5ug,63342,63342,9332,1.2895980502932844,1.2102109567350852,1.374192757109771,4.308027344352946e-15,74028,74028,10010,1.2377889490438303,1.162350318772306,1.3181236823622011,2.9489112302555227e-11,10686,10686,678,-0.05180910124945415,-0.04786063796277906,-0.056069074747569836,2.948480427521087e-11,-4.017461195577299,FALSE,FALSE
Adjusted + SDOH + organ score at listing,Multipollutant PM2.5 + NO2 + O3,HR,no2_prior_10ppb,63342,63342,9332,1.059447603850617,1.0056271665148249,1.116148471997617,0.02993769472555571,74028,74028,10010,1.1560203299546965,1.098971780257421,1.216030317862696,1.966471532925808e-8,10686,10686,678,0.09657272610407941,0.09334461374259617,0.0998818458650792,-0.029937675060840382,9.115384824419891,FALSE,FALSE
Adjusted + SDOH + organ score at listing,Multipollutant PM2.5 + NO2 + O3,HR,o3_prior_10ppb,63342,63342,9332,1.0751297590744393,0.996273432670616,1.1602276653598391,0.06233559687131815,74028,74028,10010,1.059914830312699,0.9846368102052364,1.1409480489386068,0.12160663221183202,10686,10686,678,-0.015214928761740243,-0.011636622465379554,-0.019279616421232326,0.05927103534051387,-1.4151713905527608,FALSE,FALSE
Unadjusted,Single-pollutant PM2.5,KI,pm25_prior_5ug,492712,492712,118128,0.8663974662051904,0.8573817641322944,0.8755079718851465,4.823421528113051e-159,564725,564725,123423,0.865991624187319,0.8570063393749326,0.8750711152376879,5.348225006437957e-161,72013,72013,5295,-4.0584201787141616e-4,-3.7542475736174197e-4,-4.3685664745862773e-4,-4.769939278048671e-159,-0.046842475157393704,FALSE,FALSE
Unadjusted,Single-pollutant O3,KI,o3_prior_10ppb,600708,600708,124065,0.9970723155744832,0.9859175355765434,1.0083533019865627,0.6095052051198955,564725,564725,123423,0.9928017356498036,0.9816076435517236,1.0041234833328043,0.21177561687319343,-35983,-35983,-642,-0.004270579924679607,-0.004309892024819795,-0.004229818653758377,-0.397729588246702,-0.4283119547070169,FALSE,FALSE
Unadjusted,Single-pollutant NO2,KI,no2_prior_10ppb,600708,600708,124065,0.8634470080175111,0.8563550252509009,0.8705977236905431,1.0000011652730968e-266,600708,600708,124065,0.8536944295529867,0.8465076062047445,0.8609422688087768,2.0324776665640603e-291,0,0,0,-0.009752578464524375,-0.00984741904615638,-0.009655454881766334,-1.0000011652730968e-266,-1.129493573313367,FALSE,FALSE
Unadjusted,Multipollutant PM2.5 + NO2,KI,pm25_prior_5ug,492712,492712,118128,0.9219454175729,0.9113359939757708,0.9326783520044604,4.323087785355073e-43,564725,564725,123423,0.9335214730191628,0.922698114294862,0.9444717910297784,6.457307891427657e-31,72013,72013,5295,0.011576055446262723,0.011362120319091229,0.011793439025318042,6.457307891423334e-31,1.2556117993121285,FALSE,FALSE
Unadjusted,Multipollutant PM2.5 + NO2,KI,no2_prior_10ppb,492712,492712,118128,0.892770443988178,0.8845561276970385,0.9010610414671564,8.264013403999366e-128,564725,564725,123423,0.8757764747828697,0.8675266283584168,0.8841047740914212,4.2080218064205706e-166,72013,72013,5295,-0.016993969205308268,-0.017029499338621745,-0.01695626737573519,-8.264013403999366e-128,-1.903509386958746,FALSE,FALSE
Unadjusted,Multipollutant PM2.5 + NO2 + O3,KI,pm25_prior_5ug,492712,492712,118128,0.9382372551231334,0.9264591662521362,0.9501650790094516,4.552340429722685e-23,564725,564725,123423,0.954315177935142,0.942267089233784,0.966517316844784,5.449047051024517e-13,72013,72013,5295,0.016077922812008594,0.015807922981647793,0.01635223783533246,5.449047050569283e-13,1.713630824635981,FALSE,FALSE
Unadjusted,Multipollutant PM2.5 + NO2 + O3,KI,no2_prior_10ppb,492712,492712,118128,0.8781193793597671,0.8690505131400427,0.8872828825807564,5.733716033157569e-133,564725,564725,123423,0.8586262603322962,0.849688139552102,0.8676584038478478,2.9388337289212502e-179,72013,72013,5295,-0.019493119027470973,-0.019362373587940684,-0.019624478732908623,-5.733716033157569e-133,-2.2198711798939397,FALSE,FALSE
Unadjusted,Multipollutant PM2.5 + NO2 + O3,KI,o3_prior_10ppb,492712,492712,118128,0.9540283569504806,0.941238038908212,0.966992480373386,8.262659444126683e-12,564725,564725,123423,0.9436047518015166,0.9312217114196348,0.9561524572542608,7.144953459739461e-18,72013,72013,5295,-0.01042360514896401,-0.01001632748857717,-0.010840023119125242,-8.262652299173224e-12,-1.0925886084018233,FALSE,FALSE
Adjusted + SDOH,Single-pollutant PM2.5,KI,pm25_prior_5ug,492197,492197,118004,0.9222103700346932,0.909218181407614,0.935388209332616,4.7311684282930574e-29,564179,564179,123299,0.929122615429735,0.9162276607212958,0.9421990532608314,6.374127840261585e-25,71982,71982,5295,0.006912245395041761,0.007009479313681788,0.006810843928215404,6.373654723418755e-25,0.7495302177942031,FALSE,FALSE
Adjusted + SDOH,Single-pollutant O3,KI,o3_prior_10ppb,600141,600141,123941,1.0511877876137607,1.0340389946948236,1.0686209809277365,2.705726815358532e-9,564179,564179,123299,1.0505116556057987,1.0332092749499335,1.068103786250963,6.044337388154171e-9,-35962,-35962,-642,-6.761320079620159e-4,-8.297197448901006e-4,-5.171946767734692e-4,3.338610572795639e-9,-0.06432076322888669,FALSE,FALSE
Adjusted + SDOH,Single-pollutant NO2,KI,no2_prior_10ppb,600141,600141,123941,0.911746650502006,0.9017834744216888,0.921819902759613,5.034842586277223e-61,600141,600141,123941,0.9044982381320308,0.8945511924080437,0.9145558909621008,8.374666920032383e-71,0,0,0,-0.007248412369975199,-0.007232282013645119,-0.007264011797512238,-5.0348425854397565e-61,-0.7950029063429231,FALSE,FALSE
Adjusted + SDOH,Multipollutant PM2.5 + NO2,KI,pm25_prior_5ug,492197,492197,118004,0.970376586229582,0.9546926488206148,0.986318183413088,2.9803905500018615e-4,564179,564179,123299,0.9901739602751372,0.9742406100935148,1.0063678945931422,0.23285304884845057,71982,71982,5295,0.01979737404555515,0.01954796127290004,0.020049711180054275,0.23255500979345037,2.040174332985334,FALSE,TRUE
Adjusted + SDOH,Multipollutant PM2.5 + NO2,KI,no2_prior_10ppb,492197,492197,118004,0.9229009092775962,0.911077590619678,0.9348776625776634,3.2593774080343392e-34,564179,564179,123299,0.907395267917615,0.8957496759886489,0.9191922635422916,3.3125242032422907e-49,71982,71982,5295,-0.015505641359981115,-0.015327914631029116,-0.015685399035371805,-3.259377408034336e-34,-1.6800981778334334,FALSE,FALSE
Adjusted + SDOH,Multipollutant PM2.5 + NO2 + O3,KI,pm25_prior_5ug,492197,492197,118004,0.9678275841648512,0.9514171839245542,0.9845210371401596,1.7834565049356984e-4,564179,564179,123299,0.9897680472860576,0.9730852597230654,1.0067368482256691,0.2356955626865183,71982,71982,5295,0.021940463121206455,0.021668075798511155,0.022215811085509518,0.23551721703602474,2.2669805531673415,FALSE,TRUE
Adjusted + SDOH,Multipollutant PM2.5 + NO2 + O3,KI,no2_prior_10ppb,492197,492197,118004,0.9259714706788118,0.9126681228362952,0.9394687324527902,2.0755963100313963e-25,564179,564179,123299,0.9078455931109002,0.8949508376509426,0.92092614058465,4.758035890154523e-40,71982,71982,5295,-0.01812587756791162,-0.017717285185352538,-0.018542591868140113,-2.0755963100313917e-25,-1.9574984912465898,FALSE,FALSE
Adjusted + SDOH,Multipollutant PM2.5 + NO2 + O3,KI,o3_prior_10ppb,492197,492197,118004,1.0095628468259488,0.9907302053895916,1.0287534751103309,0.32187179177659275,564179,564179,123299,1.0014965512975789,0.9831100561498584,1.020226917613845,0.8743159910354856,71982,71982,5295,-0.008066295528369904,-0.007620149239733198,-0.008526557496485898,0.5524441992588929,-0.7989889439503628,FALSE,FALSE
Adjusted + SDOH + organ score at listing,Single-pollutant PM2.5,KI,pm25_prior_5ug,492197,492197,118004,0.8901649521819479,0.8775156274383428,0.902996616033218,3.7171337068202856e-57,564179,564179,123299,0.8965328348557741,0.8839738592109553,0.9092702409684214,5.24662365157125e-52,71982,71982,5295,0.006367882673826153,0.0064582317726125105,0.006273624935203337,5.246586480234182e-52,0.7153598508026437,FALSE,FALSE
Adjusted + SDOH + organ score at listing,Single-pollutant O3,KI,o3_prior_10ppb,600141,600141,123941,1.0408245170215658,1.0238481220985074,1.0580823970383242,1.852431348725973e-6,564179,564179,123299,1.0412477673147336,1.0241038537876452,1.0586786769017793,1.8254930127255843e-6,-35962,-35962,-642,4.232502931678095e-4,2.5573168913783917e-4,5.962798634551181e-4,-2.693833600038863e-8,0.04066490424139424,FALSE,FALSE
Adjusted + SDOH + organ score at listing,Single-pollutant NO2,KI,no2_prior_10ppb,600141,600141,123941,0.8993418868525606,0.8894984836174002,0.9092942195452012,1.2790924189079263e-79,600141,600141,123941,0.888232931750552,0.8784270076913546,0.8981483198241897,3.1423719516154113e-97,0,0,0,-0.0111089551020086,-0.011071475926045626,-0.011145899721011432,-1.2790924189079263e-79,-1.2352315915015066,FALSE,FALSE
Adjusted + SDOH + organ score at listing,Multipollutant PM2.5 + NO2,KI,pm25_prior_5ug,492197,492197,118004,0.9354603658212104,0.9202153992330088,0.9509578917628732,1.744991583081649e-15,564179,564179,123299,0.9588221761799,0.943264607485393,0.9746363408939792,4.703870032438713e-7,71982,71982,5295,0.02336181035868956,0.023049208252384212,0.02367844913110606,4.7038700149887974e-7,2.4973597185147467,FALSE,FALSE
Adjusted + SDOH + organ score at listing,Multipollutant PM2.5 + NO2,KI,no2_prior_10ppb,492197,492197,118004,0.9251724214342628,0.9133154725958836,0.9371833009132304,3.154219859898541e-32,564179,564179,123299,0.9028330644208448,0.8912166144484033,0.9146009275377168,5.504829580576983e-54,71982,71982,5295,-0.02233935701341805,-0.02209885814748036,-0.02258237337551361,-3.154219859898541e-32,-2.4146155349925036,FALSE,FALSE
Adjusted + SDOH + organ score at listing,Multipollutant PM2.5 + NO2 + O3,KI,pm25_prior_5ug,492197,492197,118004,0.935369606587212,0.9194104801973616,0.951605751480346,2.7519701927700408e-14,564179,564179,123299,0.9615288282238382,0.9452099791467792,0.9781294187563148,7.05717059096721e-6,71982,71982,5295,0.026159221636626206,0.025799498949417576,0.026523667275968776,7.057170563447508e-6,2.7966721873795564,FALSE,FALSE
Adjusted + SDOH + organ score at listing,Multipollutant PM2.5 + NO2 + O3,KI,no2_prior_10ppb,492197,492197,118004,0.9252879532511054,0.9119841914816524,0.9387857864516987,7.869876743235545e-26,564179,564179,123299,0.8997073450397568,0.8868861950967818,0.9127138421972548,3.256140985081328e-47,71982,71982,5295,-0.025580608211348554,-0.025097996384870647,-0.026071944254443924,-7.869876743235545e-26,-2.764610532479983,FALSE,FALSE
Adjusted + SDOH + organ score at listing,Multipollutant PM2.5 + NO2 + O3,KI,o3_prior_10ppb,492197,492197,118004,1.0003574295845183,0.9816816335799204,1.019388519346761,0.970352279434398,564179,564179,123299,0.98965597194433,0.9714646363041208,1.0081879527094442,0.2719962602157245,71982,71982,5295,-0.010701457640188372,-0.01021699727579961,-0.011200566637316722,-0.6983560192186735,-1.0697633989316224,TRUE,FALSE
Unadjusted,Single-pollutant PM2.5,LI,pm25_prior_5ug,181754,181754,39394,1.0334196523865944,1.0154067555356583,1.0517520905949158,2.4816723731194997e-4,208792,208792,42137,1.038749841760291,1.0209273149990632,1.056883499838595,1.6659531613945665e-5,27038,27038,2743,0.005330189373696559,0.005520559463404906,0.005131409243679164,-2.315077056980043e-4,0.5157816924989733,FALSE,FALSE
Unadjusted,Single-pollutant O3,LI,o3_prior_10ppb,222766,222766,42883,0.9653602522445304,0.9463921715396588,0.9847085010197288,4.978198729200968e-4,208792,208792,42137,0.9703992717307134,0.9511188508792394,0.990070531884622,0.00334025846818229,-13974,-13974,-746,0.005039019486183016,0.004726679339580597,0.005362030864893175,0.002842438595262193,0.5219833191253631,FALSE,FALSE
Unadjusted,Single-pollutant NO2,LI,no2_prior_10ppb,222766,222766,42883,1.0215499626077666,1.0072377405261002,1.0360655524671418,0.00305892525679577,222766,222766,42883,1.025634813379617,1.0110394370163611,1.0404408887555776,5.375752623120102e-4,0,0,0,0.004084850771850279,0.003801696490260964,0.004375336288435783,-0.00252134999448376,0.39986793807154086,FALSE,FALSE
Unadjusted,Multipollutant PM2.5 + NO2,LI,pm25_prior_5ug,181754,181754,39394,1.0368966441279286,1.015870176480074,1.0583583173286013,5.275889823668586e-4,208792,208792,42137,1.0344677108241378,1.013523112327964,1.0558451324112017,0.00116598296512808,27038,27038,2743,-0.0024289333037907923,-0.0023470641521099456,-0.0025131849173996024,6.383939827612214e-4,-0.2342502811197411,FALSE,FALSE
Unadjusted,Multipollutant PM2.5 + NO2,LI,no2_prior_10ppb,181754,181754,39394,0.9945904428330702,0.9778347619861524,1.0116332405340398,0.5314937761809067,208792,208792,42137,1.0064900112391968,0.9894714480614571,1.023801287757177,0.45718335807128607,27038,27038,2743,0.011899568406126604,0.01163668607530477,0.012168047223137135,-0.07431041810962058,1.196428991639098,TRUE,FALSE
Unadjusted,Multipollutant PM2.5 + NO2 + O3,LI,pm25_prior_5ug,181754,181754,39394,1.055746531477654,1.0326657111860282,1.079343224679132,1.5088769467676464e-6,208792,208792,42137,1.049913324203478,1.0271963753286166,1.0731326694833283,1.2757468853075625e-5,27038,27038,2743,-0.005833207274176022,-0.005469335857411606,-0.006210555195803602,1.1248591906307979e-5,-0.5525196721235415,FALSE,FALSE
Unadjusted,Multipollutant PM2.5 + NO2 + O3,LI,no2_prior_10ppb,181754,181754,39394,0.9787548913779758,0.9608217416561564,0.997022752363084,0.02284680340902167,208792,208792,42137,0.993799544134436,0.9758071375123026,1.0121237035011552,0.50463089765203,27038,27038,2743,0.015044652756460275,0.014985395856146222,0.015100951138071195,0.4817840942430083,1.5371215908080105,FALSE,TRUE
Unadjusted,Multipollutant PM2.5 + NO2 + O3,LI,o3_prior_10ppb,181754,181754,39394,0.9514939906117224,0.9301034938804218,0.9733764254482148,1.8191205823940708e-5,208792,208792,42137,0.9588806009412508,0.938108943766132,0.9801121852332232,1.714525791523893e-4,27038,27038,2743,0.007386610329528476,0.00800544988571017,0.0067357597850083994,1.5326137332844858e-4,0.7763170763463778,FALSE,FALSE
Adjusted + SDOH,Single-pollutant PM2.5,LI,pm25_prior_5ug,181559,181559,39358,1.0179800065595868,0.9943469051399816,1.0421748067986103,0.13703339452933638,208592,208592,42101,1.025240154797539,1.0023526709248645,1.0486502460650124,0.03046700597082882,27033,27033,2743,0.00726014823795218,0.008005765784882879,0.00647543926640215,-0.10656638855850756,0.7131916335458177,FALSE,TRUE
Adjusted + SDOH,Single-pollutant O3,LI,o3_prior_10ppb,222559,222559,42847,1.0230967087902632,0.994993887107834,1.0519932726220136,0.10809723477827224,208592,208592,42101,1.0341440930122945,1.0052730189612624,1.063844333768429,0.02012528440291218,-13967,-13967,-746,0.011047384222031331,0.010279131853428436,0.01185106114641532,-0.08797195037536006,1.0797986277459648,FALSE,TRUE
Adjusted + SDOH,Single-pollutant NO2,LI,no2_prior_10ppb,222559,222559,42847,0.986293216296141,0.9691799141295564,1.0037086967340405,0.1222381658906238,222559,222559,42847,0.9968769734911744,0.9794674330603012,1.0145959597369711,0.7278656672374078,0,0,0,0.01058375719503346,0.010287518930744755,0.010887263002930636,0.605627501346784,1.0730842532587825,FALSE,FALSE
Adjusted + SDOH,Multipollutant PM2.5 + NO2,LI,pm25_prior_5ug,181559,181559,39358,1.0560151242553106,1.027257987385073,1.0855772905642378,1.0924741097606792e-4,208592,208592,42101,1.044468641570454,1.0167156190746258,1.0729792311216155,0.00154320965212977,27033,27033,2743,-0.011546482684856585,-0.010542368310447081,-0.012598059442622267,0.001433962241153702,-1.0934012609903676,FALSE,FALSE
Adjusted + SDOH,Multipollutant PM2.5 + NO2,LI,no2_prior_10ppb,181559,181559,39358,0.9479608975952736,0.9279213660423216,0.968433205932507,9.470684678342202e-7,208592,208592,42101,0.9736934792519352,0.953262779020188,0.9945620582314382,0.01374197234570854,27033,27033,2743,0.02573258165666159,0.025341412977866407,0.026128852298931138,0.013741025277240705,2.714519314239472,FALSE,FALSE
Adjusted + SDOH,Multipollutant PM2.5 + NO2 + O3,LI,pm25_prior_5ug,181559,181559,39358,1.0552564480492683,1.025896430955772,1.0854567162419204,1.8708764106806135e-4,208592,208592,42101,1.040044020184507,1.011901753661813,1.0689689587029438,0.00502674759927178,27033,27033,2743,-0.015212427864761402,-0.013994677293959201,-0.016487757538976577,0.004839659958203718,-1.441585871650708,FALSE,FALSE
Adjusted + SDOH,Multipollutant PM2.5 + NO2 + O3,LI,no2_prior_10ppb,181559,181559,39358,0.9490661777055768,0.9271445167736092,0.9715061604410196,1.1627956521817902e-5,208592,208592,42101,0.9804523716537116,0.9582817631504086,1.003135914765924,0.09071045005421768,27033,27033,2743,0.0313861939481348,0.031137246376799377,0.03162975432490445,0.09069882209769586,3.307060633433667,FALSE,TRUE
Adjusted + SDOH,Multipollutant PM2.5 + NO2 + O3,LI,o3_prior_10ppb,181559,181559,39358,1.0038624181106457,0.9729070800500724,1.035802673409559,0.8093795842142608,208592,208592,42101,1.0249525787819398,0.9941084506852492,1.056753705320188,0.11389306766834212,27033,27033,2743,0.0210901606712941,0.021201370635176797,0.020951031910629192,-0.6954865165459188,2.100901507099695,FALSE,FALSE
Adjusted + SDOH + organ score at listing,Single-pollutant PM2.5,LI,pm25_prior_5ug,181558,181558,39358,1.0311450535294997,1.0071431027106454,1.0557190120814754,0.01070188096668856,208591,208591,42101,1.0420908772675694,1.0188120831496437,1.0659015675659071,3.47755414072045e-4,27033,27033,2743,0.010945823738069738,0.011668980438998222,0.010182555484431699,-0.010354125552616514,1.0615212380259642,FALSE,FALSE
Adjusted + SDOH + organ score at listing,Single-pollutant O3,LI,o3_prior_10ppb,222557,222557,42847,1.0331066665224946,1.0048383833195027,1.0621701978454925,0.02139452621534925,208591,208591,42101,1.0444981221409817,1.0154128880781854,1.0744164664099014,0.00251548283699804,-13966,-13966,-746,0.01139145561848709,0.010574504758682712,0.012246268564408913,-0.01887904337835121,1.1026408005701427,FALSE,FALSE
Adjusted + SDOH + organ score at listing,Single-pollutant NO2,LI,no2_prior_10ppb,222557,222557,42847,0.9981689136788152,0.9808323873579294,1.0158118686502522,0.8375559495934538,222557,222557,42847,1.0086003525945595,0.990967181920802,1.0265472861392608,0.34128493921194214,0,0,0,0.010431438915744273,0.010134794562872584,0.010735417489008636,-0.49627101038151167,1.0450574820346281,TRUE,FALSE
Adjusted + SDOH + organ score at listing,Multipollutant PM2.5 + NO2,LI,pm25_prior_5ug,181558,181558,39358,1.063841890345422,1.0348029253501387,1.0936957559051883,1.1719394388400157e-5,208591,208591,42101,1.0560058591125876,1.0279385327761437,1.084839549178533,7.345133863683325e-5,27033,27033,2743,-0.007836031232834495,-0.006864392573995071,-0.008856206726655325,6.17319442484331e-5,-0.7365785558876792,FALSE,FALSE
