time,cif_adverse,cif_transplant_or_improvement,n_risk,strata,quartile,pollutant,pollutant_label,subgroup,cif_adverse_percent,cif_transplant_or_improvement_percent
10,0.18109010115307747,0.7735429875906944,273,quartile=Q2,Q2,o3,O[3],Not on dialysis,18.109010115307747,77.35429875906944
1,0.034761623896308894,0.3237614005304293,22511,quartile=Q3,Q3,o3,O[3],Not on dialysis,3.4761623896308893,32.37614005304293
3,0.0952473711441595,0.5605436728488645,8483,quartile=Q3,Q3,o3,O[3],Not on dialysis,9.52473711441595,56.05436728488645
5,0.1408946817259663,0.6809268833425167,3183,quartile=Q3,Q3,o3,O[3],Not on dialysis,14.08946817259663,68.09268833425168
10,0.185658083909117,0.7721289620048136,271,quartile=Q3,Q3,o3,O[3],Not on dialysis,18.5658083909117,77.21289620048137
1,0.03793873934417556,0.3629229262342946,18497,quartile=Q4 highest,Q4 highest,o3,O[3],Not on dialysis,3.7938739344175563,36.29229262342946
3,0.09452167533930739,0.6180002694963296,6564,quartile=Q4 highest,Q4 highest,o3,O[3],Not on dialysis,9.452167533930739,61.80002694963296
5,0.13769596026658892,0.7361188569294671,2163,quartile=Q4 highest,Q4 highest,o3,O[3],Not on dialysis,13.769596026658892,73.61188569294671
10,0.17494141419803189,0.8006448179318287,164,quartile=Q4 highest,Q4 highest,o3,O[3],Not on dialysis,17.49414141980319,80.06448179318288
1,0.04044540812999049,0.3606732378847079,25154,quartile=Q1 lowest,Q1 lowest,pm25,PM[2.5],Not on dialysis,4.044540812999049,36.06732378847079
3,0.09909351429316803,0.6006384671005088,10005,quartile=Q1 lowest,Q1 lowest,pm25,PM[2.5],Not on dialysis,9.909351429316802,60.06384671005088
5,0.14264046741487102,0.7081653467821682,3517,quartile=Q1 lowest,Q1 lowest,pm25,PM[2.5],Not on dialysis,14.264046741487101,70.81653467821683
10,0.18008708653381034,0.7828094280526762,245,quartile=Q1 lowest,Q1 lowest,pm25,PM[2.5],Not on dialysis,18.008708653381035,78.28094280526761
1,0.03756329984172781,0.32298299875850545,22318,quartile=Q2,Q2,pm25,PM[2.5],Not on dialysis,3.7563299841727806,32.298299875850546
3,0.09721868443994225,0.5453285628136375,9288,quartile=Q2,Q2,pm25,PM[2.5],Not on dialysis,9.721868443994225,54.53285628136375
5,0.14217971189070772,0.6567828148675529,3784,quartile=Q2,Q2,pm25,PM[2.5],Not on dialysis,14.217971189070772,65.67828148675528
10,0.1916620744225435,0.7594860025063885,313,quartile=Q2,Q2,pm25,PM[2.5],Not on dialysis,19.16620744225435,75.94860025063885
1,0.03731088042068096,0.310435572656417,21141,quartile=Q3,Q3,pm25,PM[2.5],Not on dialysis,3.731088042068096,31.043557265641702
3,0.09555374743970416,0.5334214964573607,9141,quartile=Q3,Q3,pm25,PM[2.5],Not on dialysis,9.555374743970416,53.34214964573607
5,0.14740224882299638,0.647543345653224,3657,quartile=Q3,Q3,pm25,PM[2.5],Not on dialysis,14.740224882299637,64.75433456532241
10,0.20266323025199642,0.743008678105249,358,quartile=Q3,Q3,pm25,PM[2.5],Not on dialysis,20.266323025199643,74.30086781052489
