time_days,event,cumulative_incidence,quartile,organ,pollutant,ps_n,full_n,min_value,max_value,quartile_label,years_since_listing
0,Death/delisted too sick,0,Q1,Heart,NO2,73497,73497,0.233840116012244,4.84919106960297,Q1 (0.2-4.8 units),0
0,Transplant,0,Q1,Heart,NO2,73497,73497,0.233840116012244,4.84919106960297,Q1 (0.2-4.8 units),0
30.4375,Death/delisted too sick,0.03393057218604653,Q1,Heart,NO2,73497,73497,0.233840116012244,4.84919106960297,Q1 (0.2-4.8 units),0.08333333333333333
30.4375,Transplant,0.255601708652891,Q1,Heart,NO2,73497,73497,0.233840116012244,4.84919106960297,Q1 (0.2-4.8 units),0.08333333333333333
60.875,Death/delisted too sick,0.05521343695333018,Q1,Heart,NO2,73497,73497,0.233840116012244,4.84919106960297,Q1 (0.2-4.8 units),0.16666666666666666
60.875,Transplant,0.35152218185945616,Q1,Heart,NO2,73497,73497,0.233840116012244,4.84919106960297,Q1 (0.2-4.8 units),0.16666666666666666
91.3125,Death/delisted too sick,0.06646134619354757,Q1,Heart,NO2,73497,73497,0.233840116012244,4.84919106960297,Q1 (0.2-4.8 units),0.25
91.3125,Transplant,0.4117412910847842,Q1,Heart,NO2,73497,73497,0.233840116012244,4.84919106960297,Q1 (0.2-4.8 units),0.25
121.75,Death/delisted too sick,0.0750294483884805,Q1,Heart,NO2,73497,73497,0.233840116012244,4.84919106960297,Q1 (0.2-4.8 units),0.3333333333333333
121.75,Transplant,0.45849074918068977,Q1,Heart,NO2,73497,73497,0.233840116012244,4.84919106960297,Q1 (0.2-4.8 units),0.3333333333333333
152.1875,Death/delisted too sick,0.08049150545583994,Q1,Heart,NO2,73497,73497,0.233840116012244,4.84919106960297,Q1 (0.2-4.8 units),0.4166666666666667
152.1875,Transplant,0.49508799186648755,Q1,Heart,NO2,73497,73497,0.233840116012244,4.84919106960297,Q1 (0.2-4.8 units),0.4166666666666667
182.625,Death/delisted too sick,0.08449535670253434,Q1,Heart,NO2,73497,73497,0.233840116012244,4.84919106960297,Q1 (0.2-4.8 units),0.5
182.625,Transplant,0.521246322445173,Q1,Heart,NO2,73497,73497,0.233840116012244,4.84919106960297,Q1 (0.2-4.8 units),0.5
213.0625,Death/delisted too sick,0.08893016560099631,Q1,Heart,NO2,73497,73497,0.233840116012244,4.84919106960297,Q1 (0.2-4.8 units),0.5833333333333334
213.0625,Transplant,0.5455782086158845,Q1,Heart,NO2,73497,73497,0.233840116012244,4.84919106960297,Q1 (0.2-4.8 units),0.5833333333333334
243.5,Death/delisted too sick,0.09219860408392647,Q1,Heart,NO2,73497,73497,0.233840116012244,4.84919106960297,Q1 (0.2-4.8 units),0.6666666666666666
243.5,Transplant,0.5655888283928645,Q1,Heart,NO2,73497,73497,0.233840116012244,4.84919106960297,Q1 (0.2-4.8 units),0.6666666666666666
273.9375,Death/delisted too sick,0.09566109720446701,Q1,Heart,NO2,73497,73497,0.233840116012244,4.84919106960297,Q1 (0.2-4.8 units),0.75
273.9375,Transplant,0.5834827624776693,Q1,Heart,NO2,73497,73497,0.233840116012244,4.84919106960297,Q1 (0.2-4.8 units),0.75
304.375,Death/delisted too sick,0.09865125277670327,Q1,Heart,NO2,73497,73497,0.233840116012244,4.84919106960297,Q1 (0.2-4.8 units),0.8333333333333334
304.375,Transplant,0.6030013382868419,Q1,Heart,NO2,73497,73497,0.233840116012244,4.84919106960297,Q1 (0.2-4.8 units),0.8333333333333334
334.8125,Death/delisted too sick,0.10084989099973604,Q1,Heart,NO2,73497,73497,0.233840116012244,4.84919106960297,Q1 (0.2-4.8 units),0.9166666666666666
334.8125,Transplant,0.618307990287675,Q1,Heart,NO2,73497,73497,0.233840116012244,4.84919106960297,Q1 (0.2-4.8 units),0.9166666666666666
365.25,Death/delisted too sick,0.10330648444705073,Q1,Heart,NO2,73497,73497,0.233840116012244,4.84919106960297,Q1 (0.2-4.8 units),1
365.25,Transplant,0.6296688314189308,Q1,Heart,NO2,73497,73497,0.233840116012244,4.84919106960297,Q1 (0.2-4.8 units),1
395.6875,Death/delisted too sick,0.10579223257962461,Q1,Heart,NO2,73497,73497,0.233840116012244,4.84919106960297,Q1 (0.2-4.8 units),1.0833333333333333
395.6875,Transplant,0.6389875492234434,Q1,Heart,NO2,73497,73497,0.233840116012244,4.84919106960297,Q1 (0.2-4.8 units),1.0833333333333333
426.125,Death/delisted too sick,0.10726898070004162,Q1,Heart,NO2,73497,73497,0.233840116012244,4.84919106960297,Q1 (0.2-4.8 units),1.1666666666666667
426.125,Transplant,0.6489583905419007,Q1,Heart,NO2,73497,73497,0.233840116012244,4.84919106960297,Q1 (0.2-4.8 units),1.1666666666666667
456.5625,Death/delisted too sick,0.10924762571300255,Q1,Heart,NO2,73497,73497,0.233840116012244,4.84919106960297,Q1 (0.2-4.8 units),1.25
456.5625,Transplant,0.6563847636348681,Q1,Heart,NO2,73497,73497,0.233840116012244,4.84919106960297,Q1 (0.2-4.8 units),1.25
487,Death/delisted too sick,0.11061756301645831,Q1,Heart,NO2,73497,73497,0.233840116012244,4.84919106960297,Q1 (0.2-4.8 units),1.3333333333333333
487,Transplant,0.667647207626215,Q1,Heart,NO2,73497,73497,0.233840116012244,4.84919106960297,Q1 (0.2-4.8 units),1.3333333333333333
517.4375,Death/delisted too sick,0.11348830048898376,Q1,Heart,NO2,73497,73497,0.233840116012244,4.84919106960297,Q1 (0.2-4.8 units),1.4166666666666667
517.4375,Transplant,0.6759320380702764,Q1,Heart,NO2,73497,73497,0.233840116012244,4.84919106960297,Q1 (0.2-4.8 units),1.4166666666666667
547.875,Death/delisted too sick,0.11525840302146739,Q1,Heart,NO2,73497,73497,0.233840116012244,4.84919106960297,Q1 (0.2-4.8 units),1.5
547.875,Transplant,0.6841754510600486,Q1,Heart,NO2,73497,73497,0.233840116012244,4.84919106960297,Q1 (0.2-4.8 units),1.5
578.3125,Death/delisted too sick,0.11658187004602767,Q1,Heart,NO2,73497,73497,0.233840116012244,4.84919106960297,Q1 (0.2-4.8 units),1.5833333333333333
578.3125,Transplant,0.6906110445586456,Q1,Heart,NO2,73497,73497,0.233840116012244,4.84919106960297,Q1 (0.2-4.8 units),1.5833333333333333
608.75,Death/delisted too sick,0.11844606334085275,Q1,Heart,NO2,73497,73497,0.233840116012244,4.84919106960297,Q1 (0.2-4.8 units),1.6666666666666667
608.75,Transplant,0.6976074978018512,Q1,Heart,NO2,73497,73497,0.233840116012244,4.84919106960297,Q1 (0.2-4.8 units),1.6666666666666667
639.1875,Death/delisted too sick,0.12008024977446442,Q1,Heart,NO2,73497,73497,0.233840116012244,4.84919106960297,Q1 (0.2-4.8 units),1.75
639.1875,Transplant,0.7024414168914376,Q1,Heart,NO2,73497,73497,0.233840116012244,4.84919106960297,Q1 (0.2-4.8 units),1.75
669.625,Death/delisted too sick,0.1216452734896732,Q1,Heart,NO2,73497,73497,0.233840116012244,4.84919106960297,Q1 (0.2-4.8 units),1.8333333333333333
669.625,Transplant,0.7102597236372826,Q1,Heart,NO2,73497,73497,0.233840116012244,4.84919106960297,Q1 (0.2-4.8 units),1.8333333333333333
700.0625,Death/delisted too sick,0.12418520834047392,Q1,Heart,NO2,73497,73497,0.233840116012244,4.84919106960297,Q1 (0.2-4.8 units),1.9166666666666667
700.0625,Transplant,0.7151469514416416,Q1,Heart,NO2,73497,73497,0.233840116012244,4.84919106960297,Q1 (0.2-4.8 units),1.9166666666666667
730.5,Death/delisted too sick,0.12526746946661538,Q1,Heart,NO2,73497,73497,0.233840116012244,4.84919106960297,Q1 (0.2-4.8 units),2
730.5,Transplant,0.7192681094173358,Q1,Heart,NO2,73497,73497,0.233840116012244,4.84919106960297,Q1 (0.2-4.8 units),2
760.9375,Death/delisted too sick,0.12698986067249077,Q1,Heart,NO2,73497,73497,0.233840116012244,4.84919106960297,Q1 (0.2-4.8 units),2.0833333333333335
760.9375,Transplant,0.7226284662923987,Q1,Heart,NO2,73497,73497,0.233840116012244,4.84919106960297,Q1 (0.2-4.8 units),2.0833333333333335
791.375,Death/delisted too sick,0.12811704620424497,Q1,Heart,NO2,73497,73497,0.233840116012244,4.84919106960297,Q1 (0.2-4.8 units),2.1666666666666665
791.375,Transplant,0.7264795306899633,Q1,Heart,NO2,73497,73497,0.233840116012244,4.84919106960297,Q1 (0.2-4.8 units),2.1666666666666665
821.8125,Death/delisted too sick,0.12921442253753418,Q1,Heart,NO2,73497,73497,0.233840116012244,4.84919106960297,Q1 (0.2-4.8 units),2.25
821.8125,Transplant,0.7297553618137823,Q1,Heart,NO2,73497,73497,0.233840116012244,4.84919106960297,Q1 (0.2-4.8 units),2.25
852.25,Death/delisted too sick,0.1306741300849038,Q1,Heart,NO2,73497,73497,0.233840116012244,4.84919106960297,Q1 (0.2-4.8 units),2.3333333333333335
852.25,Transplant,0.7328386449748187,Q1,Heart,NO2,73497,73497,0.233840116012244,4.84919106960297,Q1 (0.2-4.8 units),2.3333333333333335
882.6875,Death/delisted too sick,0.13165021315093178,Q1,Heart,NO2,73497,73497,0.233840116012244,4.84919106960297,Q1 (0.2-4.8 units),2.4166666666666665
882.6875,Transplant,0.7355038508225962,Q1,Heart,NO2,73497,73497,0.233840116012244,4.84919106960297,Q1 (0.2-4.8 units),2.4166666666666665
913.125,Death/delisted too sick,0.13198667211304302,Q1,Heart,NO2,73497,73497,0.233840116012244,4.84919106960297,Q1 (0.2-4.8 units),2.5
913.125,Transplant,0.7378100080952111,Q1,Heart,NO2,73497,73497,0.233840116012244,4.84919106960297,Q1 (0.2-4.8 units),2.5
943.5625,Death/delisted too sick,0.13288619985174088,Q1,Heart,NO2,73497,73497,0.233840116012244,4.84919106960297,Q1 (0.2-4.8 units),2.5833333333333335
943.5625,Transplant,0.7404234346769828,Q1,Heart,NO2,73497,73497,0.233840116012244,4.84919106960297,Q1 (0.2-4.8 units),2.5833333333333335
974,Death/delisted too sick,0.13419736610078653,Q1,Heart,NO2,73497,73497,0.233840116012244,4.84919106960297,Q1 (0.2-4.8 units),2.6666666666666665
974,Transplant,0.7434275777225094,Q1,Heart,NO2,73497,73497,0.233840116012244,4.84919106960297,Q1 (0.2-4.8 units),2.6666666666666665
1004.4375,Death/delisted too sick,0.13507882000315055,Q1,Heart,NO2,73497,73497,0.233840116012244,4.84919106960297,Q1 (0.2-4.8 units),2.75
