time_days,event,cumulative_incidence,quartile,organ,pollutant,ps_n,full_n,min_value,max_value,quartile_label,years_since_listing
0,Death/delisted too sick,0,Q1,Heart,Ozone,73497,73497,24.05848757425944,36.38929348332541,Q1 (24.1-36.4 ppb),0
0,Transplant,0,Q1,Heart,Ozone,73497,73497,24.05848757425944,36.38929348332541,Q1 (24.1-36.4 ppb),0
30.4375,Death/delisted too sick,0.03238281700364535,Q1,Heart,Ozone,73497,73497,24.05848757425944,36.38929348332541,Q1 (24.1-36.4 ppb),0.08333333333333333
30.4375,Transplant,0.23933431218492954,Q1,Heart,Ozone,73497,73497,24.05848757425944,36.38929348332541,Q1 (24.1-36.4 ppb),0.08333333333333333
60.875,Death/delisted too sick,0.04937569050007738,Q1,Heart,Ozone,73497,73497,24.05848757425944,36.38929348332541,Q1 (24.1-36.4 ppb),0.16666666666666666
60.875,Transplant,0.332235147532731,Q1,Heart,Ozone,73497,73497,24.05848757425944,36.38929348332541,Q1 (24.1-36.4 ppb),0.16666666666666666
91.3125,Death/delisted too sick,0.06053539199474354,Q1,Heart,Ozone,73497,73497,24.05848757425944,36.38929348332541,Q1 (24.1-36.4 ppb),0.25
91.3125,Transplant,0.39429663575100277,Q1,Heart,Ozone,73497,73497,24.05848757425944,36.38929348332541,Q1 (24.1-36.4 ppb),0.25
121.75,Death/delisted too sick,0.06889289674727755,Q1,Heart,Ozone,73497,73497,24.05848757425944,36.38929348332541,Q1 (24.1-36.4 ppb),0.3333333333333333
121.75,Transplant,0.4409929944705966,Q1,Heart,Ozone,73497,73497,24.05848757425944,36.38929348332541,Q1 (24.1-36.4 ppb),0.3333333333333333
152.1875,Death/delisted too sick,0.07493147246087839,Q1,Heart,Ozone,73497,73497,24.05848757425944,36.38929348332541,Q1 (24.1-36.4 ppb),0.4166666666666667
152.1875,Transplant,0.48101912209420994,Q1,Heart,Ozone,73497,73497,24.05848757425944,36.38929348332541,Q1 (24.1-36.4 ppb),0.4166666666666667
182.625,Death/delisted too sick,0.08068920142899848,Q1,Heart,Ozone,73497,73497,24.05848757425944,36.38929348332541,Q1 (24.1-36.4 ppb),0.5
182.625,Transplant,0.5110523451404897,Q1,Heart,Ozone,73497,73497,24.05848757425944,36.38929348332541,Q1 (24.1-36.4 ppb),0.5
213.0625,Death/delisted too sick,0.0852468043519036,Q1,Heart,Ozone,73497,73497,24.05848757425944,36.38929348332541,Q1 (24.1-36.4 ppb),0.5833333333333334
213.0625,Transplant,0.5350442061627847,Q1,Heart,Ozone,73497,73497,24.05848757425944,36.38929348332541,Q1 (24.1-36.4 ppb),0.5833333333333334
243.5,Death/delisted too sick,0.08845333619388221,Q1,Heart,Ozone,73497,73497,24.05848757425944,36.38929348332541,Q1 (24.1-36.4 ppb),0.6666666666666666
243.5,Transplant,0.5548379291038723,Q1,Heart,Ozone,73497,73497,24.05848757425944,36.38929348332541,Q1 (24.1-36.4 ppb),0.6666666666666666
273.9375,Death/delisted too sick,0.09216494975212347,Q1,Heart,Ozone,73497,73497,24.05848757425944,36.38929348332541,Q1 (24.1-36.4 ppb),0.75
273.9375,Transplant,0.5703977441848899,Q1,Heart,Ozone,73497,73497,24.05848757425944,36.38929348332541,Q1 (24.1-36.4 ppb),0.75
304.375,Death/delisted too sick,0.09534223474916147,Q1,Heart,Ozone,73497,73497,24.05848757425944,36.38929348332541,Q1 (24.1-36.4 ppb),0.8333333333333334
304.375,Transplant,0.5863812582987371,Q1,Heart,Ozone,73497,73497,24.05848757425944,36.38929348332541,Q1 (24.1-36.4 ppb),0.8333333333333334
334.8125,Death/delisted too sick,0.09815274366551568,Q1,Heart,Ozone,73497,73497,24.05848757425944,36.38929348332541,Q1 (24.1-36.4 ppb),0.9166666666666666
334.8125,Transplant,0.598398167929149,Q1,Heart,Ozone,73497,73497,24.05848757425944,36.38929348332541,Q1 (24.1-36.4 ppb),0.9166666666666666
365.25,Death/delisted too sick,0.10033746944204258,Q1,Heart,Ozone,73497,73497,24.05848757425944,36.38929348332541,Q1 (24.1-36.4 ppb),1
365.25,Transplant,0.6103334944802299,Q1,Heart,Ozone,73497,73497,24.05848757425944,36.38929348332541,Q1 (24.1-36.4 ppb),1
395.6875,Death/delisted too sick,0.1016504060503399,Q1,Heart,Ozone,73497,73497,24.05848757425944,36.38929348332541,Q1 (24.1-36.4 ppb),1.0833333333333333
395.6875,Transplant,0.6213042461417878,Q1,Heart,Ozone,73497,73497,24.05848757425944,36.38929348332541,Q1 (24.1-36.4 ppb),1.0833333333333333
426.125,Death/delisted too sick,0.10437468714997715,Q1,Heart,Ozone,73497,73497,24.05848757425944,36.38929348332541,Q1 (24.1-36.4 ppb),1.1666666666666667
426.125,Transplant,0.631317076542913,Q1,Heart,Ozone,73497,73497,24.05848757425944,36.38929348332541,Q1 (24.1-36.4 ppb),1.1666666666666667
456.5625,Death/delisted too sick,0.10646022565040751,Q1,Heart,Ozone,73497,73497,24.05848757425944,36.38929348332541,Q1 (24.1-36.4 ppb),1.25
456.5625,Transplant,0.6399986330723997,Q1,Heart,Ozone,73497,73497,24.05848757425944,36.38929348332541,Q1 (24.1-36.4 ppb),1.25
487,Death/delisted too sick,0.10862757429023438,Q1,Heart,Ozone,73497,73497,24.05848757425944,36.38929348332541,Q1 (24.1-36.4 ppb),1.3333333333333333
487,Transplant,0.6484312403621987,Q1,Heart,Ozone,73497,73497,24.05848757425944,36.38929348332541,Q1 (24.1-36.4 ppb),1.3333333333333333
517.4375,Death/delisted too sick,0.10984872578181455,Q1,Heart,Ozone,73497,73497,24.05848757425944,36.38929348332541,Q1 (24.1-36.4 ppb),1.4166666666666667
517.4375,Transplant,0.6569430645955278,Q1,Heart,Ozone,73497,73497,24.05848757425944,36.38929348332541,Q1 (24.1-36.4 ppb),1.4166666666666667
547.875,Death/delisted too sick,0.11168026373586443,Q1,Heart,Ozone,73497,73497,24.05848757425944,36.38929348332541,Q1 (24.1-36.4 ppb),1.5
547.875,Transplant,0.6648795218311164,Q1,Heart,Ozone,73497,73497,24.05848757425944,36.38929348332541,Q1 (24.1-36.4 ppb),1.5
578.3125,Death/delisted too sick,0.11282331361827502,Q1,Heart,Ozone,73497,73497,24.05848757425944,36.38929348332541,Q1 (24.1-36.4 ppb),1.5833333333333333
578.3125,Transplant,0.67316329633355,Q1,Heart,Ozone,73497,73497,24.05848757425944,36.38929348332541,Q1 (24.1-36.4 ppb),1.5833333333333333
