year,variable,rows,zips,dates,missing_values,mean,p01,p50,p99
2018,tmax_c,12154500,33300,365,0,18.3939762133371,-9.28333333333336,20.1,37.1
2018,tmin_c,12154500,33300,365,0,7.03896903492359,-20.0782639751552,7.69666666666672,24.55
2018,rmax_pct,12154500,33300,365,0,87.0007447156151,36.3,91.4,100
2018,rmin_pct,12154500,33300,365,0,45.9087026936966,7.68064516129032,46.3,85.2071428571428
2018,pr,12154500,33300,365,0,3.46014327403134,0,0,43.06
2018,sph,12154500,33300,365,0,0.00756720739518308,0.00086,0.006332,0.0179557142857143
2018,srad,12154500,33300,365,0,186.522229105776,32.6625,183.047722567288,352.4
2018,vs,12154500,33300,365,0,4.11061187412775,1.3,3.8,9.35
2018,pet,12154500,33300,365,0,3.28264245836759,0.2,3,8.6
2018,etr,12154500,33300,365,0,4.3540170875415,0.3,4.045,12.1243902439024
2018,erc,12154500,33300,365,0,25.2836216172502,0,22,88.0833333333333
2018,tmean_c,12154500,33300,365,0,12.7164726241303,-14.3694456521739,13.8583333333333,30.05
2018,temp_range_c,12154500,33300,365,0,11.3550071784134,2.79499999999996,11.2916666666666,21.9777777777778
2018,rhmean_pct,12154500,33300,365,0,66.4547237046559,22.6015560493119,69.18,92.17
