year,variable,rows,zips,dates,missing_values,mean,p01,p50,p99
2009,tmax_c,12154500,33300,365,0,17.7892937947558,-9.06999999999994,19.4566666666667,37.05
2009,tmin_c,12154500,33300,365,0,6.24905572928591,-19.9961552706553,7.09285714285716,24.6166666666667
2009,rmax_pct,12154500,33300,365,0,86.6074573668154,33.1,91.3588235294118,100
2009,rmin_pct,12154500,33300,365,0,43.6489745081153,10.1,44.3,77.3
2009,pr,12154500,33300,365,0,2.94139778186932,0,0,36.5666666666667
2009,sph,12154500,33300,365,0,0.00692689259379426,0.000872857142857143,0.00596052631578947,0.01767
2009,srad,12154500,33300,365,0,183.423617728874,32.7851833333333,177.2,356.1
2009,vs,12154500,33300,365,0,4.11010075001213,1.3,3.8,9.6
2009,pet,12154500,33300,365,0,3.22354556339183,0.3,3.01428571428571,8.37142857142857
2009,etr,12154500,33300,365,0,4.3254941190364,0.4,4.1,11.7
2009,erc,12154500,33300,365,0,26.5127352872036,1.25,23.5882352941177,86
2009,tmean_c,12154500,33300,365,0,12.0191747620209,-14.2,13.26875,30.1
2009,temp_range_c,12154500,33300,365,0,11.5402380654699,3.74285714285713,11.3,21.0200000000002
2009,rhmean_pct,12154500,33300,365,0,65.1282159374654,22.2404750982962,67.7,88.4009647435897
