year,variable,rows,zips,dates,missing_values,mean,p01,p50,p99
2024,tmax_c,12187800,33300,366,0,19.6852205579734,-7.21999999999991,21.55,37.7000000000001
2024,tmin_c,12187800,33300,366,0,7.93462738560723,-16.95,8.53333333333336,25.1558823529412
2024,rmax_pct,12187800,33300,366,0,85.8092921075344,37.0387071960298,89.2571428571429,100
2024,rmin_pct,12187800,33300,366,0,43.7559515604358,8.24499827586207,43.575,83.08
2024,pr,12187800,33300,366,0,2.98804630135859,0,0,41
2024,sph,12187800,33300,366,0,0.00757242753665463,0.00109297265500795,0.00652363636363636,0.0185885714285714
2024,srad,12187800,33300,366,0,191.500465952935,32.725,191.466666666667,352
2024,vs,12187800,33300,366,0,4.02529043181677,1.2,3.73571428571429,9.3
2024,pet,12187800,33300,366,0,3.46476726968469,0.25,3.4,8.37692307692308
2024,etr,12187800,33300,366,0,4.64270110387475,0.338888888888889,4.54444444444444,11.748
2024,erc,12187800,33300,366,0,28.3154683452046,1,26,87.2
2024,tmean_c,12187800,33300,366,0,13.8099239717903,-11.7440011764706,15.0833333333334,30.6
2024,temp_range_c,12187800,33300,366,0,11.7505931723662,2.52127595099934,11.8,21.8
2024,rhmean_pct,12187800,33300,366,0,64.7826218339851,23.4,67.05,90.6825
