year,variable,rows,zips,dates,missing_values,mean,p01,p50,p99
2006,tmax_c,12154500,33300,365,0,19.1676306602415,-3.4785714285714,20.1071428571428,38.05
2006,tmin_c,12154500,33300,365,0,7.14883003480255,-14.45,7.35000000000002,24.4250000000001
2006,rmax_pct,12154500,33300,365,0,85.4935236471972,34.4416598360656,89.1151425231544,100
2006,rmin_pct,12154500,33300,365,0,41.2245210952302,9.76666666666667,41.675,73.2
2006,pr,12154500,33300,365,0,2.76538672301817,0,0,36.2
2006,sph,12154500,33300,365,0,0.00702344691634811,0.00114,0.00599925925925926,0.01736
2006,srad,12154500,33300,365,0,188.242801501563,32.7830673635308,184.9,352.8
2006,vs,12154500,33300,365,0,4.14376617571732,1.3,3.82307692307692,9.6
2006,pet,12154500,33300,365,0,3.46109576980277,0.4,3.2,8.64
2006,etr,12154500,33300,365,0,4.68520034084032,0.604545454545455,4.4,12.1571428571429
2006,erc,12154500,33300,365,0,29.0442468575303,0.333333333333333,26.5,85
2006,tmean_c,12154500,33300,365,0,13.158230347522,-8.68170842572062,13.68,30.5
2006,temp_range_c,12154500,33300,365,0,12.0188006254389,4.34545454545452,11.8580645161291,21.23
2006,rhmean_pct,12154500,33300,365,0,63.3590223712137,22.8979991666667,65.5333333333333,86.2821428571429
