year,variable,rows,zips,dates,missing_values,mean,p01,p50,p99
2007,tmax_c,12154500,33300,365,0,18.738007481003,-8.56818181818181,21.3333333333333,37.05
2007,tmin_c,12154500,33300,365,0,6.76758705431365,-19.05,7.95909090909095,24.25
2007,rmax_pct,12154500,33300,365,0,84.8083799350812,34.8388846153846,88.0333333333334,100
2007,rmin_pct,12154500,33300,365,0,41.377609133926,10.8655997377049,41.2,75.1111111111111
2007,pr,12154500,33300,365,0,2.55775434791644,0,0,33.6333333333333
2007,sph,12154500,33300,365,0,0.00703582612115156,0.000853333333333334,0.00614,0.0175872727272727
2007,srad,12154500,33300,365,0,189.44807065534,32.3857142857143,189.575,352.275
2007,vs,12154500,33300,365,0,4.10986720120895,1.28888888888889,3.8,9.575
2007,pet,12154500,33300,365,0,3.46216264029278,0.3,3.45,7.86989266343134
2007,etr,12154500,33300,365,0,4.67166802511701,0.475,4.7,10.903125
2007,erc,12154500,33300,365,0,29.9067760147832,1,28.3478260869565,84.7176470588235
2007,tmean_c,12154500,33300,365,0,12.7527972676583,-13.58125,14.7,29.75
2007,temp_range_c,12154500,33300,365,0,11.9704204266893,4.14615384615382,11.85,20.9640006250001
2007,rhmean_pct,12154500,33300,365,0,63.0929945345036,23.6,64.8,87
