step_file,step_dir,organ,pollutant,model,exposure_window,exposure_form,contrast,p25,p75,hazard_ratio,conf_low,conf_high,n_intervals,n_registrations,adverse_events,concordance,wald_chisq,df,p_value
ki_combined_pollutants_lagged_annual_linear_contrast.csv,timevarying_steps_ki_seq,KI,NO2,combined_pollutants_lagged_annual_linear,lagged_annual,linear,p75_vs_p25,0.51655694237722,1.28970690929528,0.9694110200083444,0.9096377747853024,1.033112027406102,2781314,673351,116044,0.7445997922839067,9.211492413889914,1,0.00240500554256867
ki_combined_pollutants_lagged_annual_spline_contrast.csv,timevarying_steps_ki_seq,KI,PM2.5,combined_pollutants_lagged_annual_spline,lagged_annual,spline,p75_vs_p25,1.4259236324696245,1.9335416455601544,1.0100771860657969,0.8658658146002474,1.17830719795957,2781314,673351,116044,0.7446040020514917,3.46532898354537,3,0.3252867536125953
ki_combined_pollutants_lagged_annual_spline_contrast.csv,timevarying_steps_ki_seq,KI,Ozone,combined_pollutants_lagged_annual_spline,lagged_annual,spline,p75_vs_p25,3.6007414174079906,4.020549310113662,1.0240291598433229,0.9127441494180416,1.1488824342265278,2781314,673351,116044,0.7446040020514917,23.340654528640098,3,3.429050893647653e-5
ki_combined_pollutants_lagged_annual_spline_contrast.csv,timevarying_steps_ki_seq,KI,NO2,combined_pollutants_lagged_annual_spline,lagged_annual,spline,p75_vs_p25,0.51655694237722,1.28970690929528,0.9607069792907044,0.9006004679508789,1.0248250283034614,2781314,673351,116044,0.7446040020514917,10.855147552496229,3,0.01253549707706754
ki_single_pollutant_no2_cumulative_linear_contrast.csv,timevarying_steps_ki_seq,KI,NO2,single_pollutant_no2_cumulative_linear,cumulative,linear,p75_vs_p25,0.5522583179125579,1.38809525966644,0.971623877774244,0.912445446707332,1.03464044153849,2781314,673351,116044,0.7443927949314398,11.072876251220082,1,8.759969363659598e-4
ki_single_pollutant_no2_cumulative_spline_contrast.csv,timevarying_steps_ki_seq,KI,NO2,single_pollutant_no2_cumulative_spline,cumulative,spline,p75_vs_p25,0.5522583179125579,1.38809525966644,0.96506815469843,0.9053578976393062,1.0287164287642685,2781314,673351,116044,0.744406913054438,12.711235327487191,3,0.00530457227118593
ki_single_pollutant_no2_lagged_annual_linear_contrast.csv,timevarying_steps_ki_seq,KI,NO2,single_pollutant_no2_lagged_annual_linear,lagged_annual,linear,p75_vs_p25,0.51655694237722,1.28970690929528,0.9638862428114612,0.905129805199651,1.0264568504362328,2781314,673351,116044,0.7443869936663533,17.44429607146294,1,2.9585067208762504e-5
ki_single_pollutant_no2_lagged_annual_spline_contrast.csv,timevarying_steps_ki_seq,KI,NO2,single_pollutant_no2_lagged_annual_spline,lagged_annual,spline,p75_vs_p25,0.51655694237722,1.28970690929528,0.9572262820517532,0.8983105998120295,1.0200059481011954,2781314,673351,116044,0.7443995202918499,19.746147709484852,3,1.91594976049832e-4
ki_single_pollutant_ozone_cumulative_linear_contrast.csv,timevarying_steps_ki_seq,KI,Ozone,single_pollutant_ozone_cumulative_linear,cumulative,linear,p75_vs_p25,3.612419568100319,4.038783887454444,1.0346256805802414,0.9029865339501248,1.1854554399980153,2781314,673351,116044,0.7446200710423949,37.04785449809726,1,1.1526533966740401e-9
ki_single_pollutant_ozone_cumulative_spline_contrast.csv,timevarying_steps_ki_seq,KI,Ozone,single_pollutant_ozone_cumulative_spline,cumulative,spline,p75_vs_p25,3.612419568100319,4.038783887454444,1.0343586720344955,0.902152363641096,1.1859392110827565,2781314,673351,116044,0.7446254102598197,40.13531727190472,3,9.974074194707584e-9
ki_single_pollutant_ozone_lagged_annual_linear_contrast.csv,timevarying_steps_ki_seq,KI,Ozone,single_pollutant_ozone_lagged_annual_linear,lagged_annual,linear,p75_vs_p25,3.6007414174079906,4.020549310113662,1.032847112170672,0.9260847119740724,1.1519174685924012,2781314,673351,116044,0.7446050801627024,35.2723074321614,1,2.8667953030717867e-9
ki_single_pollutant_ozone_lagged_annual_spline_contrast.csv,timevarying_steps_ki_seq,KI,Ozone,single_pollutant_ozone_lagged_annual_spline,lagged_annual,spline,p75_vs_p25,3.6007414174079906,4.020549310113662,1.0315702035870458,0.923908464614722,1.151777611835577,2781314,673351,116044,0.7445971740138234,35.776925255984025,3,8.347330408640738e-8
ki_single_pollutant_pm25_cumulative_linear_contrast.csv,timevarying_steps_ki_seq,KI,PM2.5,single_pollutant_pm25_cumulative_linear,cumulative,linear,p75_vs_p25,1.4699137410747527,2.0152706385358936,0.999442704357105,0.9191905124566004,1.086701511553957,2781314,673351,116044,0.7443656367966544,0.00458446029881665,1,0.9460175692080328
ki_single_pollutant_pm25_cumulative_spline_contrast.csv,timevarying_steps_ki_seq,KI,PM2.5,single_pollutant_pm25_cumulative_spline,cumulative,spline,p75_vs_p25,1.4699137410747527,2.0152706385358936,1.0019700200097776,0.9207951960096444,1.0903009978213212,2781314,673351,116044,0.7443787281470708,0.5355652952176841,3,0.9110112083338046
ki_single_pollutant_pm25_lagged_annual_linear_contrast.csv,timevarying_steps_ki_seq,KI,PM2.5,single_pollutant_pm25_lagged_annual_linear,lagged_annual,linear,p75_vs_p25,1.4259236324696245,1.9335416455601544,1.0030230198351338,0.862394183301961,1.166583910001777,2781314,673351,116044,0.7443834513009465,0.1899838233531688,1,0.662930081537539
ki_single_pollutant_pm25_lagged_annual_spline_contrast.csv,timevarying_steps_ki_seq,KI,PM2.5,single_pollutant_pm25_lagged_annual_spline,lagged_annual,spline,p75_vs_p25,1.4259236324696245,1.9335416455601544,0.9974614235719425,0.8574161356500791,1.1603808817521573,2781314,673351,116044,0.7443720541252898,1.5305279535059957,3,0.675242628462716
hr_combined_pollutants_cumulative_spline_contrast.csv,timevarying_steps_curve_hr,HR,PM2.5,combined_pollutants_cumulative_spline,cumulative,spline,p75_vs_p25,1.4068080361684163,1.934182680736889,1.0530269004772832,0.8003825099090988,1.3854196454826708,125985,72946,9705,0.7571797823880883,3.493326957312651,3,0.3216286239248951
hr_combined_pollutants_cumulative_spline_contrast.csv,timevarying_steps_curve_hr,HR,Ozone,combined_pollutants_cumulative_spline,cumulative,spline,p75_vs_p25,3.635269698590944,4.004470092228481,1.068068820500898,0.7730309787701917,1.4757118882105116,125985,72946,9705,0.7571797823880883,3.7329516945001338,3,0.2917818869886758
hr_combined_pollutants_cumulative_spline_contrast.csv,timevarying_steps_curve_hr,HR,NO2,combined_pollutants_cumulative_spline,cumulative,spline,p75_vs_p25,0.497162420422423,1.20883533477783,0.9730923665956648,0.810180504644575,1.168762699791399,125985,72946,9705,0.7571797823880883,3.087306974719352,3,0.37835906142917686
hr_combined_pollutants_lagged_annual_spline_contrast.csv,timevarying_steps_curve_hr,HR,PM2.5,combined_pollutants_lagged_annual_spline,lagged_annual,spline,p75_vs_p25,1.3914728322620171,1.8993543167908984,1.028343753380805,0.785318335707105,1.346576066080453,125985,72946,9705,0.7571797823880883,0.5996625831155711,3,0.8965096128898266
hr_combined_pollutants_lagged_annual_spline_contrast.csv,timevarying_steps_curve_hr,HR,Ozone,combined_pollutants_lagged_annual_spline,lagged_annual,spline,p75_vs_p25,3.631734973390638,3.9946492637599937,1.0527012950853474,0.841370794338835,1.3171125312772431,125985,72946,9705,0.7571797823880883,2.443899454269307,3,0.4855150704634183
hr_combined_pollutants_lagged_annual_spline_contrast.csv,timevarying_steps_curve_hr,HR,NO2,combined_pollutants_lagged_annual_spline,lagged_annual,spline,p75_vs_p25,0.48319614572490704,1.17559146881104,0.9653000252458104,0.7405193088593375,1.2583117382514588,125985,72946,9705,0.7571797823880883,4.440956622107395,3,0.217617673207677
hr_single_pollutant_no2_cumulative_spline_contrast.csv,timevarying_steps_curve_hr,HR,NO2,single_pollutant_no2_cumulative_spline,cumulative,spline,p75_vs_p25,0.497162420422423,1.20883533477783,0.9793531812397496,0.8198891360530525,1.1698321290384257,125985,72946,9705,0.7572116369130235,3.3428538206466536,3,0.3417225885804361
hr_single_pollutant_no2_lagged_annual_spline_contrast.csv,timevarying_steps_curve_hr,HR,NO2,single_pollutant_no2_lagged_annual_spline,lagged_annual,spline,p75_vs_p25,0.48319614572490704,1.17559146881104,0.9696463502431932,0.7497400790198068,1.254053332415095,125985,72946,9705,0.7573299537199258,4.450329276041539,3,0.21676382428395133
hr_single_pollutant_ozone_cumulative_spline_contrast.csv,timevarying_steps_curve_hr,HR,Ozone,single_pollutant_ozone_cumulative_spline,cumulative,spline,p75_vs_p25,3.635269698590944,4.004470092228481,1.061346943789991,0.7748948883470889,1.453690496649391,125985,72946,9705,0.7570296110562506,3.571528874528834,3,0.3116028725889927
hr_single_pollutant_ozone_lagged_annual_spline_contrast.csv,timevarying_steps_curve_hr,HR,Ozone,single_pollutant_ozone_lagged_annual_spline,lagged_annual,spline,p75_vs_p25,3.631734973390638,3.9946492637599937,1.049092727702961,0.8431749110068195,1.3052992172229585,125985,72946,9705,0.7569613513599607,2.3267480161182292,3,0.5074160730448494
hr_single_pollutant_pm25_cumulative_spline_contrast.csv,timevarying_steps_curve_hr,HR,PM2.5,single_pollutant_pm25_cumulative_spline,cumulative,spline,p75_vs_p25,1.4068080361684163,1.934182680736889,1.0401419521319653,0.7934973585689956,1.3634516471938871,125985,72946,9705,0.7568339332602196,4.992843326830575,3,0.1723219417783983
hr_single_pollutant_pm25_lagged_annual_spline_contrast.csv,timevarying_steps_curve_hr,HR,PM2.5,single_pollutant_pm25_lagged_annual_spline,lagged_annual,spline,p75_vs_p25,1.3914728322620171,1.8993543167908984,1.0120307347031252,0.7762722386431353,1.3193904882827985,125985,72946,9705,0.7568157306745423,1.4576056055077022,3,0.6920889198158031
li_combined_pollutants_cumulative_spline_contrast.csv,timevarying_steps_curve_li_lu,LI,PM2.5,combined_pollutants_cumulative_spline,cumulative,spline,p75_vs_p25,1.418166418148901,1.9992868747976096,0.9810631833006536,0.6941932816525371,1.3864798105461384,421374,216497,41324,0.7941188292591426,1.2580220625204412,3,0.7391244504344463
li_combined_pollutants_cumulative_spline_contrast.csv,timevarying_steps_curve_li_lu,LI,Ozone,combined_pollutants_cumulative_spline,cumulative,spline,p75_vs_p25,3.642077856437832,4.0914002976953485,1.03646350660135,0.913168638080273,1.1764054915144084,421374,216497,41324,0.7941188292591426,6.586560943087356,3,0.08631055611634528
li_combined_pollutants_cumulative_spline_contrast.csv,timevarying_steps_curve_li_lu,LI,NO2,combined_pollutants_cumulative_spline,cumulative,spline,p75_vs_p25,0.508116940406361,1.2983450415254638,0.9849986599526088,0.8643430740105784,1.1224968294204911,421374,216497,41324,0.7941188292591426,1.5307363337586066,3,0.6751947842410719
li_combined_pollutants_lagged_annual_spline_contrast.csv,timevarying_steps_curve_li_lu,LI,PM2.5,combined_pollutants_lagged_annual_spline,lagged_annual,spline,p75_vs_p25,1.3979009508151583,1.9507275202335443,0.9809740088289396,0.8315651609801088,1.1572274202345267,421374,216497,41324,0.7941121301240011,1.0649506635814368,3,0.785541148425316
li_combined_pollutants_lagged_annual_spline_contrast.csv,timevarying_steps_curve_li_lu,LI,Ozone,combined_pollutants_lagged_annual_spline,lagged_annual,spline,p75_vs_p25,3.637355819465481,4.083297200472483,1.053984957793946,0.7821850984436888,1.4202319802131604,421374,216497,41324,0.7941121301240011,12.702153590530903,3,0.00532705618681409
li_combined_pollutants_lagged_annual_spline_contrast.csv,timevarying_steps_curve_li_lu,LI,NO2,combined_pollutants_lagged_annual_spline,lagged_annual,spline,p75_vs_p25,0.49071150749528625,1.24663695335388,0.9893572047932588,0.6858902795349856,1.4270907576353875,421374,216497,41324,0.7941121301240011,1.147971509711559,3,0.7655079796024404
li_single_pollutant_no2_cumulative_spline_contrast.csv,timevarying_steps_curve_li_lu,LI,NO2,single_pollutant_no2_cumulative_spline,cumulative,spline,p75_vs_p25,0.508116940406361,1.2983450415254638,0.9732884886253286,0.8553711282170682,1.107461370674393,421374,216497,41324,0.7941422762321384,4.906737525664338,3,0.17875505460273966
li_single_pollutant_no2_lagged_annual_spline_contrast.csv,timevarying_steps_curve_li_lu,LI,NO2,single_pollutant_no2_lagged_annual_spline,lagged_annual,spline,p75_vs_p25,0.49071150749528625,1.24663695335388,0.9763255148117091,0.677316862306123,1.4073346817719292,421374,216497,41324,0.7941305527456406,3.806224505764328,3,0.2831629460261782
li_single_pollutant_ozone_cumulative_spline_contrast.csv,timevarying_steps_curve_li_lu,LI,Ozone,single_pollutant_ozone_cumulative_spline,cumulative,spline,p75_vs_p25,3.642077856437832,4.0914002976953485,1.0395493975885828,0.9170625432079976,1.1783961279745363,421374,216497,41324,0.7940846636699201,7.412471085602904,3,0.05985061329397768
li_single_pollutant_ozone_lagged_annual_spline_contrast.csv,timevarying_steps_curve_li_lu,LI,Ozone,single_pollutant_ozone_lagged_annual_spline,lagged_annual,spline,p75_vs_p25,3.637355819465481,4.083297200472483,1.0556228910178729,0.7838325470094326,1.4216552914171372,421374,216497,41324,0.7941024163780456,13.530623604745893,3,0.00361894383553661
li_single_pollutant_pm25_cumulative_spline_contrast.csv,timevarying_steps_curve_li_lu,LI,PM2.5,single_pollutant_pm25_cumulative_spline,cumulative,spline,p75_vs_p25,1.418166418148901,1.9992868747976096,0.9786454495958729,0.6933371451160106,1.381358149871598,421374,216497,41324,0.7941231836969846,2.06576865255417,3,0.5588689790462149
li_single_pollutant_pm25_lagged_annual_spline_contrast.csv,timevarying_steps_curve_li_lu,LI,PM2.5,single_pollutant_pm25_lagged_annual_spline,lagged_annual,spline,p75_vs_p25,1.3979009508151583,1.9507275202335443,0.9826712015368112,0.8373432200502758,1.1532220805129598,421374,216497,41324,0.7940893530645194,1.2196151249047902,3,0.7483037409383801
lu_combined_pollutants_cumulative_spline_contrast.csv,timevarying_steps_curve_li_lu,LU,PM2.5,combined_pollutants_cumulative_spline,cumulative,spline,p75_vs_p25,1.3936627246963371,1.924045735845963,1.0882416424430246,0.73672340297697,1.6074823570985597,60514,41045,4635,0.7977036378397185,3.7119966355466687,3,0.2942896736053959
lu_combined_pollutants_cumulative_spline_contrast.csv,timevarying_steps_curve_li_lu,LU,Ozone,combined_pollutants_cumulative_spline,cumulative,spline,p75_vs_p25,3.65204586982727,4.027564509842972,0.9776894951813132,0.722039155847107,1.323857219164856,60514,41045,4635,0.7977036378397185,7.197080498938439,3,0.0658744998770086
lu_combined_pollutants_cumulative_spline_contrast.csv,timevarying_steps_curve_li_lu,LU,NO2,combined_pollutants_cumulative_spline,cumulative,spline,p75_vs_p25,0.48000669988331846,1.15475099314138,0.943334884955614,0.6233406053821177,1.4275994496278814,60514,41045,4635,0.7977036378397185,3.0103450908505245,3,0.3900329152536806
lu_combined_pollutants_lagged_annual_spline_contrast.csv,timevarying_steps_curve_li_lu,LU,PM2.5,combined_pollutants_lagged_annual_spline,lagged_annual,spline,p75_vs_p25,1.3840508609401936,1.898354811687448,1.0882370333665494,0.7965689996489548,1.486700890082752,60514,41045,4635,0.7976572466849654,4.5162846041965485,3,0.2108423291524267
lu_combined_pollutants_lagged_annual_spline_contrast.csv,timevarying_steps_curve_li_lu,LU,Ozone,combined_pollutants_lagged_annual_spline,lagged_annual,spline,p75_vs_p25,3.652171257681755,4.02039336776404,0.9867327331047486,0.700129063003134,1.3906600054624625,60514,41045,4635,0.7976572466849654,8.5231985729986,3,0.03635019431650231
lu_combined_pollutants_lagged_annual_spline_contrast.csv,timevarying_steps_curve_li_lu,LU,NO2,combined_pollutants_lagged_annual_spline,lagged_annual,spline,p75_vs_p25,0.4725105308270157,1.1320981135735126,0.9402818262826772,0.5354902212620986,1.651066401835832,60514,41045,4635,0.7976572466849654,2.368441933978066,3,0.4995361799862717
lu_single_pollutant_no2_cumulative_spline_contrast.csv,timevarying_steps_curve_li_lu,LU,NO2,single_pollutant_no2_cumulative_spline,cumulative,spline,p75_vs_p25,0.48000669988331846,1.15475099314138,0.9678635915764484,0.6559643763772678,1.4280652511539726,60514,41045,4635,0.797417559052074,4.3261176704888,3,0.22833454332435113
lu_single_pollutant_no2_lagged_annual_spline_contrast.csv,timevarying_steps_curve_li_lu,LU,NO2,single_pollutant_no2_lagged_annual_spline,lagged_annual,spline,p75_vs_p25,0.4725105308270157,1.1320981135735126,0.9699495624066646,0.5694489714930598,1.6521272330094046,60514,41045,4635,0.797417559052074,3.809888094569795,3,0.2827380725939152
lu_single_pollutant_ozone_cumulative_spline_contrast.csv,timevarying_steps_curve_li_lu,LU,Ozone,single_pollutant_ozone_cumulative_spline,cumulative,spline,p75_vs_p25,3.65204586982727,4.027564509842972,0.9976153929850916,0.7394991156757363,1.3458251013746996,60514,41045,4635,0.7976495148258399,6.534238556021393,3,0.08832195582532563
lu_single_pollutant_ozone_lagged_annual_spline_contrast.csv,timevarying_steps_curve_li_lu,LU,Ozone,single_pollutant_ozone_lagged_annual_spline,lagged_annual,spline,p75_vs_p25,3.652171257681755,4.02039336776404,0.9986927833691516,0.7170472485223469,1.3909645112075752,60514,41045,4635,0.7974716820659528,8.172217271133372,3,0.04258340186186196
lu_single_pollutant_pm25_cumulative_spline_contrast.csv,timevarying_steps_curve_li_lu,LU,PM2.5,single_pollutant_pm25_cumulative_spline,cumulative,spline,p75_vs_p25,1.3936627246963371,1.924045735845963,1.0624028901260394,0.72387011354306,1.559257496380971,60514,41045,4635,0.7971546758418062,4.021555445979045,3,0.2591459188428165
lu_single_pollutant_pm25_lagged_annual_spline_contrast.csv,timevarying_steps_curve_li_lu,LU,PM2.5,single_pollutant_pm25_lagged_annual_spline,lagged_annual,spline,p75_vs_p25,1.3840508609401936,1.898354811687448,1.0620643864280888,0.7958021954129939,1.417413482170013,60514,41045,4635,0.7969845749410446,4.955744615729422,3,0.17506657218761754
ki_combined_pollutants_cumulative_spline_contrast.csv,timevarying_steps_curve_ki,KI,PM2.5,combined_pollutants_cumulative_spline,cumulative,spline,p75_vs_p25,1.4699137410747527,2.0152706385358936,1.0123193859348707,0.928337312922186,1.1038989006202449,2781314,673351,116044,0.7446289012865974,1.17764411872184,3,0.7583710165548798
ki_combined_pollutants_cumulative_spline_contrast.csv,timevarying_steps_curve_ki,KI,Ozone,combined_pollutants_cumulative_spline,cumulative,spline,p75_vs_p25,3.612419568100319,4.038783887454444,1.0279482316232058,0.8954709080716565,1.180024451238476,2781314,673351,116044,0.7446289012865974,29.177382859498223,3,2.055230072375065e-6
ki_combined_pollutants_cumulative_spline_contrast.csv,timevarying_steps_curve_ki,KI,NO2,combined_pollutants_cumulative_spline,cumulative,spline,p75_vs_p25,0.5522583179125579,1.38809525966644,0.9731433243950908,0.9063127018287788,1.0449019724691428,2781314,673351,116044,0.7446289012865974,4.423243090903318,3,0.2192398658678195
ki_combined_pollutants_lagged_annual_spline_contrast.csv,timevarying_steps_curve_ki,KI,PM2.5,combined_pollutants_lagged_annual_spline,lagged_annual,spline,p75_vs_p25,1.4259236324696245,1.9335416455601544,1.0100771860657969,0.8658658146002474,1.17830719795957,2781314,673351,116044,0.7446040020514917,3.46532898354537,3,0.3252867536125953
ki_combined_pollutants_lagged_annual_spline_contrast.csv,timevarying_steps_curve_ki,KI,Ozone,combined_pollutants_lagged_annual_spline,lagged_annual,spline,p75_vs_p25,3.6007414174079906,4.020549310113662,1.0240291598433229,0.9127441494180416,1.1488824342265278,2781314,673351,116044,0.7446040020514917,23.340654528640098,3,3.429050893647653e-5
ki_combined_pollutants_lagged_annual_spline_contrast.csv,timevarying_steps_curve_ki,KI,NO2,combined_pollutants_lagged_annual_spline,lagged_annual,spline,p75_vs_p25,0.51655694237722,1.28970690929528,0.9607069792907044,0.9006004679508789,1.0248250283034614,2781314,673351,116044,0.7446040020514917,10.855147552496229,3,0.01253549707706754
ki_single_pollutant_no2_cumulative_spline_contrast.csv,timevarying_steps_curve_ki,KI,NO2,single_pollutant_no2_cumulative_spline,cumulative,spline,p75_vs_p25,0.5522583179125579,1.38809525966644,0.96506815469843,0.9053578976393062,1.0287164287642685,2781314,673351,116044,0.744406913054438,12.711235327487191,3,0.00530457227118593
ki_single_pollutant_no2_lagged_annual_spline_contrast.csv,timevarying_steps_curve_ki,KI,NO2,single_pollutant_no2_lagged_annual_spline,lagged_annual,spline,p75_vs_p25,0.51655694237722,1.28970690929528,0.9572262820517532,0.8983105998120295,1.0200059481011954,2781314,673351,116044,0.7443995202918499,19.746147709484852,3,1.91594976049832e-4
ki_single_pollutant_ozone_cumulative_spline_contrast.csv,timevarying_steps_curve_ki,KI,Ozone,single_pollutant_ozone_cumulative_spline,cumulative,spline,p75_vs_p25,3.612419568100319,4.038783887454444,1.0343586720344955,0.902152363641096,1.1859392110827565,2781314,673351,116044,0.7446254102598197,40.13531727190472,3,9.974074194707584e-9
ki_single_pollutant_ozone_lagged_annual_spline_contrast.csv,timevarying_steps_curve_ki,KI,Ozone,single_pollutant_ozone_lagged_annual_spline,lagged_annual,spline,p75_vs_p25,3.6007414174079906,4.020549310113662,1.0315702035870458,0.923908464614722,1.151777611835577,2781314,673351,116044,0.7445971740138234,35.776925255984025,3,8.347330408640738e-8
ki_single_pollutant_pm25_cumulative_spline_contrast.csv,timevarying_steps_curve_ki,KI,PM2.5,single_pollutant_pm25_cumulative_spline,cumulative,spline,p75_vs_p25,1.4699137410747527,2.0152706385358936,1.0019700200097776,0.9207951960096444,1.0903009978213212,2781314,673351,116044,0.7443787281470708,0.5355652952176841,3,0.9110112083338046
ki_single_pollutant_pm25_lagged_annual_spline_contrast.csv,timevarying_steps_curve_ki,KI,PM2.5,single_pollutant_pm25_lagged_annual_spline,lagged_annual,spline,p75_vs_p25,1.4259236324696245,1.9335416455601544,0.9974614235719425,0.8574161356500791,1.1603808817521573,2781314,673351,116044,0.7443720541252898,1.5305279535059957,3,0.675242628462716
