step_file,step_dir,organ,pollutant,model,exposure_window,exposure_form,exposure_value,reference_value,hazard_ratio,conf_low,conf_high,n_intervals,n_registrations,adverse_events,concordance
hr_combined_pollutants_cumulative_spline_curve.csv,timevarying_steps_curve_hr,HR,PM2.5,combined_pollutants_cumulative_spline,cumulative,spline,0.9411731700158784,1.6397531866304795,1.0914399418836154,0.8412754789024635,1.4159941382019303,125985,72946,9705,0.7571797823880883
hr_combined_pollutants_cumulative_spline_curve.csv,timevarying_steps_curve_hr,HR,PM2.5,combined_pollutants_cumulative_spline,cumulative,spline,0.9670555918439158,1.6397531866304795,1.0821998319890909,0.8399623878388166,1.3942963319709432,125985,72946,9705,0.7571797823880883
hr_combined_pollutants_cumulative_spline_curve.csv,timevarying_steps_curve_hr,HR,PM2.5,combined_pollutants_cumulative_spline,cumulative,spline,0.992938013671953,1.6397531866304795,1.0733261545280597,0.8384831605828474,1.373944150760514,125985,72946,9705,0.7571797823880883
hr_combined_pollutants_cumulative_spline_curve.csv,timevarying_steps_curve_hr,HR,PM2.5,combined_pollutants_cumulative_spline,cumulative,spline,1.0188204354999904,1.6397531866304795,1.064829567248319,0.836849046935189,1.354918203514493,125985,72946,9705,0.7571797823880883
hr_combined_pollutants_cumulative_spline_curve.csv,timevarying_steps_curve_hr,HR,PM2.5,combined_pollutants_cumulative_spline,cumulative,spline,1.0447028573280277,1.6397531866304795,1.0567205156071235,0.8350750133424427,1.337195138476826,125985,72946,9705,0.7571797823880883
hr_combined_pollutants_cumulative_spline_curve.csv,timevarying_steps_curve_hr,HR,PM2.5,combined_pollutants_cumulative_spline,cumulative,spline,1.0705852791560648,1.6397531866304795,1.0490092862154392,0.8331799324742928,1.3207477036782544,125985,72946,9705,0.7571797823880883
hr_combined_pollutants_cumulative_spline_curve.csv,timevarying_steps_curve_hr,HR,PM2.5,combined_pollutants_cumulative_spline,cumulative,spline,1.096467700984102,1.6397531866304795,1.041706061415297,0.8311866639293946,1.3055449100438763,125985,72946,9705,0.7571797823880883
hr_combined_pollutants_cumulative_spline_curve.csv,timevarying_steps_curve_hr,HR,PM2.5,combined_pollutants_cumulative_spline,cumulative,spline,1.1223501228121393,1.6397531866304795,1.034820975049452,0.8291220089536208,1.2915523153869146,125985,72946,9705,0.7571797823880883
hr_combined_pollutants_cumulative_spline_curve.csv,timevarying_steps_curve_hr,HR,PM2.5,combined_pollutants_cumulative_spline,cumulative,spline,1.1482325446401764,1.6397531866304795,1.028364169504737,0.827016530004824,1.2787324397433737,125985,72946,9705,0.7571797823880883
hr_combined_pollutants_cumulative_spline_curve.csv,timevarying_steps_curve_hr,HR,PM2.5,combined_pollutants_cumulative_spline,cumulative,spline,1.1741149664682138,1.6397531866304795,1.02234585413335,0.824904235688309,1.2670453129526362,125985,72946,9705,0.7571797823880883
hr_combined_pollutants_cumulative_spline_curve.csv,timevarying_steps_curve_hr,HR,PM2.5,combined_pollutants_cumulative_spline,cumulative,spline,1.199997388296251,1.6397531866304795,1.0167763651799298,0.8228221417397389,1.2564491453798463,125985,72946,9705,0.7571797823880883
hr_combined_pollutants_cumulative_spline_curve.csv,timevarying_steps_curve_hr,HR,PM2.5,combined_pollutants_cumulative_spline,cumulative,spline,1.2258798101242885,1.6397531866304795,1.0116662273668005,0.8208097278607208,1.246901103696766,125985,72946,9705,0.7571797823880883
hr_combined_pollutants_cumulative_spline_curve.csv,timevarying_steps_curve_hr,HR,PM2.5,combined_pollutants_cumulative_spline,cumulative,spline,1.2517622319523256,1.6397531866304795,1.007026217315371,0.8189083169345823,1.2383581670736838,125985,72946,9705,0.7571797823880883
hr_combined_pollutants_cumulative_spline_curve.csv,timevarying_steps_curve_hr,HR,PM2.5,combined_pollutants_cumulative_spline,cumulative,spline,1.2776446537803627,1.6397531866304795,1.0028674290085455,0.8171604064838225,1.2307780359719631,125985,72946,9705,0.7571797823880883
hr_combined_pollutants_cumulative_spline_curve.csv,timevarying_steps_curve_hr,HR,PM2.5,combined_pollutants_cumulative_spline,cumulative,spline,1.3035270756084,1.6397531866304795,0.9992013415273466,0.81560898179489,1.2241200663495495,125985,72946,9705,0.7571797823880883
hr_combined_pollutants_cumulative_spline_curve.csv,timevarying_steps_curve_hr,HR,PM2.5,combined_pollutants_cumulative_spline,cumulative,spline,1.3294094974364372,1.6397531866304795,0.9960398893249844,0.8142968361825182,1.218346206252675,125985,72946,9705,0.7571797823880883
hr_combined_pollutants_cumulative_spline_curve.csv,timevarying_steps_curve_hr,HR,PM2.5,combined_pollutants_cumulative_spline,cumulative,spline,1.3552919192644746,1.6397531866304795,0.9933955353336544,0.8132659171673817,1.213421918697883,125985,72946,9705,0.7571797823880883
hr_combined_pollutants_cumulative_spline_curve.csv,timevarying_steps_curve_hr,HR,PM2.5,combined_pollutants_cumulative_spline,cumulative,spline,1.3811743410925117,1.6397531866304795,0.9912813472336262,0.8125567089680957,1.2093170833838938,125985,72946,9705,0.7571797823880883
hr_combined_pollutants_cumulative_spline_curve.csv,timevarying_steps_curve_hr,HR,PM2.5,combined_pollutants_cumulative_spline,cumulative,spline,1.4070567629205488,1.6397531866304795,0.9897110772510846,0.8122076527910497,1.2060068789889844,125985,72946,9705,0.7571797823880883
hr_combined_pollutants_cumulative_spline_curve.csv,timevarying_steps_curve_hr,HR,PM2.5,combined_pollutants_cumulative_spline,cumulative,spline,1.4329391847485862,1.6397531866304795,0.988699245891075,0.8122545979325477,1.2034726566198612,125985,72946,9705,0.7571797823880883
hr_combined_pollutants_cumulative_spline_curve.csv,timevarying_steps_curve_hr,HR,PM2.5,combined_pollutants_cumulative_spline,cumulative,spline,1.4588216065766235,1.6397531866304795,0.9882612300551584,0.8127302694433186,1.2017028226340094,125985,72946,9705,0.7571797823880883
hr_combined_pollutants_cumulative_spline_curve.csv,timevarying_steps_curve_hr,HR,PM2.5,combined_pollutants_cumulative_spline,cumulative,spline,1.4847040284046606,1.6397531866304795,0.9884133147617876,0.8136636935328326,1.200693712357417,125985,72946,9705,0.7571797823880883
hr_combined_pollutants_cumulative_spline_curve.csv,timevarying_steps_curve_hr,HR,PM2.5,combined_pollutants_cumulative_spline,cumulative,spline,1.5105864502326978,1.6397531866304795,0.9891551479137805,0.8150629497115702,1.200432318743691,125985,72946,9705,0.7571797823880883
