step_file,step_dir,organ,model,exposure_window,exposure_form,pollutant,n_intervals,n_registrations,adverse_events,concordance,term,estimate,std.error,robust.se,statistic,p.value,conf.low,conf.high
hr_combined_pollutants_cumulative_linear_linear.csv,timevarying_steps_full_seq,HR,combined_pollutants_cumulative_linear,cumulative,linear,PM2.5,125985,72946,9705,0.7567838761496071,pm25_waitlist_cum_5ug,1.051892451779476,0.06058911365795406,0.05831838425514126,0.8674944888619505,0.38567113011172616,0.938276069761364,1.179266706004825
hr_combined_pollutants_cumulative_linear_linear.csv,timevarying_steps_full_seq,HR,combined_pollutants_cumulative_linear,cumulative,linear,Ozone,125985,72946,9705,0.7567838761496071,o3_waitlist_cum_10ppb,1.046582017733238,0.05617813226371729,0.05396785292651471,0.8436435903119107,0.39886859814789255,0.9415334389363864,1.1633510553591508
hr_combined_pollutants_cumulative_linear_linear.csv,timevarying_steps_full_seq,HR,combined_pollutants_cumulative_linear,cumulative,linear,NO2,125985,72946,9705,0.7567838761496071,no2_waitlist_cum_10unit,1.0092340277756495,0.04258303745856923,0.04137783197246621,0.22213959388752563,0.8242052162886739,0.9306170617186552,1.0944924230587445
hr_combined_pollutants_lagged_annual_linear_linear.csv,timevarying_steps_full_seq,HR,combined_pollutants_lagged_annual_linear,lagged_annual,linear,PM2.5,125985,72946,9705,0.7568157306745423,pm25_waitlist_5ug,1.0327559269715263,0.05916140064697472,0.05667451215965448,0.5687016097489822,0.569558655199701,0.9241793574551596,1.1540885392980296
hr_combined_pollutants_lagged_annual_linear_linear.csv,timevarying_steps_full_seq,HR,combined_pollutants_lagged_annual_linear,lagged_annual,linear,Ozone,125985,72946,9705,0.7568157306745423,o3_waitlist_10ppb,1.0361349826030961,0.0543298433272248,0.05196491502925046,0.6831037329314146,0.4945412967890306,0.9358014655303434,1.1472259252826602
hr_combined_pollutants_lagged_annual_linear_linear.csv,timevarying_steps_full_seq,HR,combined_pollutants_lagged_annual_linear,lagged_annual,linear,NO2,125985,72946,9705,0.7568157306745423,no2_waitlist_10unit,1.0092553251526195,0.04322129736246764,0.04186669074558914,0.2200498037781748,0.8258323673592296,0.929745441676698,1.095564727386013
hr_single_pollutant_no2_cumulative_linear_linear.csv,timevarying_steps_full_seq,HR,single_pollutant_no2_cumulative_linear,cumulative,linear,NO2,125985,72946,9705,0.7569021929565094,no2_waitlist_cum_10unit,1.0166730285988697,0.03527254524758411,0.03421689125152417,0.4832572149326247,0.6289131150201182,0.950727008507256,1.0871933139916783
hr_single_pollutant_no2_lagged_annual_linear_linear.csv,timevarying_steps_full_seq,HR,single_pollutant_no2_lagged_annual_linear,lagged_annual,linear,NO2,125985,72946,9705,0.7568930916636708,no2_waitlist_10unit,1.012857677976854,0.03609828050682203,0.03498678697712363,0.3651584189160591,0.7149931551704158,0.945730983877315,1.0847489331805025
hr_single_pollutant_ozone_cumulative_linear_linear.csv,timevarying_steps_full_seq,HR,single_pollutant_ozone_cumulative_linear,cumulative,linear,Ozone,125985,72946,9705,0.7567520216246718,o3_waitlist_cum_10ppb,1.035914339356361,0.05316100760485169,0.05096331944479356,0.6923500428194257,0.488717530537642,0.937440664589958,1.1447322044147874
hr_single_pollutant_ozone_lagged_annual_linear_linear.csv,timevarying_steps_full_seq,HR,single_pollutant_ozone_lagged_annual_linear,lagged_annual,linear,Ozone,125985,72946,9705,0.7567747748567684,o3_waitlist_10ppb,1.0295802944629666,0.05165990328540727,0.04938289376655608,0.5903104470233779,0.5549825366902605,0.9345992463160948,1.1342140355075034
hr_single_pollutant_pm25_cumulative_linear_linear.csv,timevarying_steps_full_seq,HR,single_pollutant_pm25_cumulative_linear,cumulative,linear,PM2.5,125985,72946,9705,0.7568066293817037,pm25_waitlist_cum_5ug,1.0536794956482765,0.05260487845422538,0.05057160414750131,1.033946241820537,0.301161295543462,0.9542494127913966,1.163469911185903
hr_single_pollutant_pm25_lagged_annual_linear_linear.csv,timevarying_steps_full_seq,HR,single_pollutant_pm25_lagged_annual_linear,lagged_annual,linear,PM2.5,125985,72946,9705,0.7567292683925751,pm25_waitlist_5ug,1.0366216562537316,0.05164143744399205,0.04954374658761972,0.7259648422441659,0.4678603238468045,0.9406944115144912,1.142331074853713
li_combined_pollutants_cumulative_linear_linear.csv,timevarying_steps_li_lu_seq,LI,combined_pollutants_cumulative_linear,cumulative,linear,PM2.5,421374,216497,41324,0.7941134699510293,pm25_waitlist_cum_5ug,0.9939405960160558,0.02342200264081195,0.02532233758489038,-0.24001878382438668,0.8103156947923766,0.9458146055639136,1.0445153866277377
li_combined_pollutants_cumulative_linear_linear.csv,timevarying_steps_li_lu_seq,LI,combined_pollutants_cumulative_linear,cumulative,linear,Ozone,421374,216497,41324,0.7941134699510293,o3_waitlist_cum_10ppb,1.0240556041649405,0.02038270034670307,0.02244477979934787,1.059080387417681,0.2895631711175577,0.9799829220369644,1.0701103629865758
li_combined_pollutants_cumulative_linear_linear.csv,timevarying_steps_li_lu_seq,LI,combined_pollutants_cumulative_linear,cumulative,linear,NO2,421374,216497,41324,0.7941134699510293,no2_waitlist_cum_10unit,0.9795367246056093,0.01819726722076755,0.01942337626404621,-1.0644673100483473,0.2871170556819155,0.9429475040186288,1.0175457178283485
li_combined_pollutants_lagged_annual_linear_linear.csv,timevarying_steps_li_lu_seq,LI,combined_pollutants_lagged_annual_linear,lagged_annual,linear,PM2.5,421374,216497,41324,0.794100071680746,pm25_waitlist_5ug,0.9988504358688834,0.02260097224714162,0.02416729768355098,-0.04759429050953934,0.9620395823881324,0.9526408980584627,1.0473014493381851
li_combined_pollutants_lagged_annual_linear_linear.csv,timevarying_steps_li_lu_seq,LI,combined_pollutants_lagged_annual_linear,lagged_annual,linear,Ozone,421374,216497,41324,0.794100071680746,o3_waitlist_10ppb,1.0326111226665633,0.0200206796412747,0.02201902123894714,1.457406511049019,0.1450042008499727,0.9889951773281476,1.0781505866746082
li_combined_pollutants_lagged_annual_linear_linear.csv,timevarying_steps_li_lu_seq,LI,combined_pollutants_lagged_annual_linear,lagged_annual,linear,NO2,421374,216497,41324,0.794100071680746,no2_waitlist_10unit,0.98283707622178,0.01864175735232431,0.01977597165149729,-0.8754014345479465,0.3813555195171966,0.9454709591620968,1.0216799458888146
li_single_pollutant_no2_cumulative_linear_linear.csv,timevarying_steps_li_lu_seq,LI,single_pollutant_no2_cumulative_linear,cumulative,linear,NO2,421374,216497,41324,0.7940903579347907,no2_waitlist_cum_10unit,0.97173835614546,0.01496042649897043,0.01587887469678574,-1.8054611693293616,0.0710025466106302,0.9419616521559014,1.0024563427216853
li_single_pollutant_no2_lagged_annual_linear_linear.csv,timevarying_steps_li_lu_seq,LI,single_pollutant_no2_lagged_annual_linear,lagged_annual,linear,NO2,421374,216497,41324,0.794095717242904,no2_waitlist_10unit,0.9749762204727273,0.01558040185573765,0.01644055072879856,-1.541444563414933,0.12320862526097934,0.9440604443498006,1.0069044161065055
li_single_pollutant_ozone_cumulative_linear_linear.csv,timevarying_steps_li_lu_seq,LI,single_pollutant_ozone_cumulative_linear,cumulative,linear,Ozone,421374,216497,41324,0.7941037562050739,o3_waitlist_cum_10ppb,1.0330998656955366,0.01930500707405646,0.0212156617786554,1.5348972476832907,0.12480906971351892,0.9910224687315832,1.0769638087683069
li_single_pollutant_ozone_lagged_annual_linear_linear.csv,timevarying_steps_li_lu_seq,LI,single_pollutant_ozone_lagged_annual_linear,lagged_annual,linear,Ozone,421374,216497,41324,0.7941014115077744,o3_waitlist_10ppb,1.039028836134806,0.01906762100800494,0.02091610810073853,1.830477509800029,0.06717856678448074,0.9972953111762192,1.0825087716961006
li_single_pollutant_pm25_cumulative_linear_linear.csv,timevarying_steps_li_lu_seq,LI,single_pollutant_pm25_cumulative_linear,cumulative,linear,PM2.5,421374,216497,41324,0.7940927026320902,pm25_waitlist_cum_5ug,0.978003053766614,0.02022818322701626,0.02180978463214096,-1.01983980431725,0.30780444198253865,0.9370778846741084,1.020715555046383
li_single_pollutant_pm25_lagged_annual_linear_linear.csv,timevarying_steps_li_lu_seq,LI,single_pollutant_pm25_lagged_annual_linear,lagged_annual,linear,PM2.5,421374,216497,41324,0.7940772946212644,pm25_waitlist_5ug,0.9865336042592024,0.01975547417334796,0.02109686686163331,-0.6426494542373975,0.5204515857454206,0.9465731853787944,1.0281809873403327
lu_combined_pollutants_cumulative_linear_linear.csv,timevarying_steps_li_lu_seq,LU,combined_pollutants_cumulative_linear,cumulative,linear,PM2.5,60514,41045,4635,0.797371167897321,pm25_waitlist_cum_5ug,1.0400291668817272,0.07684764494338611,0.07354633637095452,0.5336602715415442,0.5935766004586075,0.9004150884049498,1.2012911399350483
lu_combined_pollutants_cumulative_linear_linear.csv,timevarying_steps_li_lu_seq,LU,combined_pollutants_cumulative_linear,cumulative,linear,Ozone,60514,41045,4635,0.797371167897321,o3_waitlist_cum_10ppb,0.9565385565053106,0.06988232854987624,0.06720291207996779,-0.6611942778835401,0.5084877304040984,0.8384926459357506,1.091203380871837
