organ,exposure_window,exposure_form,model_family,pollutant,p25,p75,hazard_ratio,conf_low,conf_high,p_value,wald_chisq,df,n_intervals,adverse_events,concordance
HR,cumulative,linear,combined,NO2,0.497162420422423,1.20883533477783,1.0065628937763738,0.8432223361275407,1.2015441428892863,0.8242052162886739,0.04934599917251481,1,125985,9705,0.7567838761496071
HR,cumulative,spline,combined,NO2,0.497162420422423,1.20883533477783,0.9730923665956648,0.810180504644575,1.168762699791399,0.37835906142917686,3.087306974719352,3,125985,9705,0.7571797823880883
HR,cumulative,spline,combined,NO2,0.497162420422423,1.20883533477783,0.9730923665956648,0.810180504644575,1.168762699791399,0.37835906142917686,3.087306974719352,3,125985,9705,0.7571797823880883
HR,cumulative,linear,single,NO2,0.497162420422423,1.20883533477783,1.0118374241325103,0.850429894549581,1.2038793314260952,0.6289131150201182,0.23353753578443703,1,125985,9705,0.7569021929565094
HR,cumulative,spline,single,NO2,0.497162420422423,1.20883533477783,0.9793531812397496,0.8198891360530525,1.1698321290384257,0.3417225885804361,3.3428538206466536,3,125985,9705,0.7572116369130235
HR,cumulative,spline,single,NO2,0.497162420422423,1.20883533477783,0.9793531812397496,0.8198891360530525,1.1698321290384257,0.3417225885804361,3.3428538206466536,3,125985,9705,0.7572116369130235
HR,cumulative,linear,combined,Ozone,3.635269698590944,4.004470092228481,1.0169516340893032,0.7445218285112581,1.3890668969973201,0.3988685981478925,0.7117345074743712,1,125985,9705,0.7567838761496071
HR,cumulative,spline,combined,Ozone,3.635269698590944,4.004470092228481,1.068068820500898,0.7730309787701917,1.4757118882105116,0.2917818869886758,3.7329516945001338,3,125985,9705,0.7571797823880883
HR,cumulative,spline,combined,Ozone,3.635269698590944,4.004470092228481,1.068068820500898,0.7730309787701917,1.4757118882105116,0.2917818869886758,3.7329516945001338,3,125985,9705,0.7571797823880883
HR,cumulative,linear,single,Ozone,3.635269698590944,4.004470092228481,1.0131122566740505,0.7419502391300656,1.3833763916925668,0.4887175305376419,0.4793485817920607,1,125985,9705,0.7567520216246718
HR,cumulative,spline,single,Ozone,3.635269698590944,4.004470092228481,1.061346943789991,0.7748948883470889,1.453690496649391,0.3116028725889927,3.571528874528834,3,125985,9705,0.7570296110562506
HR,cumulative,spline,single,Ozone,3.635269698590944,4.004470092228481,1.061346943789991,0.7748948883470889,1.453690496649391,0.3116028725889927,3.571528874528834,3,125985,9705,0.7570296110562506
HR,cumulative,linear,combined,PM2.5,1.4068080361684163,1.934182680736889,1.0270394527559126,0.7860908143704081,1.3418424668426865,0.38567113011172616,0.7525466882058568,1,125985,9705,0.7567838761496071
HR,cumulative,spline,combined,PM2.5,1.4068080361684163,1.934182680736889,1.0530269004772832,0.8003825099090988,1.3854196454826708,0.3216286239248951,3.493326957312651,3,125985,9705,0.7571797823880883
HR,cumulative,spline,combined,PM2.5,1.4068080361684163,1.934182680736889,1.0530269004772832,0.8003825099090988,1.3854196454826708,0.3216286239248951,3.493326957312651,3,125985,9705,0.7571797823880883
HR,cumulative,linear,single,PM2.5,1.4068080361684163,1.934182680736889,1.0279592582571762,0.7876424193047725,1.3415989422831751,0.30116129554346205,1.0690448309748122,1,125985,9705,0.7568066293817037
HR,cumulative,spline,single,PM2.5,1.4068080361684163,1.934182680736889,1.0401419521319653,0.7934973585689956,1.3634516471938871,0.1723219417783983,4.992843326830575,3,125985,9705,0.7568339332602196
HR,cumulative,spline,single,PM2.5,1.4068080361684163,1.934182680736889,1.0401419521319653,0.7934973585689956,1.3634516471938871,0.1723219417783983,4.992843326830575,3,125985,9705,0.7568339332602196
HR,lagged_annual,linear,combined,NO2,0.48319614572490704,1.17559146881104,1.006399258236416,0.7779870937930734,1.3018718113185055,0.8258323673592296,0.04842191614281321,1,125985,9705,0.7568157306745423
HR,lagged_annual,spline,combined,NO2,0.48319614572490704,1.17559146881104,0.9653000252458104,0.7405193088593375,1.2583117382514588,0.217617673207677,4.440956622107395,3,125985,9705,0.7571797823880883
HR,lagged_annual,spline,combined,NO2,0.48319614572490704,1.17559146881104,0.9653000252458104,0.7405193088593375,1.2583117382514588,0.217617673207677,4.440956622107395,3,125985,9705,0.7571797823880883
HR,lagged_annual,linear,single,NO2,0.48319614572490704,1.17559146881104,1.0088850887872525,0.7834383940651258,1.299207608521482,0.7149931551704158,0.1333406709052761,1,125985,9705,0.7568930916636708
HR,lagged_annual,spline,single,NO2,0.48319614572490704,1.17559146881104,0.9696463502431932,0.7497400790198068,1.254053332415095,0.21676382428395133,4.450329276041539,3,125985,9705,0.7573299537199258
HR,lagged_annual,spline,single,NO2,0.48319614572490704,1.17559146881104,0.9696463502431932,0.7497400790198068,1.254053332415095,0.21676382428395133,4.450329276041539,3,125985,9705,0.7573299537199258
HR,lagged_annual,linear,combined,Ozone,3.631734973390638,3.9946492637599937,1.0129658608767935,0.8140264639892382,1.2605239272852793,0.4945412967890306,0.4666307099448334,1,125985,9705,0.7568157306745423
HR,lagged_annual,spline,combined,Ozone,3.631734973390638,3.9946492637599937,1.0527012950853474,0.841370794338835,1.3171125312772431,0.4855150704634183,2.443899454269307,3,125985,9705,0.7571797823880883
HR,lagged_annual,spline,combined,Ozone,3.631734973390638,3.9946492637599937,1.0527012950853474,0.841370794338835,1.3171125312772431,0.4855150704634183,2.443899454269307,3,125985,9705,0.7571797823880883
HR,lagged_annual,linear,single,Ozone,3.631734973390638,3.9946492637599937,1.0106355606187811,0.8155297544547359,1.252418113266924,0.5549825366902605,0.34846642386494014,1,125985,9705,0.7567747748567684
HR,lagged_annual,spline,single,Ozone,3.631734973390638,3.9946492637599937,1.049092727702961,0.8431749110068195,1.3052992172229585,0.5074160730448494,2.3267480161182292,3,125985,9705,0.7569613513599607
HR,lagged_annual,spline,single,Ozone,3.631734973390638,3.9946492637599937,1.049092727702961,0.8431749110068195,1.3052992172229585,0.5074160730448494,2.3267480161182292,3,125985,9705,0.7569613513599607
HR,lagged_annual,linear,combined,PM2.5,1.3914728322620171,1.8993543167908984,1.0165041842213656,0.7811448318456737,1.3227774343691532,0.569558655199701,0.3234215209310836,1,125985,9705,0.7568157306745423
HR,lagged_annual,spline,combined,PM2.5,1.3914728322620171,1.8993543167908984,1.028343753380805,0.785318335707105,1.346576066080453,0.8965096128898266,0.5996625831155711,3,125985,9705,0.7571797823880883
HR,lagged_annual,spline,combined,PM2.5,1.3914728322620171,1.8993543167908984,1.028343753380805,0.785318335707105,1.346576066080453,0.8965096128898266,0.5996625831155711,3,125985,9705,0.7571797823880883
HR,lagged_annual,linear,single,PM2.5,1.3914728322620171,1.8993543167908984,1.0184348444637246,0.7834869138340307,1.323837723520124,0.4678603238468045,0.5270249521745967,1,125985,9705,0.7567292683925751
HR,lagged_annual,spline,single,PM2.5,1.3914728322620171,1.8993543167908984,1.0120307347031252,0.7762722386431353,1.3193904882827985,0.6920889198158031,1.4576056055077022,3,125985,9705,0.7568157306745423
HR,lagged_annual,spline,single,PM2.5,1.3914728322620171,1.8993543167908984,1.0120307347031252,0.7762722386431353,1.3193904882827985,0.6920889198158031,1.4576056055077022,3,125985,9705,0.7568157306745423
KI,cumulative,linear,combined,NO2,0.5522583179125579,1.38809525966644,0.9834234694163642,0.9204216012624252,1.050737747650034,0.1170430881387509,2.4564493784812917,1,2781314,116044,0.7446120622162578
KI,cumulative,spline,combined,NO2,0.5522583179125579,1.38809525966644,0.9731433243950908,0.9063127018287788,1.0449019724691428,0.2192398658678195,4.423243090903318,3,2781314,116044,0.7446289012865974
KI,cumulative,spline,combined,NO2,0.5522583179125579,1.38809525966644,0.9731433243950908,0.9063127018287788,1.0449019724691428,0.2192398658678195,4.423243090903318,3,2781314,116044,0.7446289012865974
KI,cumulative,linear,single,NO2,0.5522583179125579,1.38809525966644,0.971623877774244,0.912445446707332,1.03464044153849,8.759969363659598e-4,11.072876251220082,1,2781314,116044,0.7443927949314398
KI,cumulative,spline,single,NO2,0.5522583179125579,1.38809525966644,0.96506815469843,0.9053578976393062,1.0287164287642685,0.00530457227118593,12.711235327487191,3,2781314,116044,0.744406913054438
KI,cumulative,spline,single,NO2,0.5522583179125579,1.38809525966644,0.96506815469843,0.9053578976393062,1.0287164287642685,0.00530457227118593,12.711235327487191,3,2781314,116044,0.744406913054438
KI,cumulative,linear,combined,Ozone,3.612419568100319,4.038783887454444,1.031178124658156,0.8994640866727702,1.182179856348568,2.44922656281707e-7,26.64152581517086,1,2781314,116044,0.7446120622162578
KI,cumulative,spline,combined,Ozone,3.612419568100319,4.038783887454444,1.0279482316232058,0.8954709080716565,1.180024451238476,2.055230072375065e-6,29.177382859498223,3,2781314,116044,0.7446289012865974
KI,cumulative,spline,combined,Ozone,3.612419568100319,4.038783887454444,1.0279482316232058,0.8954709080716565,1.180024451238476,2.055230072375065e-6,29.177382859498223,3,2781314,116044,0.7446289012865974
KI,cumulative,linear,single,Ozone,3.612419568100319,4.038783887454444,1.0346256805802414,0.9029865339501248,1.1854554399980153,1.1526533966740401e-9,37.04785449809726,1,2781314,116044,0.7446200710423949
KI,cumulative,spline,single,Ozone,3.612419568100319,4.038783887454444,1.0343586720344955,0.902152363641096,1.1859392110827565,9.974074194707584e-9,40.13531727190472,3,2781314,116044,0.7446254102598197
KI,cumulative,spline,single,Ozone,3.612419568100319,4.038783887454444,1.0343586720344955,0.902152363641096,1.1859392110827565,9.974074194707584e-9,40.13531727190472,3,2781314,116044,0.7446254102598197
KI,cumulative,linear,combined,PM2.5,1.4699137410747527,2.0152706385358936,1.0058212066068075,0.9245752990632684,1.0942064974966903,0.5450025312841821,0.3663464522332614,1,2781314,116044,0.7446120622162578
KI,cumulative,spline,combined,PM2.5,1.4699137410747527,2.0152706385358936,1.0123193859348707,0.928337312922186,1.1038989006202449,0.7583710165548798,1.17764411872184,3,2781314,116044,0.7446289012865974
KI,cumulative,spline,combined,PM2.5,1.4699137410747527,2.0152706385358936,1.0123193859348707,0.928337312922186,1.1038989006202449,0.7583710165548798,1.17764411872184,3,2781314,116044,0.7446289012865974
KI,cumulative,linear,single,PM2.5,1.4699137410747527,2.0152706385358936,0.999442704357105,0.9191905124566004,1.086701511553957,0.9460175692080328,0.00458446029881665,1,2781314,116044,0.7443656367966544
KI,cumulative,spline,single,PM2.5,1.4699137410747527,2.0152706385358936,1.0019700200097776,0.9207951960096444,1.0903009978213212,0.9110112083338046,0.5355652952176841,3,2781314,116044,0.7443787281470708
KI,cumulative,spline,single,PM2.5,1.4699137410747527,2.0152706385358936,1.0019700200097776,0.9207951960096444,1.0903009978213212,0.9110112083338046,0.5355652952176841,3,2781314,116044,0.7443787281470708
KI,lagged_annual,linear,combined,NO2,0.51655694237722,1.28970690929528,0.9694110200083444,0.9096377747853024,1.033112027406102,0.00240500554256867,9.211492413889914,1,2781314,116044,0.7445997922839067
KI,lagged_annual,spline,combined,NO2,0.51655694237722,1.28970690929528,0.9607069792907044,0.9006004679508789,1.0248250283034614,0.01253549707706754,10.855147552496229,3,2781314,116044,0.7446040020514917
KI,lagged_annual,spline,combined,NO2,0.51655694237722,1.28970690929528,0.9607069792907044,0.9006004679508789,1.0248250283034614,0.01253549707706754,10.855147552496229,3,2781314,116044,0.7446040020514917
KI,lagged_annual,linear,single,NO2,0.51655694237722,1.28970690929528,0.9638862428114612,0.905129805199651,1.0264568504362328,2.9585067208762504e-5,17.44429607146294,1,2781314,116044,0.7443869936663533
KI,lagged_annual,spline,single,NO2,0.51655694237722,1.28970690929528,0.9572262820517532,0.8983105998120295,1.0200059481011954,1.91594976049832e-4,19.746147709484852,3,2781314,116044,0.7443995202918499
KI,lagged_annual,spline,single,NO2,0.51655694237722,1.28970690929528,0.9572262820517532,0.8983105998120295,1.0200059481011954,1.91594976049832e-4,19.746147709484852,3,2781314,116044,0.7443995202918499
KI,lagged_annual,linear,combined,Ozone,3.6007414174079906,4.020549310113662,1.0272981022270713,0.9210088761278012,1.1458536591702737,2.2430322970311743e-6,22.37475373685875,1,2781314,116044,0.7445997922839067
KI,lagged_annual,spline,combined,Ozone,3.6007414174079906,4.020549310113662,1.0240291598433229,0.9127441494180416,1.1488824342265278,3.429050893647653e-5,23.340654528640098,3,2781314,116044,0.7446040020514917
KI,lagged_annual,spline,combined,Ozone,3.6007414174079906,4.020549310113662,1.0240291598433229,0.9127441494180416,1.1488824342265278,3.429050893647653e-5,23.340654528640098,3,2781314,116044,0.7446040020514917
KI,lagged_annual,linear,single,Ozone,3.6007414174079906,4.020549310113662,1.032847112170672,0.9260847119740724,1.1519174685924012,2.8667953030717867e-9,35.2723074321614,1,2781314,116044,0.7446050801627024
KI,lagged_annual,spline,single,Ozone,3.6007414174079906,4.020549310113662,1.0315702035870458,0.923908464614722,1.151777611835577,8.347330408640738e-8,35.776925255984025,3,2781314,116044,0.7445971740138234
KI,lagged_annual,spline,single,Ozone,3.6007414174079906,4.020549310113662,1.0315702035870458,0.923908464614722,1.151777611835577,8.347330408640738e-8,35.776925255984025,3,2781314,116044,0.7445971740138234
KI,lagged_annual,linear,combined,PM2.5,1.4259236324696245,1.9335416455601544,1.0108077174015355,0.8675822535123737,1.1776776639010984,0.16298514386951296,1.9463090287043077,1,2781314,116044,0.7445997922839067
KI,lagged_annual,spline,combined,PM2.5,1.4259236324696245,1.9335416455601544,1.0100771860657969,0.8658658146002474,1.17830719795957,0.3252867536125953,3.46532898354537,3,2781314,116044,0.7446040020514917
KI,lagged_annual,spline,combined,PM2.5,1.4259236324696245,1.9335416455601544,1.0100771860657969,0.8658658146002474,1.17830719795957,0.3252867536125953,3.46532898354537,3,2781314,116044,0.7446040020514917
KI,lagged_annual,linear,single,PM2.5,1.4259236324696245,1.9335416455601544,1.0030230198351338,0.862394183301961,1.166583910001777,0.662930081537539,0.1899838233531688,1,2781314,116044,0.7443834513009465
KI,lagged_annual,spline,single,PM2.5,1.4259236324696245,1.9335416455601544,0.9974614235719425,0.8574161356500791,1.1603808817521573,0.675242628462716,1.5305279535059957,3,2781314,116044,0.7443720541252898
KI,lagged_annual,spline,single,PM2.5,1.4259236324696245,1.9335416455601544,0.9974614235719425,0.8574161356500791,1.1603808817521573,0.675242628462716,1.5305279535059957,3,2781314,116044,0.7443720541252898
LI,cumulative,linear,combined,NO2,0.508116940406361,1.2983450415254638,0.9837943478184052,0.864994005130999,1.118911013322994,0.2871170556819154,1.1330906541615644,1,421374,41324,0.7941134699510293
LI,cumulative,spline,combined,NO2,0.508116940406361,1.2983450415254638,0.9849986599526088,0.8643430740105784,1.1224968294204911,0.6751947842410719,1.5307363337586066,3,421374,41324,0.7941188292591426
LI,cumulative,spline,combined,NO2,0.508116940406361,1.2983450415254638,0.9849986599526088,0.8643430740105784,1.1224968294204911,0.6751947842410719,1.5307363337586066,3,421374,41324,0.7941188292591426
LI,cumulative,linear,single,NO2,0.508116940406361,1.2983450415254638,0.9775998873597358,0.8600869486873463,1.111168517583423,0.07100254661063021,3.2596900339561454,1,421374,41324,0.7940903579347907
LI,cumulative,spline,single,NO2,0.508116940406361,1.2983450415254638,0.9732884886253286,0.8553711282170682,1.107461370674393,0.17875505460273966,4.906737525664338,3,421374,41324,0.7941422762321384
