organ,pollutant,model,exposure_window,exposure_form,contrast,p25,p75,hazard_ratio,conf_low,conf_high,n_intervals,n_registrations,adverse_events,concordance,wald_chisq,df,p_value
LI,PM2.5,single_pollutant_pm25_cumulative_linear,cumulative,linear,p75_vs_p25,1.418166418148901,1.9992868747976096,0.9871576124415014,0.6997475431125517,1.3926167535603107,421374,216497,41324,0.7940927026320902,1.0400732264698465,1,0.3078044419825387
LI,PM2.5,single_pollutant_pm25_cumulative_spline,cumulative,spline,p75_vs_p25,1.418166418148901,1.9992868747976096,0.9786454495958729,0.6933371451160106,1.3813581498715979,421374,216497,41324,0.7941231836969846,2.06576865255417,3,0.5588689790462149
LI,Ozone,single_pollutant_ozone_cumulative_linear,cumulative,linear,p75_vs_p25,3.642077856437832,4.0914002976953485,1.0147392403855986,0.8969109451561308,1.1480467838410604,421374,216497,41324,0.7941037562050739,2.3559095609457414,1,0.12480906971351896
LI,Ozone,single_pollutant_ozone_cumulative_spline,cumulative,spline,p75_vs_p25,3.642077856437832,4.0914002976953485,1.0395493975885828,0.9170625432079977,1.1783961279745363,421374,216497,41324,0.7940846636699201,7.412471085602904,3,0.059850613293977686
LI,NO2,single_pollutant_no2_cumulative_linear,cumulative,linear,p75_vs_p25,0.508116940406361,1.2983450415254638,0.9775998873597358,0.8600869486873463,1.111168517583423,421374,216497,41324,0.7940903579347907,3.2596900339561454,1,0.07100254661063021
LI,NO2,single_pollutant_no2_cumulative_spline,cumulative,spline,p75_vs_p25,0.508116940406361,1.2983450415254638,0.9732884886253286,0.8553711282170682,1.107461370674393,421374,216497,41324,0.7941422762321384,4.906737525664338,3,0.17875505460273966
LI,PM2.5,combined_pollutants_cumulative_linear,cumulative,linear,p75_vs_p25,1.418166418148901,1.9992868747976096,0.9964742747954487,0.7057327631447358,1.4069928904880291,421374,216497,41324,0.7941134699510293,0.05760901658853767,1,0.8103156947923766
LI,Ozone,combined_pollutants_cumulative_linear,cumulative,linear,p75_vs_p25,3.642077856437832,4.0914002976953485,1.0107380086025264,0.8931194904269993,1.1438461851788488,421374,216497,41324,0.7941134699510293,1.1216512670127854,1,0.2895631711175577
LI,NO2,combined_pollutants_cumulative_linear,cumulative,linear,p75_vs_p25,0.508116940406361,1.2983450415254638,0.9837943478184052,0.864994005130999,1.118911013322994,421374,216497,41324,0.7941134699510293,1.1330906541615644,1,0.2871170556819154
LI,PM2.5,combined_pollutants_cumulative_spline,cumulative,spline,p75_vs_p25,1.418166418148901,1.9992868747976096,0.9810631833006536,0.6941932816525371,1.3864798105461384,421374,216497,41324,0.7941188292591426,1.2580220625204412,3,0.7391244504344463
