organ,organ_label,exposure,exposure_label,exposure_window,exposure_data_end_year,endpoint,n,people,centers,adverse_events,hazard_ratio,conf_low,conf_high,p_value,concordance,adjustment_set,variance_estimator,center_adjustment
KI,Kidney,o3,Ozone waitlist-period mean per 10 ppb,observed_waitlist_period_mean,2023,death_or_deterioration_delist_cause_specific,606508,582160,283,116476,1.0541797265735886,1.0326965113035493,1.0761098577896846,5.097455856619804e-7,0.7225479254461507,age + sex + race + listing_year + no_dialysis_time + dialysis_duration_years + diabetes + strata(listing_center),model_based,stratified_baseline_hazard_by_listing_center
