n,first_stat_record,candidate_bilirubin_nonmissing,first_stat_bilirubin_nonmissing,any_stat_bilirubin_nonmissing,current_final_bilirubin_nonmissing,best_possible_bilirubin_nonmissing,candidate_sodium_nonmissing,first_stat_sodium_nonmissing,any_stat_sodium_nonmissing,current_final_sodium_nonmissing,best_possible_sodium_nonmissing,first_stat_bnp_nonmissing,any_stat_bnp_nonmissing,best_possible_bnp_nonmissing,current_final_albumin_nonmissing,best_possible_albumin_nonmissing,current_final_creatinine_nonmissing,best_possible_creatinine_nonmissing
90081,37079,0,1813,2926,1813,2926,0,1813,2926,1813,2926,1357,2200,2200,38301,38756,89532,89536
