n,risk_record,first_sodium,any_sodium,first_creatinine,any_creatinine,first_albumin,any_albumin,first_bilirubin,any_bilirubin,first_bnp,any_bnp
90081,36157,36109,36134,36112,36136,35699,35961,35742,36000,30456,32001
