zip,waitlist_candidates,waitlist_episodes,count_bin
22356,1,1,<50
22373,1,1,<50
22401,87,92,50-99
22402,4,4,<50
22403,2,2,<50
22404,6,6,<50
22405,129,140,100-249
22406,96,105,50-99
22407,230,251,100-249
22408,100,108,100-249
22427,10,10,<50
22432,3,3,<50
22435,9,10,<50
22436,9,10,<50
22437,1,1,<50
22438,3,3,<50
22443,34,34,<50
22448,6,6,<50
22454,6,7,<50
22455,1,1,<50
22456,1,1,<50
22458,1,1,<50
22460,9,12,<50
22469,10,13,<50
22472,1,1,<50
22473,27,27,<50
22476,2,2,<50
22480,3,4,<50
22482,14,16,<50
22485,88,92,50-99
22488,9,10,<50
22501,1,1,<50
22502,1,1,<50
22503,26,26,<50
22504,1,1,<50
22508,59,62,50-99
22511,4,4,<50
22514,10,10,<50
22517,2,2,<50
22520,29,30,<50
22526,1,1,<50
22529,1,1,<50
22534,12,12,<50
22535,4,4,<50
22538,2,2,<50
22539,13,14,<50
22542,6,6,<50
22546,59,65,50-99
22551,71,75,50-99
22553,62,65,50-99
22554,215,233,100-249
22555,5,6,<50
22556,100,106,100-249
22560,37,39,<50
22562,1,1,<50
22565,4,4,<50
22567,16,17,<50
22572,28,30,<50
22576,4,4,<50
22578,5,5,<50
22580,34,35,<50
22590,1,1,<50
22597,1,1,<50
22601,79,84,50-99
22602,88,90,50-99
22603,50,56,50-99
22604,1,1,<50
22610,4,4,<50
22611,26,28,<50
22620,4,4,<50
22623,1,1,<50
22624,11,11,<50
22625,11,12,<50
22627,4,6,<50
22630,117,129,100-249
22637,8,8,<50
22639,4,4,<50
22642,15,16,<50
22643,1,1,<50
22644,9,9,<50
22645,11,12,<50
22646,1,1,<50
22650,1,1,<50
22652,5,5,<50
22655,60,66,50-99
22656,13,13,<50
22657,27,31,<50
22660,4,4,<50
22663,10,11,<50
22664,22,22,<50
22665,1,1,<50
22701,129,134,100-249
22709,4,4,<50
22712,28,30,<50
22713,4,4,<50
22714,8,9,<50
22715,4,4,<50
22716,2,3,<50
22718,4,4,<50
22719,2,3,<50
22720,3,3,<50
22722,3,4,<50
22724,7,7,<50
22726,1,1,<50
22727,22,25,<50
22728,11,11,<50
22729,1,1,<50
22731,3,3,<50
22732,3,3,<50
22733,1,1,<50
22734,14,16,<50
22735,12,15,<50
22737,8,11,<50
22738,4,4,<50
22740,4,5,<50
22741,2,2,<50
22742,5,6,<50
22743,2,2,<50
22747,2,2,<50
22748,2,2,<50
22780,1,1,<50
22785,1,1,<50
22801,67,68,50-99
22802,56,58,50-99
22803,3,3,<50
22810,4,4,<50
22812,23,26,<50
22815,21,21,<50
22821,8,8,<50
22822,1,1,<50
22824,21,23,<50
22827,36,37,<50
22830,1,1,<50
22831,4,4,<50
22832,3,4,<50
22834,2,2,<50
22835,45,52,<50
22837,1,1,<50
22840,16,16,<50
22841,7,7,<50
22842,22,24,<50
22843,7,7,<50
22844,9,9,<50
22846,2,2,<50
22847,1,1,<50
22849,16,16,<50
22850,1,1,<50
22851,9,9,<50
22853,7,7,<50
22882,1,1,<50
22884,1,1,<50
22900,1,1,<50
22901,91,93,50-99
22902,63,64,50-99
22903,77,82,50-99
22905,1,1,<50
22906,5,5,<50
22911,38,40,<50
22920,9,9,<50
22921,1,1,<50
22922,7,7,<50
22923,20,21,<50
22931,1,1,<50
22932,29,31,<50
22935,3,3,<50
22936,15,15,<50
22937,10,10,<50
22938,5,6,<50
22939,18,18,<50
22940,3,5,<50
22942,34,34,<50
22943,3,3,<50
22945,1,1,<50
22946,1,1,<50
22947,13,14,<50
22948,1,1,<50
22949,7,9,<50
22952,13,13,<50
22958,6,6,<50
22959,7,7,<50
22960,46,46,<50
22963,65,70,50-99
22964,4,5,<50
22967,13,13,<50
22968,30,33,<50
22969,4,5,<50
22971,7,8,<50
22972,3,3,<50
22973,16,16,<50
22974,19,19,<50
22976,2,3,<50
22980,150,160,100-249
23001,1,1,<50
23002,60,70,50-99
23003,2,2,<50
23004,5,6,<50
23005,57,60,50-99
23009,37,39,<50
23011,2,2,<50
23015,15,15,<50
23020,1,1,<50
23021,1,1,<50
23022,5,5,<50
23023,3,3,<50
23024,41,45,<50
23025,1,1,<50
23027,5,5,<50
23030,31,34,<50
23032,1,1,<50
23035,5,6,<50
23038,9,10,<50
23039,7,8,<50
23040,26,31,<50
23043,9,9,<50
23047,10,12,<50
23050,4,5,<50
23055,6,6,<50
23058,1,1,<50
23059,91,97,50-99
23060,130,141,100-249
23061,61,63,50-99
23062,14,14,<50
23063,14,15,<50
23065,6,6,<50
23068,2,2,<50
23069,13,13,<50
23070,1,1,<50
23071,2,2,<50
23072,45,46,<50
23075,64,65,50-99
23076,3,3,<50
23079,3,3,<50
23083,10,10,<50
23084,6,7,<50
23085,1,1,<50
23086,17,17,<50
23089,18,18,<50
23090,6,8,<50
23091,1,1,<50
23092,1,1,<50
23093,56,62,50-99
23101,1,1,<50
23102,14,16,<50
23103,25,28,<50
23106,3,3,<50
23109,5,5,<50
23110,1,1,<50
23111,138,157,100-249
23112,164,176,100-249
23113,56,62,50-99
23114,56,58,50-99
23115,3,3,<50
23116,88,94,50-99
23117,39,43,<50
23119,1,1,<50
23120,27,27,<50
23123,9,9,<50
23124,19,19,<50
23125,2,2,<50
23126,7,8,<50
23127,1,1,<50
23128,3,3,<50
23129,1,1,<50
23131,1,1,<50
23134,1,1,<50
23138,6,6,<50
23139,90,100,50-99
23140,29,30,<50
23141,26,29,<50
23146,7,9,<50
23147,1,1,<50
23148,9,10,<50
23149,18,18,<50
23150,67,73,50-99
23153,3,4,<50
23156,8,8,<50
23162,1,1,<50
23163,2,2,<50
23165,1,1,<50
23168,24,24,<50
23175,7,7,<50
23176,3,4,<50
23177,5,5,<50
23180,1,1,<50
23181,26,30,<50
23185,127,140,100-249
23187,1,1,<50
23188,120,128,100-249
23189,1,1,<50
23192,35,38,<50
23193,1,1,<50
23208,1,1,<50
23213,1,1,<50
23218,1,1,<50
23219,23,24,<50
23220,76,79,50-99
23221,37,41,<50
23222,183,192,100-249
23223,330,348,250-499
23224,252,259,250-499
23225,206,215,100-249
23226,39,39,<50
23227,120,128,100-249
23228,134,142,100-249
23229,115,125,100-249
23230,28,29,<50
23231,200,211,100-249
23233,76,90,50-99
23234,224,235,100-249
23235,122,129,100-249
23236,126,133,100-249
23237,105,107,100-249
23238,70,74,50-99
23239,1,1,<50
23244,1,1,<50
23260,1,1,<50
23261,1,1,<50
23268,1,1,<50
23294,65,67,50-99
23298,2,2,<50
23301,7,8,<50
23302,1,1,<50
23303,5,5,<50
23306,2,2,<50
23307,3,3,<50
23308,6,6,<50
23310,14,15,<50
23311,1,1,<50
23314,32,35,<50
23315,4,5,<50
23316,11,11,<50
23320,221,230,100-249
23321,119,124,100-249
23322,161,171,100-249
23323,175,181,100-249
23324,135,138,100-249
23325,73,76,50-99
23327,1,1,<50
23328,1,1,<50
23333,1,1,<50
23335,1,1,<50
23336,14,15,<50
23337,1,1,<50
23341,1,1,<50
23347,8,9,<50
23350,16,16,<50
23354,2,2,<50
23356,8,10,<50
23357,3,3,<50
23358,1,1,<50
23359,3,4,<50
23360,1,1,<50
23369,1,1,<50
23395,2,2,<50
23398,1,1,<50
23401,1,1,<50
23404,1,1,<50
23405,3,3,<50
23407,2,2,<50
23410,1,1,<50
23413,2,2,<50
23414,4,5,<50
23415,3,3,<50
23416,2,2,<50
23417,25,26,<50
23418,2,2,<50
23420,12,13,<50
23421,17,18,<50
23422,1,1,<50
23424,1,1,<50
23425,1,1,<50
23427,1,1,<50
23428,1,1,<50
23430,64,67,50-99
23431,1,1,<50
23432,7,7,<50
23433,5,5,<50
23434,237,251,100-249
23435,110,117,100-249
23436,3,3,<50
23437,24,26,<50
23438,5,5,<50
23439,2,2,<50
23440,1,1,<50
23441,3,4,<50
23442,3,3,<50
23443,1,1,<50
23447,1,1,<50
23451,86,88,50-99
23452,207,217,100-249
23453,125,136,100-249
23454,166,176,100-249
23455,154,160,100-249
23456,191,201,100-249
23457,12,12,<50
23461,1,1,<50
23462,212,222,100-249
23463,1,1,<50
23464,292,309,250-499
23465,1,1,<50
23466,5,5,<50
23467,2,2,<50
23469,1,1,<50
23471,1,1,<50
23480,1,1,<50
23486,1,1,<50
23487,24,25,<50
23501,3,3,<50
23502,107,111,100-249
23503,102,107,100-249
23504,110,116,100-249
23505,96,100,50-99
23507,14,15,<50
23508,38,40,<50
23509,63,69,50-99
23510,15,15,<50
23513,161,170,100-249
23517,16,16,<50
23518,110,113,100-249
23523,53,55,50-99
23534,1,1,<50
23541,2,2,<50
23542,2,2,<50
23553,1,1,<50
23555,1,1,<50
23580,1,1,<50
23601,99,106,50-99
23602,143,150,100-249
23603,12,14,<50
23604,4,4,<50
23605,74,75,50-99
23606,76,80,50-99
23607,114,117,100-249
23608,188,193,100-249
23609,2,2,<50
23612,1,1,<50
23628,1,1,<50
23633,1,1,<50
23635,1,1,<50
23651,2,2,<50
23661,74,76,50-99
23662,30,35,<50
23663,82,89,50-99
23664,35,36,<50
23665,3,4,<50
23666,272,293,250-499
23669,179,188,100-249
23670,1,1,<50
23690,12,13,<50
23692,56,61,50-99
23693,55,59,50-99
23696,10,10,<50
23701,143,150,100-249
23702,46,47,<50
23703,116,121,100-249
23704,96,96,50-99
23707,76,80,50-99
23737,1,1,<50
23783,1,1,<50
23790,1,1,<50
23801,6,7,<50
23803,202,208,100-249
23804,2,2,<50
23805,130,144,100-249
23813,1,1,<50
23814,1,1,<50
23821,14,14,<50
23822,1,1,<50
23824,36,37,<50
23827,8,8,<50
23828,8,10,<50
23829,9,9,<50
23830,8,9,<50
23831,141,150,100-249
23832,152,157,100-249
23833,9,10,<50
23834,100,106,100-249
23835,1,1,<50
23836,50,53,50-99
23837,20,24,<50
23838,60,63,50-99
23839,6,6,<50
23840,12,14,<50
23841,25,25,<50
23842,29,29,<50
23843,3,3,<50
23844,7,8,<50
23847,92,99,50-99
23850,4,4,<50
23851,76,78,50-99
23856,11,11,<50
23860,135,140,100-249
23866,6,6,<50
23867,12,12,<50
23868,27,27,<50
23870,13,13,<50
23872,6,6,<50
23874,6,6,<50
23875,60,65,50-99
23876,1,1,<50
23878,6,6,<50
23879,3,3,<50
23881,10,12,<50
23882,13,14,<50
23883,10,12,<50
23885,10,11,<50
23887,4,4,<50
23888,13,14,<50
23889,4,4,<50
23890,17,17,<50
23891,1,1,<50
23892,1,1,<50
23893,2,2,<50
23894,1,1,<50
23898,8,9,<50
23899,1,1,<50
23901,58,59,50-99
23902,1,1,<50
23913,1,1,<50
23915,5,5,<50
23917,17,19,<50
23919,14,14,<50
23920,18,18,<50
23921,7,7,<50
23922,16,18,<50
23923,11,11,<50
23924,26,26,<50
23927,13,14,<50
23930,19,19,<50
23932,1,1,<50
23934,4,4,<50
23936,17,17,<50
23937,12,13,<50
23942,6,6,<50
23944,15,15,<50
23947,16,18,<50
23950,15,15,<50
23952,1,1,<50
23954,11,13,<50
23958,17,17,<50
23959,2,2,<50
23960,12,13,<50
23962,3,3,<50
23963,2,2,<50
23964,5,6,<50
23966,13,13,<50
23967,6,6,<50
23968,2,2,<50
23970,52,55,50-99
23974,16,16,<50
23976,1,1,<50
24001,1,1,<50
24005,1,1,<50
24011,4,4,<50
24012,91,100,50-99
24013,21,22,<50
24014,46,47,<50
24015,39,42,<50
24016,35,36,<50
24017,135,139,100-249
24018,110,115,100-249
24019,101,109,100-249
24023,1,1,<50
24031,1,1,<50
24053,11,12,<50
24054,21,21,<50
24055,40,41,<50
24058,1,1,<50
24059,1,2,<50
24060,66,70,50-99
24062,1,1,<50
24064,8,8,<50
24065,27,28,<50
24066,10,12,<50
24067,4,4,<50
24069,11,11,<50
24070,1,2,<50
24072,6,6,<50
24073,73,77,50-99
24076,4,5,<50
24077,5,5,<50
24078,25,28,<50
24079,5,5,<50
24081,1,1,<50
24082,5,5,<50
24083,16,18,<50
24084,45,50,<50
24085,6,6,<50
24087,21,21,<50
24088,12,13,<50
24089,14,14,<50
24090,16,16,<50
24091,20,22,<50
24092,5,5,<50
24093,1,1,<50
24095,12,14,<50
24101,15,17,<50
24102,8,8,<50
24104,12,15,<50
24105,1,1,<50
24112,134,144,100-249
24114,2,2,<50
24115,6,7,<50
24120,4,4,<50
24121,44,47,<50
24122,9,10,<50
24124,25,26,<50
24126,1,1,<50
24127,15,16,<50
24128,8,9,<50
24132,4,4,<50
24133,8,8,<50
24134,25,25,<50
24136,18,19,<50
24137,12,13,<50
24138,3,4,<50
24139,3,3,<50
24141,52,53,50-99
24143,3,3,<50
24147,6,6,<50
24148,34,36,<50
24149,11,13,<50
24150,1,2,<50
24151,58,65,50-99
24153,121,131,100-249
24162,12,15,<50
24165,5,5,<50
24167,1,1,<50
24168,1,1,<50
24171,15,16,<50
24174,14,16,<50
24175,28,30,<50
24176,1,1,<50
24179,65,70,50-99
24184,19,19,<50
24185,2,2,<50
24201,33,35,<50
24202,23,24,<50
24210,40,43,<50
24211,25,26,<50
24212,1,1,<50
24216,7,8,<50
24217,1,1,<50
24219,21,21,<50
24220,2,2,<50
24221,2,2,<50
24224,4,5,<50
24225,5,5,<50
24226,6,7,<50
24228,23,24,<50
24230,11,11,<50
24236,7,7,<50
24237,2,2,<50
24239,2,4,<50
24243,9,9,<50
24244,18,20,<50
24245,3,3,<50
24246,1,1,<50
24248,7,8,<50
24250,5,5,<50
24251,12,13,<50
24256,11,11,<50
24258,1,2,<50
24260,29,34,<50
24263,11,13,<50
24265,3,3,<50
24266,32,35,<50
24271,8,11,<50
24272,1,1,<50
24273,18,19,<50
24277,8,8,<50
24279,12,13,<50
24280,4,4,<50
24281,5,5,<50
24282,2,2,<50
24283,5,5,<50
24290,4,4,<50
24292,2,3,<50
24293,24,29,<50
24301,57,63,50-99
24311,6,6,<50
24312,7,8,<50
24313,4,4,<50
24314,3,4,<50
24315,7,7,<50
24317,13,14,<50
24318,3,3,<50
24319,16,16,<50
24322,1,1,<50
24324,4,4,<50
24325,3,4,<50
24326,3,3,<50
24327,2,2,<50
24328,9,9,<50
24330,5,6,<50
24333,51,52,50-99
24334,1,1,<50
24340,24,27,<50
24343,30,32,<50
24347,6,6,<50
24348,9,9,<50
24350,1,1,<50
24351,2,2,<50
24352,4,4,<50
24354,43,44,<50
24360,20,21,<50
24361,12,13,<50
24363,2,2,<50
24365,1,1,<50
24366,6,9,<50
24368,16,18,<50
24369,1,1,<50
24370,22,25,<50
24374,2,2,<50
24375,2,2,<50
24377,1,1,<50
24379,1,1,<50
24380,7,7,<50
24381,12,13,<50
24382,41,46,<50
24398,1,1,<50
24401,132,143,100-249
24402,1,1,<50
24407,1,1,<50
24412,2,2,<50
24413,2,2,<50
24416,24,26,<50
24417,1,1,<50
24421,12,12,<50
24422,18,20,<50
24426,50,53,50-99
24430,12,12,<50
24431,7,8,<50
24433,2,2,<50
24435,2,3,<50
24436,1,1,<50
24437,3,3,<50
24439,2,2,<50
24440,14,14,<50
24441,13,13,<50
24445,13,13,<50
24448,2,2,<50
24450,33,35,<50
24455,1,1,<50
24457,1,1,<50
24458,2,2,<50
24459,3,4,<50
24460,4,4,<50
24465,1,1,<50
24467,11,12,<50
24469,1,1,<50
24471,5,5,<50
24472,7,9,<50
24473,2,2,<50
24474,1,1,<50
24476,3,3,<50
24477,59,63,50-99
24479,3,4,<50
24482,16,16,<50
24483,5,6,<50
24484,5,5,<50
24485,1,1,<50
24486,3,4,<50
24487,1,1,<50
24501,108,113,100-249
24502,118,123,100-249
24503,65,70,50-99
24504,48,51,<50
24505,2,2,<50
24506,1,1,<50
24507,2,2,<50
24517,28,30,<50
24519,1,1,<50
24520,12,13,<50
24521,40,42,<50
24522,41,42,<50
24523,63,64,50-99
24525,1,1,<50
24526,5,5,<50
24527,16,16,<50
24528,20,20,<50
24529,7,7,<50
24530,5,6,<50
24531,38,39,<50
24532,1,1,<50
24534,8,8,<50
24536,1,1,<50
24538,20,21,<50
24539,1,1,<50
24540,153,165,100-249
24541,92,96,50-99
24549,10,12,<50
24550,23,25,<50
24551,67,71,50-99
24553,7,7,<50
24554,17,18,<50
24555,9,10,<50
24556,5,7,<50
24557,36,39,<50
24558,30,32,<50
24563,23,23,<50
24565,2,2,<50
24566,6,6,<50
24569,8,8,<50
24570,1,1,<50
24571,10,11,<50
24572,81,88,50-99
24574,15,15,<50
24575,1,1,<50
24576,2,2,<50
24577,26,28,<50
24578,1,1,<50
24579,10,11,<50
24580,2,2,<50
24586,23,26,<50
24588,36,39,<50
24589,10,11,<50
24590,24,26,<50
24592,71,74,50-99
24593,10,10,<50
24594,11,11,<50
24595,1,1,<50
24597,9,9,<50
24598,2,2,<50
24602,3,3,<50
24603,3,3,<50
24604,2,2,<50
24605,18,19,<50
24606,1,1,<50
24609,13,15,<50
24612,4,5,<50
24613,3,3,<50
24614,12,13,<50
24620,7,9,<50
24622,2,2,<50
24624,1,1,<50
24627,2,2,<50
24628,2,2,<50
24630,20,24,<50
24631,6,6,<50
24634,1,1,<50
24635,3,3,<50
24637,19,21,<50
24639,11,12,<50
24641,18,20,<50
24646,1,2,<50
24649,9,9,<50
24651,19,20,<50
24656,12,14,<50
24657,1,1,<50
24701,59,64,50-99
24706,1,1,<50
24708,1,1,<50
24710,1,1,<50
24712,3,3,<50
24714,1,1,<50
24715,2,2,<50
24716,1,1,<50
24724,1,1,<50
24726,2,2,<50
24731,1,2,<50
24733,1,1,<50
24736,1,1,<50
24737,1,1,<50
24739,25,27,<50
24740,60,67,50-99
24741,1,1,<50
24747,13,13,<50
24790,1,1,<50
24801,9,9,<50
24802,1,1,<50
24816,2,2,<50
24817,2,2,<50
24818,1,2,<50
24822,1,1,<50
24823,2,2,<50
24826,1,1,<50
24827,3,3,<50
24828,1,1,<50
24831,1,1,<50
24836,1,1,<50
24838,1,1,<50
24839,1,1,<50
24844,5,7,<50
24845,1,1,<50
24847,1,1,<50
24849,2,2,<50
24850,5,5,<50
24851,3,3,<50
24853,3,3,<50
24856,1,1,<50
24857,2,2,<50
24860,1,1,<50
24861,2,2,<50
24862,2,2,<50
24866,1,1,<50
24867,1,1,<50
24868,9,10,<50
24869,2,2,<50
24870,7,8,<50
24872,3,3,<50
24873,4,4,<50
24874,10,11,<50
24878,2,4,<50
24879,1,1,<50
24880,1,1,<50
24881,2,3,<50
24888,1,1,<50
24901,28,29,<50
24910,9,10,<50
24916,3,3,<50
24918,2,4,<50
24920,3,4,<50
24924,1,1,<50
24925,4,4,<50
24927,1,2,<50
24931,3,3,<50
24934,2,2,<50
24935,3,3,<50
24938,2,2,<50
24941,6,6,<50
24944,1,1,<50
24945,1,1,<50
24946,2,2,<50
24951,2,2,<50
24954,9,9,<50
24957,2,2,<50
24963,17,18,<50
24966,2,2,<50
24970,4,5,<50
24976,4,5,<50
24977,2,2,<50
24981,2,2,<50
24983,7,7,<50
24986,23,25,<50
24993,2,2,<50
25003,12,12,<50
25005,3,3,<50
25008,1,1,<50
25009,4,7,<50
25011,2,2,<50
25015,8,9,<50
25024,2,2,<50
25031,1,1,<50
25033,11,13,<50
25035,5,5,<50
25036,2,3,<50
25039,6,6,<50
25040,3,3,<50
25043,5,5,<50
25044,1,1,<50
25045,18,20,<50
25047,3,3,<50
25048,1,1,<50
25049,1,1,<50
25051,1,1,<50
25053,12,12,<50
25054,5,5,<50
25057,2,2,<50
25059,3,3,<50
25061,2,2,<50
25062,1,1,<50
25063,5,6,<50
25064,47,52,<50
25067,6,6,<50
25070,10,10,<50
25071,27,27,<50
25075,2,2,<50
25076,1,1,<50
25081,3,3,<50
25082,4,4,<50
25083,1,1,<50
25085,7,7,<50
25086,3,3,<50
25090,1,1,<50
25102,1,1,<50
25103,2,2,<50
25106,4,4,<50
25107,2,2,<50
25108,2,2,<50
25109,2,2,<50
25110,1,1,<50
25111,1,1,<50
25112,2,3,<50
25114,1,2,<50
25118,1,1,<50
25121,2,2,<50
25123,9,9,<50
25124,3,3,<50
25125,2,2,<50
25130,9,10,<50
25132,1,2,<50
25133,1,1,<50
25134,1,1,<50
25136,3,3,<50
25140,3,3,<50
25141,1,1,<50
25142,1,1,<50
25143,30,33,<50
25148,1,1,<50
25152,1,1,<50
25154,3,3,<50
25156,2,2,<50
25159,10,10,<50
25160,1,1,<50
25161,4,4,<50
25162,3,3,<50
25164,9,10,<50
25165,2,2,<50
25168,7,7,<50
25169,1,1,<50
25173,2,2,<50
25174,2,2,<50
25177,62,67,50-99
25181,1,1,<50
25186,4,4,<50
25187,1,1,<50
25202,6,7,<50
25203,1,1,<50
25206,2,2,<50
25208,3,3,<50
25213,12,13,<50
25214,1,1,<50
25230,1,1,<50
25234,1,1,<50
25235,2,3,<50
25239,4,4,<50
25241,7,9,<50
25243,2,2,<50
25244,1,1,<50
25245,2,2,<50
25248,5,5,<50
25251,1,1,<50
25252,4,5,<50
25253,5,5,<50
25259,2,2,<50
25260,2,2,<50
25261,1,1,<50
25262,3,4,<50
25264,3,3,<50
25265,4,4,<50
25266,3,4,<50
25267,2,2,<50
25268,1,1,<50
25270,3,3,<50
25271,21,23,<50
25275,2,2,<50
25276,21,22,<50
25279,1,1,<50
25285,2,2,<50
25286,11,11,<50
25287,4,4,<50
25301,10,10,<50
25302,56,60,50-99
25303,17,18,<50
25304,23,25,<50
25306,29,31,<50
25309,41,41,<50
25311,31,33,<50
25312,25,27,<50
25313,30,33,<50
25314,50,54,50-99
25315,6,7,<50
25320,25,26,<50
25329,1,1,<50
25357,1,1,<50
25360,2,2,<50
25387,16,16,<50
25401,51,52,50-99
25402,3,3,<50
25403,44,50,<50
25404,46,52,<50
25405,38,41,<50
25411,45,52,<50
25413,22,22,<50
25414,68,75,50-99
25419,30,33,<50
25420,11,12,<50
25422,5,5,<50
25423,1,1,<50
25425,30,34,<50
25427,45,48,<50
25428,40,44,<50
25430,38,43,<50
25431,1,1,<50
25434,6,6,<50
25438,27,27,<50
25441,1,1,<50
25442,10,11,<50
25443,13,14,<50
25444,3,3,<50
25446,5,5,<50
25452,1,1,<50
25471,1,1,<50
25487,1,1,<50
25501,4,5,<50
25502,4,5,<50
25503,4,5,<50
25504,35,41,<50
25505,1,1,<50
25506,8,10,<50
25507,1,1,<50
25508,20,23,<50
25510,18,18,<50
25511,7,8,<50
25512,1,2,<50
25514,20,21,<50
25515,5,6,<50
25517,1,1,<50
25520,3,3,<50
25521,3,3,<50
25523,5,5,<50
25524,6,8,<50
25526,70,75,50-99
25529,1,1,<50
25530,18,24,<50
25534,1,1,<50
25535,9,9,<50
25537,8,8,<50
25541,32,34,<50
25545,13,15,<50
25546,1,1,<50
25547,2,2,<50
25550,27,30,<50
25555,7,8,<50
25557,4,5,<50
25559,4,5,<50
25560,24,27,<50
25564,4,4,<50
25565,1,1,<50
25567,1,1,<50
25570,15,15,<50
25571,7,7,<50
25572,1,1,<50
25601,18,18,<50
25606,1,1,<50
25607,1,1,<50
25608,5,5,<50
25611,2,2,<50
25612,2,2,<50
25613,1,1,<50
25614,1,1,<50
25617,3,3,<50
25621,9,10,<50
25624,2,2,<50
25625,8,8,<50
25628,1,1,<50
25630,1,1,<50
25632,2,2,<50
25634,4,4,<50
25635,5,6,<50
25636,1,1,<50
25637,3,3,<50
25638,6,6,<50
25639,4,4,<50
25640,1,1,<50
25644,2,2,<50
25646,6,6,<50
25647,2,2,<50
25649,6,8,<50
25651,7,8,<50
25652,11,11,<50
25653,1,1,<50
25661,15,15,<50
25667,3,3,<50
25669,8,8,<50
25670,17,18,<50
25671,6,7,<50
25672,1,1,<50
25674,9,9,<50
25676,5,5,<50
25678,3,3,<50
25680,1,1,<50
25690,2,2,<50
25692,5,5,<50
25696,6,6,<50
25699,1,1,<50
25701,57,60,50-99
25702,18,18,<50
25703,7,7,<50
25704,36,38,<50
25705,59,65,50-99
25711,1,1,<50
25759,2,2,<50
25776,2,2,<50
25801,107,112,100-249
25802,5,5,<50
25811,2,2,<50
25812,3,3,<50
25813,24,26,<50
25818,2,2,<50
25823,6,6,<50
25825,3,3,<50
25827,14,14,<50
25831,5,5,<50
25832,16,16,<50
25836,1,1,<50
25839,2,2,<50
25840,15,15,<50
25841,3,3,<50
25843,2,3,<50
25844,4,4,<50
25845,4,4,<50
25846,4,5,<50
25851,1,1,<50
25855,1,1,<50
25857,2,2,<50
25865,5,5,<50
25868,2,3,<50
25871,3,3,<50
25873,4,4,<50
25875,1,1,<50
25878,3,3,<50
25880,14,14,<50
25882,3,4,<50
25901,46,47,<50
25904,4,5,<50
25906,1,1,<50
25907,1,1,<50
25909,3,3,<50
25915,1,1,<50
25916,1,1,<50
25917,11,11,<50
25918,14,15,<50
25919,2,2,<50
25920,2,2,<50
25921,7,7,<50
25922,2,2,<50
25927,1,1,<50
25928,4,4,<50
25932,1,1,<50
25938,4,4,<50
25943,2,2,<50
25951,20,23,<50
25958,4,4,<50
25962,6,7,<50
25969,1,1,<50
25971,2,2,<50
25972,1,1,<50
25976,4,5,<50
25978,3,3,<50
25979,5,5,<50
25981,6,6,<50
25984,4,4,<50
26003,111,113,100-249
26030,4,4,<50
26031,2,2,<50
26033,7,8,<50
26034,17,17,<50
26035,7,7,<50
26037,18,19,<50
26038,8,8,<50
26039,2,2,<50
26040,1,1,<50
26041,43,45,<50
26047,17,18,<50
26050,7,9,<50
26055,8,8,<50
26056,2,2,<50
26059,7,7,<50
26060,2,2,<50
26062,80,87,50-99
26070,30,30,<50
26074,2,2,<50
26075,1,2,<50
26101,96,101,50-99
26102,1,1,<50
26103,1,1,<50
26104,44,45,<50
26105,31,33,<50
26126,1,1,<50
26133,10,11,<50
26134,2,2,<50
26135,1,1,<50
26136,4,5,<50
26137,2,2,<50
26141,1,1,<50
26142,5,6,<50
26143,9,11,<50
26146,3,4,<50
26147,9,10,<50
26149,7,7,<50
26150,18,22,<50
26151,1,2,<50
26155,23,24,<50
26159,8,8,<50
26160,1,2,<50
26161,1,1,<50
26162,1,1,<50
26164,21,22,<50
26167,2,3,<50
26170,14,16,<50
26175,10,11,<50
26178,1,1,<50
26180,7,7,<50
26181,11,11,<50
26184,4,4,<50
26186,1,1,<50
26187,21,27,<50
26201,44,49,<50
26202,2,2,<50
26203,2,2,<50
26205,14,14,<50
26206,11,11,<50
26208,1,1,<50
26209,1,1,<50
26210,1,1,<50
26218,4,4,<50
26220,1,1,<50
26222,2,3,<50
26224,2,2,<50
26234,3,3,<50
26235,1,1,<50
26237,2,2,<50
26238,1,1,<50
26241,42,45,<50
26250,14,15,<50
26253,8,8,<50
26257,3,3,<50
26259,2,2,<50
26260,2,2,<50
26261,5,6,<50
26263,1,1,<50
26264,2,3,<50
26269,2,2,<50
26270,3,6,<50
26272,1,1,<50
26273,4,4,<50
26275,1,1,<50
26276,1,1,<50
26280,3,3,<50
26282,1,1,<50
26283,4,5,<50
26287,7,8,<50
26288,14,16,<50
26291,3,3,<50
26292,4,4,<50
26294,3,3,<50
26296,1,1,<50
26301,63,66,50-99
26302,2,2,<50
26320,2,2,<50
26323,2,3,<50
26327,1,1,<50
26330,35,37,<50
26332,1,1,<50
26335,1,1,<50
26337,5,5,<50
26338,4,4,<50
26342,1,2,<50
26344,1,1,<50
26346,3,3,<50
26347,4,4,<50
26351,5,7,<50
26354,22,24,<50
26362,11,12,<50
26369,2,2,<50
26372,1,2,<50
26374,5,5,<50
26377,2,2,<50
26378,7,7,<50
26384,2,2,<50
26385,15,17,<50
26386,5,7,<50
26404,1,1,<50
26405,3,3,<50
26407,1,1,<50
26408,6,6,<50
26410,2,2,<50
26411,1,1,<50
26413,1,1,<50
26415,11,12,<50
26416,18,20,<50
26424,1,1,<50
26425,2,2,<50
26426,16,17,<50
26431,20,23,<50
26434,1,1,<50
26437,1,1,<50
26438,1,1,<50
26440,2,3,<50
26444,10,10,<50
