center_code,organ,n_candidates,organ_label,center_type,optn_region,center_name,city,state,zip,country,lon,lat,location_source
OHCO,KI,2473,Kidney,TX1,10,University of Toledo Medical Center,Toledo,OH,43614,USA,-83.63597280943443,41.602000000000004,zip_zcta
OHMV,KI,424,Kidney,TX1,10,Miami Valley Hospital,Dayton,OH,45409,USA,-84.19566087540628,39.7242425,zip_zcta
OHOU,HR,552,Heart,TX1,10,Ohio State University Medical Center,Columbus,OH,43210,USA,-83.01981288529794,40.004479,zip_zcta
OHOU,KI,6016,Kidney,TX1,10,Ohio State University Medical Center,Columbus,OH,43210,USA,-83.01981288529794,40.004479,zip_zcta
OHOU,LI,1878,Liver,TX1,10,Ohio State University Medical Center,Columbus,OH,43210,USA,-83.01981288529794,40.004479,zip_zcta
OHOU,LU,587,Lung,TX1,10,Ohio State University Medical Center,Columbus,OH,43210,USA,-83.01981288529794,40.004479,zip_zcta
OHSE,KI,2,Kidney,TX1,10,St. Elizabeth Health Center,Youngstown,OH,44501,USA,-80.65,41.1,city_state
OHTC,HR,22,Heart,TX1,11,The Christ Hospital,Cincinnati,OH,45219,USA,-84.51741054330066,39.125859500000004,zip_zcta
OHTC,KI,1397,Kidney,TX1,11,The Christ Hospital,Cincinnati,OH,45219,USA,-84.51741054330066,39.125859500000004,zip_zcta
OHUC,HR,130,Heart,TX1,11,University of Cincinnati  Medical Center,Cincinnati,OH,45219,USA,-84.51741054330066,39.125859500000004,zip_zcta
OHUC,KI,2900,Kidney,TX1,11,University of Cincinnati  Medical Center,Cincinnati,OH,45219,USA,-84.51741054330066,39.125859500000004,zip_zcta
OHUC,LI,2190,Liver,TX1,11,University of Cincinnati  Medical Center,Cincinnati,OH,45219,USA,-84.51741054330066,39.125859500000004,zip_zcta
OHUH,HR,248,Heart,TX1,10,University Hospitals of Cleveland,Cleveland,OH,44106,USA,-81.6044260738998,41.5066325,zip_zcta
OHUH,KI,3147,Kidney,TX1,10,University Hospitals of Cleveland,Cleveland,OH,44106,USA,-81.6044260738998,41.5066325,zip_zcta
OHUH,LI,851,Liver,TX1,10,University Hospitals of Cleveland,Cleveland,OH,44106,USA,-81.6044260738998,41.5066325,zip_zcta
OHUH,LU,137,Lung,TX1,10,University Hospitals of Cleveland,Cleveland,OH,44106,USA,-81.6044260738998,41.5066325,zip_zcta
OKBC,HR,458,Heart,TX1,4,Integris Baptist Medical Center,Oklahoma City,OK,73112,USA,-97.57438398604964,35.519427,zip_zcta
OKBC,KI,2630,Kidney,TX1,4,Integris Baptist Medical Center,Oklahoma City,OK,73112,USA,-97.57438398604964,35.519427,zip_zcta
OKBC,LI,1817,Liver,TX1,4,Integris Baptist Medical Center,Oklahoma City,OK,73112,USA,-97.57438398604964,35.519427,zip_zcta
OKBC,LU,413,Lung,TX1,4,Integris Baptist Medical Center,Oklahoma City,OK,73112,USA,-97.57438398604964,35.519427,zip_zcta
OKMD,KI,1044,Kidney,TX1,4,OU Medical Center,Oklahoma City,OK,73104,USA,-97.50373150130767,35.474509,zip_zcta
OKMD,LI,407,Liver,TX1,4,OU Medical Center,Oklahoma City,OK,73104,USA,-97.50373150130767,35.474509,zip_zcta
OKSA,KI,111,Kidney,TX1,4,St. Anthony Hospital,Oklahoma City,OK,73101,USA,-97.51,35.47,city_state
OKSF,HR,9,Heart,TX1,4,Saint Francis Hospital,Tulsa,OK,74136,USA,-95.94248381071998,36.064264,zip_zcta
OKSF,KI,568,Kidney,TX1,4,Saint Francis Hospital,Tulsa,OK,74136,USA,-95.94248381071998,36.064264,zip_zcta
OKSJ,KI,1118,Kidney,TX1,4,St John Medical Center,Tulsa,OK,74104,USA,-95.95508230407061,36.1468665,zip_zcta
ORGS,KI,1986,Kidney,TX1,6,Legacy Good Samaritan Hospital and Medical Center,Portland,OR,97210,USA,-122.7265183843495,45.5512285,zip_zcta
ORPM,HR,17,Heart,TX1,6,Providence Portland Medical Center,Portland,OR,97213,USA,-122.59944309860866,45.5377745,zip_zcta
ORSV,HR,88,Heart,TX1,6,Providence St. Vincent Medical Center,Portland,OR,97225,USA,-122.76543651962342,45.4980415,zip_zcta
ORUO,HR,408,Heart,TX1,6,Oregon Health and Science University,Portland,OR,97239,USA,-122.69080215012937,45.488126,zip_zcta
ORUO,KI,2631,Kidney,TX1,6,Oregon Health and Science University,Portland,OR,97239,USA,-122.69080215012937,45.488126,zip_zcta
ORUO,LI,1387,Liver,TX1,6,Oregon Health and Science University,Portland,OR,97239,USA,-122.69080215012937,45.488126,zip_zcta
ORVA,KI,1542,Kidney,TX1,6,VA Portland Health Care System,Portland,OR,97239,USA,-122.69080215012937,45.488126,zip_zcta
ORVA,LI,581,Liver,TX1,6,VA Portland Health Care System,Portland,OR,97239,USA,-122.69080215012937,45.488126,zip_zcta
PAAE,KI,4368,Kidney,TX1,2,Albert Einstein Medical Center,Philadelphia,PA,19141,USA,-75.14518419094885,40.037889500000006,zip_zcta
PAAE,LI,1666,Liver,TX1,2,Albert Einstein Medical Center,Philadelphia,PA,19141,USA,-75.14518419094885,40.037889500000006,zip_zcta
PAAG,HR,528,Heart,TX1,2,Allegheny General Hospital,Pittsburgh,PA,15212,USA,-79.98858771901706,40.4702775,zip_zcta
PAAG,KI,2413,Kidney,TX1,2,Allegheny General Hospital,Pittsburgh,PA,15212,USA,-79.98858771901706,40.4702775,zip_zcta
PAAG,LI,818,Liver,TX1,2,Allegheny General Hospital,Pittsburgh,PA,15212,USA,-79.98858771901706,40.4702775,zip_zcta
PAAG,LU,11,Lung,TX1,2,Allegheny General Hospital,Pittsburgh,PA,15212,USA,-79.98858771901706,40.4702775,zip_zcta
PACC,KI,403,Kidney,TX1,2,Crozer-Chester Medical Center,Upland,PA,19013,USA,-75.37674079718047,39.8447058977125,zip_zcta
PACH,HR,269,Heart,TX1,2,UPMC Children's Hospital of Pittsburgh,Pittsburgh,PA,15224,USA,-79.9439038920624,40.466536000000005,zip_zcta
PACH,KI,284,Kidney,TX1,2,UPMC Children's Hospital of Pittsburgh,Pittsburgh,PA,15224,USA,-79.9439038920624,40.466536000000005,zip_zcta
PACH,LI,814,Liver,TX1,2,UPMC Children's Hospital of Pittsburgh,Pittsburgh,PA,15224,USA,-79.9439038920624,40.466536000000005,zip_zcta
PACH,LU,67,Lung,TX1,2,UPMC Children's Hospital of Pittsburgh,Pittsburgh,PA,15224,USA,-79.9439038920624,40.466536000000005,zip_zcta
PACP,HR,333,Heart,TX1,2,Children's Hospital of Philadelphia,Philadelphia,PA,19104,USA,-75.19674355565158,39.959216,zip_zcta
PACP,KI,439,Kidney,TX1,2,Children's Hospital of Philadelphia,Philadelphia,PA,19104,USA,-75.19674355565158,39.959216,zip_zcta
PACP,LI,360,Liver,TX1,2,Children's Hospital of Philadelphia,Philadelphia,PA,19104,USA,-75.19674355565158,39.959216,zip_zcta
PACP,LU,141,Lung,TX1,2,Children's Hospital of Philadelphia,Philadelphia,PA,19104,USA,-75.19674355565158,39.959216,zip_zcta
PAGM,KI,1900,Kidney,TX1,2,Geisinger Medical Center,Danville,PA,17822,USA,-76.60161826528528,40.9696725,zip_zcta
PAGM,LI,528,Liver,TX1,2,Geisinger Medical Center,Danville,PA,17822,USA,-76.60161826528528,40.9696725,zip_zcta
PAHE,HR,347,Heart,TX1,2,Penn State Milton S Hershey Medical Center,Hershey,PA,17033,USA,-76.64566965859322,40.267279,zip_zcta
PAHE,KI,1270,Kidney,TX1,2,Penn State Milton S Hershey Medical Center,Hershey,PA,17033,USA,-76.64566965859322,40.267279,zip_zcta
PAHE,LI,1044,Liver,TX1,2,Penn State Milton S Hershey Medical Center,Hershey,PA,17033,USA,-76.64566965859322,40.267279,zip_zcta
PAHH,KI,2100,Kidney,TX1,2,Pinnacle Health System at Harrisburg Hospital,Harrisburg,PA,17101,USA,-76.89047548246167,40.2592465,zip_zcta
PAHM,HR,119,Heart,TX1,2,Hahnemann University Hospital,Philadelphia,PA,19102,USA,-75.16601976737388,39.952819500000004,zip_zcta
PAHM,KI,1569,Kidney,TX1,2,Hahnemann University Hospital,Philadelphia,PA,19102,USA,-75.16601976737388,39.952819500000004,zip_zcta
PAHM,LI,539,Liver,TX1,2,Hahnemann University Hospital,Philadelphia,PA,19102,USA,-75.16601976737388,39.952819500000004,zip_zcta
PALH,HR,24,Heart,TX1,2,The Lankenau Hospital,Wynnewood,PA,19096,USA,-75.27517135999123,40.0000835,zip_zcta
PALH,KI,835,Kidney,TX1,2,The Lankenau Hospital,Wynnewood,PA,19096,USA,-75.27517135999123,40.0000835,zip_zcta
PALV,KI,2504,Kidney,TX1,2,Lehigh Valley Hospital,Allentown,PA,18103,USA,-75.48421981819945,40.57306,zip_zcta
PAPH,KI,296,Kidney,TX1,2,UPMC Hamot,Erie,PA,16550,USA,-80.0849486732896,42.133774,zip_zcta
PAPT,HR,821,Heart,TX1,2,University of Pittsburgh Medical Center,Pittsburgh,PA,15213,USA,-79.96501608916371,40.4441505,zip_zcta
PAPT,KI,5903,Kidney,TX1,2,University of Pittsburgh Medical Center,Pittsburgh,PA,15213,USA,-79.96501608916371,40.4441505,zip_zcta
PAPT,LI,3139,Liver,TX1,2,University of Pittsburgh Medical Center,Pittsburgh,PA,15213,USA,-79.96501608916371,40.4441505,zip_zcta
PAPT,LU,1864,Lung,TX1,2,University of Pittsburgh Medical Center,Pittsburgh,PA,15213,USA,-79.96501608916371,40.4441505,zip_zcta
PARH,KI,153,Kidney,TX1,2,Reading Hospital,Reading,PA,19611,USA,-75.94562682035709,40.326248500000005,zip_zcta
PARH,LI,18,Liver,TX1,2,Reading Hospital,Reading,PA,19611,USA,-75.94562682035709,40.326248500000005,zip_zcta
PASC,KI,44,Kidney,TX1,2,St. Christopher's Hospital for Children,Philadelphia,PA,19134,USA,-75.10547439099217,39.988038,zip_zcta
PASC,LI,3,Liver,TX1,2,St. Christopher's Hospital for Children,Philadelphia,PA,19134,USA,-75.10547439099217,39.988038,zip_zcta
PATJ,HR,368,Heart,TX1,2,Thomas Jefferson University Hospital,Philadelphia,PA,19107,USA,-75.15902539313919,39.9519545,zip_zcta
PATJ,KI,3691,Kidney,TX1,2,Thomas Jefferson University Hospital,Philadelphia,PA,19107,USA,-75.15902539313919,39.9519545,zip_zcta
PATJ,LI,1830,Liver,TX1,2,Thomas Jefferson University Hospital,Philadelphia,PA,19107,USA,-75.15902539313919,39.9519545,zip_zcta
PATU,HR,312,Heart,TX1,2,Temple University Hospital,Philadelphia,PA,19140,USA,-75.14564752347584,40.012474,zip_zcta
PATU,KI,1956,Kidney,TX1,2,Temple University Hospital,Philadelphia,PA,19140,USA,-75.14564752347584,40.012474,zip_zcta
PATU,LI,531,Liver,TX1,2,Temple University Hospital,Philadelphia,PA,19140,USA,-75.14564752347584,40.012474,zip_zcta
PATU,LU,1744,Lung,TX1,2,Temple University Hospital,Philadelphia,PA,19140,USA,-75.14564752347584,40.012474,zip_zcta
PAUP,HR,1187,Heart,TX1,2,Hospital of the University of Pennsylvania,Philadelphia,PA,19104,USA,-75.19674355565158,39.959216,zip_zcta
PAUP,KI,7992,Kidney,TX1,2,Hospital of the University of Pennsylvania,Philadelphia,PA,19104,USA,-75.19674355565158,39.959216,zip_zcta
PAUP,LI,3768,Liver,TX1,2,Hospital of the University of Pennsylvania,Philadelphia,PA,19104,USA,-75.19674355565158,39.959216,zip_zcta
PAUP,LU,1406,Lung,TX1,2,Hospital of the University of Pennsylvania,Philadelphia,PA,19104,USA,-75.19674355565158,39.959216,zip_zcta
PAVA,KI,2958,Kidney,TX1,2,VA Pittsburgh Healthcare System,Pittsburgh,PA,15240,USA,-79.98,40.44,city_state
PAVA,LI,1266,Liver,TX1,2,VA Pittsburgh Healthcare System,Pittsburgh,PA,15240,USA,-79.98,40.44,city_state
PAWV,KI,420,Kidney,TX1,2,Geisinger Wyoming Valley Medical Ctr,Wilkes-Barre,PA,18711,USA,-75.88,41.25,city_state
RIRH,KI,1613,Kidney,TX1,1,Rhode Island Hospital,Providence,RI,02903,USA,-71.40663168549263,41.817834500000004,zip_zcta
SCCH,HR,98,Heart,TX1,11,MUSC Children's Hospital,Charleston,SC,29425,USA,-79.94851105912966,32.78509699999999,zip_zcta
SCCH,KI,3,Kidney,TX1,11,MUSC Children's Hospital,Charleston,SC,29425,USA,-79.94851105912966,32.78509699999999,zip_zcta
SCLA,KI,462,Kidney,TX1,11,MUSC Lancaster,Lancaster,SC,29720,USA,-80.6967053383978,34.761838,zip_zcta
SCMU,HR,622,Heart,TX1,11,Medical University of South Carolina,Charleston,SC,29425,USA,-79.94851105912966,32.78509699999999,zip_zcta
SCMU,KI,7757,Kidney,TX1,11,Medical University of South Carolina,Charleston,SC,29425,USA,-79.94851105912966,32.78509699999999,zip_zcta
SCMU,LI,1772,Liver,TX1,11,Medical University of South Carolina,Charleston,SC,29425,USA,-79.94851105912966,32.78509699999999,zip_zcta
SCMU,LU,158,Lung,TX1,11,Medical University of South Carolina,Charleston,SC,29425,USA,-79.94851105912966,32.78509699999999,zip_zcta
SCPG,KI,793,Kidney,TX1,11,Prisma Health Greenville Memorial Hospital,Greenville,SC,29605,USA,-82.38281862445581,34.7783525,zip_zcta
SDMK,KI,1436,Kidney,TX1,7,Avera McKennan Hospital,Sioux Falls,SD,57105,USA,-96.73593084578923,43.5199115,zip_zcta
SDMK,LI,200,Liver,TX1,7,Avera McKennan Hospital,Sioux Falls,SD,57105,USA,-96.73593084578923,43.5199115,zip_zcta
SDSV,KI,632,Kidney,TX1,7,Sanford Health/USD Medical Center,Sioux Falls,SD,57117,USA,-96.7549750018755,43.531234999999995,zip_zcta
TNBM,HR,389,Heart,TX1,11,Baptist Memorial Hospital,Memphis,TN,38120,USA,-89.84292544107436,35.1267905,zip_zcta
TNBM,LU,45,Lung,TX1,11,Baptist Memorial Hospital,Memphis,TN,38120,USA,-89.84292544107436,35.1267905,zip_zcta
TNEM,KI,1198,Kidney,TX1,11,Erlanger Medical Center,Chattanooga,TN,37403,USA,-85.29242038228361,35.046769999999995,zip_zcta
TNJC,KI,233,Kidney,TX1,11,Johnson City Medical Center Hospital,Johnson City,TN,37604,USA,-82.39324849333181,36.309807500000005,zip_zcta
TNLB,HR,88,Heart,TX1,11,Le Bonheur Children's Medical Center,Memphis,TN,38103,USA,-90.05896397493495,35.155825500000006,zip_zcta
TNLB,KI,103,Kidney,TX1,11,Le Bonheur Children's Medical Center,Memphis,TN,38103,USA,-90.05896397493495,35.155825500000006,zip_zcta
TNLB,LI,86,Liver,TX1,11,Le Bonheur Children's Medical Center,Memphis,TN,38103,USA,-90.05896397493495,35.155825500000006,zip_zcta
TNMH,KI,4807,Kidney,TX1,11,Methodist University Hospital,Memphis,TN,38104,USA,-90.00707174239378,35.136016,zip_zcta
TNMH,LI,2575,Liver,TX1,11,Methodist University Hospital,Memphis,TN,38104,USA,-90.00707174239378,35.136016,zip_zcta
TNPV,KI,903,Kidney,TX1,11,Centennial Medical Center,Nashville,TN,37203,USA,-86.79402309213816,36.1529135,zip_zcta
TNST,HR,383,Heart,TX1,11,Saint Thomas Hospital,Nashville,TN,37205,USA,-86.87974789467407,36.107419500000006,zip_zcta
TNST,KI,1817,Kidney,TX1,11,Saint Thomas Hospital,Nashville,TN,37205,USA,-86.87974789467407,36.107419500000006,zip_zcta
TNUK,KI,1716,Kidney,TX1,11,University of Tennessee Medical Center at Knoxville,Knoxville,TN,37920,USA,-83.87061709320778,35.904062499999995,zip_zcta
TNVA,KI,713,Kidney,TX1,11,Tennessee Valley Healthcare System,Nashville,TN,37212,USA,-86.80409079997261,36.133881,zip_zcta
TNVU,HR,1798,Heart,TX1,11,Vanderbilt University Medical Center,Nashville,TN,37232,USA,-86.80253848840525,36.1417685,zip_zcta
TNVU,KI,7822,Kidney,TX1,11,Vanderbilt University Medical Center,Nashville,TN,37232,USA,-86.80253848840525,36.1417685,zip_zcta
TNVU,LI,3054,Liver,TX1,11,Vanderbilt University Medical Center,Nashville,TN,37232,USA,-86.80253848840525,36.1417685,zip_zcta
TNVU,LU,641,Lung,TX1,11,Vanderbilt University Medical Center,Nashville,TN,37232,USA,-86.80253848840525,36.1417685,zip_zcta
TXAS,KI,6555,Kidney,TX1,4,Baylor  Scott and White All Saints Medical Center-Fort Worth,Fort Worth,TX,76104,USA,-97.30856285021187,32.7221565,zip_zcta
TXAS,LI,2988,Liver,TX1,4,Baylor  Scott and White All Saints Medical Center-Fort Worth,Fort Worth,TX,76104,USA,-97.30856285021187,32.7221565,zip_zcta
TXBC,KI,4117,Kidney,TX1,4,"University Hospital, University of Texas Health Science Center",San Antonio,TX,78229,USA,-98.56968184987991,29.5070305,zip_zcta
TXBC,LI,2577,Liver,TX1,4,"University Hospital, University of Texas Health Science Center",San Antonio,TX,78229,USA,-98.56968184987991,29.5070305,zip_zcta
TXBC,LU,617,Lung,TX1,4,"University Hospital, University of Texas Health Science Center",San Antonio,TX,78229,USA,-98.56968184987991,29.5070305,zip_zcta
TXCF,KI,178,Kidney,TX1,4,Cook Children's Medical Center,Fort Worth,TX,76104,USA,-97.30856285021187,32.7221565,zip_zcta
TXCM,HR,486,Heart,TX1,4,Children's Medical Center of Dallas,Dallas,TX,75235,USA,-96.85141742913063,32.8345535,zip_zcta
TXCM,KI,425,Kidney,TX1,4,Children's Medical Center of Dallas,Dallas,TX,75235,USA,-96.85141742913063,32.8345535,zip_zcta
TXCM,LI,333,Liver,TX1,4,Children's Medical Center of Dallas,Dallas,TX,75235,USA,-96.85141742913063,32.8345535,zip_zcta
TXCT,HR,333,Heart,TX1,4,Seton Medical Center Austin,Austin,TX,78705,USA,-97.73739969611879,30.296722,zip_zcta
TXDC,KI,177,Kidney,TX1,4,Driscoll Children's Hospital,Corpus Christi,TX,78411,USA,-97.38451863747423,27.733046,zip_zcta
TXDL,HR,49,Heart,TX1,4,Dell Children's Medical Center,Austin,TX,78723,USA,-97.68549699595633,30.303888999999998,zip_zcta
TXDL,KI,10,Kidney,TX1,4,Dell Children's Medical Center,Austin,TX,78723,USA,-97.68549699595633,30.303888999999998,zip_zcta
TXDM,KI,1609,Kidney,TX1,4,North Austin Medical Center,Austin,TX,78758,USA,-97.71325451491614,30.3836895,zip_zcta
TXDR,KI,657,Kidney,TX1,4,Doctor's Hospital at Renaissance,Edinburg,TX,78539,USA,-98.17902619072349,26.281087499999998,zip_zcta
TXDS,KI,246,Kidney,TX1,4,Dell Seton Medical Center at The University of Texas at Austin,Austin,TX,78701,USA,-97.74322197939881,30.267149,zip_zcta
TXFW,KI,1100,Kidney,TX1,4,Texas Health Harris Methodist Fort Worth Hospital,Fort Worth,TX,76104,USA,-97.30856285021187,32.7221565,zip_zcta
TXHD,HR,477,Heart,TX1,4,Medical City Dallas Hospital,Dallas,TX,75230,USA,-96.79077721861698,32.9029515,zip_zcta
TXHD,KI,2450,Kidney,TX1,4,Medical City Dallas Hospital,Dallas,TX,75230,USA,-96.79077721861698,32.9029515,zip_zcta
TXHD,LI,37,Liver,TX1,4,Medical City Dallas Hospital,Dallas,TX,75230,USA,-96.79077721861698,32.9029515,zip_zcta
TXHH,HR,585,Heart,TX1,4,"Memorial Hermann Hospital, University of Texas at Houston",Houston,TX,77030,USA,-95.40466829175892,29.7092595,zip_zcta
TXHH,KI,2450,Kidney,TX1,4,"Memorial Hermann Hospital, University of Texas at Houston",Houston,TX,77030,USA,-95.40466829175892,29.7092595,zip_zcta
TXHH,LI,998,Liver,TX1,4,"Memorial Hermann Hospital, University of Texas at Houston",Houston,TX,77030,USA,-95.40466829175892,29.7092595,zip_zcta
TXHH,LU,136,Lung,TX1,4,"Memorial Hermann Hospital, University of Texas at Houston",Houston,TX,77030,USA,-95.40466829175892,29.7092595,zip_zcta
TXHI,HR,1106,Heart,TX1,4,CHI St. Luke's Health Baylor College of Medicine Medical Center,Houston,TX,77030,USA,-95.40466829175892,29.7092595,zip_zcta
TXHI,KI,4609,Kidney,TX1,4,CHI St. Luke's Health Baylor College of Medicine Medical Center,Houston,TX,77030,USA,-95.40466829175892,29.7092595,zip_zcta
TXHI,LI,2865,Liver,TX1,4,CHI St. Luke's Health Baylor College of Medicine Medical Center,Houston,TX,77030,USA,-95.40466829175892,29.7092595,zip_zcta
TXHI,LU,658,Lung,TX1,4,CHI St. Luke's Health Baylor College of Medicine Medical Center,Houston,TX,77030,USA,-95.40466829175892,29.7092595,zip_zcta
TXHS,HR,623,Heart,TX1,4,Methodist Specialty and Transplant Hospital,San Antonio,TX,78229,USA,-98.56968184987991,29.5070305,zip_zcta
TXHS,KI,12256,Kidney,TX1,4,Methodist Specialty and Transplant Hospital,San Antonio,TX,78229,USA,-98.56968184987991,29.5070305,zip_zcta
TXHS,LI,1834,Liver,TX1,4,Methodist Specialty and Transplant Hospital,San Antonio,TX,78229,USA,-98.56968184987991,29.5070305,zip_zcta
TXHS,LU,1,Lung,TX1,4,Methodist Specialty and Transplant Hospital,San Antonio,TX,78229,USA,-98.56968184987991,29.5070305,zip_zcta
TXJS,HR,159,Heart,TX1,4,University of Texas Medical Branch at Galveston,Galveston,TX,77555,USA,-94.77628825617782,29.310850000000002,zip_zcta
TXJS,KI,2698,Kidney,TX1,4,University of Texas Medical Branch at Galveston,Galveston,TX,77555,USA,-94.77628825617782,29.310850000000002,zip_zcta
TXJS,LI,379,Liver,TX1,4,University of Texas Medical Branch at Galveston,Galveston,TX,77555,USA,-94.77628825617782,29.310850000000002,zip_zcta
TXJS,LU,49,Lung,TX1,4,University of Texas Medical Branch at Galveston,Galveston,TX,77555,USA,-94.77628825617782,29.310850000000002,zip_zcta
TXLG,KI,454,Kidney,TX1,4,University Medical Center,Lubbock,TX,79408,USA,-101.88,33.58,city_state
TXLM,KI,171,Kidney,TX1,4,Covenant Medical Center,Lubbock,TX,79410,USA,-101.8909979101395,33.570188,zip_zcta
TXLP,KI,996,Kidney,TX1,4,Las Palmas Medical Center,El Paso,TX,79902,USA,-106.49875140522683,31.784119,zip_zcta
TXMA,KI,540,Kidney,TX1,4,McAllen Medical Center,McAllen,TX,78503,USA,-98.24827839114067,26.161291499999997,zip_zcta
TXMC,KI,3398,Kidney,TX1,4,Methodist Dallas Medical Center,Dallas,TX,75203,USA,-96.80259448526522,32.7430655,zip_zcta
TXMC,LI,1862,Liver,TX1,4,Methodist Dallas Medical Center,Dallas,TX,75203,USA,-96.80259448526522,32.7430655,zip_zcta
TXMH,HR,1047,Heart,TX1,4,Houston Methodist Hospital,Houston,TX,77030,USA,-95.40466829175892,29.7092595,zip_zcta
TXMH,KI,7368,Kidney,TX1,4,Houston Methodist Hospital,Houston,TX,77030,USA,-95.40466829175892,29.7092595,zip_zcta
TXMH,LI,4045,Liver,TX1,4,Houston Methodist Hospital,Houston,TX,77030,USA,-95.40466829175892,29.7092595,zip_zcta
TXMH,LU,1713,Lung,TX1,4,Houston Methodist Hospital,Houston,TX,77030,USA,-95.40466829175892,29.7092595,zip_zcta
TXPL,KI,1657,Kidney,TX1,4,Medical City Fort Worth,Fort Worth,TX,76104,USA,-97.30856285021187,32.7221565,zip_zcta
TXPL,LI,22,Liver,TX1,4,Medical City Fort Worth,Fort Worth,TX,76104,USA,-97.30856285021187,32.7221565,zip_zcta
TXPM,KI,872,Kidney,TX1,4,Parkland Health and Hospital System,Dallas,TX,75235,USA,-96.85141742913063,32.8345535,zip_zcta
TXRM,HR,44,Heart,TX1,4,Christus Santa Rosa Hospital Medical Center,San Antonio,TX,78229,USA,-98.56968184987991,29.5070305,zip_zcta
TXRM,KI,1761,Kidney,TX1,4,Christus Santa Rosa Hospital Medical Center,San Antonio,TX,78229,USA,-98.56968184987991,29.5070305,zip_zcta
TXRM,LI,41,Liver,TX1,4,Christus Santa Rosa Hospital Medical Center,San Antonio,TX,78229,USA,-98.56968184987991,29.5070305,zip_zcta
TXSM,KI,80,Kidney,TX1,4,Sierra Medical Center,El Paso,TX,79902,USA,-106.49875140522683,31.784119,zip_zcta
TXSP,HR,693,Heart,TX1,4,UT Southwestern Medical Center/William P. Clements Jr. University Hospital,Dallas,TX,75390,USA,-96.8425483005814,32.813931,zip_zcta
TXSP,KI,3744,Kidney,TX1,4,UT Southwestern Medical Center/William P. Clements Jr. University Hospital,Dallas,TX,75390,USA,-96.8425483005814,32.813931,zip_zcta
TXSP,LI,1777,Liver,TX1,4,UT Southwestern Medical Center/William P. Clements Jr. University Hospital,Dallas,TX,75390,USA,-96.8425483005814,32.813931,zip_zcta
TXSP,LU,1113,Lung,TX1,4,UT Southwestern Medical Center/William P. Clements Jr. University Hospital,Dallas,TX,75390,USA,-96.8425483005814,32.813931,zip_zcta
TXSW,HR,195,Heart,TX1,4,Scott and White Memorial Hospital,Temple,TX,76508,USA,-97.36,31.1,city_state
TXSW,KI,2024,Kidney,TX1,4,Scott and White Memorial Hospital,Temple,TX,76508,USA,-97.36,31.1,city_state
TXSW,LU,18,Lung,TX1,4,Scott and White Memorial Hospital,Temple,TX,76508,USA,-97.36,31.1,city_state
TXTC,HR,545,Heart,TX1,4,Texas Children's Hospital,Houston,TX,77030,USA,-95.40466829175892,29.7092595,zip_zcta
TXTC,KI,544,Kidney,TX1,4,Texas Children's Hospital,Houston,TX,77030,USA,-95.40466829175892,29.7092595,zip_zcta
TXTC,LI,759,Liver,TX1,4,Texas Children's Hospital,Houston,TX,77030,USA,-95.40466829175892,29.7092595,zip_zcta
TXTC,LU,252,Lung,TX1,4,Texas Children's Hospital,Houston,TX,77030,USA,-95.40466829175892,29.7092595,zip_zcta
TXTX,HR,1075,Heart,TX1,4,Baylor University Medical Center,Dallas,TX,75246,USA,-96.77204495645054,32.793327500000004,zip_zcta
TXTX,KI,7358,Kidney,TX1,4,Baylor University Medical Center,Dallas,TX,75246,USA,-96.77204495645054,32.793327500000004,zip_zcta
TXTX,LI,3568,Liver,TX1,4,Baylor University Medical Center,Dallas,TX,75246,USA,-96.77204495645054,32.793327500000004,zip_zcta
TXTX,LU,600,Lung,TX1,4,Baylor University Medical Center,Dallas,TX,75246,USA,-96.77204495645054,32.793327500000004,zip_zcta
TXTY,KI,792,Kidney,TX1,4,East Texas Medical Center,Tyler,TX,75701,USA,-95.28945288317789,32.3218955,zip_zcta
TXUC,KI,134,Kidney,TX1,4,University Children's Health,San Antonio,TX,78229,USA,-98.56968184987991,29.5070305,zip_zcta
TXUC,LI,32,Liver,TX1,4,University Children's Health,San Antonio,TX,78229,USA,-98.56968184987991,29.5070305,zip_zcta
TXVA,HR,8,Heart,TX1,4,Michael E. DeBakey VA Medical Center,Houston,TX,77030,USA,-95.40466829175892,29.7092595,zip_zcta
TXVA,KI,1168,Kidney,TX1,4,Michael E. DeBakey VA Medical Center,Houston,TX,77030,USA,-95.40466829175892,29.7092595,zip_zcta
TXVA,LI,557,Liver,TX1,4,Michael E. DeBakey VA Medical Center,Houston,TX,77030,USA,-95.40466829175892,29.7092595,zip_zcta
UTLD,HR,364,Heart,TX1,5,Intermountain Medical Center,Murray,UT,84107,USA,-111.88362413035068,40.6582315,zip_zcta
UTLD,KI,2648,Kidney,TX1,5,Intermountain Medical Center,Murray,UT,84107,USA,-111.88362413035068,40.6582315,zip_zcta
UTLD,LI,1413,Liver,TX1,5,Intermountain Medical Center,Murray,UT,84107,USA,-111.88362413035068,40.6582315,zip_zcta
UTMC,HR,471,Heart,TX1,5,University of Utah Medical Center,Salt Lake City,UT,84132,USA,-111.93,40.78,city_state
UTMC,KI,2780,Kidney,TX1,5,University of Utah Medical Center,Salt Lake City,UT,84132,USA,-111.93,40.78,city_state
UTMC,LI,954,Liver,TX1,5,University of Utah Medical Center,Salt Lake City,UT,84132,USA,-111.93,40.78,city_state
UTMC,LU,304,Lung,TX1,5,University of Utah Medical Center,Salt Lake City,UT,84132,USA,-111.93,40.78,city_state
