organ,organ_label,model_variant,exposure_window,exposure,exposure_label,endpoint,n,people,centers,adverse_events,transplant_or_improvement_censors,other_exit_censors,administrative_censors,hazard_ratio,conf_low,conf_high,p_value,concordance,adjustment_set,variance_estimator,center_adjustment
KI,Kidney,without_organ_score,listing_prior_mean,pm25,PM2.5 listing/prior-year mean per 5 ug/m3,death_or_deterioration_delist_cause_specific,691612,560793,282,117243,349988,82632,141749,0.9406278241205955,0.9210097872906423,0.9606637363894119,1.2572394141642573e-8,0.6474261870506726,age + sex + race + listing_year + strata(listing_center),model_based,stratified_baseline_hazard_by_listing_center
