organ,organ_label,exposure,exposure_label,endpoint,n,people,centers,adverse_events,transplant_or_improvement_censors,other_exit_censors,administrative_censors,hazard_ratio,conf_low,conf_high,p_value,concordance,adjustment_set,variance_estimator,center_adjustment
LU,Lung,pm25,PM2.5 per 5 ug/m3,death_or_deterioration_delist_cause_specific,54180,50663,84,5981,44582,2714,903,1.0639513943456187,0.9765744063664625,1.1591462587492825,0.15624718261468917,0.68934709222274,age + sex + race + listing_year + baseline_organ_score + strata(listing_center),model_based,stratified_baseline_hazard_by_listing_center
