organ,organ_label,exposure_window,exposure,exposure_label,endpoint,n,people,centers,adverse_events,transplant_or_improvement_censors,other_exit_censors,administrative_censors,hazard_ratio,conf_low,conf_high,p_value,concordance,adjustment_set,variance_estimator,center_adjustment
LU,Lung,listing_prior_mean,no2,NO2 listing/prior-year mean per 10-unit increment,death_or_deterioration_delist_cause_specific,46696,43545,83,5638,37727,2413,918,1.0335778112483276,0.976346781218798,1.094163582504281,0.2558124942844986,0.6856965542413453,age + sex + race + listing_year + baseline_organ_score + strata(listing_center),model_based,stratified_baseline_hazard_by_listing_center
