organ,organ_label,exposure_window,exposure,exposure_label,endpoint,n,people,centers,adverse_events,transplant_or_improvement_censors,other_exit_censors,administrative_censors,hazard_ratio,conf_low,conf_high,p_value,concordance,adjustment_set,variance_estimator,center_adjustment
HR,Heart,listing_prior_mean,o3,Ozone listing/prior-year mean per 10 ppb,death_or_deterioration_delist_cause_specific,73636,68897,167,9822,54940,5527,3347,0.9803173279671458,0.9039045720914868,1.063189736156547,0.6311500904303705,0.6393606185722043,age + sex + race + listing_year + baseline_organ_score + strata(listing_center),model_based,stratified_baseline_hazard_by_listing_center
