organ,organ_label,exposure,exposure_label,endpoint,n,people,centers,adverse_events,transplant_or_improvement_censors,other_exit_censors,administrative_censors,hazard_ratio,conf_low,conf_high,p_value,concordance,adjustment_set,variance_estimator,center_adjustment
LI,Liver,no2,NO2 per 10-unit increment,death_or_deterioration_delist_cause_specific,248064,224275,163,45164,172146,22340,8414,0.9691823461490222,0.9496202924327708,0.9891473756111027,0.0026225371018215567,0.7524191685418253,age + sex + race + listing_year + baseline_organ_score + strata(listing_center),model_based,stratified_baseline_hazard_by_listing_center
