organ,organ_label,exposure,exposure_label,endpoint,n,people,centers,adverse_events,transplant_or_improvement_censors,other_exit_censors,administrative_censors,hazard_ratio,conf_low,conf_high,p_value,concordance,adjustment_set,variance_estimator,center_adjustment
LU,Lung,no2,NO2 per 10-unit increment,death_or_deterioration_delist_cause_specific,54180,50663,84,5981,44582,2714,903,1.0374613051621875,0.9786701445809634,1.0997841976365583,0.21661115778594026,0.6893765702097023,age + sex + race + listing_year + baseline_organ_score + strata(listing_center),model_based,stratified_baseline_hazard_by_listing_center
