organ,organ_label,exposure_window,exposure,exposure_label,endpoint,n,people,centers,adverse_events,transplant_or_improvement_censors,other_exit_censors,administrative_censors,hazard_ratio,conf_low,conf_high,p_value,concordance,adjustment_set,variance_estimator,center_adjustment
LI,Liver,listing_year,pm25,PM2.5 per 5 ug/m3,death_or_deterioration_delist_cause_specific,217635,196311,160,41647,146044,19973,9971,0.9811663017226143,0.9508103221195767,1.012491439396639,0.23571609330357746,0.7495130363007306,age + sex + race + listing_year + baseline_organ_score + strata(listing_center),model_based,stratified_baseline_hazard_by_listing_center
