organ,organ_label,model_variant,exposure_window,exposure,exposure_label,endpoint,n,people,centers,adverse_events,transplant_or_improvement_censors,other_exit_censors,administrative_censors,hazard_ratio,conf_low,conf_high,p_value,concordance,adjustment_set,variance_estimator,center_adjustment
LI,Liver,without_organ_score,listing_prior_mean,no2,NO2 listing/prior-year mean per 10-unit increment,death_or_deterioration_delist_cause_specific,217652,196317,160,41658,146048,19975,9971,0.9857153505117495,0.966210915259854,1.0056135124215488,0.15824773976599993,0.5477025610256228,age + sex + race + listing_year + strata(listing_center),model_based,stratified_baseline_hazard_by_listing_center
