organ,organ_label,exposure,exposure_label,endpoint,n,people,centers,adverse_events,transplant_or_improvement_censors,other_exit_censors,administrative_censors,hazard_ratio,conf_low,conf_high,p_value,concordance,adjustment_set,variance_estimator,center_adjustment
HR,Heart,o3,Ozone per 10 ppb,death_or_deterioration_delist_cause_specific,85270,79752,169,10709,64505,6370,3686,0.9678024031344971,0.8965454022597545,1.0447228764456216,0.4016268755614958,0.6421728357967692,age + sex + race + listing_year + baseline_organ_score + strata(listing_center),model_based,stratified_baseline_hazard_by_listing_center
