organ,organ_label,model_variant,exposure_window,exposure,exposure_label,endpoint,n,people,centers,adverse_events,transplant_or_improvement_censors,other_exit_censors,administrative_censors,hazard_ratio,conf_low,conf_high,p_value,concordance,adjustment_set,variance_estimator,center_adjustment
KI,Kidney,with_organ_score,listing_prior_mean,o3,Ozone listing/prior-year mean per 10 ppb,death_or_deterioration_delist_cause_specific,691612,560793,282,117243,349988,82632,141749,1.0723882375791287,1.0523900332598615,1.0927664608679375,3.4221155778788845e-13,0.646474378680131,age + sex + race + listing_year + baseline_organ_score + strata(listing_center),model_based,stratified_baseline_hazard_by_listing_center
