organ,organ_label,exposure,exposure_label,endpoint,n,people,centers,adverse_events,transplant_or_improvement_censors,other_exit_censors,administrative_censors,hazard_ratio,conf_low,conf_high,p_value,concordance,adjustment_set,variance_estimator,center_adjustment
LU,Lung,o3,Ozone per 10 ppb,death_or_deterioration_delist_cause_specific,54180,50663,84,5981,44582,2714,903,0.9398573558411796,0.8582454972582808,1.0292298091287784,0.18078930620995484,0.6893081001764936,age + sex + race + listing_year + baseline_organ_score + strata(listing_center),model_based,stratified_baseline_hazard_by_listing_center
