organ,organ_label,model_variant,exposure_window,exposure,exposure_label,endpoint,n,people,centers,adverse_events,transplant_or_improvement_censors,other_exit_censors,administrative_censors,hazard_ratio,conf_low,conf_high,p_value,concordance,adjustment_set,variance_estimator,center_adjustment
LI,Liver,without_organ_score,listing_year,o3,Ozone per 10 ppb,death_or_deterioration_delist_cause_specific,217652,196317,160,41658,146048,19975,9971,1.0413226857378364,1.0093412013602299,1.0743175195572536,0.010953991441370239,0.5480039858745245,age + sex + race + listing_year + strata(listing_center),model_based,stratified_baseline_hazard_by_listing_center
