organ,organ_label,model_variant,exposure_window,exposure,exposure_label,endpoint,n,people,centers,adverse_events,transplant_or_improvement_censors,other_exit_censors,administrative_censors,hazard_ratio,conf_low,conf_high,p_value,concordance,adjustment_set,variance_estimator,center_adjustment
LU,Lung,with_organ_score,listing_year,pm25,PM2.5 per 5 ug/m3,death_or_deterioration_delist_cause_specific,46696,43545,83,5638,37727,2413,918,1.0590358095750456,0.9698969890506483,1.1563669736309536,0.2010325715973618,0.6855624295478898,age + sex + race + listing_year + baseline_organ_score + strata(listing_center),model_based,stratified_baseline_hazard_by_listing_center
