organ,organ_label,exposure_window,exposure,exposure_label,endpoint,n,people,centers,adverse_events,transplant_or_improvement_censors,other_exit_censors,administrative_censors,hazard_ratio,conf_low,conf_high,p_value,concordance,adjustment_set,variance_estimator,center_adjustment
LU,Lung,listing_year,no2,NO2 per 10-unit increment,death_or_deterioration_delist_cause_specific,46696,43545,83,5638,37727,2413,918,1.037211259358511,0.9778217019807499,1.1002079360284513,0.22457451900998454,0.6856822622658132,age + sex + race + listing_year + baseline_organ_score + strata(listing_center),model_based,stratified_baseline_hazard_by_listing_center
