organ,organ_label,exposure,exposure_label,endpoint,n,people,centers,adverse_events,transplant_or_improvement_censors,other_exit_censors,administrative_censors,hazard_ratio,conf_low,conf_high,p_value,concordance,adjustment_set,variance_estimator,center_adjustment
LI,Liver,o3,Ozone per 10 ppb,death_or_deterioration_delist_cause_specific,248064,224275,163,45164,172146,22340,8414,1.0483012386301143,1.0171018233178057,1.0804576903900172,0.002213528810126302,0.7524009809925285,age + sex + race + listing_year + baseline_organ_score + strata(listing_center),model_based,stratified_baseline_hazard_by_listing_center
