organ,organ_label,model_variant,exposure_window,exposure,exposure_label,endpoint,n,people,centers,adverse_events,transplant_or_improvement_censors,other_exit_censors,administrative_censors,hazard_ratio,conf_low,conf_high,p_value,concordance,adjustment_set,variance_estimator,center_adjustment
LU,Lung,without_organ_score,listing_year,no2,NO2 per 10-unit increment,death_or_deterioration_delist_cause_specific,46696,43545,83,5638,37727,2413,918,1.06484051680207,1.004008027552104,1.1293588249367414,0.036327850384758324,0.5560485472756562,age + sex + race + listing_year + strata(listing_center),model_based,stratified_baseline_hazard_by_listing_center
