organ,organ_label,exposure_window,exposure,exposure_label,endpoint,n,people,centers,adverse_events,transplant_or_improvement_censors,other_exit_censors,administrative_censors,hazard_ratio,conf_low,conf_high,p_value,concordance,adjustment_set,variance_estimator,center_adjustment
KI,Kidney,listing_year,o3,Ozone per 10 ppb,death_or_deterioration_delist_cause_specific,691612,560793,282,117243,349988,82632,141749,1.0654594122340395,1.0460255987505833,1.0852542810367545,1.4685171151296514e-11,0.6464298633940772,age + sex + race + listing_year + baseline_organ_score + strata(listing_center),model_based,stratified_baseline_hazard_by_listing_center
