organ,organ_label,exposure_window,exposure,exposure_label,endpoint,n,people,centers,adverse_events,transplant_or_improvement_censors,other_exit_censors,administrative_censors,hazard_ratio,conf_low,conf_high,p_value,concordance,adjustment_set,variance_estimator,center_adjustment
HR,Heart,listing_year,pm25,PM2.5 per 5 ug/m3,death_or_deterioration_delist_cause_specific,73636,68897,167,9822,54940,5527,3347,1.0197548112957648,0.9455773517440087,1.0997512506437312,0.6116746801380967,0.6394743756608663,age + sex + race + listing_year + baseline_organ_score + strata(listing_center),model_based,stratified_baseline_hazard_by_listing_center
