organ,organ_label,exposure,exposure_label,endpoint,n,people,centers,adverse_events,transplant_or_improvement_censors,other_exit_censors,administrative_censors,hazard_ratio,conf_low,conf_high,p_value,concordance,adjustment_set,variance_estimator,center_adjustment
KI,Kidney,o3,Ozone per 10 ppb,death_or_deterioration_delist_cause_specific,744773,604965,282,133394,413766,95020,102593,1.0632450973246101,1.0448215443275408,1.0819935166176309,6.139099536305038e-12,0.6437437639810984,age + sex + race + listing_year + baseline_organ_score + strata(listing_center),model_based,stratified_baseline_hazard_by_listing_center
