organ,organ_label,exposure_window,exposure,exposure_label,endpoint,n,people,centers,adverse_events,transplant_or_improvement_censors,other_exit_censors,administrative_censors,hazard_ratio,conf_low,conf_high,p_value,concordance,adjustment_set,variance_estimator,center_adjustment
LI,Liver,listing_prior_mean,o3,Ozone listing/prior-year mean per 10 ppb,death_or_deterioration_delist_cause_specific,217635,196311,160,41647,146044,19973,9971,1.0491258118254105,1.0164721470648086,1.082828459408982,0.00295199178894871,0.749535347589128,age + sex + race + listing_year + baseline_organ_score + strata(listing_center),model_based,stratified_baseline_hazard_by_listing_center
