organ,organ_label,exposure,exposure_label,endpoint,n,people,centers,adverse_events,transplant_or_improvement_censors,other_exit_censors,administrative_censors,hazard_ratio,conf_low,conf_high,p_value,concordance,adjustment_set,variance_estimator,center_adjustment
LI,Liver,pm25,PM2.5 per 5 ug/m3,death_or_deterioration_delist_cause_specific,248064,224275,163,45164,172146,22340,8414,0.982531818807443,0.9532240945480531,1.0127406351669772,0.25404866867130566,0.7523705018111733,age + sex + race + listing_year + baseline_organ_score + strata(listing_center),model_based,stratified_baseline_hazard_by_listing_center
