organ,organ_label,exposure,exposure_label,endpoint,n,people,centers,adverse_events,transplant_or_improvement_censors,other_exit_censors,administrative_censors,hazard_ratio,conf_low,conf_high,p_value,concordance,adjustment_set,variance_estimator,center_adjustment
HR,Heart,pm25,PM2.5 per 5 ug/m3,death_or_deterioration_delist_cause_specific,85270,79752,169,10709,64505,6370,3686,1.011979842352654,0.9414587884056256,1.0877833569990212,0.7465992577479125,0.6422034299209621,age + sex + race + listing_year + baseline_organ_score + strata(listing_center),model_based,stratified_baseline_hazard_by_listing_center
